osmid,name,highway,oneway,reversed,length,geometry,junction,ref,bridge
392045950,فراغی,secondary,False,False,28.582,"LINESTRING (55.9510912 37.9036649, 55.9514026 37.9037404)",,,
392045950,فراغی,secondary,False,True,7.042,"LINESTRING (55.9510912 37.9036649, 55.9510148 37.9036455)",,,
541345205,وحدت ۴,residential,False,False,44.708,"LINESTRING (55.9510912 37.9036649, 55.9513638 37.9033252)",,,
392045950,فراغی,secondary,False,False,41.589,"LINESTRING (55.9536851 37.904294, 55.9541352 37.9044113)",,,
392045950,فراغی,secondary,False,True,98.16,"LINESTRING (55.9536851 37.904294, 55.9531203 37.9041533, 55.9526165 37.9040326)",,,
786058731,وحدت ۲,residential,False,True,182.36700000000002,"LINESTRING (55.9536851 37.904294, 55.9539433 37.9037149, 55.9541434 37.9030598, 55.9542314 37.9027144)",,,
392045950,فراغی,secondary,False,True,41.589,"LINESTRING (55.9541352 37.9044113, 55.9536851 37.904294)",,,
231703503,,tertiary,True,False,36.436,"LINESTRING (55.9541352 37.9044113, 55.9541636 37.9043615, 55.9542077 37.9043194, 55.9542645 37.9042881, 55.9543297 37.9042699, 55.9543988 37.904266, 55.9544666 37.9042767)",roundabout,,
231711117,اترک,tertiary,False,True,57.451,"LINESTRING (55.9543349 37.9046692, 55.9541842 37.905172)",,,
231703503,,tertiary,True,False,37.749,"LINESTRING (55.9543349 37.9046692, 55.9542669 37.9046511, 55.9542079 37.904619, 55.9541624 37.9045753, 55.9541339 37.9045234, 55.9541246 37.9044673, 55.9541352 37.9044113)",roundabout,,
720487718,امام خمینی(ره),primary,False,True,56.537,"LINESTRING (55.9544666 37.9042767, 55.9546002 37.9037793)",,18,
231703503,,tertiary,True,False,34.127,"LINESTRING (55.9544666 37.9042767, 55.9545292 37.9043016, 55.9545809 37.9043389, 55.9546179 37.9043858, 55.9546377 37.9044388, 55.9546386 37.9044941, 55.9546287 37.9045236)",roundabout,,
231711111,قویدل,tertiary,False,False,44.581,"LINESTRING (55.9593488 37.9035618, 55.9588529 37.9034744)",,,
372091750,,tertiary,False,False,42.16,"LINESTRING (55.9593488 37.9035618, 55.959536 37.9032126)",,,
372091750,,tertiary,False,True,49.513,"LINESTRING (55.9593488 37.9035618, 55.9591193 37.9039686)",,,
231711111,قویدل,tertiary,False,False,58.412,"LINESTRING (55.9574037 37.903233, 55.9567494 37.903136)",,,
231711111,قویدل,tertiary,False,True,65.598,"LINESTRING (55.9574037 37.903233, 55.9581343 37.9033583)",,,
786058734,,residential,False,False,79.219,"LINESTRING (55.9574037 37.903233, 55.9575773 37.902796, 55.9577007 37.9025609)",,,
231711111,قویدل,tertiary,False,False,9.111,"LINESTRING (55.9556147 37.9029399, 55.955514 37.9029199)",,,
231711111,قویدل,tertiary,False,True,101.917,"LINESTRING (55.9556147 37.9029399, 55.9567494 37.903136)",,,
"[786058732, 786058733]",برفر,residential,False,False,169.67100000000002,"LINESTRING (55.9556147 37.9029399, 55.9553888 37.9035603, 55.9552527 37.9038754, 55.9552246 37.9039018, 55.9551686 37.9039119, 55.9546002 37.9037793)",,,
231711111,قویدل,tertiary,False,True,57.952,"LINESTRING (55.9548735 37.9027926, 55.955514 37.9029199)",,,
231711112,بهلکه,tertiary,False,True,57.004,"LINESTRING (55.9548735 37.9027926, 55.9542314 37.9027144)",,,
720487718,امام خمینی(ره),primary,False,False,112.306,"LINESTRING (55.9548735 37.9027926, 55.9546002 37.9037793)",,18,
720487718,امام خمینی(ره),primary,False,True,100.01400000000001,"LINESTRING (55.9548735 37.9027926, 55.9549309 37.902583, 55.9551387 37.9019179)",,18,
231711112,بهلکه,tertiary,False,False,11.364,"LINESTRING (55.9528869 37.9024862, 55.9530131 37.9025092)",,,
231711112,بهلکه,tertiary,False,True,64.386,"LINESTRING (55.9528869 37.9024862, 55.952169 37.9023662)",,,
541345212,شقایق ۲,residential,False,False,183.629,"LINESTRING (55.9528869 37.9024862, 55.9533228 37.900871)",,,
231711112,بهلکه,tertiary,False,False,57.004,"LINESTRING (55.9542314 37.9027144, 55.9548735 37.9027926)",,,
231711112,بهلکه,tertiary,False,True,100.71799999999999,"LINESTRING (55.9542314 37.9027144, 55.9538266 37.9026421, 55.9531094 37.9025231)",,,
786058731,وحدت ۲,residential,False,False,182.36700000000002,"LINESTRING (55.9542314 37.9027144, 55.9541434 37.9030598, 55.9539433 37.9037149, 55.9536851 37.904294)",,,
"[231711116, 231711117, 231711118]",اترک,tertiary,False,False,126.196,"LINESTRING (55.9533265 37.9084145, 55.9533735 37.9082788, 55.9535438 37.9076052, 55.9536214 37.907304)",,,yes
372091750,,tertiary,False,True,80.421,"LINESTRING (55.9603894 37.9016207, 55.9600323 37.9022868)",,,
392045962,عدالت ۷,residential,False,False,49.232,"LINESTRING (55.9603894 37.9016207, 55.959867 37.9014591)",,,
541345231,یاس ۱۰,residential,False,True,125.057,"LINESTRING (55.9603894 37.9016207, 55.9605587 37.900504)",,,
231711111,قویدل,tertiary,False,False,101.917,"LINESTRING (55.9567494 37.903136, 55.9556147 37.9029399)",,,
231711111,قویدل,tertiary,False,True,58.412,"LINESTRING (55.9567494 37.903136, 55.9574037 37.903233)",,,
1223126632,,tertiary,False,False,69.988,"LINESTRING (55.9567494 37.903136, 55.9565548 37.9037464)",,,
1223434071,مطهری,tertiary,False,False,113.5,"LINESTRING (55.9567494 37.903136, 55.957051 37.9021434)",,,
372091757,مدنی,tertiary,False,False,143.038,"LINESTRING (55.9546287 37.9045236, 55.9561844 37.9049083)",,,
231703503,,tertiary,True,False,33.476,"LINESTRING (55.9546287 37.9045236, 55.9546207 37.9045475, 55.9545852 37.9045951, 55.9545348 37.9046335, 55.9544732 37.9046598, 55.9544048 37.904672, 55.9543349 37.9046692)",roundabout,,
372091757,مدنی,tertiary,False,False,194.036,"LINESTRING (55.9561844 37.9049083, 55.9582948 37.9054301)",,,
372091757,مدنی,tertiary,False,True,143.038,"LINESTRING (55.9561844 37.9049083, 55.9546287 37.9045236)",,,
1223126632,,tertiary,False,False,186.712,"LINESTRING (55.9561844 37.9049083, 55.9556652 37.9065367)",,,
1223126632,,tertiary,False,True,133.222,"LINESTRING (55.9561844 37.9049083, 55.9565548 37.9037464)",,,
