osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,lanes,bridge,width
229825521,True,میدان سردار شهید سلیمانی,secondary,False,92.952,"LINESTRING (51.4134844 32.485811, 51.4134393 32.4859113, 51.4133872 32.4860086, 51.413244 32.4861795, 51.4130454 32.4863674, 51.4128936 32.4864648)",30,roundabout,,,
229825523,True,میدان غدیر,secondary,False,38.507000000000005,"LINESTRING (51.4172927 32.4816756, 51.4172355 32.4817506, 51.4170563 32.4819586)",30,roundabout,,,
201886415,True,آیت اله خامنه ای,secondary,False,210.641,"LINESTRING (51.4186223 32.4801535, 51.4184415 32.4803351, 51.4178588 32.4809528, 51.4175635 32.4812949, 51.4174835 32.4813876, 51.4172927 32.4816756)",,,,,
229825521,True,میدان سردار شهید سلیمانی,secondary,False,55.087999999999994,"LINESTRING (51.4125208 32.4860032, 51.4126897 32.4858136, 51.4128981 32.4856244)",30,roundabout,,,
229825521,True,میدان سردار شهید سلیمانی,secondary,False,24.505000000000003,"LINESTRING (51.4128981 32.4856244, 51.4129963 32.485553, 51.4131113 32.485499)",30,roundabout,,,
649222134,True,میدان ذوب آهن,secondary,False,22.546,"LINESTRING (51.4183743 32.482886, 51.4184566 32.4828854, 51.4185343 32.4829082, 51.4185939 32.4829477)",30,roundabout,,,
649222129,True,آزادی,secondary,False,29.779,"LINESTRING (51.4185939 32.4829477, 51.4188511 32.4831047)",50,,,,
649222134,True,میدان ذوب آهن,secondary,False,42.635,"LINESTRING (51.4185939 32.4829477, 51.4186361 32.4830008, 51.4186565 32.4830623, 51.4186533 32.4831261, 51.4186267 32.483186, 51.4185793 32.4832359, 51.4185159 32.4832708)",30,roundabout,,,
649222132,True,آزادی,secondary,False,167.362,"LINESTRING (51.4181865 32.4830401, 51.4180665 32.4828521, 51.4177915 32.4826759, 51.4170167 32.4821464, 51.4168343 32.482187)",50,,2,,
649222134,True,میدان ذوب آهن,secondary,False,26.064999999999998,"LINESTRING (51.4181865 32.4830401, 51.4181923 32.4830144, 51.418234 32.4829545, 51.4182971 32.48291, 51.4183743 32.482886)",30,roundabout,,,
229825523,True,میدان غدیر,secondary,False,10.712,"LINESTRING (51.4168051 32.4815982, 51.4168828 32.4815276)",30,roundabout,,,
229825523,True,میدان غدیر,secondary,False,56.269999999999996,"LINESTRING (51.4164329 32.4819938, 51.4164863 32.4819282, 51.4165845 32.4818073, 51.4168051 32.4815982)",30,roundabout,,,
309970598,True,جمهوری اسلامی,secondary,False,30.246000000000002,"LINESTRING (51.4164329 32.4819938, 51.4164449 32.4819005, 51.416437 32.4818195, 51.416393 32.48173)",50,,,,
309973741,True,کنارگذر محله ب۱,tertiary,False,85.958,"LINESTRING (51.4133846 32.4853163, 51.4134383 32.4851793, 51.4137066 32.4845927)",30,,,,
443009001,True,آیت اله خامنه ای,secondary,False,426.87100000000004,"LINESTRING (51.4133846 32.4853163, 51.4135537 32.4851597, 51.4137896 32.4849457, 51.4140854 32.4846667, 51.4145448 32.4841775, 51.4154838 32.4831716, 51.4157662 32.4828743, 51.4159666 32.4826218, 51.4161452 32.4823877, 51.4161962 32.4823053)",50,,,,
309973741,True,کنارگذر محله ب۱,tertiary,False,101.217,"LINESTRING (51.4137066 32.4845927, 51.4143602 32.4838684)",30,,,,
647862724,False,,tertiary,True,136.83800000000002,"LINESTRING (51.4137066 32.4845927, 51.4131826 32.4851306, 51.4127804 32.4855435)",30,,,,
443009001,True,آیت اله خامنه ای,secondary,False,19.232,"LINESTRING (51.4161962 32.4823053, 51.4163103 32.4821616)",50,,,,
443008998,True,آیت اله خامنه ای,secondary,False,14.816,"LINESTRING (51.4123418 32.4863376, 51.4124082 32.4862167)",50,,,,
389227249,True,,secondary_link,False,82.36399999999999,"LINESTRING (51.4191944 32.4835971, 51.4191827 32.4835486, 51.4187454 32.4832566, 51.4187293 32.4832091, 51.4187373 32.4831431, 51.4187871 32.4831164, 51.4188511 32.4831047)",20,,,,
421720515,True,آزادی,secondary,False,74.588,"LINESTRING (51.4191944 32.4835971, 51.4187099 32.4833018, 51.4185159 32.4832708)",50,,,,
229825523,True,میدان غدیر,secondary,False,35.010000000000005,"LINESTRING (51.4168343 32.482187, 51.4167696 32.4822464, 51.4167486 32.4822656, 51.416711 32.482299, 51.4165788 32.4824165)",30,roundabout,,,
375059643,True,استقلال,tertiary,False,42.254,"LINESTRING (51.4184049 32.4832858, 51.4182789 32.4833511, 51.4180875 32.4835488)",30,,2,,
649222134,True,میدان ذوب آهن,secondary,False,26.706,"LINESTRING (51.4184049 32.4832858, 51.4183671 32.4832841, 51.4182908 32.4832581, 51.4182293 32.483212, 51.4181898 32.4831511)",30,roundabout,,,
499790353,False,,residential,False,15.093,"LINESTRING (51.4165108 32.4852771, 51.4163844 32.4851931)",20,,,,
375059643,True,استقلال,tertiary,False,340.659,"LINESTRING (51.4165108 32.4852771, 51.4158366 32.4859987, 51.4154083 32.4864572, 51.4148747 32.4870283, 51.4145099 32.4874581, 51.4142835 32.4876964)",30,,2,,
533165059,False,پارکینگ ۴,residential,False,144.39,"LINESTRING (51.4165108 32.4852771, 51.4165832 32.4853247, 51.4177187 32.4860821)",30,,,,
649222134,True,میدان ذوب آهن,secondary,False,12.52,"LINESTRING (51.4181898 32.4831511, 51.418177 32.4830825, 51.4181865 32.4830401)",30,roundabout,,,
637270376,True,,tertiary,False,16.082,"LINESTRING (51.4225305 32.4877115, 51.4224609 32.4875981, 51.4224727 32.4875844)",30,roundabout,,,
421720515,True,آزادی,secondary,False,117.354,"LINESTRING (51.4222741 32.4856397, 51.4212939 32.4849838)",50,,,,
375059641,False,پارکینگ ۱,tertiary,False,36.211999999999996,"LINESTRING (51.4222741 32.4856397, 51.4222307 32.4856876, 51.4221828 32.4857404, 51.4220396 32.4858984)",30,,,,
375059641,False,پارکینگ ۱,tertiary,True,249.99200000000002,"LINESTRING (51.4206671 32.4877672, 51.4206884 32.4875661, 51.4207192 32.4873549, 51.4208903 32.4871662, 51.4212602 32.4867581, 51.4220396 32.4858984)",30,,,,
375059643,True,استقلال,tertiary,False,129.417,"LINESTRING (51.4180875 32.4835488, 51.4179308 32.4837434, 51.4173351 32.4843698, 51.417242 32.4844678)",30,,2,,
375059642,True,,tertiary_link,False,13.61,"LINESTRING (51.4179752 32.4834713, 51.4180875 32.4835488)",30,,,,
309983062,True,استقلال,tertiary,False,40.991,"LINESTRING (51.4179752 32.4834713, 51.4181319 32.4832608, 51.4181898 32.4831511)",30,,2,,
632570534,False,پارکینگ ۷,tertiary,True,75.138,"LINESTRING (51.4120518 32.4830894, 51.4120413 32.4835451, 51.4120467 32.483765)",30,,,,
632570537,False,گذر ارژنگ عبدالهی,tertiary,True,228.738,"LINESTRING (51.4120518 32.4830894, 51.4124174 32.4830387, 51.4125205 32.4829958, 51.4127154 32.4829731, 51.4134968 32.4829612, 51.4138969 32.4829551, 51.4144715 32.4829463)",30,,,,
421242722,False,پارکینگ ۱۸,residential,False,224.477,"LINESTRING (51.4120467 32.483765, 51.4120658 32.4837649, 51.4121034 32.4837647, 51.4129688 32.4837611, 51.413107 32.4837606, 51.4135766 32.4837586, 51.414113 32.4837564, 51.414288 32.4837557, 51.4143241 32.483812, 51.4143602 32.4838684)",30,,,,
632570534,False,پارکینگ ۷,tertiary,False,75.138,"LINESTRING (51.4120467 32.483765, 51.4120413 32.4835451, 51.4120518 32.4830894)",30,,,,
637270375,True,,tertiary,False,17.661,"LINESTRING (51.4220393 32.4873556, 51.4220417 32.4873282, 51.4220549 32.4873031, 51.4220775 32.4872833, 51.4221044 32.4872717, 51.4221342 32.4872678, 51.422164 32.487272)",30,roundabout,,,
427886598,False,,tertiary,False,32.709,"LINESTRING (51.4221966 32.4874047, 51.4224727 32.4875844)",30,,,yes,
637270375,True,,tertiary,False,17.171,"LINESTRING (51.4221966 32.4874047, 51.422179 32.487419, 51.4220393 32.4873556)",30,roundabout,,,
427886598,False,,tertiary,True,32.709,"LINESTRING (51.4224727 32.4875844, 51.4221966 32.4874047)",30,,,yes,
637270376,True,,tertiary,False,17.034,"LINESTRING (51.4224727 32.4875844, 51.4224862 32.4875688, 51.4226367 32.4876113)",30,roundabout,,,
309970598,True,جمهوری اسلامی,secondary,False,204.756,"LINESTRING (51.4158268 32.4813375, 51.4153768 32.4810258, 51.4148767 32.4806942, 51.4148306 32.4806525, 51.4147427 32.4805594, 51.4146866 32.4804678, 51.4146584 32.4803837, 51.4146474 32.4799367)",50,,,,
648630615,False,پارکینگ ۱۷,residential,True,19.671,"LINESTRING (51.4158268 32.4813375, 51.4158064 32.4813631, 51.4157096 32.4814842)",30,,,,
648630615,False,پارکینگ ۱۷,residential,False,19.671,"LINESTRING (51.4157096 32.4814842, 51.4158064 32.4813631, 51.4158268 32.4813375)",30,,,,
309970597,True,جمهوری اسلامی,secondary,False,293.22200000000004,"LINESTRING (51.4147594 32.4796498, 51.4147839 32.480272, 51.4148047 32.4803682, 51.4148624 32.4805216, 51.4149221 32.4805999, 51.4150319 32.4807003, 51.4158508 32.4812525, 51.4162491 32.4815256, 51.4164537 32.4816429)",50,,,,
499788338,True,,residential,False,177.767,"LINESTRING (51.4181522 32.4797889, 51.4172552 32.4796527, 51.4170194 32.4796519, 51.4162715 32.4796494)",30,,,,
499788342,False,,residential,True,128.4,"LINESTRING (51.4181522 32.4797889, 51.4180119 32.4799725, 51.4173147 32.480701)",30,,,,
499788342,False,,residential,True,37.12,"LINESTRING (51.4173147 32.480701, 51.4170828 32.4809715)",30,,,,
499788342,False,,residential,False,128.4,"LINESTRING (51.4173147 32.480701, 51.4180119 32.4799725, 51.4181522 32.4797889)",30,,,,
"[673347561, 648630620]",False,,residential,"[False, True]",211.041,"LINESTRING (51.4173147 32.480701, 51.4169286 32.4807064, 51.4168401 32.4806031, 51.4162634 32.4806076, 51.4162715 32.4796494)",30,,,,
499788342,False,,residential,False,37.12,"LINESTRING (51.4170828 32.4809715, 51.4173147 32.480701)",30,,,,
648630619,False,,residential,False,35.088,"LINESTRING (51.4170828 32.4809715, 51.4168494 32.4812181)",20,,,,
499788342,False,,residential,True,83.53099999999999,"LINESTRING (51.4170828 32.4809715, 51.416879 32.4810145, 51.4167878 32.4810688, 51.4167529 32.4811615, 51.4167878 32.481286, 51.4168514 32.4814371, 51.4168828 32.4815276)",30,,,,
499790353,False,,residential,True,15.093,"LINESTRING (51.4163844 32.4851931, 51.4165108 32.4852771)",20,,,,
309983062,True,استقلال,tertiary,False,242.736,"LINESTRING (51.4163844 32.4851931, 51.4165713 32.4849954, 51.4167445 32.4848073, 51.4172184 32.4842928, 51.4179752 32.4834713)",30,,2,,
533165032,True,,residential,False,22.063000000000002,"LINESTRING (51.4185868 32.4851106, 51.4186211 32.4850835, 51.4186644 32.4850679, 51.4187114 32.4850657, 51.4187564 32.4850771, 51.4187941 32.4851009)",30,roundabout,,,
533165044,False,پارکینگ ۳,residential,True,147.987,"LINESTRING (51.4185868 32.4851106, 51.4180799 32.4850119, 51.4173246 32.4845258, 51.417242 32.4844678)",30,,,,5.3
646084410,False,,residential,False,58.923,"LINESTRING (51.4187941 32.4851009, 51.4192785 32.4847635)",30,,,,
533165032,True,,residential,False,22.064,"LINESTRING (51.4187941 32.4851009, 51.4188199 32.4851341, 51.4188307 32.4851727, 51.4188252 32.4852121, 51.418804 32.4852476, 51.4187698 32.4852748)",30,roundabout,,,
533165032,True,,residential,False,35.408,"LINESTRING (51.4187698 32.4852748, 51.4187266 32.4852905, 51.4186862 32.4852933, 51.4186467 32.485286, 51.4186115 32.4852691, 51.4185838 32.4852443, 51.418566 32.4852136, 51.4185597 32.4851798, 51.4185656 32.4851461, 51.4185868 32.4851106)",30,roundabout,,,
646084425,False,,residential,False,27.519,"LINESTRING (51.4187698 32.4852748, 51.4188104 32.4853108, 51.4189719 32.4854542)",30,,,,
533165048,False,,residential,True,24.825,"LINESTRING (51.4200993 32.4853487, 51.4203639 32.4853434)",30,,,,
533165033,True,,residential,False,32.858,"LINESTRING (51.4200993 32.4853487, 51.4200947 32.4853855, 51.4200766 32.4854191, 51.4200466 32.485446, 51.4200081 32.4854635, 51.4199649 32.4854697, 51.4199216 32.485464, 51.4198828 32.485447, 51.4198524 32.4854204)",30,roundabout,,,
533165033,True,,residential,False,19.467,"LINESTRING (51.4198524 32.4854204, 51.4198332 32.4853858, 51.4198286 32.4853478, 51.4198391 32.4853107, 51.4198635 32.4852785, 51.4198843 32.4852647)",30,roundabout,,,
533165047,False,,residential,False,91.991,"LINESTRING (51.4198524 32.4854204, 51.4194374 32.4854137, 51.4192731 32.4852994, 51.4189719 32.4854542)",30,,,,
646084405,False,,residential,True,34.46,"LINESTRING (51.4186436 32.4844193, 51.4184508 32.4841555)",20,,,,
533165034,True,,residential,False,26.485999999999997,"LINESTRING (51.4186436 32.4844193, 51.4186869 32.4844037, 51.4187339 32.4844015, 51.4187789 32.484413, 51.4188166 32.4844367, 51.4188424 32.4844699, 51.4188532 32.4845086)",30,roundabout,,,
646084413,False,,residential,False,41.163,"LINESTRING (51.4188532 32.4845086, 51.4192891 32.4845515)",30,,,,
533165034,True,,residential,False,32.836,"LINESTRING (51.4188532 32.4845086, 51.4188477 32.484548, 51.4188265 32.4845834, 51.4187923 32.4846107, 51.4187491 32.4846264, 51.4187087 32.4846292, 51.4186692 32.4846218, 51.418634 32.484605, 51.4186063 32.4845801)",30,roundabout,,,
533165034,True,,residential,False,20.219,"LINESTRING (51.4186063 32.4845801, 51.4185885 32.4845494, 51.4185822 32.4845157, 51.4185881 32.4844819, 51.4186093 32.4844465, 51.4186436 32.4844193)",30,roundabout,,,
646084407,False,,residential,False,91.157,"LINESTRING (51.4186063 32.4845801, 51.4182106 32.484566, 51.4181274 32.4844698, 51.4178933 32.4844698, 51.4177515 32.4845894)",20,,,,
646084390,False,,residential,True,32.708,"LINESTRING (51.4166346 32.486519, 51.4164213 32.4862863)",30,,,,
533165036,True,,residential,False,26.479000000000003,"LINESTRING (51.4166346 32.486519, 51.4166779 32.4865034, 51.4167248 32.4865012, 51.4167699 32.4865126, 51.4168076 32.4865364, 51.4168334 32.4865696, 51.4168442 32.4866082)",30,roundabout,,,
533165060,False,,residential,False,53.916,"LINESTRING (51.4168442 32.4866082, 51.4174172 32.4866469)",30,,,,
533165036,True,,residential,False,32.844,"LINESTRING (51.4168442 32.4866082, 51.4168387 32.4866476, 51.4168175 32.4866831, 51.4167833 32.4867103, 51.41674 32.486726, 51.4166997 32.4867289, 51.4166602 32.4867215, 51.416625 32.4867046, 51.4165972 32.4866798)",30,roundabout,,,
533165036,True,,residential,False,20.218,"LINESTRING (51.4165972 32.4866798, 51.4165795 32.4866491, 51.4165732 32.4866154, 51.416579 32.4865816, 51.4166003 32.4865462, 51.4166346 32.486519)",30,roundabout,,,
533165062,False,,residential,False,171.109,"LINESTRING (51.4165972 32.4866798, 51.4162842 32.4867014, 51.4161534 32.486603, 51.4158848 32.4866018, 51.4159028 32.4868741, 51.4163017 32.4870725, 51.4165799 32.4870991)",30,,,,
533165081,False,,residential,True,33.752,"LINESTRING (51.4156252 32.487608, 51.4154585 32.487339)",30,,,,
533165037,True,,residential,False,26.372999999999998,"LINESTRING (51.4156252 32.487608, 51.4156683 32.4875925, 51.4157151 32.4875903, 51.41576 32.4876017, 51.4157976 32.4876254, 51.4158233 32.4876584, 51.4158342 32.4876968)",30,roundabout,,,
533165078,False,,residential,False,67.201,"LINESTRING (51.4158342 32.4876968, 51.4165469 32.4877588)",30,,,,
533165037,True,,residential,False,53.04899999999999,"LINESTRING (51.4158342 32.4876968, 51.4158297 32.4877336, 51.4158116 32.4877672, 51.4157818 32.4877941, 51.4157432 32.4878117, 51.4157001 32.4878179, 51.4156569 32.4878122, 51.415618 32.4877952, 51.4155877 32.4877686, 51.4155691 32.4877358, 51.4155638 32.4876997, 51.4155721 32.4876641, 51.4155933 32.4876324, 51.4156252 32.487608)",30,roundabout,,,
533165078,False,,residential,True,67.201,"LINESTRING (51.4165469 32.4877588, 51.4158342 32.4876968)",30,,,,
646084394,False,,residential,True,34.682,"LINESTRING (51.4165469 32.4877588, 51.4165832 32.4874484)",30,,,,
375059643,True,استقلال,tertiary,False,113.146,"LINESTRING (51.417242 32.4844678, 51.416835 32.4849182, 51.4166471 32.4851262, 51.4165108 32.4852771)",30,,2,,
533165044,False,پارکینگ ۳,residential,False,147.987,"LINESTRING (51.417242 32.4844678, 51.4173246 32.4845258, 51.4180799 32.4850119, 51.4185868 32.4851106)",30,,,,5.3
533165048,False,,residential,False,24.825,"LINESTRING (51.4203639 32.4853434, 51.4200993 32.4853487)",30,,,,
646084400,False,,residential,False,30.465,"LINESTRING (51.4177131 32.4854369, 51.4173883 32.485437)",30,,,,
533165058,False,,residential,False,71.745,"LINESTRING (51.4177131 32.4854369, 51.4177145 32.4855948, 51.4177187 32.4860821)",30,,,,
533165058,False,,residential,True,33.423,"LINESTRING (51.4177131 32.4854369, 51.4176669 32.485373, 51.4176623 32.4851473)",30,,,,
533165059,False,پارکینگ ۴,residential,True,14.191,"LINESTRING (51.4178418 32.4861563, 51.4177187 32.4860821)",30,,,,
646084394,False,,residential,False,39.159,"LINESTRING (51.4178418 32.4861563, 51.4175769 32.4864285)",30,,,,
647000854,False,,residential,False,112.477,"LINESTRING (51.4178418 32.4861563, 51.4178623 32.4862508, 51.4180286 32.4863643, 51.4184427 32.486409, 51.4185312 32.4864717, 51.4188691 32.4864573)",30,,,,
646084394,False,,residential,False,28.533,"LINESTRING (51.4175769 32.4864285, 51.4174172 32.4866469)",30,,,,
646084394,False,,residential,True,39.159,"LINESTRING (51.4175769 32.4864285, 51.4178418 32.4861563)",30,,,,
533165061,False,,residential,False,99.455,"LINESTRING (51.4175769 32.4864285, 51.4169866 32.4862437, 51.4165593 32.4861982)",30,,,,
533165062,False,,residential,True,34.46,"LINESTRING (51.4169244 32.4872068, 51.4165799 32.4870991)",30,,,,
646084394,False,,residential,False,41.784,"LINESTRING (51.4169244 32.4872068, 51.4165832 32.4874484)",30,,,,
646084394,False,,residential,True,77.541,"LINESTRING (51.4169244 32.4872068, 51.4174172 32.4866469)",30,,,,
533165079,False,,residential,False,95.87,"LINESTRING (51.4165832 32.4874484, 51.4156015 32.4872083)",30,,,,
646084389,False,,residential,False,38.842,"LINESTRING (51.4165832 32.4874484, 51.4165799 32.4870991)",20,,,,
646084394,False,,residential,False,34.682,"LINESTRING (51.4165832 32.4874484, 51.4165469 32.4877588)",30,,,,
646084394,False,,residential,True,41.784,"LINESTRING (51.4165832 32.4874484, 51.4169244 32.4872068)",30,,,,
533165060,False,,residential,True,53.916,"LINESTRING (51.4174172 32.4866469, 51.4168442 32.4866082)",30,,,,
646084394,False,,residential,False,77.541,"LINESTRING (51.4174172 32.4866469, 51.4169244 32.4872068)",30,,,,
646084394,False,,residential,True,28.533,"LINESTRING (51.4174172 32.4866469, 51.4175769 32.4864285)",30,,,,
"[647000864, 647000857]",False,,residential,False,214.192,"LINESTRING (51.4174172 32.4866469, 51.418085 32.4866441, 51.4181826 32.4867058, 51.4183513 32.4867658, 51.4186745 32.4868927, 51.4188615 32.4869184, 51.4193562 32.4867873, 51.4192254 32.4869633)","['20', '30']",,,,
533165061,False,,residential,True,99.455,"LINESTRING (51.4165593 32.4861982, 51.4169866 32.4862437, 51.4175769 32.4864285)",30,,,,
646084392,True,,residential,False,16.794,"LINESTRING (51.4165593 32.4861982, 51.4165239 32.486231, 51.4164814 32.4862669, 51.4164531 32.4862833, 51.4164213 32.4862863)",30,roundabout,,,
646084390,False,,residential,False,32.708,"LINESTRING (51.4164213 32.4862863, 51.4166346 32.486519)",30,,,,
646084392,True,,residential,False,19.247,"LINESTRING (51.4164213 32.4862863, 51.4163877 32.4862863, 51.4163558 32.4862773, 51.4163133 32.4862579, 51.4162832 32.4862236, 51.4162815 32.4861907)",30,roundabout,,,
533165062,False,,residential,False,34.46,"LINESTRING (51.4165799 32.4870991, 51.4169244 32.4872068)",30,,,,
646084389,False,,residential,True,38.842,"LINESTRING (51.4165799 32.4870991, 51.4165832 32.4874484)",20,,,,
533165062,False,,residential,True,171.10899999999998,"LINESTRING (51.4165799 32.4870991, 51.4163017 32.4870725, 51.4159028 32.4868741, 51.4158848 32.4866018, 51.4161534 32.486603, 51.4162842 32.4867014, 51.4165972 32.4866798)",30,,,,
533165079,False,,residential,True,95.87,"LINESTRING (51.4156015 32.4872083, 51.4165832 32.4874484)",30,,,,
533165080,True,,residential,False,20.740000000000002,"LINESTRING (51.4156015 32.4872083, 51.4155882 32.4872544, 51.4155375 32.4872966, 51.4154585 32.487339)",30,roundabout,,,
533165081,False,,residential,False,33.752,"LINESTRING (51.4154585 32.487339, 51.4156252 32.487608)",30,,,,
533165080,True,,residential,False,77.452,"LINESTRING (51.4154585 32.487339, 51.4154074 32.4873619, 51.4153014 32.487349, 51.4152449 32.4873219, 51.4152286 32.4872501, 51.4152743 32.487205, 51.4153747 32.4871458, 51.4154545 32.4871028, 51.4155391 32.487115, 51.4155911 32.4871515, 51.4156015 32.4872083)",30,roundabout,,,
421720515,True,آزادی,secondary,False,250.11399999999998,"LINESTRING (51.4212939 32.4849838, 51.42075 32.4846198, 51.4191944 32.4835971)",50,,,,
"[646084425, 533165101]",False,پارکینگ ۲,residential,"[False, True]",183.083,"LINESTRING (51.4212939 32.4849838, 51.4212342 32.4850455, 51.4204561 32.485818, 51.4198011 32.4857907)",30,,,,
648630626,False,پارکینگ ۱۶,residential,False,122.568,"LINESTRING (51.4146474 32.4799367, 51.4145382 32.479936, 51.4142861 32.4799345, 51.414123 32.4799334, 51.414123 32.4802533, 51.414123 32.4805933)",20,,,,
309970598,True,جمهوری اسلامی,secondary,False,68.742,"LINESTRING (51.416393 32.48173, 51.4158268 32.4813375)",50,,,,
309970597,True,جمهوری اسلامی,secondary,False,33.793000000000006,"LINESTRING (51.4164537 32.4816429, 51.4165882 32.4816419, 51.4166972 32.4816352, 51.4168051 32.4815982)",50,,,,
648630618,True,,secondary_link,False,15.963,"LINESTRING (51.4164537 32.4816429, 51.4164792 32.4816835, 51.4164467 32.481728, 51.416393 32.48173)",20,,,,
309973741,True,کنارگذر محله ب۱,tertiary,False,157.935,"LINESTRING (51.4149986 32.4832204, 51.4157666 32.4823992, 51.4161962 32.4823053)",30,,,,
632570537,False,گذر ارژنگ عبدالهی,tertiary,False,61.20100000000001,"LINESTRING (51.4149986 32.4832204, 51.4149356 32.4831727, 51.4148545 32.4831114, 51.4146333 32.4829441, 51.4144715 32.4829463)",30,,,,
649222134,True,میدان ذوب آهن,secondary,False,10.664,"LINESTRING (51.4185159 32.4832708, 51.4184428 32.4832875, 51.4184049 32.4832858)",30,roundabout,,,
632570543,False,,tertiary,True,102.726,"LINESTRING (51.4133684 32.481418, 51.4144635 32.4814085)",30,,,,
632570543,False,,tertiary,False,102.726,"LINESTRING (51.4144635 32.4814085, 51.4133684 32.481418)",30,,,,
632570545,True,,tertiary,False,177.09300000000002,"LINESTRING (51.4144635 32.4814085, 51.4145477 32.4814866, 51.4145484 32.4815964, 51.4145495 32.4817902, 51.4145506 32.4819616, 51.4145516 32.4821279, 51.414556 32.4828671, 51.4144715 32.4829463)",30,,,,
632570537,False,گذر ارژنگ عبدالهی,tertiary,False,228.738,"LINESTRING (51.4144715 32.4829463, 51.4138969 32.4829551, 51.4134968 32.4829612, 51.4127154 32.4829731, 51.4125205 32.4829958, 51.4124174 32.4830387, 51.4120518 32.4830894)",30,,,,
632570537,False,گذر ارژنگ عبدالهی,tertiary,True,61.201,"LINESTRING (51.4144715 32.4829463, 51.4146333 32.4829441, 51.4148545 32.4831114, 51.4149356 32.4831727, 51.4149986 32.4832204)",30,,,,
636579105,True,,tertiary,False,177.065,"LINESTRING (51.4144715 32.4829463, 51.4143853 32.4828674, 51.414383 32.4823268, 51.4143817 32.4820197, 51.4143795 32.4814913, 51.4144635 32.4814085)",30,,,,
427886581,True,جهان پهلوان محمد طلایی,tertiary,False,7.708,"LINESTRING (51.422164 32.487272, 51.4222455 32.4872809)",30,,,,
637270375,True,,tertiary,False,15.943999999999999,"LINESTRING (51.422164 32.487272, 51.4222098 32.4873939, 51.4221966 32.4874047)",30,roundabout,,,
637270376,True,,tertiary,False,17.666,"LINESTRING (51.4226367 32.4876113, 51.4226398 32.4876386, 51.4226318 32.4876652, 51.4226136 32.487688, 51.4225894 32.4877033, 51.4225608 32.4877114, 51.4225305 32.4877115)",30,roundabout,,,
646084392,True,,residential,False,52.42799999999999,"LINESTRING (51.4162815 32.4861907, 51.4162956 32.4861594, 51.4163169 32.4861265, 51.4163505 32.4860833, 51.4163859 32.4860564, 51.4164372 32.4860295, 51.4164832 32.4860235, 51.4165186 32.4860265, 51.4165434 32.4860504, 51.4165664 32.4860818, 51.416577 32.4861251, 51.4165752 32.4861624, 51.4165593 32.4861982)",30,roundabout,,,
