osmid,oneway,lanes,name,highway,maxspeed,reversed,length,junction,geometry,bridge
279952610,True,3,خیابان انقلاب,secondary,30,False,18.752,,"LINESTRING (52.6842168 30.8883357, 52.6843482 30.8884611)",
302521572,True,2,میدان مطهری,secondary,30,False,33.629999999999995,roundabout,"LINESTRING (52.6842168 30.8883357, 52.6842191 30.8883632, 52.6842122 30.88839, 52.6841966 30.888414, 52.6841737 30.8884333, 52.6841454 30.8884461, 52.684114 30.8884515, 52.6840821 30.8884489, 52.6840524 30.8884387, 52.6840273 30.8884216, 52.6840089 30.8883991, 52.6839988 30.888373)",
378632335,True,3,خیابان چمران,secondary,30,False,120.17099999999999,,"LINESTRING (52.6892444 30.89291, 52.689425 30.8926911, 52.690007 30.8920502)",
888661889,True,2,خیابان سعدی,tertiary,40,False,30.889,,"LINESTRING (52.686881 30.8919683, 52.6865577 30.8919542)",
446540188,True,3,خیابان طالقانی,secondary,30,False,61.002,,"LINESTRING (52.686881 30.8919683, 52.6866334 30.8918421, 52.6863222 30.8917022)",
279948463,False,2,خیابان سعدی,tertiary,40,False,107.187,,"LINESTRING (52.6860012 30.8924256, 52.684965 30.8927978)",
938732134,False,,,living_street,,False,135.726,,"LINESTRING (52.6860012 30.8924256, 52.6857427 30.892356, 52.6854969 30.892356, 52.6851543 30.8924346, 52.6849887 30.8924752, 52.6849988 30.8925854, 52.6849819 30.8927217, 52.684965 30.8927978)",
279948463,False,2,خیابان سعدی,tertiary,40,True,28.465,,"LINESTRING (52.6860012 30.8924256, 52.6862854 30.8923478)",
446540188,True,3,خیابان طالقانی,secondary,30,False,39.07,,"LINESTRING (52.6853661 30.8911895, 52.6850008 30.8910308)",
460369637,False,,,living_street,,False,42.231,,"LINESTRING (52.6853661 30.8911895, 52.6852737 30.8914135, 52.6851937 30.891538)",
279950687,True,2,خیابان طالقانی,secondary_link,20,False,28.942,,"LINESTRING (52.6833119 30.8902362, 52.6833126 30.8901073, 52.6833579 30.8899818)",
279948375,True,3,خیابان توحید,tertiary,30,False,53.975,,"LINESTRING (52.6881594 30.892514, 52.6878303 30.8929088)",
446540188,True,3,خیابان طالقانی,secondary,30,False,136.26899999999998,,"LINESTRING (52.6881594 30.892514, 52.6877214 30.8923179, 52.6873997 30.8921815, 52.6872558 30.8921181, 52.6871897 30.8920912, 52.6869764 30.8920043, 52.686881 30.8919683)",
834294692,True,3,میدان شهدا,secondary,20,False,33.306,,"LINESTRING (52.6881594 30.892514, 52.6881929 30.8924278, 52.6882828 30.8923351, 52.6883833 30.8923173)",
279951161,False,2,خیابان ساحلی,tertiary,50,False,49.438,,"LINESTRING (52.6862969 30.8944611, 52.686672 30.8947678)",
478049387,False,2,خیابان شهید عباسعلی خادمی,tertiary,,False,10.205,,"LINESTRING (52.6862969 30.8944611, 52.6861942 30.8944867)",
302521617,True,,,tertiary_link,,False,32.022,,"LINESTRING (52.6854737 30.8946994, 52.6852947 30.894943)",
478049387,False,2,خیابان شهید عباسعلی خادمی,tertiary,,True,42.583,,"LINESTRING (52.6854737 30.8946994, 52.6858931 30.8945685)",
279951161,False,2,خیابان ساحلی,tertiary,50,True,70.62,,"LINESTRING (52.6883504 30.8960968, 52.6883159 30.8960699, 52.6879743 30.8958144, 52.6877903 30.8956817)",
"[458115960, 680350838]",True,1,خیابان ساحلی,tertiary,50,False,45.528,,"LINESTRING (52.6883504 30.8960968, 52.6885507 30.8961462, 52.6887564 30.8962946)",yes
458115958,False,2,خیابان ساحلی,tertiary,50,True,9.843,,"LINESTRING (52.6892786 30.8962675, 52.6891762 30.8962568)",
853392334,False,2,,residential,,True,15.925,,"LINESTRING (52.6892786 30.8962675, 52.6893523 30.896139)",yes
458115958,False,2,خیابان ساحلی,tertiary,50,False,51.941,,"LINESTRING (52.6892786 30.8962675, 52.6896086 30.8964169, 52.6897601 30.8964854)",
279952612,True,4,خیابان امام خمینی,secondary,40,False,35.003,,"LINESTRING (52.6921724 30.8962174, 52.6920673 30.8961434, 52.6919637 30.8960704, 52.6918947 30.8960121)",
279969213,False,2,خیابان امام خمینی,secondary,50,False,64.20100000000001,,"LINESTRING (52.6921724 30.8962174, 52.6923343 30.8963314, 52.6926926 30.8965836)",
279952612,True,4,خیابان امام خمینی,secondary,40,False,7.429,,"LINESTRING (52.6916461 30.8958019, 52.691599 30.8957487)",
479125820,False,,امام خمینی ۱۸۵,living_street,,False,92.537,,"LINESTRING (52.6916461 30.8958019, 52.6911696 30.8960796, 52.6908221 30.8962386)",
302521670,True,2,خیابان آموزش و پرورش,secondary,30,False,28.942,,"LINESTRING (52.6838945 30.8887232, 52.6839667 30.8884704)",
659721180,True,1,خیابان آموزش و پرورش,secondary_link,30,False,54.599999999999994,,"LINESTRING (52.6838945 30.8887232, 52.6840888 30.8885291, 52.6842311 30.8884745, 52.6843482 30.8884611)",
834294692,True,3,میدان شهدا,secondary,20,False,14.607,,"LINESTRING (52.6888802 30.8929295, 52.6887572 30.8928513)",
