osmid,highway,junction,oneway,reversed,length,name,geometry
1147358101,secondary,roundabout,True,False,17.239,,"LINESTRING (47.3205946 33.4030113, 47.3205378 33.4028637)"
685670281,secondary,,True,False,75.473,بلوار رهبری,"LINESTRING (47.3311356 33.4015276, 47.3305714 33.4015572, 47.3303273 33.4015924)"
685670546,residential,,False,False,347.923,,"LINESTRING (47.3311356 33.4015276, 47.3306099 33.4020995, 47.3292387 33.4036043, 47.3289194 33.4040477)"
685674772,residential,,False,True,70.481,,"LINESTRING (47.32366 33.4024586, 47.3233683 33.4018734)"
685670274,secondary,,True,False,180.052,بلوار رهبری,"LINESTRING (47.32366 33.4024586, 47.3251002 33.4021742, 47.3255542 33.4021141)"
685670547,residential,,False,True,28.519,,"LINESTRING (47.3259398 33.4021625, 47.3260955 33.4023836)"
685670281,secondary,,True,False,105.922,بلوار رهبری,"LINESTRING (47.3259398 33.4021625, 47.3250101 33.4022967, 47.3248175 33.4023334)"
685670273,secondary,roundabout,True,False,8.669,,"LINESTRING (47.3213293 33.4026145, 47.3213369 33.4026922)"
685670274,secondary,,True,False,122.79599999999999,بلوار رهبری,"LINESTRING (47.3213293 33.4026145, 47.3214922 33.4026216, 47.3217011 33.4026317, 47.3219846 33.4026328, 47.3226508 33.4026061)"
685670273,secondary,roundabout,True,False,75.633,,"LINESTRING (47.3213446 33.4027456, 47.3211779 33.4028075, 47.3209265 33.4028948, 47.3205946 33.4030113)"
685670550,tertiary,,False,True,64.794,,"LINESTRING (47.3226508 33.4026061, 47.322511 33.4020352)"
685670274,secondary,,True,False,95.232,بلوار رهبری,"LINESTRING (47.3226508 33.4026061, 47.3230106 33.4025748, 47.32366 33.4024586)"
1147358101,secondary,roundabout,True,False,24.546,,"LINESTRING (47.3205378 33.4028637, 47.3204641 33.4026517)"
"[1147358104, 1147358102]",secondary,roundabout,True,False,81.157,,"LINESTRING (47.3204641 33.4026517, 47.3206549 33.4026625, 47.3208171 33.4026659, 47.3211102 33.4026832, 47.3213369 33.4026922)"
685670540,residential,,False,False,121.326,,"LINESTRING (47.323308 33.4025982, 47.3236174 33.4036583)"
685670281,secondary,,True,False,108.59800000000001,بلوار رهبری,"LINESTRING (47.323308 33.4025982, 47.32302 33.4026472, 47.3225543 33.4026759, 47.3221459 33.4026942)"
685670276,tertiary,,False,False,108.601,,"LINESTRING (47.3289194 33.4040477, 47.3280533 33.4047043)"
685670276,tertiary,,False,True,145.53,,"LINESTRING (47.3289194 33.4040477, 47.3302005 33.4032933)"
685670546,residential,,False,True,347.923,,"LINESTRING (47.3289194 33.4040477, 47.3292387 33.4036043, 47.3306099 33.4020995, 47.3311356 33.4015276)"
685670547,residential,,False,False,28.519,,"LINESTRING (47.3260955 33.4023836, 47.3259398 33.4021625)"
"[685670542, 685670543]",residential,,False,False,319.601,,"LINESTRING (47.3260955 33.4023836, 47.3262314 33.4026941, 47.3254447 33.4034762, 47.3250621 33.403721, 47.323788 33.4040717)"
685670549,residential,,False,True,275.084,,"LINESTRING (47.3260955 33.4023836, 47.3258094 33.4025239, 47.3254447 33.4026911, 47.3252623 33.4029597, 47.324615 33.4032254, 47.3236174 33.4036583)"
685670545,residential,,False,True,73.142,,"LINESTRING (47.3232337 33.4047054, 47.3239106 33.4043687)"
685670541,residential,,False,True,104.23599999999999,,"LINESTRING (47.3232337 33.4047054, 47.323063 33.4044822, 47.3227054 33.4042405, 47.3226052 33.4039644)"
685670281,secondary,,True,False,77.266,بلوار رهبری,"LINESTRING (47.3267638 33.4020643, 47.3259398 33.4021625)"
"[685670544, 685674780]",residential,,False,False,109.049,,"LINESTRING (47.3267638 33.4020643, 47.3269215 33.402449, 47.3271758 33.4029824)"
685670540,residential,,False,True,34.931,,"LINESTRING (47.3239106 33.4043687, 47.323788 33.4040717)"
685670545,residential,,False,False,73.142,,"LINESTRING (47.3239106 33.4043687, 47.3232337 33.4047054)"
685670545,residential,,False,True,120.465,,"LINESTRING (47.3239106 33.4043687, 47.3246114 33.4042582, 47.3250871 33.4039746)"
685670541,residential,,False,True,55.663,,"LINESTRING (47.3226052 33.4039644, 47.3224314 33.4034853)"
685670549,residential,,False,False,99.934,,"LINESTRING (47.3226052 33.4039644, 47.3236174 33.4036583)"
685670541,residential,,False,False,104.23599999999999,,"LINESTRING (47.3226052 33.4039644, 47.3227054 33.4042405, 47.323063 33.4044822, 47.3232337 33.4047054)"
685670540,residential,,False,False,34.931,,"LINESTRING (47.323788 33.4040717, 47.3239106 33.4043687)"
685670540,residential,,False,True,48.619,,"LINESTRING (47.323788 33.4040717, 47.3236174 33.4036583)"
"[685670542, 685670543]",residential,,False,True,319.601,,"LINESTRING (47.323788 33.4040717, 47.3250621 33.403721, 47.3254447 33.4034762, 47.3262314 33.4026941, 47.3260955 33.4023836)"
685670540,residential,,False,False,48.619,,"LINESTRING (47.3236174 33.4036583, 47.323788 33.4040717)"
685670540,residential,,False,True,121.326,,"LINESTRING (47.3236174 33.4036583, 47.323308 33.4025982)"
685670549,residential,,False,True,99.934,,"LINESTRING (47.3236174 33.4036583, 47.3226052 33.4039644)"
685670549,residential,,False,False,275.084,,"LINESTRING (47.3236174 33.4036583, 47.324615 33.4032254, 47.3252623 33.4029597, 47.3254447 33.4026911, 47.3258094 33.4025239, 47.3260955 33.4023836)"
685674780,residential,,False,False,208.073,,"LINESTRING (47.3271758 33.4029824, 47.3280533 33.4047043)"
685670545,residential,,False,False,223.083,,"LINESTRING (47.3271758 33.4029824, 47.3263422 33.4033835, 47.3250871 33.4039746)"
685670545,residential,,False,True,338.50600000000003,,"LINESTRING (47.3271758 33.4029824, 47.3297639 33.4020525, 47.3302429 33.4017997, 47.3303273 33.4015924)"
"[685670544, 685674780]",residential,,False,True,109.049,,"LINESTRING (47.3271758 33.4029824, 47.3269215 33.402449, 47.3267638 33.4020643)"
685670541,residential,,False,False,91.872,,"LINESTRING (47.3221459 33.4026942, 47.3224314 33.4034853)"
685670281,secondary,,True,False,74.863,بلوار رهبری,"LINESTRING (47.3221459 33.4026942, 47.3214802 33.4027156, 47.3213446 33.4027456)"
685670548,residential,,False,True,154.95,,"LINESTRING (47.3208458 33.4021031, 47.3213071 33.402115, 47.322511 33.4020352)"
685670550,tertiary,,False,False,64.794,,"LINESTRING (47.322511 33.4020352, 47.3226508 33.4026061)"
685674768,residential,,False,True,81.591,,"LINESTRING (47.322511 33.4020352, 47.3233683 33.4018734)"
685670548,residential,,False,False,154.95,,"LINESTRING (47.322511 33.4020352, 47.3213071 33.402115, 47.3208458 33.4021031)"
685670550,tertiary,,False,True,132.05,,"LINESTRING (47.322511 33.4020352, 47.3223727 33.4015089, 47.3231178 33.4013247)"
685674753,residential,,False,False,73.186,,"LINESTRING (47.324908 33.4007209, 47.3251926 33.4013347)"
685670550,tertiary,,False,False,180.048,,"LINESTRING (47.324908 33.4007209, 47.3240391 33.4010969, 47.3231178 33.4013247)"
685670550,tertiary,,False,True,167.801,,"LINESTRING (47.324908 33.4007209, 47.3251225 33.4006045, 47.3257269 33.4005955, 47.325988 33.4006793, 47.3263634 33.4008017, 47.3266232 33.4008433)"
685670545,residential,,False,False,120.465,,"LINESTRING (47.3250871 33.4039746, 47.3246114 33.4042582, 47.3239106 33.4043687)"
685670545,residential,,False,True,223.083,,"LINESTRING (47.3250871 33.4039746, 47.3263422 33.4033835, 47.3271758 33.4029824)"
685674750,residential,,False,False,294.39300000000003,,"LINESTRING (47.3250871 33.4039746, 47.3253448 33.4045625, 47.3269058 33.404448, 47.3277519 33.4045479)"
685674750,residential,,False,True,294.39300000000003,,"LINESTRING (47.3277519 33.4045479, 47.3269058 33.404448, 47.3253448 33.4045625, 47.3250871 33.4039746)"
685674753,residential,,False,True,92.939,,"LINESTRING (47.3255542 33.4021141, 47.3251926 33.4013347)"
685670276,tertiary,,False,True,108.601,,"LINESTRING (47.3280533 33.4047043, 47.3289194 33.4040477)"
685674780,residential,,False,True,208.073,,"LINESTRING (47.3280533 33.4047043, 47.3271758 33.4029824)"
685674772,residential,,False,False,65.294,,"LINESTRING (47.3231178 33.4013247, 47.3233683 33.4018734)"
685670550,tertiary,,False,False,132.05,,"LINESTRING (47.3231178 33.4013247, 47.3223727 33.4015089, 47.322511 33.4020352)"
685670550,tertiary,,False,True,180.048,,"LINESTRING (47.3231178 33.4013247, 47.3240391 33.4010969, 47.324908 33.4007209)"
685670276,tertiary,,False,False,145.53,,"LINESTRING (47.3302005 33.4032933, 47.3289194 33.4040477)"
685670541,residential,,False,False,55.663,,"LINESTRING (47.3224314 33.4034853, 47.3226052 33.4039644)"
685670541,residential,,False,True,91.872,,"LINESTRING (47.3224314 33.4034853, 47.3221459 33.4026942)"
685670281,secondary,,True,False,143.185,بلوار رهبری,"LINESTRING (47.3248175 33.4023334, 47.323308 33.4025982)"
