osmid,highway,oneway,reversed,length,name,geometry,lanes,junction
245239952,tertiary,False,True,95.619,,"LINESTRING (60.7606151 28.5358019, 60.7604259 28.5366456)",,
245239858,tertiary_link,False,False,7.995,,"LINESTRING (60.761843 28.5361262, 60.7618116 28.5361926)",,
245239806,tertiary,True,False,258.11,بلوار آزادی,"LINESTRING (60.761843 28.5361262, 60.7624211 28.536355, 60.7639114 28.537042, 60.7640181 28.5370589, 60.7641265 28.5370605, 60.7642337 28.5370468)",,
245239858,tertiary_link,False,True,7.995,,"LINESTRING (60.7618116 28.5361926, 60.761843 28.5361262)",,
245239811,tertiary,True,False,124.69800000000001,بلوار آزادی,"LINESTRING (60.7618116 28.5361926, 60.7612686 28.5360113, 60.7606151 28.5358019)",,
245239811,tertiary,True,False,57.632,بلوار آزادی,"LINESTRING (60.7623495 28.5364055, 60.7618116 28.5361926)",,
245239950,tertiary,True,False,73.05,,"LINESTRING (60.7624216 28.5364364, 60.762302 28.5370849)",,
245239811,tertiary,True,False,7.84,بلوار آزادی,"LINESTRING (60.7624216 28.5364364, 60.7623853 28.5364197, 60.7623495 28.5364055)",,
245239836,residential,False,False,111.825,,"LINESTRING (60.7604259 28.5366456, 60.7593518 28.5362978)",,
245239836,residential,False,True,182.145,,"LINESTRING (60.7604259 28.5366456, 60.7622271 28.5370691)",,
245239952,tertiary,False,False,95.619,,"LINESTRING (60.7604259 28.5366456, 60.7606151 28.5358019)",,
245239952,tertiary,False,True,131.242,,"LINESTRING (60.7604259 28.5366456, 60.7601356 28.537798)",,
245239936,primary,False,False,34.733,جاده اسکل‌ آباد - نوک آباد,"LINESTRING (60.7642337 28.5370468, 60.7643506 28.5373418)",2,
245239836,residential,False,False,182.145,,"LINESTRING (60.7622271 28.5370691, 60.7604259 28.5366456)",,
245239869,tertiary_link,False,True,7.525,,"LINESTRING (60.7622271 28.5370691, 60.762302 28.5370849)",,
245239958,tertiary,True,False,74.752,,"LINESTRING (60.7622271 28.5370691, 60.7623495 28.5364055)",,
245239869,tertiary_link,False,False,7.525,,"LINESTRING (60.762302 28.5370849, 60.7622271 28.5370691)",,
245239950,tertiary,True,False,5.678,,"LINESTRING (60.762302 28.5370849, 60.7622942 28.5371355)",,
245239826,tertiary,False,False,60.504,,"LINESTRING (60.7590748 28.5373008, 60.7592145 28.5367707)",,
245239931,tertiary,True,False,22.457,,"LINESTRING (60.7590748 28.5373008, 60.7590913 28.5373044, 60.7591224 28.5373195, 60.7591479 28.5373411, 60.7591662 28.5373678, 60.759176 28.5373978, 60.7591766 28.5374289, 60.7591681 28.5374592)",,roundabout
245239936,primary,False,False,73.672,جاده اسکل‌ آباد - نوک آباد,"LINESTRING (60.7643506 28.5373418, 60.7645986 28.5379675)",2,
245239936,primary,False,True,34.733,جاده اسکل‌ آباد - نوک آباد,"LINESTRING (60.7643506 28.5373418, 60.7642337 28.5370468)",2,
245239811,tertiary,True,False,213.662,بلوار آزادی,"LINESTRING (60.7643506 28.5373418, 60.7638734 28.5371056, 60.7624216 28.5364364)",,
245239851,tertiary,False,False,89.554,چاووش,"LINESTRING (60.7589151 28.5373718, 60.7580645 28.5370714)",,
