osmid,highway,oneway,reversed,length,ref,name,bridge,geometry,lanes,maxspeed,width,junction
168981355,unclassified,False,False,131.885,,,,"LINESTRING (0.6293031 6.9076392, 0.6303586 6.9070835)",,,,
168981355,unclassified,False,True,48.713,,,,"LINESTRING (0.6293031 6.9076392, 0.6289066 6.9078315)",,,,
199194704,unclassified,False,False,119.564,,,,"LINESTRING (0.6293031 6.9076392, 0.6298707 6.908555)",,,,
665337165,residential,False,True,67.146,,,,"LINESTRING (0.6293031 6.9076392, 0.6289873 6.9071231)",,,,
199194704,unclassified,False,False,95.731,,,,"LINESTRING (0.6306232 6.9096473, 0.6313168 6.9101641)",,,,
199194704,unclassified,False,True,114.206,,,,"LINESTRING (0.6306232 6.9096473, 0.6300253 6.9088091)",,,,
383783867,secondary,False,False,134.983,N13,Route de Missahoe,,"LINESTRING (0.6306232 6.9096473, 0.6314198 6.9087263)",,,,
383783867,secondary,False,True,99.123,N13,Route de Missahoe,,"LINESTRING (0.6306232 6.9096473, 0.630101 6.9103725)",,,,
168981355,unclassified,False,False,54.333,,,,"LINESTRING (0.6284773 6.9080705, 0.6289066 6.9078315)",,,,
168983867,residential,False,False,113.57,,,,"LINESTRING (0.6284773 6.9080705, 0.6279866 6.9071728)",,,,
168983867,residential,False,True,110.334,,,,"LINESTRING (0.6284773 6.9080705, 0.6289509 6.9089443)",,,,
168981355,unclassified,False,True,67.074,,,,"LINESTRING (0.6313585 6.9066311, 0.6308201 6.9069107)",,,,
373784787,residential,False,True,34.514,,,,"LINESTRING (0.6313585 6.9066311, 0.6315203 6.9068967)",,,,
383783867,secondary,False,False,122.731,N13,Route de Missahoe,,"LINESTRING (0.6287516 6.9121253, 0.6294111 6.9112367)",,,,
569399764,unclassified,False,True,88.323,,Rue du 24 Janvier,,"LINESTRING (0.6287516 6.9121253, 0.6293617 6.9126392)",,,,
665049683,unclassified,False,True,117.196,,,,"LINESTRING (0.6287516 6.9121253, 0.6279975 6.9113834)",,,,
482090018,primary,False,False,53.362,N5,N5,,"LINESTRING (0.632343 6.9117487, 0.6324258 6.9122215)",,,,
"[665547987, 482090021]",primary,False,True,108.048,N5,"['RN5', 'Kpalimé - Atakpamé']",yes,"LINESTRING (0.632343 6.9117487, 0.6323179 6.9116958, 0.6322102 6.9114394, 0.6320576 6.9108223)",,,,
