osmid,oneway,highway,reversed,length,geometry,ref,name
684288112,True,tertiary,False,40.977999999999994,"LINESTRING (103.6261066 10.7284075, 103.6260925 10.7284923, 103.6260636 10.7285786, 103.6259504 10.7287348)",,
684288112,True,tertiary,False,29.689,"LINESTRING (103.6258431 10.7280668, 103.6260486 10.7282415)",,
968029942,False,tertiary,True,81.864,"LINESTRING (103.6258431 10.7280668, 103.625234 10.727638)",,
396681125,False,residential,False,176.248,"LINESTRING (103.6245558 10.7253406, 103.6244658 10.724667, 103.6245162 10.7237627)",,
708016563,False,tertiary,True,188.32,"LINESTRING (103.6245558 10.7253406, 103.6240088 10.7254228, 103.6229731 10.7255579, 103.6228484 10.7255723)",146,Samdech Tep Vong Patriarch Safety road
396681125,False,residential,False,105.89,"LINESTRING (103.6244452 10.7230809, 103.6239303 10.7229122, 103.6235101 10.7228408)",,
396681125,False,residential,True,78.458,"LINESTRING (103.6244452 10.7230809, 103.6245525 10.7233182, 103.6245162 10.7237627)",,
295330058,False,tertiary,True,102.02,"LINESTRING (103.6202459 10.7241401, 103.6194547 10.7236528)",146,Street: Samdech Hun Sen Street
396681125,False,residential,True,61.596,"LINESTRING (103.6202459 10.7241401, 103.6199236 10.7245946)",,
295330058,False,tertiary,False,258.375,"LINESTRING (103.6202459 10.7241401, 103.6219193 10.725251, 103.6221986 10.7254506)",146,Street: Samdech Hun Sen Street
295330058,False,tertiary,False,102.02,"LINESTRING (103.6194547 10.7236528, 103.6202459 10.7241401)",146,Street: Samdech Hun Sen Street
396681125,False,residential,False,542.8199999999999,"LINESTRING (103.6194547 10.7236528, 103.6180723 10.7252524, 103.6183262 10.7255921, 103.6187965 10.7259693, 103.6199236 10.7245946)",,
396681125,False,residential,True,383.672,"LINESTRING (103.6194547 10.7236528, 103.6197675 10.7231863, 103.6206687 10.7229544, 103.6216772 10.722849, 103.6221493 10.7227857, 103.6226678 10.7227364)",,
684288101,False,residential,True,168.575,"LINESTRING (103.6194151 10.7262062, 103.6204371 10.7250704)",,
396681125,False,residential,False,61.596,"LINESTRING (103.6199236 10.7245946, 103.6202459 10.7241401)",,
396681125,False,residential,True,542.8199999999999,"LINESTRING (103.6199236 10.7245946, 103.6187965 10.7259693, 103.6183262 10.7255921, 103.6180723 10.7252524, 103.6194547 10.7236528)",,
684288102,False,residential,True,77.731,"LINESTRING (103.6199236 10.7245946, 103.6202647 10.7248605, 103.6203539 10.7249465, 103.6204371 10.7250704)",,
684288101,False,residential,False,168.575,"LINESTRING (103.6204371 10.7250704, 103.6194151 10.7262062)",,
684288102,False,residential,True,77.434,"LINESTRING (103.6204371 10.7250704, 103.6209863 10.7255106)",,
684288102,False,residential,False,77.731,"LINESTRING (103.6204371 10.7250704, 103.6203539 10.7249465, 103.6202647 10.7248605, 103.6199236 10.7245946)",,
684288102,False,residential,False,107.503,"LINESTRING (103.6217487 10.7261218, 103.6209863 10.7255106)",,
684288102,False,residential,True,235.391,"LINESTRING (103.6217487 10.7261218, 103.6235753 10.7272445)",,
1148119334,False,residential,False,100.22800000000001,"LINESTRING (103.6217487 10.7261218, 103.6214241 10.7265461, 103.6211961 10.7268413)",,
684288102,False,residential,False,235.391,"LINESTRING (103.6235753 10.7272445, 103.6217487 10.7261218)",,
684288102,False,residential,True,72.382,"LINESTRING (103.6235753 10.7272445, 103.6238891 10.7266712)",,
684288102,False,residential,False,72.382,"LINESTRING (103.6238891 10.7266712, 103.6235753 10.7272445)",,
968029942,False,tertiary,False,182.061,"LINESTRING (103.6238891 10.7266712, 103.625234 10.727638)",,
968029942,False,tertiary,True,156.422,"LINESTRING (103.6238891 10.7266712, 103.6231023 10.7261118, 103.6228363 10.7259387, 103.6227227 10.7258558)",,
968029942,False,tertiary,False,81.864,"LINESTRING (103.625234 10.727638, 103.6258431 10.7280668)",,
968029942,False,tertiary,True,182.061,"LINESTRING (103.625234 10.727638, 103.6238891 10.7266712)",,
684288105,False,residential,False,215.124,"LINESTRING (103.625234 10.727638, 103.6251283 10.7279428, 103.6250263 10.7283592, 103.624734 10.7295082)",,
708016562,False,tertiary,False,119.592,"LINESTRING (103.6259504 10.7287348, 103.6256343 10.7297645)",,
968029941,True,tertiary,False,76.499,"LINESTRING (103.6259504 10.7287348, 103.6259692 10.7284871, 103.6259384 10.7283382, 103.6259115 10.7282354, 103.6258431 10.7280668)",,
295330058,False,tertiary,True,258.375,"LINESTRING (103.6221986 10.7254506, 103.6219193 10.725251, 103.6202459 10.7241401)",146,Street: Samdech Hun Sen Street
708016564,False,tertiary,False,72.281,"LINESTRING (103.6221986 10.7254506, 103.6224125 10.7254959, 103.6228484 10.7255723)",,
