osmid,oneway,highway,reversed,length,geometry,lanes,bridge,name,junction
736401601,True,secondary,False,60.164,"LINESTRING (104.8887642 12.7120357, 104.888616 12.7125571)",,,,
736401607,False,residential,False,129.72,"LINESTRING (104.8887642 12.7120357, 104.8899589 12.7120882)",,,,
132301827,False,residential,False,159.702,"LINESTRING (104.886855 12.7119818, 104.8883265 12.7120298)",,,,
132301827,False,residential,True,28.365,"LINESTRING (104.886855 12.7119818, 104.8865935 12.7119826)",,,,
514067111,False,residential,False,79.769,"LINESTRING (104.886855 12.7119818, 104.8868788 12.7112648)",,,,
132301829,False,residential,True,50.05,"LINESTRING (104.8868366 12.7125708, 104.8868336 12.7130209)",,,,
391539744,False,residential,False,23.841,"LINESTRING (104.8868366 12.7125708, 104.8866175 12.7125878)",,,,
391539744,False,residential,True,149.96,"LINESTRING (104.8868366 12.7125708, 104.8882191 12.7125653)",,,,
391539696,False,residential,False,54.743,"LINESTRING (104.8882191 12.7125653, 104.888196 12.7130571)",,,,
391539744,False,residential,False,149.96,"LINESTRING (104.8882191 12.7125653, 104.8868366 12.7125708)",,,,
391539744,False,residential,True,24.438000000000002,"LINESTRING (104.8882191 12.7125653, 104.8882764 12.7125661, 104.8884441 12.7125758)",,,,
132301829,False,residential,False,44.144,"LINESTRING (104.8868333 12.7134179, 104.8868336 12.7130209)",,,,
595628716,False,tertiary,False,24.175,"LINESTRING (104.8868333 12.7134179, 104.8866105 12.7134234)",,,,
595628716,False,tertiary,True,158.326,"LINESTRING (104.8868333 12.7134179, 104.8882911 12.7134894)",,,,
595628716,False,tertiary,False,158.326,"LINESTRING (104.8882911 12.7134894, 104.8868333 12.7134179)",,,,
"[26752282, 383481132, 26752285]",False,secondary,True,214.93400000000003,"LINESTRING (104.8882911 12.7134894, 104.8881773 12.7138937, 104.8878259 12.71514, 104.8877766 12.7153558)",2,yes,,
303829928,False,residential,True,178.671,"LINESTRING (104.8882911 12.7134894, 104.8884057 12.7134928, 104.8886794 12.7135257, 104.8890817 12.713578, 104.8899285 12.7136597)",,,ផ្លូវ​ស្ទឹងសែន,
391539749,True,secondary,False,47.637,"LINESTRING (104.8882911 12.7134894, 104.8882782 12.7132349, 104.8883193 12.713066)",,,,
132300254,False,residential,False,28.788,"LINESTRING (104.8866175 12.7125878, 104.886592 12.7123301)",,,,
132300254,False,residential,True,92.918,"LINESTRING (104.8866175 12.7125878, 104.8866105 12.7134234)",,,,
391539744,False,residential,True,23.841,"LINESTRING (104.8866175 12.7125878, 104.8868366 12.7125708)",,,,
132300211,False,residential,True,170.317,"LINESTRING (104.8850353 12.7125304, 104.886592 12.7123301)",,,,
132300236,False,residential,True,150.064,"LINESTRING (104.8850353 12.7125304, 104.8853859 12.7138359)",,,,
132300236,False,residential,False,150.064,"LINESTRING (104.8853859 12.7138359, 104.8850353 12.7125304)",,,,
595628716,False,tertiary,True,140.567,"LINESTRING (104.8853859 12.7138359, 104.8860887 12.7135834, 104.8866105 12.7134234)",,,,
132300254,False,residential,False,92.918,"LINESTRING (104.8866105 12.7134234, 104.8866175 12.7125878)",,,,
595628716,False,tertiary,True,24.175,"LINESTRING (104.8866105 12.7134234, 104.8868333 12.7134179)",,,,
595628716,False,tertiary,False,140.567,"LINESTRING (104.8866105 12.7134234, 104.8860887 12.7135834, 104.8853859 12.7138359)",,,,
132300211,False,residential,False,170.317,"LINESTRING (104.886592 12.7123301, 104.8850353 12.7125304)",,,,
132300254,False,residential,False,38.641,"LINESTRING (104.886592 12.7123301, 104.8865935 12.7119826)",,,,
132300254,False,residential,True,28.788,"LINESTRING (104.886592 12.7123301, 104.8866175 12.7125878)",,,,
132300212,False,residential,True,66.988,"LINESTRING (104.8894288 12.7096882, 104.890046 12.709709)",,,Street 3,
132300242,False,residential,True,154.91,"LINESTRING (104.8894288 12.7096882, 104.8880028 12.7096121)",,,Street 3,
391474257,False,secondary,False,88.712,"LINESTRING (104.8894288 12.7096882, 104.8896925 12.708933)",2,,,
391474257,False,secondary,True,72.221,"LINESTRING (104.8894288 12.7096882, 104.8892141 12.710303)",2,,,
132300208,False,residential,False,279.534,"LINESTRING (104.887591 12.7162718, 104.8850213 12.7160812)",,,,
383481132,False,secondary,False,103.825,"LINESTRING (104.887591 12.7162718, 104.8877766 12.7153558)",2,,,
132300215,False,tertiary,True,198.958,"LINESTRING (104.8887113 12.7113424, 104.8868788 12.7112648)",,,វិថី ប្រជាធិបតេយ្យ,
736401600,True,secondary,False,20.570999999999998,"LINESTRING (104.8887113 12.7113424, 104.888721 12.7112985, 104.8887451 12.7112589, 104.8887817 12.7112286, 104.8888268 12.7112115)",,,,roundabout
132300209,False,residential,True,255.017,"LINESTRING (104.889966 12.7105887, 104.8923165 12.7106378)",,,,
391539747,False,residential,False,98.202,"LINESTRING (104.889966 12.7105887, 104.890046 12.709709)",,,,
391539747,False,residential,True,91.125,"LINESTRING (104.889966 12.7105887, 104.8899641 12.7114082)",,,,
132300212,False,residential,False,66.988,"LINESTRING (104.890046 12.709709, 104.8894288 12.7096882)",,,Street 3,
132300212,False,residential,True,249.341,"LINESTRING (104.890046 12.709709, 104.8923434 12.7097843)",,,Street 3,
391539747,False,residential,False,84.226,"LINESTRING (104.890046 12.709709, 104.8900809 12.7089523)",,,,
391539747,False,residential,True,98.202,"LINESTRING (104.890046 12.709709, 104.889966 12.7105887)",,,,
132300245,False,residential,False,251.295,"LINESTRING (104.8923956 12.7090463, 104.8900809 12.7089523)",,,,
928375530,False,residential,False,82.257,"LINESTRING (104.8923956 12.7090463, 104.8923434 12.7097843)",,,,
928375531,False,residential,True,70.209,"LINESTRING (104.8923956 12.7090463, 104.8924156 12.7084152)",,,,
391474257,False,secondary,False,72.221,"LINESTRING (104.8892141 12.710303, 104.8894288 12.7096882)",2,,,
132300250,False,residential,True,134.285,"LINESTRING (104.8892141 12.710303, 104.8886052 12.7102702, 104.8879773 12.7102526)",,,,
391474257,False,secondary,True,38.452,"LINESTRING (104.8892141 12.710303, 104.8891922 12.7103656, 104.8891223 12.7105656, 104.8890997 12.7106303)",2,,,
736401607,False,residential,True,344.879,"LINESTRING (104.8931364 12.7121984, 104.8915588 12.7121437, 104.8899589 12.7120882)",,,,
132300238,False,residential,False,20.444,"LINESTRING (104.8900935 12.7083235, 104.8899051 12.7083184)",,,,
132300238,False,residential,True,252.087,"LINESTRING (104.8900935 12.7083235, 104.8924156 12.7084152)",,,,
391539747,False,residential,True,69.933,"LINESTRING (104.8900935 12.7083235, 104.8900809 12.7089523)",,,,
132300215,False,tertiary,False,31.241,"LINESTRING (104.8865911 12.7112516, 104.8868788 12.7112648)",,,វិថី ប្រជាធិបតេយ្យ,
132300215,False,tertiary,True,169.129,"LINESTRING (104.8865911 12.7112516, 104.8850325 12.7112085)",,,វិថី ប្រជាធិបតេយ្យ,
132300254,False,residential,True,81.284,"LINESTRING (104.8865911 12.7112516, 104.8865935 12.7119826)",,,,
132300209,False,residential,False,148.946,"LINESTRING (104.8936893 12.7106681, 104.8923165 12.7106378)",,,,
132300231,False,residential,False,94.455,"LINESTRING (104.8936893 12.7106681, 104.8937059 12.7098188)",,,,
162593129,False,residential,False,92.18,"LINESTRING (104.8936893 12.7106681, 104.893671 12.7114969)",,,,
132300238,False,residential,True,20.444,"LINESTRING (104.8899051 12.7083184, 104.8900935 12.7083235)",,,,
132300257,False,residential,True,200.614,"LINESTRING (104.8899051 12.7083184, 104.8880563 12.7082697)",,,,
391474257,False,secondary,True,72.12700000000001,"LINESTRING (104.8899051 12.7083184, 104.8898013 12.7086185, 104.8896984 12.7089158, 104.8896925 12.708933)",2,,,
132300209,False,residential,False,255.017,"LINESTRING (104.8923165 12.7106378, 104.889966 12.7105887)",,,,
132300209,False,residential,True,148.946,"LINESTRING (104.8923165 12.7106378, 104.8936893 12.7106681)",,,,
132300255,False,residential,False,91.069,"LINESTRING (104.8923165 12.7106378, 104.8923032 12.7114567)",,,,
928375529,False,residential,True,94.95,"LINESTRING (104.8923165 12.7106378, 104.8923434 12.7097843)",,,,
132300222,False,residential,True,180.23,"LINESTRING (104.8896925 12.708933, 104.8880314 12.7088952)",,,,
391474257,False,secondary,True,88.712,"LINESTRING (104.8896925 12.708933, 104.8894288 12.7096882)",2,,,
1111927741,False,residential,True,42.185,"LINESTRING (104.8896925 12.708933, 104.8900809 12.7089523)",,,,
391474257,False,secondary,False,72.12700000000001,"LINESTRING (104.8896925 12.708933, 104.8896984 12.7089158, 104.8898013 12.7086185, 104.8899051 12.7083184)",2,,,
736401607,False,residential,True,129.72,"LINESTRING (104.8899589 12.7120882, 104.8887642 12.7120357)",,,,
132300224,False,residential,True,174.776,"LINESTRING (104.8899589 12.7120882, 104.88994 12.7128558, 104.8899285 12.7136597)",,,,
391539747,False,residential,False,75.61500000000001,"LINESTRING (104.8899589 12.7120882, 104.8899598 12.7119689, 104.8899633 12.7115097, 104.8899641 12.7114082)",,,,
736401607,False,residential,False,344.879,"LINESTRING (104.8899589 12.7120882, 104.8915588 12.7121437, 104.8931364 12.7121984)",,,,
391539747,False,residential,False,91.125,"LINESTRING (104.8899641 12.7114082, 104.889966 12.7105887)",,,,
736401602,False,residential,False,253.779,"LINESTRING (104.8899641 12.7114082, 104.8923032 12.7114567)",,,វិថី ប្រជាធិបតេយ្យ,
391539747,False,residential,True,75.615,"LINESTRING (104.8899641 12.7114082, 104.8899633 12.7115097, 104.8899598 12.7119689, 104.8899589 12.7120882)",,,,
736401602,False,residential,True,104.87100000000001,"LINESTRING (104.8899641 12.7114082, 104.8892422 12.7113543, 104.8890001 12.7113362)",,,វិថី ប្រជាធិបតេយ្យ,
132300255,False,residential,True,91.069,"LINESTRING (104.8923032 12.7114567, 104.8923165 12.7106378)",,,,
736401602,False,residential,False,148.432,"LINESTRING (104.8923032 12.7114567, 104.893671 12.7114969)",,,វិថី ប្រជាធិបតេយ្យ,
736401602,False,residential,True,253.779,"LINESTRING (104.8923032 12.7114567, 104.8899641 12.7114082)",,,វិថី ប្រជាធិបតេយ្យ,
132300212,False,residential,False,147.841,"LINESTRING (104.8937059 12.7098188, 104.8923434 12.7097843)",,,Street 3,
132300231,False,residential,True,94.455,"LINESTRING (104.8937059 12.7098188, 104.8936893 12.7106681)",,,,
132300215,False,tertiary,False,198.958,"LINESTRING (104.8868788 12.7112648, 104.8887113 12.7113424)",,,វិថី ប្រជាធិបតេយ្យ,
132300215,False,tertiary,True,31.241,"LINESTRING (104.8868788 12.7112648, 104.8865911 12.7112516)",,,វិថី ប្រជាធិបតេយ្យ,
514067111,False,residential,True,79.769,"LINESTRING (104.8868788 12.7112648, 104.886855 12.7119818)",,,,
132300254,False,residential,False,81.284,"LINESTRING (104.8865935 12.7119826, 104.8865911 12.7112516)",,,,
132300254,False,residential,True,38.641,"LINESTRING (104.8865935 12.7119826, 104.886592 12.7123301)",,,,
132301827,False,residential,False,28.365,"LINESTRING (104.8865935 12.7119826, 104.886855 12.7119818)",,,,
132300257,False,residential,False,200.614,"LINESTRING (104.8880563 12.7082697, 104.8899051 12.7083184)",,,,
132300257,False,residential,True,134.027,"LINESTRING (104.8880563 12.7082697, 104.8868215 12.7082264)",,,,
555005759,False,residential,False,69.605,"LINESTRING (104.8880563 12.7082697, 104.8880314 12.7088952)",,,1A,
162593129,False,residential,True,92.18,"LINESTRING (104.893671 12.7114969, 104.8936893 12.7106681)",,,,
