osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,bridge,junction
212382807,True,Jalan Mansyursyah,trunk,False,26.215,"LINESTRING (95.3204077 5.5512427, 95.3203946 5.5510073)",,,,,
655973752,True,Jalan Teungku Chik Ditiro,trunk,False,12.165,"LINESTRING (95.3204077 5.5512427, 95.3202987 5.5512568)",,,,,
275517325,True,Jalan Mohammad Jam,secondary,False,72.009,"LINESTRING (95.3162799 5.5530001, 95.3156546 5.5531791)",,,,,
275523607,True,Teungku Syiah Muda Wali,residential,False,129.523,"LINESTRING (95.3162799 5.5530001, 95.3158723 5.5519082)",,,,,
212388209,True,,residential,False,126.14399999999999,"LINESTRING (95.3162799 5.5530001, 95.3164669 5.553429, 95.3167094 5.5539416, 95.3167555 5.5540308)",,,,,
275523608,False,Jalan Bonjol,residential,False,80.473,"LINESTRING (95.3158723 5.5519082, 95.3165737 5.5517174)",,,,,
43175644,True,Teungku Syiah Muda Wali,residential,False,90.592,"LINESTRING (95.3158723 5.5519082, 95.3158156 5.5515263, 95.31576 5.5512699, 95.3157247 5.5511073)",,,,,
275515300,True,Jalan Diponegoro,secondary,False,36.575,"LINESTRING (95.3151288 5.5560589, 95.3154334 5.5559313)",,,,,
275541092,True,Jalan K.H. Ahmad Dahlan,secondary,False,37.659,"LINESTRING (95.3151288 5.5560589, 95.3151819 5.556258, 95.3152147 5.5563866)",2,80,yes,,
275515295,True,,trunk,False,57.944,"LINESTRING (95.3203475 5.553531, 95.3202917 5.5534039, 95.3202413 5.5530248)",,,,,
"[302148272, 302148274, 302148270]",False,,residential,False,93.982,"LINESTRING (95.3203475 5.553531, 95.3205827 5.5534119, 95.3207558 5.553323, 95.3210212 5.5531891, 95.3211019 5.5531432)",,,,yes,
275515300,True,Jalan Diponegoro,secondary,False,18.052,"LINESTRING (95.3154334 5.5559313, 95.3155854 5.5558724)",,,,,
43446314,False,,residential,True,68.177,"LINESTRING (95.3169569 5.5544088, 95.3164182 5.5547062)",,,,,
212388214,False,,residential,False,120.31400000000001,"LINESTRING (95.3169569 5.5544088, 95.3172608 5.5542462, 95.3175574 5.5540637, 95.3177337 5.5539825, 95.3178612 5.5539327, 95.3179214 5.5539173)",,,,,
43175158,True,Jalan Teuku Umar,secondary,False,31.068,"LINESTRING (95.3197052 5.5516826, 95.3194772 5.5518456)",,,,,
43446333,True,,residential,False,283.419,"LINESTRING (95.3197052 5.5516826, 95.3195795 5.5519103, 95.3195085 5.5521265, 95.3194669 5.5523227, 95.3194079 5.5527325, 95.3194052 5.5529701, 95.3194347 5.5532731, 95.3194629 5.5533822, 95.3194723 5.5533989, 95.3195067 5.553417, 95.3199407 5.5533953, 95.3200033 5.5533872, 95.3201107 5.5533592, 95.3201952 5.5532618)",,,,,
654539676,True,,secondary,False,37.249,"LINESTRING (95.3199675 5.5514727, 95.3197052 5.5516826)",,,,,
275515296,True,Jalan Mohammad Jam,secondary,False,127.646,"LINESTRING (95.3193014 5.5520217, 95.3191553 5.5521191, 95.3190203 5.5521986, 95.3188848 5.552252, 95.3183697 5.5523857, 95.3182312 5.5524195)",,,,,
275515297,True,,secondary,False,76.73899999999999,"LINESTRING (95.3193014 5.5520217, 95.3191215 5.552332, 95.3190779 5.5524763, 95.3190579 5.5526564)",,,,,
212382807,True,Jalan Mansyursyah,trunk,False,126.185,"LINESTRING (95.3203946 5.5510073, 95.3203359 5.549874)",,,,,
302148276,False,,trunk_link,True,11.628,"LINESTRING (95.3203946 5.5510073, 95.3202896 5.551011)",,,,,
275517320,True,,secondary,False,64.672,"LINESTRING (95.3179214 5.5539173, 95.3180971 5.554472)",,,,,
212388214,False,,residential,True,120.314,"LINESTRING (95.3179214 5.5539173, 95.3178612 5.5539327, 95.3177337 5.5539825, 95.3175574 5.5540637, 95.3172608 5.5542462, 95.3169569 5.5544088)",,,,,
507492706,True,Jalan Diponegoro,secondary,False,12.028,"LINESTRING (95.3180089 5.5545352, 95.3180971 5.554472)",,,,,
302052905,True,Jalan Teungku Chik Ditiro,trunk,False,94.663,"LINESTRING (95.3216729 5.5511678, 95.3208186 5.5512096)",,,,,
43326762,False,Jalan Rawa Sakti,residential,False,56.96,"LINESTRING (95.3216729 5.5511678, 95.3216234 5.5506749, 95.3216216 5.5506581)",,,,,
1184368173,True,Jalan Mohammad Daud Beureueh,trunk,False,169.336,"LINESTRING (95.3237785 5.5566662, 95.3234627 5.5565394, 95.3232113 5.5564419, 95.3223583 5.5560996)",,,,,
43326818,True,Jalan Mayjen T. Hamzah Bendahara,tertiary,False,48.400999999999996,"LINESTRING (95.3222108 5.5557966, 95.3224334 5.5556357, 95.3225514 5.5555249)",,,,,
678230091,False,Jalan Mayjen T. Hamzah Bendahara,tertiary,False,117.857,"LINESTRING (95.3225514 5.5555249, 95.3234551 5.5549642)",,,,,
678230090,True,,tertiary,False,86.363,"LINESTRING (95.3225514 5.5555249, 95.3224059 5.5555703, 95.3221055 5.5557425, 95.3218659 5.555889)",,,,,
678230091,False,Jalan Mayjen T. Hamzah Bendahara,tertiary,True,117.857,"LINESTRING (95.3234551 5.5549642, 95.3225514 5.5555249)",,,,,
43324088,True,Jalan Mohammad Jam,secondary,False,71.127,"LINESTRING (95.3169008 5.552835, 95.3162799 5.5530001)",,,,,
43326892,True,Jalan Cemara,residential,False,129.437,"LINESTRING (95.3169008 5.552835, 95.3165737 5.5517174)",,,,,
43418360,False,Jalan Cut Meutia,unclassified,True,99.482,"LINESTRING (95.3177905 5.555015, 95.3177315 5.5551472, 95.3176881 5.5553266, 95.3176444 5.5554821, 95.3176037 5.5556659, 95.3175445 5.5558735)",,,,,
830743308,True,Jalan Cut Meutia,unclassified,False,59.623000000000005,"LINESTRING (95.3177905 5.555015, 95.3178978 5.5547047, 95.3179447 5.5545899, 95.3180089 5.5545352)",,,,,
275517327,True,Jalan K.H. Ahmad Dahlan,secondary,False,35.866,"LINESTRING (95.3148992 5.5554213, 95.3149924 5.55566, 95.3150151 5.5557225)",,,,,
43175644,True,Teungku Syiah Muda Wali,residential,False,109.073,"LINESTRING (95.3157247 5.5511073, 95.3154742 5.5501586)",,,,,
61094423,False,,residential,False,135.191,"LINESTRING (95.3150032 5.5520844, 95.3153147 5.55326)",,,,,
302903278,True,Jalan Bonjol,residential,False,98.161,"LINESTRING (95.3150032 5.5520844, 95.3158723 5.5519082)",,,,,
61094423,False,,residential,True,135.191,"LINESTRING (95.3153147 5.55326, 95.3150032 5.5520844)",,,,,
43326819,False,Jalan Sri Ratu Safiatuddin,residential,True,48.149,"LINESTRING (95.3216337 5.5560393, 95.3213752 5.5562301, 95.3212827 5.5562951)",,,,,
61186009,True,,trunk,False,11.329,"LINESTRING (95.3216337 5.5560393, 95.3216555 5.5560854, 95.3216919 5.5561212)",,,,,roundabout
61186009,True,,trunk,False,14.867,"LINESTRING (95.3218764 5.5561051, 95.3218975 5.5560791, 95.321912 5.556049, 95.3219193 5.5560163, 95.3219188 5.5559829)",,,,,roundabout
302383375,True,Jalan Mohammad Daud Beureueh,trunk,False,97.64099999999999,"LINESTRING (95.3218764 5.5561051, 95.3219486 5.5561036, 95.3220405 5.5561089, 95.3221893 5.5561416, 95.3223147 5.5561852, 95.3224656 5.5562377, 95.3227173 5.5563427)",,,,,
61186009,True,,trunk,False,9.775,"LINESTRING (95.3218659 5.555889, 95.3217836 5.5558571)",,,,,roundabout
43175656,True,Jalan Diponegoro,trunk,False,77.523,"LINESTRING (95.3217836 5.5558571, 95.3214446 5.555247)",,,,,
61186009,True,,trunk,False,13.877000000000002,"LINESTRING (95.3217836 5.5558571, 95.3217522 5.5558585, 95.321722 5.5558665, 95.3216941 5.5558808, 95.32167 5.5559007)",,,,,roundabout
61186009,True,,trunk,False,12.237,"LINESTRING (95.3217762 5.5561467, 95.3218304 5.5561355, 95.3218764 5.5561051)",,,,,roundabout
61186009,True,,trunk,False,16.613,"LINESTRING (95.32167 5.5559007, 95.3216475 5.5559306, 95.3216334 5.5559652, 95.3216288 5.5560023, 95.3216337 5.5560393)",,,,,roundabout
61186009,True,,trunk,False,2.719,"LINESTRING (95.3219188 5.5559829, 95.3219136 5.555959)",,,,,roundabout
61186009,True,,trunk,False,9.405,"LINESTRING (95.3219136 5.555959, 95.3218659 5.555889)",,,,,roundabout
43326818,True,Jalan Mayjen T. Hamzah Bendahara,tertiary,False,37.605999999999995,"LINESTRING (95.3219136 5.555959, 95.3219828 5.555928, 95.3220619 5.5558907, 95.3222108 5.5557966)",,,,,
275523608,False,Jalan Bonjol,residential,True,80.473,"LINESTRING (95.3165737 5.5517174, 95.3158723 5.5519082)",,,,,
212403989,True,,residential,False,67.372,"LINESTRING (95.3167555 5.5540308, 95.3162183 5.5543158)",,,,,
212388209,True,,residential,False,47.599000000000004,"LINESTRING (95.3167555 5.5540308, 95.3168165 5.5541325, 95.3169569 5.5544088)",,,,,
212403990,True,,residential,False,30.137,"LINESTRING (95.3162183 5.5543158, 95.3160963 5.5540735)",,,,,
43446314,False,,residential,False,68.177,"LINESTRING (95.3164182 5.5547062, 95.3169569 5.5544088)",,,,,
43446314,False,,residential,True,58.88,"LINESTRING (95.3164182 5.5547062, 95.3159569 5.55497)",,,,,
212403990,True,,residential,False,48.723,"LINESTRING (95.3164182 5.5547062, 95.3162183 5.5543158)",,,,,
275517325,True,Jalan Mohammad Jam,secondary,False,38.678,"LINESTRING (95.3156546 5.5531791, 95.3153147 5.55326)",,,,,
