osmid,oneway,name,highway,reversed,length,lanes,bridge,geometry,ref
325240230,False,,residential,True,53.982,,,"LINESTRING (112.0689806 -6.8968469, 112.069158 -6.8969064, 112.0692788 -6.8969519, 112.0694449 -6.8969983)",
644719794,False,,residential,True,96.714,,,"LINESTRING (112.0689806 -6.8968469, 112.069028 -6.896667, 112.069129 -6.8963125, 112.0691621 -6.8961837, 112.0692064 -6.8960066)",
982204585,False,,residential,False,92.145,,,"LINESTRING (112.0677962 -6.8940645, 112.0675261 -6.8948486)",
668793370,False,Sendangharjo Gang IX,residential,False,28.445,,,"LINESTRING (112.0677962 -6.8940645, 112.06793 -6.8940781, 112.068053 -6.8940846)",
668793370,False,Sendangharjo Gang IX,residential,True,29.968999999999998,,,"LINESTRING (112.0677962 -6.8940645, 112.0676467 -6.8940461, 112.0676128 -6.8940441, 112.0675955 -6.8940459, 112.0675802 -6.8940507, 112.0675698 -6.8940562, 112.0675595 -6.8940643, 112.0675505 -6.8940747, 112.0675423 -6.8940868)",
224220548,False,Jalan Ronggolawe,tertiary,True,22.206,,,"LINESTRING (112.0606318 -6.8949474, 112.0608266 -6.8949972)",
974154037,False,Kebonsari Gang VI,residential,False,60.024,,,"LINESTRING (112.0626743 -6.9005827, 112.0631971 -6.9007311)",
"[325242834, 974154037, 974154038]",False,Kebonsari Gang VI,residential,True,105.489,,yes,"LINESTRING (112.0626743 -6.9005827, 112.0626446 -6.9005742, 112.0626031 -6.9005597, 112.0625331 -6.90054, 112.0623527 -6.9004872, 112.0621398 -6.900429, 112.0617546 -6.9003256)",
674601880,False,,residential,True,73.738,,,"LINESTRING (112.0608031 -6.9007331, 112.0608031 -6.9005773, 112.0608178 -6.9004282, 112.0608409 -6.9000714)",
325242834,False,Kebonsari Gang VI,residential,False,81.462,,,"LINESTRING (112.0608409 -6.9000714, 112.0610422 -6.9001261, 112.0615527 -6.9002647)",
674601880,False,,residential,False,73.738,,,"LINESTRING (112.0608409 -6.9000714, 112.0608178 -6.9004282, 112.0608031 -6.9005773, 112.0608031 -6.9007331)",
1079811102,False,Jalan Panglima Besar Sudirman,trunk,False,9.311,2,,"LINESTRING (112.066177 -6.8944852, 112.0662567 -6.8945126)",1
"[723354413, 1079811102, 1079811103]",False,Jalan Panglima Besar Sudirman,trunk,True,173.365,2,,"LINESTRING (112.066177 -6.8944852, 112.0661001 -6.8944568, 112.0657349 -6.8943101, 112.065616 -6.8942603, 112.065521 -6.8942213, 112.0654359 -6.8941864, 112.0653953 -6.8941691, 112.0653637 -6.8941551, 112.0647987 -6.8939178, 112.0647272 -6.8938862)",1
325242827,False,Kutorejo Gang I,living_street,False,96.597,,,"LINESTRING (112.0629467 -6.8986847, 112.0621002 -6.8984646)",
325242827,False,Kutorejo Gang I,living_street,True,86.095,,,"LINESTRING (112.0629467 -6.8986847, 112.0636519 -6.8988757, 112.0636988 -6.8988896)",
668793412,False,,residential,True,145.696,,,"LINESTRING (112.0629467 -6.8986847, 112.0629555 -6.8985549, 112.0629756 -6.8984417, 112.0630469 -6.8980882, 112.0631444 -6.8976617, 112.0631781 -6.8975271, 112.0631929 -6.8974831, 112.0632216 -6.8974059)",
644703254,False,Sidomulyo Gang V,residential,True,61.697,,,"LINESTRING (112.0609653 -6.8944597, 112.0608266 -6.8949972)",
644703254,False,Sidomulyo Gang V,residential,False,237.261,,,"LINESTRING (112.0609653 -6.8944597, 112.061 -6.8943454, 112.0611434 -6.8938326, 112.0612379 -6.8934795, 112.0615804 -6.8924157)",
325240216,False,,residential,True,115.50500000000001,,,"LINESTRING (112.0681402 -6.8982181, 112.0681845 -6.8982567, 112.0682234 -6.8983259, 112.0682408 -6.8983765, 112.0682475 -6.8984231, 112.0682488 -6.8984897, 112.0682342 -6.8988109, 112.0682303 -6.8992232)",
1094037432,False,,residential,True,173.553,,,"LINESTRING (112.0678688 -6.8970526, 112.0677835 -6.8969626, 112.0677352 -6.8969013, 112.0677285 -6.8968267, 112.0677758 -6.8965904, 112.0678103 -6.896418, 112.0678698 -6.8961994, 112.0678988 -6.8960931, 112.0680933 -6.8955982)",
723630679,False,Jalan Panglima Besar Sudirman,trunk,True,87.131,2,,"LINESTRING (112.0682857 -6.8950615, 112.0675261 -6.8948486)",1
668793380,False,,residential,False,63.379,,,"LINESTRING (112.0682857 -6.8950615, 112.0681402 -6.8954607, 112.0681087 -6.8955393, 112.0681013 -6.8955689, 112.0680933 -6.8955982)",
723630679,False,Jalan Panglima Besar Sudirman,trunk,False,126.725,2,,"LINESTRING (112.0682857 -6.8950615, 112.0689787 -6.895251, 112.0693906 -6.8953706)",1
668793380,False,,residential,False,131.213,,,"LINESTRING (112.0680933 -6.8955982, 112.06812 -6.8956102, 112.0681389 -6.8956228, 112.068277 -6.8956884, 112.0684782 -6.8957683, 112.0689901 -6.8959377, 112.0692064 -6.8960066)",
668793380,False,,residential,True,63.379000000000005,,,"LINESTRING (112.0680933 -6.8955982, 112.0681013 -6.8955689, 112.0681087 -6.8955393, 112.0681402 -6.8954607, 112.0682857 -6.8950615)",
1094037432,False,,residential,False,173.553,,,"LINESTRING (112.0680933 -6.8955982, 112.0678988 -6.8960931, 112.0678698 -6.8961994, 112.0678103 -6.896418, 112.0677758 -6.8965904, 112.0677285 -6.8968267, 112.0677352 -6.8969013, 112.0677835 -6.8969626, 112.0678688 -6.8970526)",
973539432,True,Jalan Veteran,secondary,False,91.809,2,,"LINESTRING (112.0655525 -6.8970528, 112.0655882 -6.8969166, 112.0655948 -6.8968908, 112.0657126 -6.8964341, 112.065759 -6.896253)",
224444684,True,Jalan Veteran,secondary,False,16.633,2,,"LINESTRING (112.0656239 -6.8970627, 112.0655873 -6.8972078)",
737301187,True,,secondary_link,False,15.091999999999999,,,"LINESTRING (112.0656239 -6.8970627, 112.0656095 -6.8970884, 112.0656032 -6.8970979, 112.0655966 -6.8971042, 112.0655881 -6.8971073, 112.0655784 -6.897107, 112.065569 -6.8971035, 112.0655644 -6.8970997, 112.0655574 -6.897093, 112.0655505 -6.8970767, 112.0655525 -6.8970528)",
224444684,True,Jalan Veteran,secondary,False,147.44,2,,"LINESTRING (112.0655873 -6.8972078, 112.0655766 -6.8972497, 112.065464 -6.8976785, 112.0653954 -6.8979252, 112.0653111 -6.898235, 112.0652709 -6.8983974, 112.0652476 -6.8984901)",
737301188,True,,secondary_link,False,11.477,,,"LINESTRING (112.065516 -6.8971909, 112.0655292 -6.8971732, 112.0655388 -6.8971686, 112.0655507 -6.8971678, 112.0655611 -6.8971701, 112.0655675 -6.8971724, 112.0655747 -6.8971786, 112.0655792 -6.8971851, 112.0655873 -6.8972078)",
973539432,True,Jalan Veteran,secondary,False,15.876000000000001,2,,"LINESTRING (112.065516 -6.8971909, 112.0655428 -6.8970896, 112.0655525 -6.8970528)",
325242834,False,Kebonsari Gang VI,residential,False,23.294,,,"LINESTRING (112.0615527 -6.9002647, 112.0617546 -6.9003256)",
325242834,False,Kebonsari Gang VI,residential,True,81.462,,,"LINESTRING (112.0615527 -6.9002647, 112.0610422 -6.9001261, 112.0608409 -6.9000714)",
799779176,False,Kebonsari Gang VII,residential,True,84.201,,,"LINESTRING (112.0615527 -6.9002647, 112.0616113 -6.9000626, 112.06167 -6.8998712, 112.0617185 -6.8997052, 112.0617688 -6.8995385)",
224444684,True,Jalan Veteran,secondary,False,10.104,2,,"LINESTRING (112.0648012 -6.9002972, 112.0647809 -6.9003858)",
970167034,True,,secondary_link,False,12.167,,,"LINESTRING (112.0648012 -6.9002972, 112.0647855 -6.9003215, 112.0647734 -6.9003282, 112.064756 -6.9003295, 112.0647426 -6.9003242, 112.0647305 -6.9003122, 112.0647228 -6.9002957)",
224210819,True,Jalan Veteran,secondary,False,114.435,2,,"LINESTRING (112.0647228 -6.9002957, 112.0648011 -6.8999747, 112.0649698 -6.8992962)",
224210819,True,Jalan Veteran,secondary,False,9.656,2,,"LINESTRING (112.0649698 -6.8992962, 112.0649724 -6.8992855, 112.0649908 -6.8992119)",
970167035,True,,secondary_link,False,9.307,,,"LINESTRING (112.0649698 -6.8992962, 112.0649893 -6.8992844, 112.0650027 -6.899279, 112.0650175 -6.899279, 112.0650296 -6.8992844, 112.0650402 -6.8993)",
224444684,True,Jalan Veteran,secondary,False,7.109,2,,"LINESTRING (112.0650559 -6.899238, 112.0650402 -6.8993)",
970167036,True,,secondary_link,False,11.799,,,"LINESTRING (112.0650559 -6.899238, 112.0650416 -6.8992537, 112.0650282 -6.8992604, 112.0650135 -6.8992604, 112.0650027 -6.8992498, 112.0649947 -6.8992364, 112.0649908 -6.8992119)",
224210819,True,Jalan Veteran,secondary,False,23.738,2,,"LINESTRING (112.0649908 -6.8992119, 112.0650434 -6.8990049)",
"[1085750488, 224218455]",False,Jalan K.H. Mustain,tertiary,False,128.167,,,"LINESTRING (112.0633986 -6.9000029, 112.0634179 -6.8999253, 112.0634653 -6.8997268, 112.0635261 -6.8995089, 112.0636157 -6.8991874, 112.0636988 -6.8988896)",
"[497521038, 1085767421, 973318366]",True,Jalan Basuki Rachmad,primary,False,187.176,2,yes,"LINESTRING (112.0633986 -6.9000029, 112.0633482 -6.8999885, 112.0632396 -6.8999576, 112.0629894 -6.8998863, 112.0628658 -6.8998511, 112.0628406 -6.8998439, 112.0624144 -6.8997225, 112.0623866 -6.8997145, 112.0622427 -6.8996735, 112.0620049 -6.8996058, 112.0617688 -6.8995385)",
1085773026,False,Jalan AKBP Suroko,tertiary,True,83.972,,,"LINESTRING (112.0633986 -6.9000029, 112.0633611 -6.9001383, 112.0631971 -6.9007311)",
723630679,False,Jalan Panglima Besar Sudirman,trunk,False,87.131,2,,"LINESTRING (112.0675261 -6.8948486, 112.0682857 -6.8950615)",1
982204585,False,,residential,True,92.145,,,"LINESTRING (112.0675261 -6.8948486, 112.0677962 -6.8940645)",
723630679,False,Jalan Panglima Besar Sudirman,trunk,True,22.119,2,,"LINESTRING (112.0675261 -6.8948486, 112.0673584 -6.8948018, 112.0673332 -6.8947948)",1
