osmid,oneway,lanes,ref,name,highway,maxspeed,est_width,reversed,length,geometry,bridge,width
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,13.124,"LINESTRING (106.7946766 -6.5945578, 106.7947698 -6.5944846)",,
773673879,True,1,,Jalan Gedong Sawah 1,residential,40,,False,22.891000000000002,"LINESTRING (106.7946766 -6.5945578, 106.7946272 -6.5945075, 106.794608 -6.5944872, 106.794589 -6.5944683, 106.7945488 -6.5944259, 106.7945331 -6.5944093)",,
19597146,False,2,,Jalan Gedong Sawah 1,residential,40,,False,106.62799999999999,"LINESTRING (106.7936499 -6.5937458, 106.7937599 -6.5938197, 106.7942172 -6.5941361, 106.7942319 -6.5941482, 106.7943525 -6.5942299, 106.7944393 -6.5942973)",,
72013079,False,2,,Jalan Arsitek F. Silaban,residential,40,,True,169.38299999999998,"LINESTRING (106.7936499 -6.5937458, 106.7935996 -6.5937105, 106.7935386 -6.5936619, 106.7934709 -6.5936233, 106.7933831 -6.5935793, 106.793199 -6.5935118, 106.793139 -6.5934975, 106.7930424 -6.593492, 106.7929982 -6.5935047, 106.7929593 -6.5935633, 106.7929345 -6.5936872, 106.7929137 -6.5938111, 106.7928902 -6.593949, 106.7928537 -6.5942472, 106.7928403 -6.5942941)",,
87222070,True,1,,Jalan Gedong Sawah,residential,40,,False,91.73400000000001,"LINESTRING (106.7936499 -6.5937458, 106.7935661 -6.5938764, 106.7935095 -6.5939716, 106.7934743 -6.5940266, 106.7934355 -6.5940735, 106.7933884 -6.5941165, 106.7933294 -6.5941508, 106.7932436 -6.5941948, 106.7930505 -6.5942707)",,
19597146,False,2,,Jalan Gedong Sawah 1,residential,40,,True,106.62800000000001,"LINESTRING (106.7944393 -6.5942973, 106.7943525 -6.5942299, 106.7942319 -6.5941482, 106.7942172 -6.5941361, 106.7937599 -6.5938197, 106.7936499 -6.5937458)",,
773673878,True,1,,Jalan Gedong Sawah 1,residential,40,,False,20.177,"LINESTRING (106.7944393 -6.5942973, 106.7944962 -6.5943203, 106.7945997 -6.594383)",,
259507783,True,2,,Jalan Jalak Harupat,primary,,,False,42.04999999999999,"LINESTRING (106.7971393 -6.5928177, 106.7972146 -6.5929574, 106.7972617 -6.5930138, 106.7973166 -6.5930627, 106.797378 -6.5931031)",,
1087075388,False,3,,Jalan Jenderal Sudirman,primary,40,14.76,True,107.75900000000001,"LINESTRING (106.7971393 -6.5928177, 106.7971329 -6.5925164, 106.7971154 -6.5918489)",,
"[71880920, 564569467, 564569470]",False,2,,Jalan Pengadilan,tertiary,40,"['5.50', '5.33']",True,106.253,"LINESTRING (106.7971154 -6.5918489, 106.7970489 -6.5918507, 106.796981 -6.5918524, 106.7969189 -6.5918537, 106.7969085 -6.591854, 106.7961539 -6.591877)",yes,
1087075388,False,3,,Jalan Jenderal Sudirman,primary,40,14.76,False,107.75900000000001,"LINESTRING (106.7971154 -6.5918489, 106.7971329 -6.5925164, 106.7971393 -6.5928177)",,
71880920,False,2,,Jalan Pengadilan,tertiary,40,,False,37.221,"LINESTRING (106.7938075 -6.5919486, 106.7941443 -6.5919383)",,
36960984,True,,,Jalan Gedong Sawah,residential,40,,False,103.81,"LINESTRING (106.7938075 -6.5919486, 106.7938263 -6.5921032, 106.7938256 -6.5922144, 106.793825 -6.592321, 106.7938355 -6.5924661, 106.7938656 -6.5928796)",,
36960984,True,,,Jalan Gedong Sawah,residential,40,,False,101.68599999999999,"LINESTRING (106.7938656 -6.5928796, 106.7938887 -6.5930044, 106.7938913 -6.593111, 106.793885 -6.593151, 106.7938749 -6.5931933, 106.7938618 -6.5932439, 106.7938478 -6.5932809, 106.7938223 -6.5933441, 106.7937887 -6.5934168, 106.7937586 -6.5934814, 106.7937002 -6.5936046, 106.7936499 -6.5937458)",,
72013079,False,2,,Jalan Arsitek F. Silaban,residential,40,,False,169.38299999999998,"LINESTRING (106.7928403 -6.5942941, 106.7928537 -6.5942472, 106.7928902 -6.593949, 106.7929137 -6.5938111, 106.7929345 -6.5936872, 106.7929593 -6.5935633, 106.7929982 -6.5935047, 106.7930424 -6.593492, 106.793139 -6.5934975, 106.793199 -6.5935118, 106.7933831 -6.5935793, 106.7934709 -6.5936233, 106.7935386 -6.5936619, 106.7935996 -6.5937105, 106.7936499 -6.5937458)",,
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,220.077,"LINESTRING (106.793895 -6.5964776, 106.7940003 -6.5962393, 106.7941606 -6.5958424, 106.7942199 -6.5956835, 106.7942229 -6.5956776, 106.7942923 -6.5954804, 106.7944123 -6.5951616, 106.7945056 -6.5949235, 106.7946279 -6.5946378)",,
72012696,True,2,2;11;12,Jalan Jalak Harupat,primary,,,False,52.76899999999999,"LINESTRING (106.7969298 -6.5931758, 106.7970525 -6.5931188, 106.7971408 -6.5930744, 106.797169 -6.5930687, 106.7972495 -6.5930664, 106.797344 -6.5930894, 106.797378 -6.5931031)",,
161418902,True,2,,Jalan Juanda,primary,60,,False,47.355999999999995,"LINESTRING (106.7969298 -6.5931758, 106.7969947 -6.5931202, 106.7970495 -6.5930546, 106.7970926 -6.592981, 106.7971228 -6.5929013, 106.7971393 -6.5928177)",,
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,134.57500000000005,"LINESTRING (106.7941783 -6.5982953, 106.7941502 -6.5981901, 106.7941301 -6.5981275, 106.794122 -6.5980955, 106.7940858 -6.597997, 106.7939879 -6.5977305, 106.7939752 -6.5976999, 106.7939644 -6.5976599, 106.793955 -6.5976333, 106.7939194 -6.597527, 106.7938252 -6.5971973, 106.7938162 -6.5971413)",,
72012740,False,,,Jalan Kantor Batu,residential,,,True,128.813,"LINESTRING (106.7941783 -6.5982953, 106.7941042 -6.5983173, 106.794078 -6.5983244, 106.7940237 -6.5983402, 106.7932336 -6.5985717, 106.7930586 -6.5986189)",,
71880920,False,2,,Jalan Pengadilan,tertiary,40,,True,37.221,"LINESTRING (106.7941443 -6.5919383, 106.7938075 -6.5919486)",,
71880920,False,2,,Jalan Pengadilan,tertiary,40,,False,222.084,"LINESTRING (106.7941443 -6.5919383, 106.7943479 -6.5919321, 106.7946008 -6.5919244, 106.79498 -6.5919128, 106.7950918 -6.5919094, 106.7956191 -6.5918933, 106.7961539 -6.591877)",,
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,74.72099999999999,"LINESTRING (106.7938162 -6.5971413, 106.793821 -6.5970299, 106.7938219 -6.5969781, 106.7938196 -6.5968674, 106.7938423 -6.5966801, 106.7938739 -6.5965442, 106.793895 -6.5964776)",,
87221596,True,2,,,primary,,,False,54.224,"LINESTRING (106.7938162 -6.5971413, 106.7937645 -6.5970364, 106.7937369 -6.5969805, 106.7936829 -6.5968606, 106.7935377 -6.5967576)",,
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,143.805,"LINESTRING (106.7945954 -6.5995197, 106.7945793 -6.5994744, 106.7944197 -6.5989628, 106.7942548 -6.5984842, 106.7942347 -6.5984246, 106.7941783 -6.5982953)",,
142569951,False,1,,Jalan Gereja,residential,,,True,103.624,"LINESTRING (106.7945954 -6.5995197, 106.7945194 -6.5995288, 106.7942548 -6.5995863, 106.7940073 -6.5996272, 106.7938321 -6.5996573, 106.7936727 -6.5996861)",,
87222070,True,1,,Jalan Gedong Sawah,residential,40,,False,23.618,"LINESTRING (106.7930505 -6.5942707, 106.7930008 -6.5942894, 106.7929519 -6.5942934, 106.7928403 -6.5942941)",,
"[71880920, 564569467, 564569470]",False,2,,Jalan Pengadilan,tertiary,40,"['5.33', '5.50']",False,106.253,"LINESTRING (106.7961539 -6.591877, 106.7969085 -6.591854, 106.7969189 -6.5918537, 106.796981 -6.5918524, 106.7970489 -6.5918507, 106.7971154 -6.5918489)",yes,
71880920,False,2,,Jalan Pengadilan,tertiary,40,,True,222.084,"LINESTRING (106.7961539 -6.591877, 106.7956191 -6.5918933, 106.7950918 -6.5919094, 106.79498 -6.5919128, 106.7946008 -6.5919244, 106.7943479 -6.5919321, 106.7941443 -6.5919383)",,
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,9.001,"LINESTRING (106.7947698 -6.5944846, 106.7948382 -6.5944406)",,
71872257,True,2,2;11;12,Jalan Jalak Harupat,primary,,7.35,False,151.019,"LINESTRING (106.8004725 -6.5923656, 106.8005794 -6.5923323, 106.8007437 -6.5922963, 106.8009402 -6.592289, 106.8011232 -6.5923177, 106.8013117 -6.5923703, 106.8015195 -6.5924649, 106.8017655 -6.592599)",,
142569951,False,1,,Jalan Gereja,residential,,,True,11.25,"LINESTRING (106.7936727 -6.5996861, 106.7935711 -6.5996932)",,
142569951,False,1,,Jalan Gereja,residential,,,False,103.62400000000001,"LINESTRING (106.7936727 -6.5996861, 106.7938321 -6.5996573, 106.7940073 -6.5996272, 106.7942548 -6.5995863, 106.7945194 -6.5995288, 106.7945954 -6.5995197)",,
87222069,True,2,,,primary,40,,False,42.88,"LINESTRING (106.793553 -6.5966383, 106.7937066 -6.5966119, 106.7937594 -6.5965818, 106.7937974 -6.5965519, 106.793895 -6.5964776)",,
"[163100578, 87221597]",True,2,12,Jalan Kapten Muslihat,primary,,9.14,False,41.111000000000004,"LINESTRING (106.793553 -6.5966383, 106.793665 -6.5966539, 106.7936826 -6.5966712, 106.7936873 -6.5966964, 106.7936827 -6.5967339, 106.7936781 -6.5967532, 106.7936617 -6.5967705, 106.7936367 -6.5967767, 106.7935377 -6.5967576)",,
163100904,False,,,,residential,,,False,53.915,"LINESTRING (106.7930586 -6.5986189, 106.7931276 -6.5990989)",,
72012740,False,,,Jalan Kantor Batu,residential,,,False,128.813,"LINESTRING (106.7930586 -6.5986189, 106.7932336 -6.5985717, 106.7940237 -6.5983402, 106.794078 -6.5983244, 106.7941042 -6.5983173, 106.7941783 -6.5982953)",,
163100904,False,,,,residential,,,True,53.915,"LINESTRING (106.7931276 -6.5990989, 106.7930586 -6.5986189)",,
773673879,True,1,,Jalan Gedong Sawah 1,residential,40,,False,16.223,"LINESTRING (106.7945331 -6.5944093, 106.7944901 -6.5943637, 106.794464 -6.5943307, 106.7944393 -6.5942973)",,
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,10.396,"LINESTRING (106.7946279 -6.5946378, 106.7946766 -6.5945578)",,
1087350247,True,1,,,primary_link,,,False,27.481,"LINESTRING (106.7946279 -6.5946378, 106.7945724 -6.5945051, 106.7945331 -6.5944093)",,
"[71872257, 71881260, 19596976, 1087084631, 71872253]",True,"['2', '4']",2;11;12,Jalan Jalak Harupat,primary,,"['7.35', '7', '8.18']",False,386.95399999999995,"LINESTRING (106.797378 -6.5931031, 106.7974751 -6.593158, 106.797621 -6.5932635, 106.7978228 -6.5933788, 106.7979643 -6.5934381, 106.7981292 -6.5934707, 106.7983552 -6.5934767, 106.7985195 -6.5934594, 106.798614 -6.5934387, 106.7987488 -6.5933934, 106.7989453 -6.5932949, 106.7991123 -6.5931676, 106.7995032 -6.5928412, 106.7996393 -6.5927446, 106.7997506 -6.5926787, 106.7998747 -6.5926194, 106.8000007 -6.5925701, 106.8003434 -6.5924256, 106.8004725 -6.5923656)",yes,4 m
71880915,True,4,2;11;12,Jalan Insinyur Haji Djuanda,primary,40,13.54,False,272.586,"LINESTRING (106.7948382 -6.5944406, 106.7949695 -6.5943593, 106.7951258 -6.594264, 106.7959506 -6.5938937, 106.796139 -6.5938038, 106.7962517 -6.5937345, 106.7963442 -6.5936712, 106.7964461 -6.5936013, 106.7965883 -6.593494, 106.7969298 -6.5931758)",,
142569951,False,1,,Jalan Gereja,residential,,,False,11.25,"LINESTRING (106.7935711 -6.5996932, 106.7936727 -6.5996861)",,
915769658,False,,,,residential,,,True,42.693,"LINESTRING (106.7935711 -6.5996932, 106.7935158 -6.5993132)",,
915769658,False,,,,residential,,,False,42.693,"LINESTRING (106.7935158 -6.5993132, 106.7935711 -6.5996932)",,
773673878,True,1,,Jalan Gedong Sawah 1,residential,40,,False,21.929,"LINESTRING (106.7945997 -6.594383, 106.7946268 -6.5943985, 106.794638 -6.5944064, 106.7947698 -6.5944846)",,
1087350246,True,1,,,primary_link,,,False,27.113,"LINESTRING (106.7945997 -6.594383, 106.7946334 -6.5943912, 106.7946561 -6.5943965, 106.7948382 -6.5944406)",,
