osmid,oneway,highway,reversed,length,lanes,name,geometry,junction,width
177438381,False,residential,True,42.26,,,"LINESTRING (105.2654966 -5.4494356, 105.2653343 -5.4490916)",,
654210595,True,trunk,False,121.311,3,Jalan Laksamana Malahayati,"LINESTRING (105.2654966 -5.4494356, 105.2648203 -5.4497909, 105.2646124 -5.4498898, 105.2645116 -5.4498895)",,
49917036,True,trunk,False,65.134,3,Jalan Laksamana Malahayati,"LINESTRING (105.2645116 -5.4498895, 105.2644419 -5.449812, 105.2641248 -5.4494481)",,
654126054,False,residential,False,83.073,,,"LINESTRING (105.2645116 -5.4498895, 105.2645925 -5.4500013, 105.2649537 -5.4504932)",,
1131281249,False,tertiary,False,206.998,,,"LINESTRING (105.2645116 -5.4498895, 105.264418 -5.4498884, 105.2642729 -5.4498833, 105.2635812 -5.449803, 105.2633116 -5.4497868, 105.2626501 -5.4497214)",,
177438367,True,trunk,False,117.763,2,Jalan Ikan Tenggiri,"LINESTRING (105.2618849 -5.4488148, 105.2619684 -5.447759)",,
654126056,False,secondary,False,94.261,2,Jalan Ikan Tenggiri,"LINESTRING (105.2618849 -5.4488148, 105.2618043 -5.4496587)",,
654126060,False,residential,True,110.994,,Jalan Laksamana Malahayati,"LINESTRING (105.2618849 -5.4488148, 105.2610744 -5.4487605, 105.2608844 -5.4487484)",,
177438367,True,trunk,False,7.344,2,Jalan Ikan Tenggiri,"LINESTRING (105.2619684 -5.447759, 105.2619741 -5.4476932)",,
177438368,False,residential,True,128.389,,Jalan Tongkol,"LINESTRING (105.2619684 -5.447759, 105.2631255 -5.4478387)",,
177438360,True,trunk,False,117.745,3,Jalan Laksamana Malahayati,"LINESTRING (105.2637775 -5.4490071, 105.2627197 -5.4488956)",,
177438360,True,trunk,False,92.842,3,Jalan Laksamana Malahayati,"LINESTRING (105.2627197 -5.4488956, 105.2618849 -5.4488148)",,
199639661,False,residential,True,92.148,,,"LINESTRING (105.2627197 -5.4488956, 105.2626501 -5.4497214)",,
177438367,True,trunk,False,20.829,2,Jalan Ikan Tenggiri,"LINESTRING (105.2620906 -5.4464217, 105.2620914 -5.4463677, 105.2620933 -5.4462344)",,
