osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,junction,lanes
469895691,Jalan H. Sutan Mangarahon,residential,False,False,163.749,,"LINESTRING (99.2742848 1.3768331, 99.2757386 1.3770704)",,,
470859504,Jalan Sisingamangaraja,trunk,False,False,26.015,5,"LINESTRING (99.2742848 1.3768331, 99.274315 1.3766011)",,,
470859504,Jalan Sisingamangaraja,trunk,False,True,32.951,5,"LINESTRING (99.2743441 1.3763062, 99.274315 1.3766011)",,,
614416430,Jalan Sisingamangaraja,trunk,True,False,32.112,5,"LINESTRING (99.2743441 1.3763062, 99.2743596 1.3761622, 99.2743556 1.3760183)",,,
"[469611019, 469611020, 469611022]",Jalan Jenderal Sudirman,trunk,False,False,90.18799999999999,12,"LINESTRING (99.2742215 1.3759563, 99.2741394 1.3759389, 99.2740741 1.3759242, 99.2739928 1.375904, 99.2735029 1.3757767, 99.2734346 1.3757592)",yes,,
469895703,,trunk,True,False,12.161000000000001,5,"LINESTRING (99.2742215 1.3759563, 99.2742241 1.3759835, 99.2742359 1.3760082, 99.2742554 1.3760273, 99.2742803 1.3760387)",,roundabout,
614416472,Jalan Imam Bonjol,trunk,True,False,29.025,5,"LINESTRING (99.2744801 1.3756999, 99.2742949 1.3758839)",,,
614416473,Jalan Imam Bonjol,trunk,False,False,108.281,5,"LINESTRING (99.2744801 1.3756999, 99.2749473 1.3751803, 99.2751304 1.3749749)",,,
291052550,Jalan Mesjid Raya Baru,residential,False,False,54.979,,"LINESTRING (99.2733266 1.3757731, 99.2730322 1.3753758)",,,
469611022,Jalan Jenderal Sudirman,trunk,False,False,72.945,12,"LINESTRING (99.2733266 1.3757731, 99.2732827 1.3757931, 99.2732413 1.3758232, 99.2731771 1.3758705, 99.2728256 1.3761563, 99.2728062 1.3761703)",,,
469611022,Jalan Jenderal Sudirman,trunk,False,True,12.158,12,"LINESTRING (99.2733266 1.3757731, 99.273362 1.3757644, 99.2734039 1.3757592, 99.2734346 1.3757592)",,,
291052550,Jalan Mesjid Raya Baru,residential,False,True,54.979,,"LINESTRING (99.2730322 1.3753758, 99.2733266 1.3757731)",,,
291052550,Jalan Mesjid Raya Baru,residential,False,False,69.848,,"LINESTRING (99.2730322 1.3753758, 99.2729199 1.3752608, 99.272823 1.3751693, 99.2725692 1.3749518)",,,
469792876,Jalan Mohammad Tohir Daulay,residential,False,True,138.816,,"LINESTRING (99.2730322 1.3753758, 99.2730467 1.3752658, 99.2730618 1.3752055, 99.2731134 1.3750694, 99.2731764 1.3749434, 99.2732515 1.3748311, 99.2735901 1.3743997, 99.2736532 1.3743152)",,,
291052550,Jalan Mesjid Raya Baru,residential,False,True,59.41,,"LINESTRING (99.2715725 1.3739895, 99.2719516 1.3743661)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,True,75.055,,"LINESTRING (99.2715725 1.3739895, 99.2719527 1.3734317)",,,
291052550,Jalan Mesjid Raya Baru,residential,False,False,157.728,,"LINESTRING (99.2715725 1.3739895, 99.2713887 1.3738011, 99.2710528 1.3734679, 99.2705499 1.3730067)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,False,136.35,,"LINESTRING (99.2715725 1.3739895, 99.2711785 1.3745361, 99.2708526 1.3749823)",,,
469610994,Jalan K.H Wahid Hasyim,residential,False,False,20.779,,"LINESTRING (99.2699493 1.3762357, 99.2697881 1.3763303)",,,1
469610997,Jalan Patrice Lumumba,tertiary,False,False,42.996,,"LINESTRING (99.2699493 1.3762357, 99.2696901 1.3759487)",,,
469610997,Jalan Patrice Lumumba,tertiary,False,True,56.98,,"LINESTRING (99.2699493 1.3762357, 99.27032 1.3765896)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,True,147.428,,"LINESTRING (99.2699493 1.3762357, 99.2707282 1.3751626)",,,
470859477,,residential,True,False,64.792,,"LINESTRING (99.2728631 1.3759333, 99.2729068 1.3758042, 99.272987 1.3755392, 99.2730322 1.3753758)",,,
614416571,,residential,False,False,112.357,,"LINESTRING (99.2728631 1.3759333, 99.2728009 1.3758655, 99.2721793 1.3751892)",,,
470859478,H.O.S. Cokroaminoto,residential,False,False,50.748,,"LINESTRING (99.2721793 1.3751892, 99.2725692 1.3749518)",,,
470859478,H.O.S. Cokroaminoto,residential,False,True,134.123,,"LINESTRING (99.2721793 1.3751892, 99.2715993 1.3755484, 99.2715312 1.3755826, 99.2714823 1.375597, 99.2714286 1.375606, 99.2713884 1.3756037, 99.2713565 1.3755956, 99.2711198 1.3754669)",,,
614416571,,residential,False,True,112.357,,"LINESTRING (99.2721793 1.3751892, 99.2728009 1.3758655, 99.2728631 1.3759333)",,,
470859478,H.O.S. Cokroaminoto,residential,False,False,55.135,,"LINESTRING (99.2707282 1.3751626, 99.2711198 1.3754669)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,False,147.428,,"LINESTRING (99.2707282 1.3751626, 99.2699493 1.3762357)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,True,24.355,,"LINESTRING (99.2707282 1.3751626, 99.2708526 1.3749823)",,,
291052268,Jalan M.H. Thamrin,residential,False,False,153.262,,"LINESTRING (99.27032 1.3765896, 99.2711198 1.3754669)",,,
291052268,Jalan M.H. Thamrin,residential,False,True,59.17,,"LINESTRING (99.27032 1.3765896, 99.2700081 1.3770208)",,,
469610997,Jalan Patrice Lumumba,tertiary,False,False,56.98,,"LINESTRING (99.27032 1.3765896, 99.2699493 1.3762357)",,,
291052268,Jalan M.H. Thamrin,residential,False,False,59.17,,"LINESTRING (99.2700081 1.3770208, 99.27032 1.3765896)",,,
291052554,Jalan Patrice Lumumba 2,residential,False,False,80.581,,"LINESTRING (99.2700081 1.3770208, 99.2697881 1.3763303)",,,
291052268,Jalan M.H. Thamrin,residential,False,True,153.262,,"LINESTRING (99.2711198 1.3754669, 99.27032 1.3765896)",,,
470859478,H.O.S. Cokroaminoto,residential,False,True,55.135,,"LINESTRING (99.2711198 1.3754669, 99.2707282 1.3751626)",,,
470859478,H.O.S. Cokroaminoto,residential,False,False,134.123,,"LINESTRING (99.2711198 1.3754669, 99.2713565 1.3755956, 99.2713884 1.3756037, 99.2714286 1.375606, 99.2714823 1.375597, 99.2715312 1.3755826, 99.2715993 1.3755484, 99.2721793 1.3751892)",,,
291052555,Jalan Yos Sudarso,tertiary,False,False,16.672,,"LINESTRING (99.2698538 1.3723484, 99.2698927 1.3722036)",,,
291052550,Jalan Mesjid Raya Baru,residential,False,True,106.572,,"LINESTRING (99.2698538 1.3723484, 99.2702629 1.3727144, 99.2705499 1.3730067)",,,
291052555,Jalan Yos Sudarso,tertiary,False,True,124.965,,"LINESTRING (99.2698538 1.3723484, 99.2698294 1.3724687, 99.2698136 1.3725602, 99.2697117 1.3734627)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,False,73.931,,"LINESTRING (99.2723591 1.3728409, 99.2719822 1.3733887)",,,
291052551,Jalan Kenanga,tertiary,False,True,190.24099999999999,,"LINESTRING (99.2723591 1.3728409, 99.2724046 1.3727607, 99.2724408 1.3726595, 99.2724998 1.3724711, 99.2725417 1.3723261, 99.2725483 1.3723047, 99.2726071 1.3721124, 99.2726903 1.371851, 99.2727506 1.3717069, 99.2728136 1.3715788, 99.2729726 1.371249)",,,
291052552,Jalan Dokter Ferdinand Lumbantobing,residential,False,False,215.595,,"LINESTRING (99.2723591 1.3728409, 99.2716046 1.37215, 99.270934 1.3715258)",,,
469792876,Jalan Mohammad Tohir Daulay,residential,False,False,79.08,,"LINESTRING (99.2723591 1.3728409, 99.2725575 1.3730563, 99.2726514 1.3731837, 99.2727171 1.3732909, 99.2727788 1.3734103)",,,
291052552,Jalan Dokter Ferdinand Lumbantobing,residential,False,True,85.082,,"LINESTRING (99.2703716 1.3710068, 99.2706428 1.371257, 99.270934 1.3715258)",,,
291052555,Jalan Yos Sudarso,tertiary,False,False,114.076,,"LINESTRING (99.2703716 1.3710068, 99.2704587 1.3707355, 99.270511 1.3705291, 99.2706156 1.3700115)",,,
291052555,Jalan Yos Sudarso,tertiary,False,True,59.41,,"LINESTRING (99.2703716 1.3710068, 99.2702213 1.3713616, 99.2701598 1.3714973)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,False,24.355,,"LINESTRING (99.2708526 1.3749823, 99.2707282 1.3751626)",,,
291052553,Baginda Sojuangon,unclassified,False,False,189.10500000000002,,"LINESTRING (99.2708526 1.3749823, 99.2707939 1.3748529, 99.2707738 1.374814, 99.2707276 1.374749, 99.2706008 1.3746115, 99.2699169 1.3739868, 99.2696768 1.3737723)",,,
614416569,Jalan Sultan Hasanuddin,tertiary,False,True,136.35,,"LINESTRING (99.2708526 1.3749823, 99.2711785 1.3745361, 99.2715725 1.3739895)",,,
291052555,Jalan Yos Sudarso,tertiary,False,False,34.644,,"LINESTRING (99.2696768 1.3737723, 99.2697117 1.3734627)",,,
291052553,Baginda Sojuangon,unclassified,False,True,189.105,,"LINESTRING (99.2696768 1.3737723, 99.2699169 1.3739868, 99.2706008 1.3746115, 99.2707276 1.374749, 99.2707738 1.374814, 99.2707939 1.3748529, 99.2708526 1.3749823)",,,
291052555,Jalan Yos Sudarso,tertiary,False,True,108.93199999999999,,"LINESTRING (99.2696768 1.3737723, 99.2695896 1.3744366, 99.2695749 1.3744942, 99.2695561 1.3745331, 99.269531 1.3745713, 99.2695051 1.3746048, 99.2694287 1.374696)",,,
469611003,Jalan Profesor M. Yamin,secondary,False,False,20.167,,"LINESTRING (99.269308 1.3748314, 99.2694287 1.374696)",,,
614416572,Jalan Patrice Lumumba,tertiary,False,True,131.299,,"LINESTRING (99.269308 1.3748314, 99.2694428 1.3752222, 99.2696901 1.3759487)",,,
615177588,,residential,False,True,79.061,,"LINESTRING (99.269308 1.3748314, 99.2692825 1.3747882, 99.2692476 1.3747443, 99.2691752 1.3746866, 99.2690545 1.3746156, 99.2689593 1.3745713, 99.2688644 1.3745334, 99.2687152 1.3744627)",,,
812944854,Jalan Serma Lian Kosong,tertiary,False,False,7.637,,"LINESTRING (99.271899 1.3769967, 99.271854 1.3769448)",,,
614416577,Jalan Jenderal Sudirman,trunk,True,False,132.1,12,"LINESTRING (99.271899 1.3769967, 99.2725103 1.3764595, 99.2726621 1.376329, 99.2727824 1.376203)",,,
469610994,Jalan K.H Wahid Hasyim,residential,False,True,102.051,,"LINESTRING (99.2690492 1.3768452, 99.2692436 1.376632, 99.2692963 1.3765821, 99.2693563 1.3765301, 99.2693979 1.3764993, 99.2694488 1.3764698, 99.2695735 1.3764188, 99.2697881 1.3763303)",,,1
291052554,Jalan Patrice Lumumba 2,residential,False,False,43.808,,"LINESTRING (99.2697881 1.3763303, 99.2696901 1.3759487)",,,
291052554,Jalan Patrice Lumumba 2,residential,False,True,80.581,,"LINESTRING (99.2697881 1.3763303, 99.2700081 1.3770208)",,,
469610994,Jalan K.H Wahid Hasyim,residential,False,True,20.779,,"LINESTRING (99.2697881 1.3763303, 99.2699493 1.3762357)",,,1
469610994,Jalan K.H Wahid Hasyim,residential,False,False,102.051,,"LINESTRING (99.2697881 1.3763303, 99.2695735 1.3764188, 99.2694488 1.3764698, 99.2693979 1.3764993, 99.2693563 1.3765301, 99.2692963 1.3765821, 99.2692436 1.376632, 99.2690492 1.3768452)",,,1
291052554,Jalan Patrice Lumumba 2,residential,False,True,43.808,,"LINESTRING (99.2696901 1.3759487, 99.2697881 1.3763303)",,,
