osmid,highway,oneway,reversed,length,name,maxspeed,lanes,geometry,bridge
155528764,residential,False,False,58.519,,,,"LINESTRING (138.940986 -4.0828208, 138.941324 -4.0824167)",
155528764,residential,False,True,118.632,,,,"LINESTRING (138.940986 -4.0828208, 138.9401825 -4.083525)",
596083862,residential,False,False,36.797,,,,"LINESTRING (138.940986 -4.0828208, 138.9408051 -4.0825434)",
155528764,residential,False,False,118.632,,,,"LINESTRING (138.9401825 -4.083525, 138.940986 -4.0828208)",
615272620,trunk,False,False,51.452,Jalan Hom-Hom,,,"LINESTRING (138.9401825 -4.083525, 138.9399373 -4.0831322)",
615272620,trunk,False,True,12.917,Jalan Hom-Hom,,,"LINESTRING (138.9401825 -4.083525, 138.9402455 -4.0836227)",
157900613,trunk,False,False,106.178,Jalan Hom-Hom,40,,"LINESTRING (138.9418603 -4.0861006, 138.9413384 -4.0853001)",
157900613,trunk,False,True,63.435,Jalan Hom-Hom,40,,"LINESTRING (138.9418603 -4.0861006, 138.9421616 -4.0865855)",
157900613,trunk,False,False,63.435,Jalan Hom-Hom,40,,"LINESTRING (138.9421616 -4.0865855, 138.9418603 -4.0861006)",
584748240,residential,False,True,153.95,Gang Yerusalem,,2,"LINESTRING (138.9421616 -4.0865855, 138.9413085 -4.0870947, 138.9409755 -4.0873045)",
584748240,residential,False,False,153.95,Gang Yerusalem,,2,"LINESTRING (138.9409755 -4.0873045, 138.9413085 -4.0870947, 138.9421616 -4.0865855)",
584748240,residential,False,True,192.376,Gang Yerusalem,,2,"LINESTRING (138.9409755 -4.0873045, 138.9405492 -4.0876391, 138.9403569 -4.0877876, 138.940121 -4.0880027, 138.9401001 -4.0880218, 138.9396578 -4.0884275)",
626406523,residential,False,False,224.13,,,,"LINESTRING (138.9409755 -4.0873045, 138.9404547 -4.0867582, 138.94033 -4.0866017, 138.9399612 -4.086171, 138.9399236 -4.0861108, 138.9399022 -4.0860546, 138.9399277 -4.0860185, 138.9401919 -4.0858365)",
581128538,tertiary,False,False,231.445,Jalan SD Percobaan,40,,"LINESTRING (138.9396578 -4.0884275, 138.939498 -4.0880815, 138.9390839 -4.0872219, 138.9387846 -4.0866853, 138.9387085 -4.0865764)",
584748240,residential,False,False,192.376,Gang Yerusalem,,2,"LINESTRING (138.9396578 -4.0884275, 138.9401001 -4.0880218, 138.940121 -4.0880027, 138.9403569 -4.0877876, 138.9405492 -4.0876391, 138.9409755 -4.0873045)",
620356046,tertiary,False,True,26.861,Jalan Sudirman,,2,"LINESTRING (138.9364563 -4.0885046, 138.9365808 -4.0887118)",
158314618,residential,False,False,162.467,,,2,"LINESTRING (138.9364563 -4.0885046, 138.9362892 -4.0886497, 138.9360864 -4.0888064, 138.9357327 -4.0890818, 138.9353723 -4.0893138, 138.9352796 -4.0893712)",
620356046,tertiary,False,False,116.051,Jalan Sudirman,,2,"LINESTRING (138.9364563 -4.0885046, 138.9360086 -4.0877578, 138.9359194 -4.0876088)",
158314618,residential,False,True,162.467,,,2,"LINESTRING (138.9352796 -4.0893712, 138.9353723 -4.0893138, 138.9357327 -4.0890818, 138.9360864 -4.0888064, 138.9362892 -4.0886497, 138.9364563 -4.0885046)",
"[620356051, 620356052, 597206755]",tertiary,False,False,140.98700000000002,Jalan Sudirman,,2,"LINESTRING (138.9379165 -4.0905713, 138.9374129 -4.0898635, 138.9373731 -4.0898174, 138.937337 -4.0897757, 138.937151 -4.0895606)",yes
615272620,trunk,False,True,53.166,Jalan Hom-Hom,,,"LINESTRING (138.9394999 -4.0825084, 138.9397851 -4.0828927)",
158315039,tertiary,False,False,214.773,Jalan Sangir,,2,"LINESTRING (138.9394999 -4.0825084, 138.9384758 -4.0834009, 138.938031 -4.0837667)",
581140133,residential,False,False,159.97,Jalan Sangir,,,"LINESTRING (138.9350407 -4.0859088, 138.9344546 -4.0863435, 138.9338806 -4.0867636)",
584001457,residential,False,False,338.7999999999999,,,,"LINESTRING (138.9350407 -4.0859088, 138.9343996 -4.0849497, 138.9342414 -4.0847169, 138.9340496 -4.0845082, 138.9336473 -4.0841056, 138.9336325 -4.0840895, 138.9336198 -4.0840708, 138.9336131 -4.0840527, 138.9336258 -4.084026, 138.9336768 -4.0839765, 138.9336835 -4.0839644, 138.9336868 -4.0839517, 138.9336842 -4.0839343, 138.933666 -4.0839163, 138.9333442 -4.0834983)",
615272613,tertiary,False,True,275.48299999999995,Jalan Sangir,,2,"LINESTRING (138.9350407 -4.0859088, 138.9360842 -4.0851813, 138.9370765 -4.0844895)",
620356046,tertiary,False,True,205.622,Jalan Sudirman,,2,"LINESTRING (138.9350407 -4.0859088, 138.9353288 -4.0864834, 138.935502 -4.0868288, 138.9358867 -4.0875541)",
158472783,residential,False,True,119.582,,,,"LINESTRING (138.93869 -4.0847558, 138.9378795 -4.085465)",
158472783,residential,False,False,119.582,,,,"LINESTRING (138.9378795 -4.085465, 138.93869 -4.0847558)",
615272614,tertiary,False,True,64.482,Jalan SD Percobaan,40,,"LINESTRING (138.9378795 -4.085465, 138.9382254 -4.0859311)",
615272614,tertiary,False,False,140.36599999999999,Jalan SD Percobaan,40,,"LINESTRING (138.9378795 -4.085465, 138.9375046 -4.0850248, 138.9370765 -4.0844895)",
581140133,residential,False,True,72.466,Jalan Sangir,,,"LINESTRING (138.9333541 -4.0871495, 138.9338806 -4.0867636)",
581140133,residential,False,False,72.466,Jalan Sangir,,,"LINESTRING (138.9338806 -4.0867636, 138.9333541 -4.0871495)",
589712192,residential,False,True,130.641,,,,"LINESTRING (138.9338806 -4.0867636, 138.9332879 -4.0857483)",
581140133,residential,False,True,159.97,Jalan Sangir,,,"LINESTRING (138.9338806 -4.0867636, 138.9344546 -4.0863435, 138.9350407 -4.0859088)",
589712192,residential,False,False,218.51999999999998,,,,"LINESTRING (138.9338806 -4.0867636, 138.9343768 -4.0875493, 138.9349588 -4.0884081)",
620356046,tertiary,False,True,7.082,Jalan Sudirman,,2,"LINESTRING (138.9358867 -4.0875541, 138.9359194 -4.0876088)",
581140139,residential,False,False,166.83100000000002,,,,"LINESTRING (138.9358867 -4.0875541, 138.936635 -4.0870072, 138.9371121 -4.0866844)",
620356046,tertiary,False,False,205.622,Jalan Sudirman,,2,"LINESTRING (138.9358867 -4.0875541, 138.935502 -4.0868288, 138.9353288 -4.0864834, 138.9350407 -4.0859088)",
581140139,residential,False,True,149.209,,,,"LINESTRING (138.9382254 -4.0859311, 138.9371121 -4.0866844)",
615272614,tertiary,False,False,64.482,Jalan SD Percobaan,40,,"LINESTRING (138.9382254 -4.0859311, 138.9378795 -4.085465)",
"[581128538, 615272614, 620356047]",tertiary,False,True,89.561,Jalan SD Percobaan,40,,"LINESTRING (138.9382254 -4.0859311, 138.9383941 -4.0861597, 138.938569 -4.0863968, 138.9385958 -4.0864333, 138.9387085 -4.0865764)",yes
157900613,trunk,False,False,35.66,Jalan Hom-Hom,40,,"LINESTRING (138.9413384 -4.0853001, 138.9411762 -4.0850232)",
157900613,trunk,False,True,106.178,Jalan Hom-Hom,40,,"LINESTRING (138.9413384 -4.0853001, 138.9418603 -4.0861006)",
581140143,residential,False,False,93.589,,,,"LINESTRING (138.9413384 -4.0853001, 138.9420576 -4.0848599)",
155528764,residential,False,True,37.156,,,,"LINESTRING (138.941883 -4.0817579, 138.9416637 -4.0820105)",
583884062,residential,False,False,126.562,,,,"LINESTRING (138.9402455 -4.0836227, 138.9393784 -4.0843626)",
615272620,trunk,False,False,12.917,Jalan Hom-Hom,,,"LINESTRING (138.9402455 -4.0836227, 138.9401825 -4.083525)",
"[615272617, 615272620, 157900613]",trunk,False,True,186.87099999999998,Jalan Hom-Hom,40,,"LINESTRING (138.9402455 -4.0836227, 138.9404752 -4.0839701, 138.9405291 -4.0840572, 138.9407498 -4.0843678, 138.9410984 -4.0848975, 138.9411762 -4.0850232)",yes
583884062,residential,False,True,126.562,,,,"LINESTRING (138.9393784 -4.0843626, 138.9402455 -4.0836227)",
158315039,tertiary,False,False,132.918,Jalan Sangir,,2,"LINESTRING (138.938031 -4.0837667, 138.9370765 -4.0844895)",
769174591,residential,False,False,98.868,,,,"LINESTRING (138.938031 -4.0837667, 138.9385194 -4.0845105)",
158315039,tertiary,False,True,214.773,Jalan Sangir,,2,"LINESTRING (138.938031 -4.0837667, 138.9384758 -4.0834009, 138.9394999 -4.0825084)",
769174591,residential,False,True,195.23499999999999,,,,"LINESTRING (138.938031 -4.0837667, 138.9375403 -4.0830042, 138.9373617 -4.0827701, 138.9372857 -4.0826528, 138.9372857 -4.0826314, 138.9373018 -4.082598, 138.9374184 -4.0824803, 138.9375419 -4.0823331)",
158315039,tertiary,False,True,132.918,Jalan Sangir,,2,"LINESTRING (138.9370765 -4.0844895, 138.938031 -4.0837667)",
615272613,tertiary,False,False,275.48299999999995,Jalan Sangir,,2,"LINESTRING (138.9370765 -4.0844895, 138.9360842 -4.0851813, 138.9350407 -4.0859088)",
615272614,tertiary,False,False,329.461,Jalan SD Percobaan,40,,"LINESTRING (138.9370765 -4.0844895, 138.9361855 -4.0834949, 138.9358289 -4.0830968, 138.9357313 -4.0829878, 138.9351877 -4.0823811, 138.9350973 -4.0822801)",
615272614,tertiary,False,True,140.36599999999999,Jalan SD Percobaan,40,,"LINESTRING (138.9370765 -4.0844895, 138.9375046 -4.0850248, 138.9378795 -4.085465)",
581140143,residential,False,True,93.589,,,,"LINESTRING (138.9420576 -4.0848599, 138.9413384 -4.0853001)",
584793487,residential,False,False,147.021,,,,"LINESTRING (138.9420576 -4.0848599, 138.9413044 -4.0837719)",
584793487,residential,False,True,147.021,,,,"LINESTRING (138.9413044 -4.0837719, 138.9420576 -4.0848599)",
581140139,residential,False,False,149.209,,,,"LINESTRING (138.9371121 -4.0866844, 138.9382254 -4.0859311)",
586019741,residential,False,False,113.737,,,,"LINESTRING (138.9371121 -4.0866844, 138.937763 -4.0874748)",
581140139,residential,False,True,166.83100000000002,,,,"LINESTRING (138.9371121 -4.0866844, 138.936635 -4.0870072, 138.9358867 -4.0875541)",
586019741,residential,False,True,113.737,,,,"LINESTRING (138.937763 -4.0874748, 138.9371121 -4.0866844)",
769174591,residential,False,True,98.868,,,,"LINESTRING (138.9385194 -4.0845105, 138.938031 -4.0837667)",
589712191,residential,False,False,157.83499999999998,,,,"LINESTRING (138.9350973 -4.0822801, 138.9342319 -4.0829199, 138.9342107 -4.0829375, 138.9339665 -4.0831411)",
615272614,tertiary,False,True,329.461,Jalan SD Percobaan,40,,"LINESTRING (138.9350973 -4.0822801, 138.9351877 -4.0823811, 138.9357313 -4.0829878, 138.9358289 -4.0830968, 138.9361855 -4.0834949, 138.9370765 -4.0844895)",
589712191,residential,False,False,79.788,,,,"LINESTRING (138.9339665 -4.0831411, 138.9338659 -4.0832133, 138.9337546 -4.0832802, 138.9336205 -4.0833404, 138.9333442 -4.0834983)",
589712191,residential,False,True,157.83499999999998,,,,"LINESTRING (138.9339665 -4.0831411, 138.9342107 -4.0829375, 138.9342319 -4.0829199, 138.9350973 -4.0822801)",
888515662,residential,False,False,225.31,,,,"LINESTRING (138.9339665 -4.0831411, 138.9344144 -4.0836922, 138.9348328 -4.0841818, 138.93503 -4.0844199, 138.9352541 -4.084708)",
589712192,residential,False,False,130.641,,,,"LINESTRING (138.9332879 -4.0857483, 138.9338806 -4.0867636)",
587641817,residential,False,False,147.494,,,,"LINESTRING (138.9349588 -4.0884081, 138.9344358 -4.0889004, 138.9340093 -4.0893364)",
587641817,residential,False,True,138.74900000000002,,,,"LINESTRING (138.9349588 -4.0884081, 138.9354282 -4.0880121, 138.9359194 -4.0876088)",
589712192,residential,False,True,218.51999999999998,,,,"LINESTRING (138.9349588 -4.0884081, 138.9343768 -4.0875493, 138.9338806 -4.0867636)",
587641817,residential,False,True,147.494,,,,"LINESTRING (138.9340093 -4.0893364, 138.9344358 -4.0889004, 138.9349588 -4.0884081)",
584001457,residential,False,True,338.79999999999995,,,,"LINESTRING (138.9333442 -4.0834983, 138.933666 -4.0839163, 138.9336842 -4.0839343, 138.9336868 -4.0839517, 138.9336835 -4.0839644, 138.9336768 -4.0839765, 138.9336258 -4.084026, 138.9336131 -4.0840527, 138.9336198 -4.0840708, 138.9336325 -4.0840895, 138.9336473 -4.0841056, 138.9340496 -4.0845082, 138.9342414 -4.0847169, 138.9343996 -4.0849497, 138.9350407 -4.0859088)",
589712191,residential,False,True,79.788,,,,"LINESTRING (138.9333442 -4.0834983, 138.9336205 -4.0833404, 138.9337546 -4.0832802, 138.9338659 -4.0832133, 138.9339665 -4.0831411)",
589714390,residential,False,False,112.087,,,,"LINESTRING (138.937151 -4.0895606, 138.9369445 -4.0897211, 138.9367106 -4.0898471, 138.9363207 -4.0901314)",
"[597206755, 620356045, 620356046]",tertiary,False,False,113.866,Jalan Sudirman,,2,"LINESTRING (138.937151 -4.0895606, 138.9370007 -4.0893867, 138.9368203 -4.0891099, 138.9367774 -4.089039, 138.9365808 -4.0887118)",yes
"[597206755, 620356052, 620356051]",tertiary,False,True,140.987,Jalan Sudirman,,2,"LINESTRING (138.937151 -4.0895606, 138.937337 -4.0897757, 138.9373731 -4.0898174, 138.9374129 -4.0898635, 138.9379165 -4.0905713)",yes
589714390,residential,False,True,112.087,,,,"LINESTRING (138.9363207 -4.0901314, 138.9367106 -4.0898471, 138.9369445 -4.0897211, 138.937151 -4.0895606)",
