osmid,highway,oneway,reversed,length,name,maxspeed,lanes,geometry,bridge
596083856,residential,False,False,77.693,,,,"LINESTRING (138.9399373 -4.0831322, 138.939368 -4.0835393)",
596083859,residential,False,True,116.407,,,1,"LINESTRING (138.9399373 -4.0831322, 138.9408051 -4.0825434)",
615272620,trunk,False,False,31.531,Jalan Hom-Hom,,,"LINESTRING (138.9399373 -4.0831322, 138.9397851 -4.0828927)",
615272620,trunk,False,True,51.452,Jalan Hom-Hom,,,"LINESTRING (138.9399373 -4.0831322, 138.9401825 -4.083525)",
596083856,residential,False,True,77.693,,,,"LINESTRING (138.939368 -4.0835393, 138.9399373 -4.0831322)",
596083858,residential,False,False,116.144,,,1,"LINESTRING (138.9406352 -4.0822828, 138.9397851 -4.0828927)",
596083862,residential,False,True,34.566,,,,"LINESTRING (138.9406352 -4.0822828, 138.9408051 -4.0825434)",
596083858,residential,False,True,116.144,,,1,"LINESTRING (138.9397851 -4.0828927, 138.9406352 -4.0822828)",
615272620,trunk,False,False,53.166,Jalan Hom-Hom,,,"LINESTRING (138.9397851 -4.0828927, 138.9394999 -4.0825084)",
615272620,trunk,False,True,31.531,Jalan Hom-Hom,,,"LINESTRING (138.9397851 -4.0828927, 138.9399373 -4.0831322)",
596083859,residential,False,False,116.407,,,1,"LINESTRING (138.9408051 -4.0825434, 138.9399373 -4.0831322)",
596083862,residential,False,False,34.566,,,,"LINESTRING (138.9408051 -4.0825434, 138.9406352 -4.0822828)",
596083862,residential,False,True,36.797,,,,"LINESTRING (138.9408051 -4.0825434, 138.940986 -4.0828208)",
155528764,residential,False,False,37.156,,,,"LINESTRING (138.9416637 -4.0820105, 138.941883 -4.0817579)",
155528764,residential,False,True,58.819,,,,"LINESTRING (138.9416637 -4.0820105, 138.941324 -4.0824167)",
155528764,residential,False,False,58.819,,,,"LINESTRING (138.941324 -4.0824167, 138.9416637 -4.0820105)",
155528764,residential,False,True,58.519,,,,"LINESTRING (138.941324 -4.0824167, 138.940986 -4.0828208)",
596083861,residential,False,False,65.392,,,,"LINESTRING (138.941324 -4.0824167, 138.9410202 -4.0819127)",
596083861,residential,False,True,65.392,,,,"LINESTRING (138.9410202 -4.0819127, 138.941324 -4.0824167)",
615272673,residential,False,False,81.846,,,,"LINESTRING (138.9387085 -4.0865764, 138.9392216 -4.0860474)",
"[581128538, 615272614, 620356047]",tertiary,False,False,89.56099999999999,Jalan SD Percobaan,40,,"LINESTRING (138.9387085 -4.0865764, 138.9385958 -4.0864333, 138.938569 -4.0863968, 138.9383941 -4.0861597, 138.9382254 -4.0859311)",yes
581128538,tertiary,False,True,231.445,Jalan SD Percobaan,40,,"LINESTRING (138.9387085 -4.0865764, 138.9387846 -4.0866853, 138.9390839 -4.0872219, 138.939498 -4.0880815, 138.9396578 -4.0884275)",
615272673,residential,False,True,81.846,,,,"LINESTRING (138.9392216 -4.0860474, 138.9387085 -4.0865764)",
157900613,trunk,False,True,35.66,Jalan Hom-Hom,40,,"LINESTRING (138.9411762 -4.0850232, 138.9413384 -4.0853001)",
"[615272617, 615272620, 157900613]",trunk,False,False,186.871,Jalan Hom-Hom,40,,"LINESTRING (138.9411762 -4.0850232, 138.9410984 -4.0848975, 138.9407498 -4.0843678, 138.9405291 -4.0840572, 138.9404752 -4.0839701, 138.9402455 -4.0836227)",yes
702380441,residential,False,False,141.551,,,,"LINESTRING (138.9411762 -4.0850232, 138.9407262 -4.0853224, 138.9405707 -4.0854286, 138.9405412 -4.0854399, 138.9405191 -4.0854272, 138.9402534 -4.0850167)",
702380441,residential,False,True,141.55100000000002,,,,"LINESTRING (138.9402534 -4.0850167, 138.9405191 -4.0854272, 138.9405412 -4.0854399, 138.9405707 -4.0854286, 138.9407262 -4.0853224, 138.9411762 -4.0850232)",
620356046,tertiary,False,False,7.082,Jalan Sudirman,,2,"LINESTRING (138.9359194 -4.0876088, 138.9358867 -4.0875541)",
587641817,residential,False,False,138.74900000000002,,,,"LINESTRING (138.9359194 -4.0876088, 138.9354282 -4.0880121, 138.9349588 -4.0884081)",
620356046,tertiary,False,True,116.051,Jalan Sudirman,,2,"LINESTRING (138.9359194 -4.0876088, 138.9360086 -4.0877578, 138.9364563 -4.0885046)",
626406523,residential,False,True,224.13,,,,"LINESTRING (138.9401919 -4.0858365, 138.9399277 -4.0860185, 138.9399022 -4.0860546, 138.9399236 -4.0861108, 138.9399612 -4.086171, 138.94033 -4.0866017, 138.9404547 -4.0867582, 138.9409755 -4.0873045)",
769174591,residential,False,False,195.235,,,,"LINESTRING (138.9375419 -4.0823331, 138.9374184 -4.0824803, 138.9373018 -4.082598, 138.9372857 -4.0826314, 138.9372857 -4.0826528, 138.9373617 -4.0827701, 138.9375403 -4.0830042, 138.938031 -4.0837667)",
620356046,tertiary,False,False,26.861,Jalan Sudirman,,2,"LINESTRING (138.9365808 -4.0887118, 138.9364563 -4.0885046)",
"[597206755, 620356045, 620356046]",tertiary,False,True,113.866,Jalan Sudirman,,2,"LINESTRING (138.9365808 -4.0887118, 138.9367774 -4.089039, 138.9368203 -4.0891099, 138.9370007 -4.0893867, 138.937151 -4.0895606)",yes
888515662,residential,False,True,225.31,,,,"LINESTRING (138.9352541 -4.084708, 138.93503 -4.0844199, 138.9348328 -4.0841818, 138.9344144 -4.0836922, 138.9339665 -4.0831411)",
