osmid,oneway,lanes,name,highway,reversed,length,geometry,width,bridge,maxspeed
142062123,True,2,Jalan Angku Saliah,secondary,False,83.023,"LINESTRING (100.359097 -0.9263396, 100.3598384 -0.9262505)",,,
897670202,False,,Jalan GOR Agus Salim,unclassified,True,11.422,"LINESTRING (100.359097 -0.9263396, 100.359099 -0.9264423)",,,
"[142066819, 141970007, 142064367]",False,,,residential,True,193.50300000000001,"LINESTRING (100.359097 -0.9263396, 100.3590778 -0.9262008, 100.3590601 -0.926032, 100.3590566 -0.9259624, 100.3590428 -0.9258741, 100.3590321 -0.9258046, 100.3590143 -0.9257082, 100.3589848 -0.925504, 100.3589736 -0.9253534, 100.3589716 -0.9251378, 100.3589728 -0.9250384, 100.3589628 -0.9248608, 100.3589526 -0.9246083)",,,
141809008,True,2,Jalan Khatib Sulaiman,primary,False,22.165,"LINESTRING (100.3613818 -0.9213665, 100.3613857 -0.9215658)",,,
289675378,False,,,residential,False,143.94500000000002,"LINESTRING (100.3613818 -0.9213665, 100.3616499 -0.9213664, 100.3617582 -0.9213608, 100.3617939 -0.9213514, 100.3618187 -0.9213259, 100.3618408 -0.9213018, 100.3618738 -0.9212756, 100.3619367 -0.9212535, 100.3620178 -0.9212441, 100.3621449 -0.9212394, 100.3621669 -0.921241, 100.362213 -0.9212443, 100.3622659 -0.9212629, 100.3623638 -0.9212843, 100.3624076 -0.9212866, 100.3625167 -0.9212743, 100.3625298 -0.9212719, 100.3625419 -0.9212723, 100.3625538 -0.9212768, 100.362566 -0.9212865, 100.3625969 -0.9213418)",,,
647843746,False,,,residential,True,49.653000000000006,"LINESTRING (100.3630124 -0.9203668, 100.3630136 -0.9204181, 100.3632059 -0.9207634)",,,
149034859,False,,Jalan Gunung Sago,residential,False,59.533,"LINESTRING (100.3636942 -0.9215786, 100.3642167 -0.9214615)",,,
647843746,False,,,residential,False,63.829,"LINESTRING (100.3636942 -0.9215786, 100.3634233 -0.9210725)",,,
647843746,False,,,residential,True,90.24,"LINESTRING (100.3636942 -0.9215786, 100.364071 -0.9222974)",,,
149034861,False,,,residential,False,152.761,"LINESTRING (100.3634233 -0.9210725, 100.3647696 -0.9207981)",,,
647843746,False,,,residential,False,42.018,"LINESTRING (100.3634233 -0.9210725, 100.3632059 -0.9207634)",,,
647843746,False,,,residential,True,63.829,"LINESTRING (100.3634233 -0.9210725, 100.3636942 -0.9215786)",,,
55888990,False,2,Jalan Gajah Mada,secondary,True,57.025,"LINESTRING (100.3659073 -0.920558, 100.3660844 -0.9210393)",,,
69835241,False,,Jalan Gunung Ledang,unclassified,True,103.07,"LINESTRING (100.3659073 -0.920558, 100.3667927 -0.9202833)",,,
148716404,False,,,residential,False,58.016,"LINESTRING (100.3638423 -0.926275, 100.3633312 -0.9263802)",,,
150845718,False,,,residential,False,109.724,"LINESTRING (100.3638423 -0.926275, 100.3640054 -0.9272482)",,,
148716404,False,,,residential,True,88.079,"LINESTRING (100.3638423 -0.926275, 100.3644289 -0.9261585, 100.3646148 -0.9261025)",,,
827327311,True,,Jalan Raya Ampang,secondary,False,10.708,"LINESTRING (100.3676396 -0.9249139, 100.3677316 -0.9249424)",,,
1135330243,True,,Jalan Teuku Umar,secondary,False,8.668,"LINESTRING (100.3676396 -0.9249139, 100.3676497 -0.9249912)",,,
148722401,False,,,unclassified,True,78.819,"LINESTRING (100.3645537 -0.9253963, 100.3646148 -0.9261025)",,,
1047106127,True,,Jalan KH Ahmad Dahlan,secondary,False,90.753,"LINESTRING (100.3645537 -0.9253963, 100.364198 -0.9254438, 100.363755 -0.9255577)",,,
827327308,True,1,Jalan Gajah Mada,secondary,False,13.638,"LINESTRING (100.3675975 -0.9247987, 100.3676396 -0.9249139)",,,
55888990,False,2,Jalan Gajah Mada,secondary,False,102.12899999999999,"LINESTRING (100.3675975 -0.9247987, 100.3674476 -0.9244144, 100.367273 -0.9239395)",,,
55888990,False,2,Jalan Gajah Mada,secondary,False,9.759,"LINESTRING (100.3663331 -0.921631, 100.366297 -0.921551)",,,
55888990,False,2,Jalan Gajah Mada,secondary,True,77.02,"LINESTRING (100.3663331 -0.921631, 100.3666047 -0.9222682)",,,
1168434739,False,,Gunung Singgalang,residential,False,72.518,"LINESTRING (100.3663331 -0.921631, 100.3669377 -0.9213863)",5,,
140349693,False,,,residential,True,49.295,"LINESTRING (100.3632343 -0.9280309, 100.3636721 -0.9279608)",,,
148722412,False,,,residential,False,135.391,"LINESTRING (100.3632343 -0.9280309, 100.363232 -0.9292485)",,,
148716399,False,,,unclassified,True,52.474000000000004,"LINESTRING (100.3632343 -0.9280309, 100.3630203 -0.9280547, 100.3627661 -0.9280901)",,,
148722401,False,,,unclassified,False,98.87600000000002,"LINESTRING (100.3632343 -0.9280309, 100.3632215 -0.9277483, 100.3632014 -0.9274606, 100.3632261 -0.9273825, 100.3632662 -0.9273517, 100.3633454 -0.927327, 100.363447 -0.9273134)",,,
140349692,False,,,residential,False,98.682,"LINESTRING (100.3653652 -0.9282791, 100.3654243 -0.9291646)",,,
140349692,False,,,residential,True,43.477,"LINESTRING (100.3653652 -0.9282791, 100.365331 -0.9278896)",,,
148722429,False,,,residential,False,63.685,"LINESTRING (100.3653652 -0.9282791, 100.3659359 -0.92823)",,,
148722429,False,,,residential,True,50.143,"LINESTRING (100.3653652 -0.9282791, 100.3649157 -0.9283159)",,,
140349694,False,,,residential,False,98.433,"LINESTRING (100.3649157 -0.9283159, 100.364977 -0.929199)",,,
