osmid,oneway,lanes,name,highway,width,reversed,length,geometry,est_width
"[681332273, 749672157]",True,"['4', '5']",Jalan Medan Merdeka Utara,primary,6,False,321.268,"LINESTRING (106.8292088 -6.1723276, 106.8292805 -6.1720273, 106.8292934 -6.1719442, 106.8292972 -6.1718717, 106.8292911 -6.1718077, 106.829273 -6.1717529, 106.8292415 -6.171701, 106.829197 -6.1716563, 106.8291282 -6.1715977, 106.8290704 -6.1715599, 106.8290075 -6.171531, 106.82895 -6.1715133, 106.8288841 -6.1714997, 106.8288016 -6.1714906, 106.8277851 -6.1714821, 106.8275451 -6.1714801, 106.8273546 -6.1714785, 106.8270501 -6.1714768)",
365762682,True,3,,primary_link,6,False,40.664,"LINESTRING (106.8295324 -6.1724102, 106.829442 -6.172433, 106.8293877 -6.1724364, 106.8293273 -6.1724277, 106.8292791 -6.1724063, 106.8292482 -6.172379, 106.8292088 -6.1723276)",
"[759470713, 497570436, 556960709]",True,3,Jalan Medan Merdeka Utara,primary,6,False,63.305,"LINESTRING (106.8295324 -6.1724102, 106.8295419 -6.1725777, 106.8295486 -6.1726389, 106.8295659 -6.1726825, 106.8295962 -6.1727283, 106.8296438 -6.172759, 106.8296935 -6.1727714, 106.8297938 -6.1727785, 106.8298249 -6.1727803)",
954631969,True,3,Jalan Medan Merdeka Barat,primary,8,False,82.38,"LINESTRING (106.8230217 -6.1713084, 106.8230693 -6.171394, 106.8230839 -6.1714225, 106.8230962 -6.1714539, 106.8231146 -6.1715141, 106.8231297 -6.1715892, 106.8231433 -6.1718065, 106.8231516 -6.1720265)",
1239781919,True,3,Jalan Medan Merdeka Barat,primary,8,False,241.229,"LINESTRING (106.8231516 -6.1720265, 106.8231494 -6.1721048, 106.8231402 -6.1725247, 106.8231037 -6.1741954)",
1263630843,True,3,Jalan Medan Merdeka Barat,primary,8,False,47.971,"LINESTRING (106.8231037 -6.1741954, 106.8230902 -6.1746266)",
"[449551338, 1263630842]",True,1,,primary_link,8,False,49.217999999999996,"LINESTRING (106.8231037 -6.1741954, 106.8230402 -6.1742607, 106.8229825 -6.1743007, 106.8229424 -6.1743144, 106.8229225 -6.174318, 106.8229023 -6.1743183, 106.8228824 -6.174315, 106.8228403 -6.1743007, 106.8228159 -6.174281, 106.8227932 -6.1742543, 106.822766 -6.1741908)",
1252511140,True,3,Jalan Medan Merdeka Barat,primary,8,False,46.943,"LINESTRING (106.8227586 -6.1746129, 106.822766 -6.1741908)",
449551357,True,1,,primary_link,8,False,57.506,"LINESTRING (106.8227586 -6.1746129, 106.8227833 -6.1745344, 106.8228093 -6.1744936, 106.822842 -6.1744609, 106.8229077 -6.1744521, 106.8229677 -6.1744572, 106.8230064 -6.1744786, 106.8230351 -6.174514, 106.8230902 -6.1746266)",
755079400,True,3,Jalan Medan Merdeka Barat,primary,8,False,566.869,"LINESTRING (106.8230902 -6.1746266, 106.8230889 -6.1746795, 106.8230581 -6.1759231, 106.8230542 -6.1760737, 106.8229715 -6.1792534, 106.8229682 -6.1793768, 106.822966 -6.1794632, 106.8229804 -6.1797226)",
382743656,True,3,Jalan Medan Merdeka Utara,primary,6,False,140.54600000000002,"LINESTRING (106.8272644 -6.1711715, 106.8274265 -6.1711763, 106.8277858 -6.171183, 106.8279217 -6.1711849, 106.8282749 -6.1712026, 106.8285348 -6.1712157)",
"[901297699, 497570435]",True,3,Jalan Medan Merdeka Utara,primary,6,False,39.797999999999995,"LINESTRING (106.8298249 -6.1727803, 106.8298792 -6.1727763, 106.8301047 -6.1727635, 106.830183 -6.1727488)",
382743656,True,3,Jalan Medan Merdeka Utara,primary,6,False,27.763,"LINESTRING (106.8270133 -6.1711756, 106.8272644 -6.1711715)",
499207014,True,2,,primary_link,6,False,41.497,"LINESTRING (106.8270501 -6.1714768, 106.826973 -6.1714204, 106.8269462 -6.171381, 106.8269355 -6.1713397, 106.8269374 -6.171297, 106.8269481 -6.1712591, 106.8270133 -6.1711756)",10.78
681332273,True,4,Jalan Medan Merdeka Utara,primary,6,False,168.144,"LINESTRING (106.8270501 -6.1714768, 106.8269852 -6.1714762, 106.8261816 -6.1714687, 106.8255292 -6.1714617)",
28756544,True,2,Jalan Veteran I,tertiary,,False,88.684,"LINESTRING (106.8295178 -6.1711143, 106.8295188 -6.17117, 106.8295138 -6.1713983, 106.8295164 -6.171485, 106.8295191 -6.171669, 106.8295158 -6.1719117)",7.20
556948829,True,1,,tertiary_link,,False,18.998,"LINESTRING (106.8293822 -6.171021, 106.8294212 -6.1710317, 106.8294615 -6.1710477, 106.8294923 -6.171077, 106.8295178 -6.1711143)",6.36
"[1252750434, 736720471]",True,6,Jalan Medan Merdeka Timur,primary,8,False,93.354,"LINESTRING (106.8301935 -6.1735159, 106.8301764 -6.173456, 106.8300634 -6.173061, 106.8300478 -6.1729581, 106.8300567 -6.1728805, 106.8301122 -6.1728008, 106.830183 -6.1727488)",18.42
"[681332272, 901296049, 681332274, 681332275]",True,"['4', '5', '6']",Jalan Medan Merdeka Utara,primary,6,False,207.57799999999997,"LINESTRING (106.8301935 -6.1735159, 106.8301077 -6.1734893, 106.8299307 -6.1734189, 106.8298176 -6.1733785, 106.8297748 -6.1733652, 106.8294049 -6.1732264, 106.8293213 -6.1731823, 106.8292486 -6.173127, 106.829199 -6.173067, 106.8291604 -6.1730023, 106.8291299 -6.1729264, 106.8291168 -6.1728623, 106.8291138 -6.172812, 106.8291168 -6.1727097, 106.8291315 -6.1726438, 106.8292088 -6.1723276)",
759507492,True,3,Jalan Medan Merdeka Utara,primary,6,False,95.218,"LINESTRING (106.828929 -6.1713303, 106.8290163 -6.1713637, 106.8290927 -6.1714077, 106.8291718 -6.1714584, 106.8292374 -6.171509, 106.8292898 -6.1715517, 106.8293662 -6.171625, 106.8294426 -6.171725, 106.8294762 -6.171791, 106.8295158 -6.1719117)",
29713020,True,4,Jalan Medan Merdeka Timur,primary,8,False,11.538,"LINESTRING (106.8315554 -6.1780861, 106.8315248 -6.1779869)",
29713020,True,4,Jalan Medan Merdeka Timur,primary,8,False,185.516,"LINESTRING (106.8315248 -6.1779869, 106.8313555 -6.1774296, 106.8312301 -6.1770168, 106.8311044 -6.1766015, 106.8310402 -6.1763896)",
756122116,True,1,,primary_link,,False,14.235,"LINESTRING (106.8288982 -6.171206, 106.828929 -6.1713303)",5.38
512727084,True,2,Jalan Veteran I,tertiary,7,False,58.459,"LINESTRING (106.8288982 -6.171206, 106.8290106 -6.1711917, 106.8290994 -6.1711743, 106.8291779 -6.1711453, 106.8292393 -6.1711227, 106.8293614 -6.171037, 106.8293822 -6.171021)",
