osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,width
299486830,4,Jalan Sultan Murhum,trunk,False,False,4.822,,"LINESTRING (122.6029248 -5.4583588, 122.6029125 -5.4584004)",,
299486832,,Jalan Erlangga,tertiary,False,False,123.658,,"LINESTRING (122.6013333 -5.4601065, 122.6024504 -5.4601174)",,
121774397,,Jalan Laelangi,residential,False,True,152.69,60,"LINESTRING (122.6013333 -5.4601065, 122.6013675 -5.4599662, 122.6014112 -5.4598168, 122.6014714 -5.4596201, 122.601592 -5.459246, 122.6016951 -5.4589944, 122.6017629 -5.458803)",,
173818879,,,residential,False,True,130.054,,"LINESTRING (122.6013333 -5.4601065, 122.6013213 -5.4601626, 122.6013151 -5.4602217, 122.6013153 -5.4603581, 122.6013152 -5.4604284, 122.6013196 -5.4604658, 122.6013302 -5.4605439, 122.6013363 -5.4605971, 122.6013375 -5.4606684, 122.6013391 -5.4607847, 122.6013368 -5.4608653, 122.6013314 -5.4610872, 122.6013329 -5.4612731)",,
300172835,,Jalan Hayam Wuruk,tertiary,False,False,30.855,,"LINESTRING (122.6018869 -5.4576243, 122.602115 -5.4577838)",,
299486830,4,Jalan Sultan Murhum,trunk,False,True,5.215,,"LINESTRING (122.6024412 -5.4601634, 122.6024504 -5.4601174)",,
170538686,,,residential,False,True,120.76899999999999,,"LINESTRING (122.6024412 -5.4601634, 122.6028608 -5.4601701, 122.6031028 -5.4601784, 122.6033078 -5.4601803, 122.6034214 -5.4601801, 122.6034675 -5.4601787, 122.6035292 -5.4601599)",,
299486830,4,Jalan Sultan Murhum,trunk,False,False,212.458,,"LINESTRING (122.6024412 -5.4601634, 122.6023361 -5.4607285, 122.6022908 -5.460885, 122.6019823 -5.4620172)",,
105547955,,Jalan M. Husni Thamrin,unclassified,False,False,91.986,,"LINESTRING (122.6090183 -5.4606787, 122.6089943 -5.4615056)",,
314356711,,Jalan Jenderal Ahmad Yani,unclassified,False,True,116.544,,"LINESTRING (122.6090183 -5.4606787, 122.6100711 -5.4606655)",,
105547955,,Jalan M. Husni Thamrin,unclassified,False,True,62.965,,"LINESTRING (122.6090183 -5.4606787, 122.6089667 -5.4602255, 122.6089529 -5.4601162)",,
105547955,,Jalan M. Husni Thamrin,unclassified,False,False,26.853,,"LINESTRING (122.6088034 -5.4592135, 122.608852 -5.4594501)",,
105547955,,Jalan M. Husni Thamrin,unclassified,False,True,94.782,,"LINESTRING (122.6088034 -5.4592135, 122.6087055 -5.4583667)",,
105950151,,Jalan Seram,residential,False,True,68.162,,"LINESTRING (122.6088034 -5.4592135, 122.6081964 -5.4591103)",,
105547965,,Jalan W.R. Monginsidi,unclassified,False,False,42.804,,"LINESTRING (122.6071243 -5.4592056, 122.607184 -5.4592747, 122.6073036 -5.4595433)",,
105547965,,Jalan W.R. Monginsidi,unclassified,False,True,171.209,,"LINESTRING (122.6071243 -5.4592056, 122.6066988 -5.4586847, 122.606644 -5.4585888, 122.6062695 -5.4579288)",,
105950151,,Jalan Seram,residential,False,False,75.435,,"LINESTRING (122.6071243 -5.4592056, 122.6072999 -5.4591194, 122.6074044 -5.4590908, 122.6074594 -5.4590786, 122.6077766 -5.4590297)",,
105547965,,Jalan W.R. Monginsidi,unclassified,False,False,105.53,,"LINESTRING (122.6075196 -5.4620152, 122.6075087 -5.4627249, 122.6074996 -5.462964)",,
