osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes
393588811,Jalan Hanafiah,residential,False,False,93.824,,"LINESTRING (105.3042145 -5.1108384, 105.3048357 -5.1102647)",
840829394,Jalan Agus Salim,residential,False,False,32.817,,"LINESTRING (105.3042145 -5.1108384, 105.3040128 -5.1110546)",
"[393339689, 818273379]",Jalan Imam Bonjol,primary,False,True,18.377,yes,"LINESTRING (105.3042145 -5.1108384, 105.3041371 -5.1107379, 105.3041127 -5.1107079)",
575246449,Jalan Imam Bonjol,primary,False,False,29.146,,"LINESTRING (105.3042145 -5.1108384, 105.3042441 -5.1108702, 105.3043891 -5.1110345)",
575246448,Jalan Agus Salim,residential,False,False,79.608,,"LINESTRING (105.3040128 -5.1110546, 105.304006 -5.1117705)",
840829394,Jalan Agus Salim,residential,False,True,32.817,,"LINESTRING (105.3040128 -5.1110546, 105.3042145 -5.1108384)",
393559377,Jalan Diponegoro,tertiary,False,False,68.063,,"LINESTRING (105.3075579 -5.1117614, 105.3075579 -5.1111493)",
774909853,Jalan K.H Ahmad Dahlan,residential,False,False,97.577,,"LINESTRING (105.3075579 -5.1117614, 105.3066769 -5.1117693)",
393559377,Jalan Diponegoro,tertiary,False,False,114.589,,"LINESTRING (105.3075579 -5.1111493, 105.3075419 -5.1101189)",
393559377,Jalan Diponegoro,tertiary,False,True,68.063,,"LINESTRING (105.3075579 -5.1111493, 105.3075579 -5.1117614)",
393559390,Jalan Radin Inten,residential,False,True,149.798,,"LINESTRING (105.3075579 -5.1111493, 105.3062064 -5.1110964)",
393559390,Jalan Radin Inten,residential,False,False,142.891,,"LINESTRING (105.3075579 -5.1111493, 105.3077222 -5.1111434, 105.307918 -5.1111407, 105.3088466 -5.1111904)",
393559380,,residential,False,False,124.186,,"LINESTRING (105.3060892 -5.104003, 105.3071364 -5.1036038)",
393559379,Jalan Diponegoro,tertiary,False,True,110.945,,"LINESTRING (105.3060892 -5.104003, 105.3062557 -5.1043466, 105.3065152 -5.104906)",
393559387,,residential,False,False,43.582,,"LINESTRING (105.3043983 -5.104182, 105.304106 -5.1044444)",
393559387,,residential,False,True,48.96,,"LINESTRING (105.3043983 -5.104182, 105.3047262 -5.1038867)",
393588774,,residential,False,False,82.636,,"LINESTRING (105.3043983 -5.104182, 105.3046055 -5.1043923, 105.3048281 -5.1046421, 105.3048764 -5.104746)",
393559389,,living_street,False,True,40.919,,"LINESTRING (105.3065152 -5.104906, 105.3062276 -5.105137)",1
393559379,Jalan Diponegoro,tertiary,False,False,110.945,,"LINESTRING (105.3065152 -5.104906, 105.3062557 -5.1043466, 105.3060892 -5.104003)",
393559379,Jalan Diponegoro,tertiary,False,True,74.92699999999999,,"LINESTRING (105.3065152 -5.104906, 105.3066717 -5.1052008, 105.3067994 -5.1055165)",
