osmid,oneway,highway,reversed,length,name,geometry,bridge
720878027,False,trunk,True,43.874,,"LINESTRING (127.3860441 0.7881087, 127.3860803 0.7885016)",
203759142,False,tertiary,False,72.267,Jalan Kapitan Patimurra,"LINESTRING (127.3860441 0.7881087, 127.3857281 0.788092, 127.3853961 0.78806)",
720878027,False,trunk,False,106.398,,"LINESTRING (127.3860441 0.7881087, 127.3860173 0.7873162, 127.3860072 0.7871526)",
203759142,False,tertiary,True,43.246,Jalan Kapitan Patimurra,"LINESTRING (127.38287 0.7876529, 127.3832475 0.7877466)",
203759142,False,tertiary,False,78.253,Jalan Kapitan Patimurra,"LINESTRING (127.38287 0.7876529, 127.3826964 0.787614, 127.3824142 0.7875508, 127.3821832 0.7874991)",
392720295,False,residential,False,147.243,,"LINESTRING (127.38287 0.7876529, 127.3828229 0.7881327, 127.3827974 0.788465, 127.3828031 0.7887492, 127.3828257 0.7889726)",
203759142,False,tertiary,False,20.927,Jalan Kapitan Patimurra,"LINESTRING (127.384408 0.7879559, 127.3842222 0.7879258)",
203759142,False,tertiary,True,34.358,Jalan Kapitan Patimurra,"LINESTRING (127.384408 0.7879559, 127.3847153 0.7879884)",
203763363,False,unclassified,False,101.30800000000002,,"LINESTRING (127.384408 0.7879559, 127.3843999 0.7878741, 127.3843892 0.7877561, 127.384353 0.7875321, 127.3842779 0.7872425, 127.3842356 0.7870631)",
203759142,False,tertiary,False,13.1,Jalan Kapitan Patimurra,"LINESTRING (127.3852855 0.7880493, 127.3851684 0.7880363)",
203759142,False,tertiary,True,12.354,Jalan Kapitan Patimurra,"LINESTRING (127.3852855 0.7880493, 127.3853961 0.78806)",
809141528,False,residential,False,27.149,,"LINESTRING (127.3852855 0.7880493, 127.385269 0.7878057)",
203760608,False,unclassified,True,36.495,,"LINESTRING (127.3834826 0.7808728, 127.3831757 0.7809892)",
720878027,False,trunk,True,94.433,,"LINESTRING (127.3834826 0.7808728, 127.3839241 0.7815983)",
203760608,False,unclassified,False,85.824,,"LINESTRING (127.382454 0.781263, 127.3831757 0.7809892)",
203760608,False,unclassified,True,93.339,,"LINESTRING (127.382454 0.781263, 127.3816729 0.7815706)",
203760629,False,residential,True,77.775,,"LINESTRING (127.382454 0.781263, 127.3826836 0.7819237)",
720878027,False,trunk,False,94.433,,"LINESTRING (127.3839241 0.7815983, 127.3834826 0.7808728)",
203760629,False,residential,False,151.683,,"LINESTRING (127.3839241 0.7815983, 127.3837602 0.7816975, 127.3836167 0.7817605, 127.3834652 0.7818149, 127.3832955 0.7818638, 127.3830514 0.7819309, 127.3828055 0.7820117, 127.3827649 0.78201, 127.3827361 0.7820023, 127.3827079 0.7819744, 127.3826836 0.7819237)",
720878027,False,trunk,True,115.79,,"LINESTRING (127.3839241 0.7815983, 127.3841371 0.7819496, 127.3842095 0.7820743, 127.3843127 0.7822607, 127.3844321 0.7825065)",
721593334,False,unclassified,False,93.0,,"LINESTRING (127.38558 0.7818988, 127.3852655 0.7811238)",
203760647,False,unclassified,True,131.521,,"LINESTRING (127.38558 0.7818988, 127.3861501 0.7816372, 127.3861809 0.7816117, 127.3861923 0.7815822, 127.3861876 0.7815453, 127.3861662 0.7814776, 127.3860294 0.7811276)",
204021689,False,residential,True,85.26,,"LINESTRING (127.38558 0.7818988, 127.3851331 0.7821641, 127.3849767 0.7822651, 127.3849472 0.7822761, 127.3849178 0.7822773)",
721593334,False,unclassified,True,91.44800000000001,,"LINESTRING (127.38558 0.7818988, 127.3857535 0.7823297, 127.3858872 0.7826617)",
720878027,False,trunk,False,115.79,,"LINESTRING (127.3844321 0.7825065, 127.3843127 0.7822607, 127.3842095 0.7820743, 127.3841371 0.7819496, 127.3839241 0.7815983)",
720878027,False,trunk,True,55.485,,"LINESTRING (127.3844321 0.7825065, 127.3844992 0.7826684, 127.3845381 0.7827703, 127.3845964 0.7829769)",
721593329,False,unclassified,True,61.341,,"LINESTRING (127.3844321 0.7825065, 127.3842501 0.782564, 127.3840442 0.7826226, 127.3839013 0.782656)",
721593328,False,residential,True,99.095,,"LINESTRING (127.3858872 0.7826617, 127.3861891 0.7835002)",
393382276,False,trunk,True,74.45599999999999,Jalan Pahlawan Revolusi,"LINESTRING (127.3858872 0.7826617, 127.3857397 0.782777, 127.3855975 0.782895, 127.3853736 0.7830911)",
721593333,False,trunk,False,149.32099999999997,Jalan Pahlawan Revolusi,"LINESTRING (127.3858872 0.7826617, 127.3860381 0.7825957, 127.3863874 0.782478, 127.3868213 0.7823369, 127.3871587 0.7822317)",
721593334,False,unclassified,False,91.44800000000001,,"LINESTRING (127.3858872 0.7826617, 127.3857535 0.7823297, 127.38558 0.7818988)",
386025804,False,residential,True,40.826,,"LINESTRING (127.3873933 0.7826952, 127.3873744 0.7827596, 127.3873722 0.7828039, 127.3874412 0.7830501)",
721593333,False,trunk,True,13.665,Jalan Pahlawan Revolusi,"LINESTRING (127.3873933 0.7826952, 127.3873544 0.782651, 127.3873273 0.782593)",
203760618,False,residential,False,64.84700000000001,,"LINESTRING (127.3817123 0.7827911, 127.3817358 0.7828132, 127.3817801 0.782893, 127.3818431 0.783015, 127.3819377 0.7832282, 127.3819755 0.7833089)",
203760618,False,residential,True,181.123,,"LINESTRING (127.3817123 0.7827911, 127.3816802 0.7827897, 127.3814528 0.7828783, 127.3812979 0.7829426, 127.3810934 0.7830164, 127.3808715 0.7831049, 127.3806442 0.783178, 127.3803484 0.7832591, 127.3801762 0.783322)",
767468024,False,residential,False,58.803,,"LINESTRING (127.3817123 0.7827911, 127.3817432 0.7827287, 127.3817553 0.7826872, 127.3817512 0.782653, 127.3817144 0.7825497, 127.3816272 0.7822922)",
203760630,True,residential,False,65.388,,"LINESTRING (127.3845964 0.7829769, 127.3840262 0.7831209)",
720878027,False,trunk,False,55.485,,"LINESTRING (127.3845964 0.7829769, 127.3845381 0.7827703, 127.3844992 0.7826684, 127.3844321 0.7825065)",
720878027,False,trunk,True,58.491,,"LINESTRING (127.3845964 0.7829769, 127.3846328 0.7831002, 127.3847354 0.7834842)",
721593329,False,unclassified,False,12.635,,"LINESTRING (127.3824671 0.7830766, 127.3825732 0.7830359)",
203760626,False,residential,False,49.274,,"LINESTRING (127.3824671 0.7830766, 127.3825012 0.7831439, 127.3825658 0.7832684, 127.3826209 0.7833747, 127.3826705 0.7834703)",
721593329,False,unclassified,True,30.2,,"LINESTRING (127.3824671 0.7830766, 127.3823621 0.7831195, 127.3822188 0.7831865)",
809184508,False,residential,False,24.971,,"LINESTRING (127.3822188 0.7831865, 127.3821215 0.7829841)",
721593329,False,unclassified,False,30.2,,"LINESTRING (127.3822188 0.7831865, 127.3823621 0.7831195, 127.3824671 0.7830766)",
