osmid,highway,oneway,reversed,length,geometry,est_width,bridge,tunnel
"[561137720, 1111686423]",residential,False,True,251.41500000000002,"LINESTRING (106.4509537 -6.1978259, 106.4509769 -6.1976136, 106.4510111 -6.197381, 106.4510373 -6.1972064, 106.4510474 -6.197171, 106.4510648 -6.1971437, 106.4510778 -6.1970951, 106.4510809 -6.1970604, 106.4510866 -6.1970127, 106.4510849 -6.196976, 106.4510682 -6.1969616, 106.4510165 -6.196945, 106.450928 -6.1969397, 106.450749 -6.196923, 106.4507322 -6.196891, 106.4507329 -6.1968684, 106.450812 -6.1964537, 106.4508301 -6.1964264, 106.4508388 -6.1964151, 106.4508824 -6.1964077, 106.450932 -6.1964064, 106.4510118 -6.1964044, 106.4510966 -6.1963937, 106.4511194 -6.1963844, 106.4511265 -6.1963717, 106.4511379 -6.1961424)",,,
771364309,secondary,False,True,49.022000000000006,"LINESTRING (106.4509537 -6.1978259, 106.4507309 -6.1978004, 106.4505132 -6.1977751)",,,
1111688847,residential,False,False,62.341,"LINESTRING (106.4511379 -6.1961424, 106.4505746 -6.1961157)",,,
"[561137720, 1111686423]",residential,False,False,251.41500000000002,"LINESTRING (106.4511379 -6.1961424, 106.4511265 -6.1963717, 106.4511194 -6.1963844, 106.4510966 -6.1963937, 106.4510118 -6.1964044, 106.450932 -6.1964064, 106.4508824 -6.1964077, 106.4508388 -6.1964151, 106.4508301 -6.1964264, 106.450812 -6.1964537, 106.4507329 -6.1968684, 106.4507322 -6.196891, 106.450749 -6.196923, 106.450928 -6.1969397, 106.4510165 -6.196945, 106.4510682 -6.1969616, 106.4510849 -6.196976, 106.4510866 -6.1970127, 106.4510809 -6.1970604, 106.4510778 -6.1970951, 106.4510648 -6.1971437, 106.4510474 -6.197171, 106.4510373 -6.1972064, 106.4510111 -6.197381, 106.4509769 -6.1976136, 106.4509537 -6.1978259)",,,
561137722,residential,False,True,231.163,"LINESTRING (106.4500629 -6.1998002, 106.4500844 -6.1995389, 106.4501274 -6.1992616, 106.4502092 -6.1988883, 106.4504036 -6.1982456, 106.4504774 -6.1979243, 106.4505132 -6.1977751)",,,
561137722,residential,False,False,231.163,"LINESTRING (106.4505132 -6.1977751, 106.4504774 -6.1979243, 106.4504036 -6.1982456, 106.4502092 -6.1988883, 106.4501274 -6.1992616, 106.4500844 -6.1995389, 106.4500629 -6.1998002)",,,
771364309,secondary,False,False,49.022000000000006,"LINESTRING (106.4505132 -6.1977751, 106.4507309 -6.1978004, 106.4509537 -6.1978259)",,,
771364309,secondary,False,True,187.127,"LINESTRING (106.4505132 -6.1977751, 106.4503643 -6.197759, 106.4502668 -6.1977484, 106.4500026 -6.1977283, 106.4498939 -6.1977214, 106.4495762 -6.1976963, 106.4493053 -6.1976724, 106.4491779 -6.197647, 106.4490558 -6.197615, 106.4489325 -6.1975697, 106.4488473 -6.1975334)",,,
561137874,secondary,False,False,137.066,"LINESTRING (106.4434956 -6.1968304, 106.4435298 -6.1968894, 106.4435704 -6.19694, 106.443678 -6.1970584, 106.4437873 -6.1971747, 106.4439958 -6.1973387, 106.4441782 -6.1974553, 106.4443097 -6.1975123, 106.4444565 -6.1975744)",3.9,,
"[672862587, 672862589, 672862590]",residential,False,False,22.172,"LINESTRING (106.4434956 -6.1968304, 106.4435607 -6.1968063, 106.4436305 -6.1967677, 106.4436753 -6.196743)",,yes,
