osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,junction,lanes,maxspeed
145707422,Nguyễn Tất Thành,secondary,False,True,222.16,"LINESTRING (105.7619496 10.293795, 105.762484 10.2918675)",,,,,
1153657420,Nguyễn Tất Thành,secondary,False,False,89.857,"LINESTRING (105.7619496 10.293795, 105.7617796 10.2945856)",,,,,
145707353,Lý Thường Kiệt,tertiary,False,True,137.85899999999998,"LINESTRING (105.7619496 10.293795, 105.7628195 10.2934649, 105.7631277 10.2933553)",,,,,
1153657419,Lý Thường Kiệt,tertiary,False,False,107.237,"LINESTRING (105.7619496 10.293795, 105.7614658 10.2939506, 105.7610371 10.294143)",,,,,
145707289,Nguyễn Tất Thành,secondary,False,False,38.422,"LINESTRING (105.7617796 10.2945856, 105.7617744 10.2949311)",yes,,,,
1153657420,Nguyễn Tất Thành,secondary,False,True,89.857,"LINESTRING (105.7617796 10.2945856, 105.7619496 10.293795)",,,,,
150237046,Phan Bội Châu,residential,False,True,96.02000000000001,"LINESTRING (105.7617796 10.2945856, 105.7616272 10.2945342, 105.7614465 10.2944498, 105.7612166 10.2943048, 105.7610371 10.294143)",,,,,
145707289,Nguyễn Tất Thành,secondary,False,True,38.422,"LINESTRING (105.7617744 10.2949311, 105.7617796 10.2945856)",yes,,,,
169296293,Nguyễn Tất Thành,secondary,False,False,87.098,"LINESTRING (105.7617744 10.2949311, 105.7617865 10.2957143)",,,,,
546778346,,residential,False,True,164.267,"LINESTRING (105.7617744 10.2949311, 105.7620003 10.294795, 105.7621601 10.2947401, 105.76236 10.2947288, 105.7629729 10.2946973, 105.7632258 10.2946825)",,,,,
547001982,,residential,False,False,413.616,"LINESTRING (105.7617744 10.2949311, 105.761681 10.2948825, 105.7614673 10.2947239, 105.7612174 10.2945047, 105.7609554 10.294324, 105.7608109 10.2942766, 105.7606272 10.2942973, 105.7604826 10.2943625, 105.7604525 10.2944366, 105.7604465 10.2945432, 105.7604646 10.2946854, 105.7604435 10.2948247, 105.7603893 10.2949313, 105.760299 10.2950113, 105.7601424 10.2950054, 105.7599677 10.2949076, 105.7598774 10.2948099, 105.759763 10.2947062, 105.7596485 10.2947062, 105.7593986 10.2947684, 105.7592209 10.2947743, 105.7591095 10.2947921, 105.7589488 10.2949467)",,,,,
169296293,Nguyễn Tất Thành,secondary,False,False,57.485,"LINESTRING (105.7617865 10.2957143, 105.7617138 10.2962263)",,,,,
169296293,Nguyễn Tất Thành,secondary,False,True,87.098,"LINESTRING (105.7617865 10.2957143, 105.7617744 10.2949311)",,,,,
169297833,Trần Phú,tertiary,False,False,182.148,"LINESTRING (105.7617865 10.2957143, 105.7606569 10.2954977, 105.7601829 10.2954064, 105.7601527 10.2953993)",,80,,,
546778351,Trần Phú,tertiary,False,True,144.673,"LINESTRING (105.7617865 10.2957143, 105.7629048 10.2958439, 105.7630983 10.2958766)",,80,,,
169296293,Nguyễn Tất Thành,secondary,False,False,31.895,"LINESTRING (105.7614742 10.2972644, 105.7612589 10.2974578)",,,,,
150237077,Bà Huyện Thanh Quan,residential,False,False,130.309,"LINESTRING (105.7614742 10.2972644, 105.7619774 10.2975715, 105.7624415 10.297944)",,,,,
169296293,Nguyễn Tất Thành,secondary,False,True,119.34700000000001,"LINESTRING (105.7614742 10.2972644, 105.7615555 10.2971236, 105.7616341 10.2967768, 105.7617138 10.2962263)",,,,,
169297967,Tôn Đức Thắng,tertiary,False,True,44.846,"LINESTRING (105.755675 10.2914398, 105.7554945 10.2918019)",,,,,
967742586,,tertiary,True,False,19.84,"LINESTRING (105.755675 10.2914398, 105.7556572 10.2914213, 105.7556466 10.291398, 105.7556443 10.2913726, 105.7556506 10.2913479, 105.7556647 10.2913266, 105.7556852 10.291311, 105.7557098 10.2913029)",,,roundabout,,
145707184,Trần Phú,tertiary,False,True,146.825,"LINESTRING (105.7551829 10.2924172, 105.7562891 10.2931648)",,80,,,
169297967,Tôn Đức Thắng,tertiary,False,False,52.633,"LINESTRING (105.7551829 10.2924172, 105.7553996 10.2919946)",,,,,
169297967,Tôn Đức Thắng,tertiary,False,True,94.26,"LINESTRING (105.7551829 10.2924172, 105.7547565 10.2931538)",,,,,
145707184,Trần Phú,tertiary,False,False,146.825,"LINESTRING (105.7562891 10.2931648, 105.7551829 10.2924172)",,80,,,
145707184,Trần Phú,tertiary,False,True,38.346,"LINESTRING (105.7562891 10.2931648, 105.7565772 10.2933612)",,80,,,
777741376,,residential,False,True,115.354,"LINESTRING (105.7562891 10.2931648, 105.7553976 10.2937187)",,,,,
150237046,Phan Bội Châu,residential,False,False,96.02000000000001,"LINESTRING (105.7610371 10.294143, 105.7612166 10.2943048, 105.7614465 10.2944498, 105.7616272 10.2945342, 105.7617796 10.2945856)",,,,,
"[1153657419, 150237029, 150237079]",Lý Thường Kiệt,"['residential', 'tertiary']",False,False,278.84,"LINESTRING (105.7610371 10.294143, 105.760879 10.2941071, 105.7607302 10.2941012, 105.760508 10.2941164, 105.7600291 10.2943665, 105.759665 10.2944794, 105.7592521 10.2945708, 105.7589051 10.2946213, 105.7586056 10.294723)",yes,,,,
1153657419,Lý Thường Kiệt,tertiary,False,True,107.237,"LINESTRING (105.7610371 10.294143, 105.7614658 10.2939506, 105.7619496 10.293795)",,,,,
145707184,Trần Phú,tertiary,False,False,200.345,"LINESTRING (105.7586056 10.294723, 105.7570942 10.2937057)",,80,,,
145707317,Cầu Đốt,tertiary,False,True,45.04,"LINESTRING (105.7586056 10.294723, 105.7589488 10.2949467)",yes,,,2,50
