osmid,ref,name,highway,oneway,reversed,length,junction,geometry,bridge,lanes
469116822,QL.4B,Quốc lộ 4B,trunk,False,True,55.603,,"LINESTRING (107.0982517 21.5463382, 107.0986265 21.5459797)",,
753159280,,,trunk,True,False,13.594,roundabout,"LINESTRING (107.0982517 21.5463382, 107.0982698 21.5463637, 107.0982776 21.5463934, 107.0982743 21.5464238, 107.0982602 21.5464514)",,
469109459,QL.31,Quốc lộ 31,primary,False,False,76.497,,"LINESTRING (107.0982602 21.5464514, 107.0988192 21.5469019)",,
753159280,,,trunk,True,False,16.528,roundabout,"LINESTRING (107.0982602 21.5464514, 107.0982369 21.5464729, 107.0982072 21.5464859, 107.0981745 21.5464889, 107.0981447 21.5464823, 107.0981186 21.5464673)",,
469109459,QL.31,Quốc lộ 31,primary,False,True,76.497,,"LINESTRING (107.0988192 21.5469019, 107.0982602 21.5464514)",,
"[469109459, 469116804, 469116807]",QL.31,"['Cầu Hạ Lý', 'Quốc lộ 31']",primary,False,False,211.877,,"LINESTRING (107.0988192 21.5469019, 107.0989718 21.547036, 107.0990933 21.5471142, 107.099224 21.5471316, 107.0993735 21.5470969, 107.0996713 21.5469752, 107.0997389 21.5469476, 107.1000782 21.5468008, 107.1004756 21.5466424, 107.1006269 21.54662, 107.1006727 21.5466233)",yes,
"[753159276, 753159278, 753159279]",,Cầu Phố Cũ,residential,False,False,75.48599999999999,,"LINESTRING (107.0988192 21.5469019, 107.098628 21.5471357, 107.0984549 21.5473769, 107.098428 21.5474087, 107.0983864 21.5474473)",yes,
469116834,,,residential,False,False,22.306,,"LINESTRING (107.0983405 21.5450088, 107.0985354 21.5450947)",,
469116822,QL.4B,Quốc lộ 4B,trunk,False,False,55.603,,"LINESTRING (107.0986265 21.5459797, 107.0982517 21.5463382)",,
469116822,QL.4B,Quốc lộ 4B,trunk,False,True,174.357,,"LINESTRING (107.0986265 21.5459797, 107.099267 21.5454785, 107.0999599 21.5450225)",,
469116834,,,residential,False,True,107.448,,"LINESTRING (107.0986265 21.5459797, 107.0984059 21.5457639, 107.0983872 21.5457111, 107.0984119 21.5456498, 107.0985829 21.5452887, 107.0986131 21.5451384)",,
910660796,,,residential,False,True,65.132,,"LINESTRING (107.0950273 21.5486747, 107.0955082 21.5490529)",,
755275297,,,residential,False,False,64.182,,"LINESTRING (107.0950273 21.5486747, 107.0949519 21.5487546, 107.0948969 21.5488132, 107.0948748 21.5488325, 107.0948593 21.5488382, 107.0947326 21.5488101, 107.0946997 21.5488095, 107.0946394 21.5488145, 107.0945992 21.5488244, 107.0945039 21.5488762)",,
910660796,,,residential,False,False,227.821,,"LINESTRING (107.0950273 21.5486747, 107.0949975 21.5486286, 107.0949451 21.5485473, 107.0947538 21.5481777, 107.0947158 21.5480972, 107.0946488 21.5480274, 107.094554 21.5479629, 107.0944252 21.5478828, 107.093482 21.5472964)",,
755215598,QL.4B,"QL 4B, TT Đình Lập",trunk,False,True,146.817,,"LINESTRING (107.0955082 21.5490529, 107.0946991 21.5501378)",,
910660796,,,residential,False,False,65.132,,"LINESTRING (107.0955082 21.5490529, 107.0950273 21.5486747)",,
