osmid,highway,oneway,reversed,length,ref,junction,name,geometry
628386509,trunk_link,False,False,11.155,,,,"LINESTRING (105.9125815 20.540525, 105.9126886 20.5405272)"
167101299,trunk,True,False,4.222,QL.1,roundabout,,"LINESTRING (105.9128034 20.5412433, 105.9128115 20.5412805)"
167101315,trunk,True,False,24.609,QL.21,,Quốc lộ 21,"LINESTRING (105.9123549 20.5413227, 105.9125619 20.5412159)"
167101314,trunk,True,False,62.536,QL.1,,Đường Lê Hoàn,"LINESTRING (105.9125619 20.5412159, 105.9125778 20.5406537)"
167101299,trunk,True,False,31.159,QL.1,roundabout,,"LINESTRING (105.9125619 20.5412159, 105.9125913 20.5411863, 105.912629 20.5411668, 105.9126714 20.5411593, 105.9127141 20.5411645, 105.912753 20.541182, 105.9127841 20.5412099, 105.9128034 20.5412433)"
167101299,trunk,True,False,38.462999999999994,QL.1,roundabout,,"LINESTRING (105.9128115 20.5412805, 105.9128075 20.5413183, 105.9127918 20.5413534, 105.9127653 20.5413829, 105.9127306 20.5414037, 105.9126909 20.5414138, 105.9126498 20.5414124, 105.9126109 20.5413996, 105.912578 20.5413765, 105.9125539 20.5413452)"
628377684,trunk,True,False,391.058,QL.1,,Đường Lê Hoàn,"LINESTRING (105.9128115 20.5412805, 105.9128635 20.5423178, 105.9128805 20.5427403, 105.9129366 20.5430264, 105.913704 20.5446382)"
167101318,trunk,True,False,20.871,QL.21,,Quốc lộ 21,"LINESTRING (105.9125539 20.5413452, 105.9123549 20.5413227)"
167101299,trunk,True,False,15.058,QL.1,roundabout,,"LINESTRING (105.9125539 20.5413452, 105.9125418 20.5413133, 105.9125391 20.5412795, 105.912546 20.5412463, 105.9125619 20.5412159)"
321872749,trunk,True,False,104.394,QL.1,,Đường Lê Hoàn,"LINESTRING (105.9125858 20.5423949, 105.9125836 20.5422478, 105.9125768 20.5417941, 105.9125596 20.5414565)"
440351480,tertiary,False,True,32.301,,,Đường Trần Phú,"LINESTRING (105.9125858 20.5423949, 105.9125514 20.5425192, 105.9125189 20.5426784)"
440351479,tertiary,False,True,32.796,,,Đường Trần Phú,"LINESTRING (105.9128143 20.543063, 105.9125273 20.5431845)"
321872749,trunk,True,False,78.008,QL.1,,Đường Lê Hoàn,"LINESTRING (105.9128143 20.543063, 105.9126631 20.5426291, 105.9125858 20.5423949)"
321872778,tertiary,False,True,10.117,,,Đường Lê Lợi,"LINESTRING (105.9147408 20.5467017, 105.9146508 20.546736)"
321872778,tertiary,False,False,30.722,,,Đường Lê Lợi,"LINESTRING (105.9147408 20.5467017, 105.9148817 20.5466547, 105.9150189 20.5466094)"
628377684,trunk,True,False,246.567,QL.1,,Đường Lê Hoàn,"LINESTRING (105.9147408 20.5467017, 105.9152583 20.547702, 105.915751 20.5487071)"
321872749,trunk,True,False,59.729,QL.1,,Đường Lê Hoàn,"LINESTRING (105.9148949 20.547222, 105.9147208 20.5468858, 105.9146508 20.546736)"
440351482,residential,False,True,84.74100000000001,,,,"LINESTRING (105.9148949 20.547222, 105.9148299 20.5472554, 105.9147542 20.5472837, 105.9141094 20.5474075)"
321872749,trunk,True,False,75.231,QL.1,,Đường Lê Hoàn,"LINESTRING (105.9152179 20.5478272, 105.9148949 20.547222)"
440351483,residential,False,True,88.107,,,,"LINESTRING (105.9152179 20.5478272, 105.9144637 20.5481865)"
440351479,tertiary,False,True,12.467,,,Đường Trần Phú,"LINESTRING (105.9156385 20.5487455, 105.915751 20.5487071)"
