osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,bridge,width
236982613,True,QL.1,Đường 30 Tháng 6,primary,False,44.436,"LINESTRING (105.974625 20.250086, 105.9746607 20.2503214, 105.974665 20.2504832)",,,
1080255676,True,,,trunk_link,False,49.038,"LINESTRING (105.974625 20.250086, 105.9746982 20.2502563, 105.9747509 20.2503305, 105.9748129 20.2503712, 105.9748609 20.2503945, 105.9749094 20.2504042)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,True,11.969,"LINESTRING (105.9759805 20.2584859, 105.975872 20.2584509)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,False,134.814,"LINESTRING (105.9759805 20.2584859, 105.9762889 20.2585917, 105.9771942 20.2589024)",,,
237370572,False,,Đuờng Lê Đại Hành,tertiary,True,97.589,"LINESTRING (105.9795316 20.2586395, 105.980406 20.2583275)",4,,
40048815,False,,Đường Lê Đại Hành,secondary,True,209.777,"LINESTRING (105.9795316 20.2586395, 105.9791558 20.2578193, 105.9787374 20.2569063)",,,
"[1183571955, 630414158, 841560151]",True,,"['Cầu Vân Giang', 'Đuờng Lê Hồng Phong']",secondary,False,136.869,"LINESTRING (105.9795316 20.2586395, 105.9794217 20.2586827, 105.9792204 20.2587671, 105.97885 20.2589267, 105.9785165 20.2590012, 105.9784226 20.2590141, 105.9782957 20.2590077)",4,yes,
209280849,False,,Đường Dương Vân Nga,tertiary,True,308.69,"LINESTRING (105.9782957 20.2590077, 105.9782898 20.2588738, 105.9781414 20.2578061, 105.9778325 20.2568809, 105.9772813 20.2565849)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,True,53.838,"LINESTRING (105.9782957 20.2590077, 105.9780407 20.2590211, 105.9777803 20.2590093)",,,
"[1183571956, 1183571957, 1183571958]",True,,"['Cầu Vân Giang', 'Đuờng Lê Hồng Phong']",secondary,False,138.155,"LINESTRING (105.9782957 20.2590077, 105.9784127 20.2589462, 105.9787212 20.2588758, 105.9788151 20.2588405, 105.9793542 20.2586116, 105.9795316 20.2586395)",,yes,
236990404,False,,Đuờng Lê Hồng Phong,secondary,False,62.378,"LINESTRING (105.9771942 20.2589024, 105.9773412 20.2589328, 105.977498 20.2589652, 105.9776928 20.2590043, 105.9777803 20.2590093)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,True,134.814,"LINESTRING (105.9771942 20.2589024, 105.9762889 20.2585917, 105.9759805 20.2584859)",,,
1183565637,False,,Ngõ 18 Lê Hồng Phong,residential,False,125.24499999999999,"LINESTRING (105.9771942 20.2589024, 105.9772463 20.2586699, 105.9771974 20.2583194, 105.977066 20.2577985)",,,
80351451,True,QL.1;QL.10,Đường Trân Hưng Đạo,trunk,False,92.551,"LINESTRING (105.9730778 20.254239, 105.9727363 20.2550072)",,,
236982620,False,,,trunk,True,11.598,"LINESTRING (105.9730778 20.254239, 105.9729723 20.2542061)",,,
236989261,False,,Đường Vân Giang,tertiary,True,195.846,"LINESTRING (105.9730778 20.254239, 105.9743274 20.254713, 105.9748183 20.2548992)",,,
80351451,True,QL.1;QL.10,Đường Trân Hưng Đạo,trunk,False,136.958,"LINESTRING (105.9727363 20.2550072, 105.9721973 20.2561303)",,,
80254113,False,,Đường Phan Đình Phùng,tertiary,False,198.147,"LINESTRING (105.9727363 20.2550072, 105.9744778 20.2556403, 105.9745074 20.2556511)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,False,79.547,"LINESTRING (105.9717791 20.257071, 105.9725113 20.2572708)",,,
40048815,False,,Đường Lê Đại Hành,secondary,False,50.278,"LINESTRING (105.976628 20.2523612, 105.9768242 20.2527742)",,,
40048815,False,,Đường Lê Đại Hành,secondary,True,254.41000000000003,"LINESTRING (105.976628 20.2523612, 105.9759912 20.2507813, 105.9759277 20.2506239, 105.9757658 20.250221)",,,
80254100,False,,Đuờng Hoàng Hoa Thám,unclassified,False,124.11599999999999,"LINESTRING (105.976628 20.2523612, 105.9773098 20.2520876, 105.9777238 20.2519265)",,,
80254100,False,,Đuờng Hoàng Hoa Thám,unclassified,True,62.518,"LINESTRING (105.9789998 20.2514396, 105.9784444 20.2516508)",,,
237012852,False,,Đường Ngô Gia Tự,residential,False,40.431,"LINESTRING (105.9789998 20.2514396, 105.978865 20.2510987)",,,
237012852,False,,Đường Ngô Gia Tự,residential,True,44.319,"LINESTRING (105.9789998 20.2514396, 105.9791596 20.2518089)",,,
80254100,False,,Đuờng Hoàng Hoa Thám,unclassified,False,62.518,"LINESTRING (105.9784444 20.2516508, 105.9789998 20.2514396)",,,
80254100,False,,Đuờng Hoàng Hoa Thám,unclassified,True,10.682,"LINESTRING (105.9784444 20.2516508, 105.9783496 20.2516871)",,,
80254101,False,,Đuờng Trương Định,residential,False,41.954,"LINESTRING (105.9784444 20.2516508, 105.9782885 20.251303)",,,
236989261,False,,Đường Vân Giang,tertiary,False,76.298,"LINESTRING (105.977096 20.2557347, 105.9764127 20.25549)",,,
80254111,False,,Đường Dương Vân Nga,tertiary,True,72.822,"LINESTRING (105.977096 20.2557347, 105.977321 20.2556368, 105.9770981 20.25527)",,,
236989261,False,,Đường Vân Giang,tertiary,True,39.566,"LINESTRING (105.977096 20.2557347, 105.9771584 20.2559903, 105.9771774 20.2560822)",,,
80351448,False,,Ngõ 97 Lê Đại Hành,residential,True,117.814,"LINESTRING (105.9783457 20.2533743, 105.9773179 20.2538134)",,,
237012809,False,,Đường Lý Thái Tổ,residential,False,40.088,"LINESTRING (105.9783457 20.2533743, 105.9782021 20.2530399)",,,
237012809,False,,Đường Lý Thái Tổ,residential,True,42.69,"LINESTRING (105.9783457 20.2533743, 105.9785046 20.2537281)",,,
237370556,False,,,residential,True,25.221,"LINESTRING (105.9783457 20.2533743, 105.9785683 20.2532858)",,,
237012809,False,,Đường Lý Thái Tổ,residential,True,49.921,"LINESTRING (105.9777238 20.2519265, 105.9779027 20.2523429)",,,
80254100,False,,Đuờng Hoàng Hoa Thám,unclassified,False,70.503,"LINESTRING (105.9777238 20.2519265, 105.9778818 20.251866, 105.9783496 20.2516871)",,,
80254100,False,,Đuờng Hoàng Hoa Thám,unclassified,True,124.11599999999999,"LINESTRING (105.9777238 20.2519265, 105.9773098 20.2520876, 105.976628 20.2523612)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,False,78.138,"LINESTRING (105.9725113 20.2572708, 105.9732171 20.2575061)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,True,79.547,"LINESTRING (105.9725113 20.2572708, 105.9717791 20.257071)",,,
80351447,False,,Đường Phạm Hống Thái,residential,True,49.106,"LINESTRING (105.9757517 20.2552532, 105.9759198 20.2548407)",,,
236989261,False,,Đường Vân Giang,tertiary,False,105.027,"LINESTRING (105.9757517 20.2552532, 105.9748183 20.2548992)",,,
236989261,False,,Đường Vân Giang,tertiary,True,73.811,"LINESTRING (105.9757517 20.2552532, 105.9764127 20.25549)",,,
236991048,False,,Đường Phạm Hống Thái,tertiary,False,48.161,"LINESTRING (105.9757517 20.2552532, 105.975578 20.2556545)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,False,77.154,"LINESTRING (105.9745978 20.2579702, 105.975284 20.2582291)",,,
236990404,False,,Đuờng Lê Hồng Phong,secondary,True,66.885,"LINESTRING (105.9745978 20.2579702, 105.9739949 20.2577655)",,,
236991048,False,,Đường Phạm Hống Thái,tertiary,True,67.58,"LINESTRING (105.9745978 20.2579702, 105.9748357 20.2574049)",,,
40048815,False,,Đường Lê Đại Hành,secondary,False,41.613,"LINESTRING (105.9773179 20.2538134, 105.9774762 20.2541569)",,,
40048815,False,,Đường Lê Đại Hành,secondary,True,41.085,"LINESTRING (105.9773179 20.2538134, 105.9771576 20.2534759)",,,
