osmid,ref,highway,oneway,reversed,length,geometry,bridge,lanes,name
320566448,QL.1B,primary,False,False,24.619,"LINESTRING (106.7010601 21.9450489, 106.7008737 21.9449106)",,,
1167327986,QL.1B,primary,True,False,53.37200000000001,"LINESTRING (106.7010601 21.9450489, 106.7011165 21.9450556, 106.7011734 21.9450561, 106.70123 21.9450504, 106.7012854 21.9450386, 106.701339 21.9450209, 106.7013912 21.9449969, 106.7014399 21.9449672, 106.7014844 21.9449323, 106.7015241 21.9448928)",,,
320566448,QL.1B,primary,False,True,17.111,"LINESTRING (106.6977857 21.9427436, 106.6979182 21.9428362)",,,
524119295,,primary,True,False,93.325,"LINESTRING (106.6977857 21.9427436, 106.6983352 21.9420768)",,,
320566448,QL.1B,primary,False,False,112.79100000000003,"LINESTRING (106.6977857 21.9427436, 106.6976342 21.9426352, 106.6975318 21.9425606, 106.6972278 21.9423415, 106.6972037 21.9423241, 106.6969238 21.9421193)",,,
"[524670324, 320566445, 320566447]",,primary,False,False,489.714,"LINESTRING (106.7005772 21.9419552, 106.7004941 21.9420778, 106.7003945 21.9422126, 106.6995199 21.9433184, 106.6993115 21.9435819, 106.6978286 21.945338, 106.6977158 21.9454681)",viaduct,,
482593950,,primary,False,True,171.43099999999998,"LINESTRING (106.7005772 21.9419552, 106.7004365 21.9419148, 106.7002598 21.941858, 106.6994213 21.9416187, 106.6992711 21.941564, 106.6990096 21.9414495)",,,
482593957,4A,tertiary,False,False,21.429,"LINESTRING (106.6969753 21.9401226, 106.6971399 21.9402402)",,,
482593957,4A,tertiary,False,True,149.445,"LINESTRING (106.6969753 21.9401226, 106.6966567 21.9399685, 106.6964769 21.9399317, 106.6963 21.9399379, 106.6955961 21.9401119)",,,
482593984,,unclassified,False,True,210.394,"LINESTRING (106.6969753 21.9401226, 106.6973682 21.9396613, 106.6974916 21.9395203, 106.6978072 21.9391682, 106.6982544 21.9386488)",,,
320566448,QL.1B,primary,False,False,100.959,"LINESTRING (106.6950146 21.9407457, 106.6946121 21.940417, 106.6945354 21.9403294, 106.6943612 21.9400794)",,,
320566448,QL.1B,primary,False,True,199.454,"LINESTRING (106.6950146 21.9407457, 106.6951803 21.9408708, 106.6954768 21.9410906, 106.695507 21.941113, 106.6958799 21.9413789, 106.6965392 21.941849)",,,
482593957,4A,tertiary,False,False,94.07800000000002,"LINESTRING (106.6950146 21.9407457, 106.695284 21.9403485, 106.6953711 21.9402578, 106.6954672 21.9401841, 106.6955961 21.9401119)",,,
482593950,,primary,False,False,16.468,"LINESTRING (106.6988647 21.9413873, 106.6990096 21.9414495)",,,
