osmid,oneway,name,highway,reversed,length,maxspeed,geometry,ref
159011993,False,Phố Đinh Tiên Hoàng,residential,False,78.936,,"LINESTRING (105.5032483 21.1430403, 105.5026369 21.1426175)",
159011993,False,Phố Đinh Tiên Hoàng,residential,True,78.936,,"LINESTRING (105.5026369 21.1426175, 105.5032483 21.1430403)",
159013244,False,Phố Phùng Hưng,tertiary,False,153.258,,"LINESTRING (105.5026369 21.1426175, 105.503656 21.1416194)",
159013244,False,Phố Phùng Hưng,tertiary,True,149.666,,"LINESTRING (105.5026369 21.1426175, 105.5012019 21.1424749)",
1193770224,False,Phố Lê Lợi,secondary,True,46.56,50,"LINESTRING (105.5054973 21.1409831, 105.5057391 21.1413359)",
170290632,False,Phố Phó Đức Chính,secondary,True,205.707,50,"LINESTRING (105.5054973 21.1409831, 105.5048771 21.1410682, 105.503656 21.1416194)",
"[1193770222, 1193770223]",False,Phố Phó Đức Chính,secondary,False,200.045,50,"LINESTRING (105.5054973 21.1409831, 105.505825 21.1406668, 105.506348 21.1403492, 105.5070303 21.1399032)",
159013244,False,Phố Phùng Hưng,tertiary,True,153.258,,"LINESTRING (105.503656 21.1416194, 105.5026369 21.1426175)",
159013395,False,Phố Phan Chu Trinh,secondary,True,214.045,,"LINESTRING (105.503656 21.1416194, 105.5024411 21.1400633)",
170290632,False,Phố Phó Đức Chính,secondary,False,205.707,50,"LINESTRING (105.503656 21.1416194, 105.5048771 21.1410682, 105.5054973 21.1409831)",
159013605,False,Phố Phạm Ngũ Lão,secondary,True,194.04,,"LINESTRING (105.5070303 21.1399032, 105.5064342 21.1382491)",
159014373,False,Phố Trưng Vương,tertiary,True,20.292,,"LINESTRING (105.5070303 21.1399032, 105.5071242 21.1400633)",
"[1193770222, 1193770223]",False,Phố Phó Đức Chính,secondary,True,200.045,50,"LINESTRING (105.5070303 21.1399032, 105.506348 21.1403492, 105.505825 21.1406668, 105.5054973 21.1409831)",
159013244,False,Phố Phùng Hưng,tertiary,False,149.666,,"LINESTRING (105.5012019 21.1424749, 105.5026369 21.1426175)",
159013258,False,Phố Trần Hưng Đạo,residential,True,217.589,,"LINESTRING (105.5012019 21.1424749, 105.5014192 21.1405286)",
159013258,False,Phố Trần Hưng Đạo,residential,False,117.938,,"LINESTRING (105.5024411 21.1400633, 105.5014192 21.1405286)",
159013395,False,Phố Phan Chu Trinh,secondary,False,214.045,,"LINESTRING (105.5024411 21.1400633, 105.503656 21.1416194)",
159013395,False,Phố Phan Chu Trinh,secondary,True,87.527,,"LINESTRING (105.5024411 21.1400633, 105.5021603 21.139321)",
159013258,False,Phố Trần Hưng Đạo,residential,False,217.589,,"LINESTRING (105.5014192 21.1405286, 105.5012019 21.1424749)",
159013258,False,Phố Trần Hưng Đạo,residential,True,117.938,,"LINESTRING (105.5014192 21.1405286, 105.5024411 21.1400633)",
159030229,False,,residential,True,53.461,,"LINESTRING (105.5014192 21.1405286, 105.501497 21.1401259, 105.5014514 21.1400683)",
159013395,False,Phố Phan Chu Trinh,secondary,False,112.092,,"LINESTRING (105.5018108 21.1383671, 105.5021603 21.139321)",
159030228,False,,residential,False,73.483,,"LINESTRING (105.5018108 21.1383671, 105.50174 21.1384184, 105.5015721 21.1385398, 105.5013885 21.1386052, 105.5011886 21.1386649)",
180167307,False,Phố Nguyễn Thái Học,secondary,True,205.389,,"LINESTRING (105.5018108 21.1383671, 105.5019603 21.1382595, 105.5024145 21.1379328, 105.5033986 21.1372635)",
159013605,False,Phố Phạm Ngũ Lão,secondary,False,54.642,,"LINESTRING (105.5051557 21.1366097, 105.5054656 21.1370071)",
159013633,False,Phố Hoàng Diệu,secondary,True,138.949,,"LINESTRING (105.5051557 21.1366097, 105.506302 21.1359629)",
1193770225,False,Phố Nguyễn Thái Học,secondary,False,20.924,,"LINESTRING (105.5051557 21.1366097, 105.5049686 21.1366801)",
159013924,False,Phố Quang Trung,tertiary,True,113.532,,"LINESTRING (105.5033986 21.1372635, 105.5028529 21.1363784)",
1193770225,False,Phố Nguyễn Thái Học,secondary,True,175.277,,"LINESTRING (105.5033986 21.1372635, 105.5049686 21.1366801)",
180167307,False,Phố Nguyễn Thái Học,secondary,False,205.389,,"LINESTRING (105.5033986 21.1372635, 105.5024145 21.1379328, 105.5019603 21.1382595, 105.5018108 21.1383671)",
159013605,False,Phố Phạm Ngũ Lão,secondary,False,194.04,,"LINESTRING (105.5064342 21.1382491, 105.5070303 21.1399032)",
159013605,False,Phố Phạm Ngũ Lão,secondary,True,170.776,,"LINESTRING (105.5064342 21.1382491, 105.5054656 21.1370071)",
159013742,False,Phố Phùng Khắc Khoan,tertiary,True,74.544,,"LINESTRING (105.5064342 21.1382491, 105.5070195 21.13786)",
159013633,False,Phố Hoàng Diệu,secondary,False,30.554,,"LINESTRING (105.5092807 21.1342707, 105.5090296 21.1344144)",
159013742,False,Phố Phùng Khắc Khoan,tertiary,False,31.058999999999997,,"LINESTRING (105.5092807 21.1342707, 105.509184 21.1343693, 105.50908 21.134478)",
159013742,False,Phố Phùng Khắc Khoan,tertiary,False,74.544,,"LINESTRING (105.5070195 21.13786, 105.5064342 21.1382491)",
159013742,False,Phố Phùng Khắc Khoan,tertiary,True,66.932,,"LINESTRING (105.5070195 21.13786, 105.5073282 21.1373314)",
170290631,False,Ngõ Chợ Gà,residential,True,223.432,,"LINESTRING (105.5070195 21.13786, 105.5073141 21.1386221, 105.5074059 21.13887, 105.5078081 21.1397286)",
895532054,False,,residential,True,170.865,,"LINESTRING (105.5070195 21.13786, 105.5066764 21.1369411, 105.5064733 21.1364103)",
159013924,False,Phố Quang Trung,tertiary,False,60.122,,"LINESTRING (105.5024597 21.1341742, 105.5024304 21.1347142)",
159013924,False,Phố Quang Trung,tertiary,True,61.046,,"LINESTRING (105.5024007 21.1352625, 105.5024304 21.1347142)",
159013924,False,Phố Quang Trung,tertiary,False,47.098,,"LINESTRING (105.5024007 21.1352625, 105.502401 21.1354851, 105.5024518 21.1356804)",
895535201,False,,residential,False,99.935,,"LINESTRING (105.5024007 21.1352625, 105.5020201 21.1352349, 105.5014413 21.1351798)",
159014373,False,Phố Trưng Vương,tertiary,False,20.292,,"LINESTRING (105.5071242 21.1400633, 105.5070303 21.1399032)",
159014373,False,Phố Trưng Vương,tertiary,True,205.161,,"LINESTRING (105.5071242 21.1400633, 105.5077544 21.1413492, 105.5080755 21.1416594)",
1235129517,False,Ngõ Chợ Gà,residential,False,81.125,,"LINESTRING (105.5071242 21.1400633, 105.5072907 21.1400282, 105.5074784 21.1399482, 105.5078081 21.1397286)",
159014336,False,,residential,False,37.195,,"LINESTRING (105.5078081 21.1397286, 105.508114 21.1399032)",
170290631,False,Ngõ Chợ Gà,residential,False,223.432,,"LINESTRING (105.5078081 21.1397286, 105.5074059 21.13887, 105.5073141 21.1386221, 105.5070195 21.13786)",
955830490,False,,residential,False,163.156,,"LINESTRING (105.5078081 21.1397286, 105.5079461 21.1395645, 105.5084907 21.1384128)",
1235129517,False,Ngõ Chợ Gà,residential,True,81.125,,"LINESTRING (105.5078081 21.1397286, 105.5074784 21.1399482, 105.5072907 21.1400282, 105.5071242 21.1400633)",
159014336,False,,residential,True,37.195,,"LINESTRING (105.508114 21.1399032, 105.5078081 21.1397286)",
159014336,False,,residential,False,136.318,,"LINESTRING (105.508114 21.1399032, 105.5084625 21.1404391, 105.5086288 21.1407468, 105.5087575 21.1409713)",
159014372,False,,residential,False,137.998,,"LINESTRING (105.508114 21.1399032, 105.5085001 21.139631, 105.5085352 21.1396405, 105.5086827 21.139733, 105.5088571 21.1398556, 105.5089805 21.1398981, 105.5092392 21.1400037)",
159014373,False,Phố Trưng Vương,tertiary,True,35.489,,"LINESTRING (105.5080755 21.1416594, 105.5083155 21.1418869)",
159014396,False,,residential,False,104.198,,"LINESTRING (105.5080755 21.1416594, 105.5087575 21.1409713)",
159014373,False,Phố Trưng Vương,tertiary,False,205.161,,"LINESTRING (105.5080755 21.1416594, 105.5077544 21.1413492, 105.5071242 21.1400633)",
159014520,False,Phố Đốc Ngữ,residential,True,90.475,,"LINESTRING (105.5080755 21.1416594, 105.5077397 21.1420027, 105.5074983 21.1422693)",
159014336,False,,residential,False,66.562,,"LINESTRING (105.5087575 21.1409713, 105.5090605 21.141499)",
159014396,False,,residential,True,104.198,,"LINESTRING (105.5087575 21.1409713, 105.5080755 21.1416594)",
159014336,False,,residential,True,136.31799999999998,,"LINESTRING (105.5087575 21.1409713, 105.5086288 21.1407468, 105.5084625 21.1404391, 105.508114 21.1399032)",
895545130,False,,residential,False,18.465,,"LINESTRING (105.5011886 21.1386649, 105.5010122 21.1386874)",
159030228,False,,residential,True,73.483,,"LINESTRING (105.5011886 21.1386649, 105.5013885 21.1386052, 105.5015721 21.1385398, 105.50174 21.1384184, 105.5018108 21.1383671)",
159013395,False,Phố Phan Chu Trinh,secondary,False,87.527,,"LINESTRING (105.5021603 21.139321, 105.5024411 21.1400633)",
159013395,False,Phố Phan Chu Trinh,secondary,True,112.092,,"LINESTRING (105.5021603 21.139321, 105.5018108 21.1383671)",
159030229,False,,residential,False,139.33100000000002,,"LINESTRING (105.5021603 21.139321, 105.5018859 21.1394179, 105.5016821 21.1395005, 105.5015238 21.139543, 105.5014353 21.1395655, 105.5014052 21.1395798, 105.501383 21.1396005, 105.5014514 21.1400683)",
159030229,False,,residential,False,53.461,,"LINESTRING (105.5014514 21.1400683, 105.501497 21.1401259, 105.5014192 21.1405286)",
159030229,False,,residential,True,139.33100000000002,,"LINESTRING (105.5014514 21.1400683, 105.501383 21.1396005, 105.5014052 21.1395798, 105.5014353 21.1395655, 105.5015238 21.139543, 105.5016821 21.1395005, 105.5018859 21.1394179, 105.5021603 21.139321)",
954188643,False,,residential,True,40.287,,"LINESTRING (105.5014514 21.1400683, 105.5012315 21.1400032, 105.5010881 21.1399419)",
159014373,False,Phố Trưng Vương,tertiary,True,8.277,,"LINESTRING (105.5086947 21.142244, 105.5087603 21.1422864)",
715571951,True,Đường La Thành,trunk,False,91.114,,"LINESTRING (105.5086947 21.142244, 105.5090605 21.141499)",QL.32
159014373,False,Phố Trưng Vương,tertiary,False,55.887,,"LINESTRING (105.5086947 21.142244, 105.5085935 21.1421505, 105.5083155 21.1418869)",
159013742,False,Phố Phùng Khắc Khoan,tertiary,True,10.273,,"LINESTRING (105.5082119 21.1356452, 105.5082569 21.1355629)",
159013742,False,Phố Phùng Khắc Khoan,tertiary,False,208.699,,"LINESTRING (105.5082119 21.1356452, 105.5077763 21.1364765, 105.5073282 21.1373314)",
159042633,False,,residential,False,260.608,,"LINESTRING (105.5082119 21.1356452, 105.5084519 21.1357653, 105.5089562 21.1360262, 105.5096186 21.1363688, 105.5104085 21.1367832)",
1193770224,False,Phố Lê Lợi,secondary,False,46.56,50,"LINESTRING (105.5057391 21.1413359, 105.5054973 21.1409831)",
1242816822,False,Phố Lê Lợi,secondary,True,35.165,50,"LINESTRING (105.5057391 21.1413359, 105.5057175 21.1416515)",
"[895552691, 159043958]",False,"['Ngõ K65 Phố Lê Lợi', 'Ngõ 2 Phố Đốc Ngữ']",residential,False,248.172,,"LINESTRING (105.5057391 21.1413359, 105.5058557 21.1413442, 105.5065161 21.1412868, 105.5070063 21.141942, 105.5070767 21.1419022, 105.507178 21.1418457, 105.5074983 21.1422693)",
159014336,False,,residential,True,66.562,,"LINESTRING (105.5090605 21.141499, 105.5087575 21.1409713)",
715571951,True,Đường La Thành,trunk,False,183.952,,"LINESTRING (105.5090605 21.141499, 105.5094544 21.1407379, 105.5095585 21.1404415, 105.5097886 21.1399929)",QL.32
159013633,False,Phố Hoàng Diệu,secondary,False,138.949,,"LINESTRING (105.506302 21.1359629, 105.5051557 21.1366097)",
159013633,False,Phố Hoàng Diệu,secondary,True,117.394,,"LINESTRING (105.506302 21.1359629, 105.5072694 21.1354148)",
895532054,False,,residential,False,52.826,,"LINESTRING (105.506302 21.1359629, 105.5064733 21.1364103)",
895532054,False,,residential,True,52.826,,"LINESTRING (105.5064733 21.1364103, 105.506302 21.1359629)",
895532706,False,,residential,True,123.801,,"LINESTRING (105.5064733 21.1364103, 105.5054656 21.1370071)",
895532054,False,,residential,False,170.865,,"LINESTRING (105.5064733 21.1364103, 105.5066764 21.1369411, 105.5070195 21.13786)",
159013605,False,Phố Phạm Ngũ Lão,secondary,False,170.776,,"LINESTRING (105.5054656 21.1370071, 105.5064342 21.1382491)",
159013605,False,Phố Phạm Ngũ Lão,secondary,True,54.642,,"LINESTRING (105.5054656 21.1370071, 105.5051557 21.1366097)",
895532706,False,,residential,False,123.801,,"LINESTRING (105.5054656 21.1370071, 105.5064733 21.1364103)",
