osmid,oneway,lanes,highway,reversed,length,name,geometry,maxspeed
704879906,True,2,secondary,False,11.881,,"LINESTRING (106.7608845 10.8266398, 106.7607779 10.8266611)",
723556698,True,4,trunk,False,16.883,Đường Võ Nguyên Giáp,"LINESTRING (106.7608845 10.8266398, 106.7608067 10.8265086)",
32577799,False,2,secondary,False,24.527,Tây Hòa,"LINESTRING (106.7642284 10.8261419, 106.7644527 10.8261311)",
192289486,False,2,secondary,True,43.145,Tây Hòa,"LINESTRING (106.7642284 10.8261419, 106.7639876 10.8261323, 106.7638337 10.8261257)",
32579008,False,2,tertiary,False,103.071,Đường Nam Hòa,"LINESTRING (106.7662926 10.8302966, 106.766223 10.8302277, 106.7655645 10.8297077)",30
32577799,False,2,secondary,True,39.607,Tây Hòa,"LINESTRING (106.7657484 10.8258332, 106.7653953 10.8259144)",
32586625,False,,residential,False,94.854,Đường số 122,"LINESTRING (106.7657484 10.8258332, 106.7658032 10.8261818, 106.7663081 10.826248)",
32577799,False,2,secondary,False,5.664,Tây Hòa,"LINESTRING (106.7644527 10.8261311, 106.7645032 10.8261195)",
32577799,False,2,secondary,True,24.527,Tây Hòa,"LINESTRING (106.7644527 10.8261311, 106.7642284 10.8261419)",
236514327,False,1,residential,False,50.695,Đường số 99,"LINESTRING (106.7644527 10.8261311, 106.7644103 10.8265851)",
32579008,False,2,tertiary,False,82.229,Đường Nam Hòa,"LINESTRING (106.7640797 10.8284311, 106.7640252 10.8283878, 106.7639544 10.8283315, 106.7636746 10.8280922, 106.7635082 10.8279498)",30
32579008,False,2,tertiary,True,80.047,Đường Nam Hòa,"LINESTRING (106.7640797 10.8284311, 106.7644098 10.8286957, 106.7646354 10.8289)",30
605145084,False,,residential,False,33.506,Hẻm 217,"LINESTRING (106.7640797 10.8284311, 106.763978 10.8285508, 106.7638707 10.828651)",
704879905,False,3,secondary,True,65.761,Đường Song Hành Xa lộ Hà Nội - Nhánh Quận 9,"LINESTRING (106.7613065 10.8258215, 106.7615372 10.8261943, 106.7616117 10.8263311)",
32579008,False,2,tertiary,False,80.047,Đường Nam Hòa,"LINESTRING (106.7646354 10.8289, 106.7644098 10.8286957, 106.7640797 10.8284311)",30
32579008,False,2,tertiary,True,114.364,Đường Nam Hòa,"LINESTRING (106.7646354 10.8289, 106.7649282 10.8291616, 106.7651281 10.8293402, 106.7653231 10.8295071, 106.7654149 10.8295867)",30
606285376,False,,residential,True,37.839999999999996,Hẻm 233,"LINESTRING (106.7646354 10.8289, 106.7644933 10.8290389, 106.7644675 10.8290603, 106.7644373 10.829079, 106.7644018 10.8290985, 106.7643696 10.829114)",
174763954,False,,residential,False,52.312,Đường Số 546,"LINESTRING (106.7635082 10.8279498, 106.7632018 10.8283114)",
32579008,False,2,tertiary,False,64.496,Đường Nam Hòa,"LINESTRING (106.7635082 10.8279498, 106.7633844 10.8278383, 106.7632659 10.8277368, 106.7630671 10.8275642)",30
32579008,False,2,tertiary,True,82.229,Đường Nam Hòa,"LINESTRING (106.7635082 10.8279498, 106.7636746 10.8280922, 106.7639544 10.8283315, 106.7640252 10.8283878, 106.7640797 10.8284311)",30
191937853,False,2,secondary_link,False,34.866,,"LINESTRING (106.762861 10.8310685, 106.7631392 10.8309147)",
606278383,False,3,secondary,False,99.718,Đường Nguyễn Văn Bá,"LINESTRING (106.762861 10.8310685, 106.763295 10.8318575)",
606278383,False,3,secondary,True,217.254,Đường Nguyễn Văn Bá,"LINESTRING (106.762861 10.8310685, 106.7619052 10.829355)",
192289486,False,2,secondary,True,35.479,Tây Hòa,"LINESTRING (106.7628451 10.8260928, 106.7625241 10.8261418)",
192289486,False,2,secondary,False,59.004000000000005,Tây Hòa,"LINESTRING (106.7628451 10.8260928, 106.7629655 10.8260916, 106.7632301 10.8261028, 106.763385 10.8261083)",
605145130,False,,residential,False,169.578,,"LINESTRING (106.7628451 10.8260928, 106.7628743 10.8264142, 106.762893 10.8265697, 106.7628972 10.8265857, 106.7629034 10.8265954, 106.7629132 10.8266053, 106.7629303 10.8266185, 106.7629447 10.8266283, 106.7629581 10.8266399, 106.7629685 10.8266507, 106.7629822 10.826682, 106.7630094 10.8267943, 106.7630148 10.8268088, 106.7630211 10.8268216, 106.7630335 10.8268296, 106.7630503 10.8268315, 106.7633993 10.8267917, 106.7634275 10.8267864, 106.7634426 10.8267813, 106.7634533 10.8267726, 106.763458 10.8267482, 106.7634717 10.8266494, 106.7634919 10.8265529, 106.7635016 10.8265042, 106.763514 10.8264584)",
174763954,False,,residential,True,52.312,Đường Số 546,"LINESTRING (106.7632018 10.8283114, 106.7635082 10.8279498)",
174763954,False,,residential,False,47.67099999999999,Đường Số 546,"LINESTRING (106.7632018 10.8283114, 106.7630486 10.8284455, 106.7629157 10.8285288, 106.7628565 10.8285718)",
899781901,False,,residential,False,81.22500000000001,Hẻm 3 Đường Số 546,"LINESTRING (106.7632018 10.8283114, 106.7633101 10.8284435, 106.7634282 10.8285805, 106.7635187 10.8287175, 106.7635576 10.8287978, 106.7636112 10.8289157)",
32577799,False,2,secondary,False,39.607,Tây Hòa,"LINESTRING (106.7653953 10.8259144, 106.7657484 10.8258332)",
32577799,False,2,secondary,True,15.065,Tây Hòa,"LINESTRING (106.7653953 10.8259144, 106.765261 10.8259453)",
236514328,False,,residential,False,104.815,Đường Số 129,"LINESTRING (106.7653953 10.8259144, 106.7654733 10.8264477, 106.7654752 10.8264719, 106.7655317 10.8268474)",
236514328,False,,residential,True,3.169,Đường Số 129,"LINESTRING (106.7655359 10.8268756, 106.7655317 10.8268474)",
32579008,False,2,tertiary,True,21.165,Đường Nam Hòa,"LINESTRING (106.7654149 10.8295867, 106.7655645 10.8297077)",30
32579008,False,2,tertiary,False,114.364,Đường Nam Hòa,"LINESTRING (106.7654149 10.8295867, 106.7653231 10.8295071, 106.7651281 10.8293402, 106.7649282 10.8291616, 106.7646354 10.8289)",30
562236341,False,2,tertiary,True,151.535,Đường Đinh Củng Viên,"LINESTRING (106.7654149 10.8295867, 106.7660969 10.8288473, 106.7661236 10.8288091, 106.7662809 10.8285303)",
606244357,False,,residential,False,87.279,Đường Số 1,"LINESTRING (106.7573184 10.8319412, 106.7576563 10.8326525)",
291272994,False,,tertiary,False,202.394,Đường số 2,"LINESTRING (106.7573184 10.8319412, 106.7577672 10.831662, 106.757876 10.8315976, 106.7579928 10.8315313, 106.758918 10.8310232)",
606278383,False,3,secondary,False,217.254,Đường Nguyễn Văn Bá,"LINESTRING (106.7619052 10.829355, 106.762861 10.8310685)",
291272994,False,,tertiary,True,375.294,Đường số 2,"LINESTRING (106.7619052 10.829355, 106.7603583 10.8302159, 106.7602544 10.8302737, 106.7598614 10.8304944, 106.7594141 10.8307457, 106.758918 10.8310232)",
1204890397,False,3,secondary,True,248.834,Đường Nguyễn Văn Bá,"LINESTRING (106.7619052 10.829355, 106.7609568 10.8276564, 106.7608096 10.8273929)",
606244357,False,,residential,True,87.279,Đường Số 1,"LINESTRING (106.7576563 10.8326525, 106.7573184 10.8319412)",
606244354,False,,residential,True,178.277,Đường số 1,"LINESTRING (106.7576563 10.8326525, 106.7577958 10.8325998, 106.7579406 10.8325893, 106.7581606 10.832584, 106.7582732 10.8325998, 106.7584824 10.8326419, 106.7585951 10.8326999, 106.7588185 10.8330612, 106.7589388 10.8332569)",
606244357,False,,residential,False,144.676,Đường Số 1,"LINESTRING (106.7576563 10.8326525, 106.7576424 10.8329316, 106.7576355 10.8330688, 106.7576134 10.8335113, 106.7575866 10.8338169, 106.7575831 10.833875, 106.7575786 10.8339512)",
606244357,False,,residential,True,144.67600000000002,Đường Số 1,"LINESTRING (106.7575786 10.8339512, 106.7575831 10.833875, 106.7575866 10.8338169, 106.7576134 10.8335113, 106.7576355 10.8330688, 106.7576424 10.8329316, 106.7576563 10.8326525)",
693090877,False,,residential,False,118.40800000000002,Đường Số 1,"LINESTRING (106.7575786 10.8339512, 106.7576563 10.8340224, 106.7577582 10.8341067, 106.7582893 10.83427, 106.7583939 10.8342963, 106.7585736 10.8343095)",
"[695775948, 693090876]",False,,residential,False,55.864000000000004,,"LINESTRING (106.7575786 10.8339512, 106.75753 10.8341437, 106.7572242 10.8340963)",
291272988,False,,residential,False,78.405,Đường Số 1,"LINESTRING (106.7585736 10.8343095, 106.7587077 10.8341857, 106.7588526 10.8340276, 106.7589438 10.8339117, 106.7590377 10.8337747)",
693090877,False,,residential,True,118.408,Đường Số 1,"LINESTRING (106.7585736 10.8343095, 106.7583939 10.8342963, 106.7582893 10.83427, 106.7577582 10.8341067, 106.7576563 10.8340224, 106.7575786 10.8339512)",
606244352,False,,residential,False,44.341,,"LINESTRING (106.7590377 10.8337747, 106.7586324 10.8337512)",
291272988,False,,residential,False,63.022999999999996,Đường Số 1,"LINESTRING (106.7590377 10.8337747, 106.7590993 10.8336219, 106.7590886 10.8335324, 106.7589388 10.8332569)",
291272988,False,,residential,True,78.405,Đường Số 1,"LINESTRING (106.7590377 10.8337747, 106.7589438 10.8339117, 106.7588526 10.8340276, 106.7587077 10.8341857, 106.7585736 10.8343095)",
291272988,False,,residential,True,63.022999999999996,Đường Số 1,"LINESTRING (106.7589388 10.8332569, 106.7590886 10.8335324, 106.7590993 10.8336219, 106.7590377 10.8337747)",
291272989,False,,residential,True,99.355,Đường Số 2,"LINESTRING (106.7589388 10.8332569, 106.7586223 10.83342, 106.7584259 10.8335266, 106.7582269 10.8336312, 106.7581368 10.8336786)",
606244354,False,,residential,False,178.27700000000002,Đường số 1,"LINESTRING (106.7589388 10.8332569, 106.7588185 10.8330612, 106.7585951 10.8326999, 106.7584824 10.8326419, 106.7582732 10.8325998, 106.7581606 10.832584, 106.7579406 10.8325893, 106.7577958 10.8325998, 106.7576563 10.8326525)",
"[695775949, 606244367]",False,,residential,False,95.19899999999998,Hẻm 53 Đường Số 1,"LINESTRING (106.7589388 10.8332569, 106.7592412 10.8330979, 106.759429 10.8333877, 106.7593566 10.8335484)",
291272989,False,,residential,False,99.355,Đường Số 2,"LINESTRING (106.7581368 10.8336786, 106.7582269 10.8336312, 106.7584259 10.8335266, 106.7586223 10.83342, 106.7589388 10.8332569)",
606251357,False,3,secondary,False,47.079,Đường Nguyễn Văn Bá,"LINESTRING (106.763295 10.8318575, 106.7634999 10.83223)",
