osmid,name,highway,oneway,reversed,length,geometry,lanes,access,junction
341508364,Ngô Ðức Kế,residential,False,False,98.76499999999999,"LINESTRING (106.7050529 10.7730152, 106.7051152 10.7730822, 106.7053711 10.7733581, 106.7056098 10.7736214, 106.7056516 10.7736801)",,,
377881079,Nguyễn Huệ,tertiary,True,False,200.26100000000002,"LINESTRING (106.7050529 10.7730152, 106.7049813 10.7730816, 106.7039448 10.7740427, 106.7037193 10.774251)",3,,
341504312,Nguyễn Huệ,tertiary,True,False,87.834,"LINESTRING (106.7048194 10.7727751, 106.705399 10.7722276)",3,,
211405688,Đường Thái Văn Lung,residential,True,False,37.284,"LINESTRING (106.7053153 10.7786557, 106.7050579 10.7788759)",,,
35113644,Hẻm 5 Nguyễn Siêu,residential,False,True,65.134,"LINESTRING (106.704781 10.777232, 106.7043473 10.777634)",,,
35113644,Hẻm 5 Nguyễn Siêu,residential,False,False,65.134,"LINESTRING (106.7043473 10.777634, 106.704781 10.777232)",,,
35113661,Nguyễn Siêu,residential,True,False,72.012,"LINESTRING (106.7043473 10.777634, 106.7047964 10.7781081)",,,
35113663,Đường Hàn Thuyên,residential,False,False,144.536,"LINESTRING (106.6988104 10.7795984, 106.6982279 10.7789839, 106.698206 10.7789608, 106.6980921 10.7788406, 106.6979087 10.7786471)",,,
35114262,Công trường Công xã Paris,tertiary,True,False,139.891,"LINESTRING (106.6988104 10.7795984, 106.6991185 10.7793185, 106.6991809 10.7792629, 106.6994331 10.7790408, 106.6997586 10.7787528)",,,
758856171,Nguyễn Trung Trực,residential,False,True,108.268,"LINESTRING (106.697075 10.775818, 106.697601 10.775338, 106.6978099 10.775165)",,,
35113663,Đường Hàn Thuyên,residential,False,True,142.727,"LINESTRING (106.6970183 10.7777077, 106.6978031 10.7785357, 106.6979087 10.7786471)",,,
749986988,Nam Kỳ Khởi Nghĩa,secondary,True,False,146.043,"LINESTRING (106.6970183 10.7777077, 106.6970578 10.7776712, 106.6972678 10.7774772, 106.6972746 10.7774709, 106.6978943 10.7768968, 106.6979831 10.7767991)",3,,
35112888,Đường Alexandre de Rhodes,residential,False,True,175.318,"LINESTRING (106.6968156 10.7796409, 106.6979055 10.7807983)",2,,
329878181,Lý Tự Trọng,tertiary,True,False,174.831,"LINESTRING (106.6999227 10.7768018, 106.699968 10.7768497, 106.7002614 10.7771599, 106.7004489 10.7773654, 106.7009668 10.7778836, 106.7010248 10.7779416)",,,
329878186,Đường Pasteur,secondary,True,False,157.799,"LINESTRING (106.6999227 10.7768018, 106.6998817 10.7768402, 106.6996752 10.7770336, 106.6996311 10.7770749, 106.6996028 10.7771014, 106.6995088 10.7771894, 106.6994319 10.7772614, 106.6992727 10.7774104, 106.6992485 10.7774332, 106.6988723 10.777776)",3,,
35113743,Đường Pasteur,secondary,True,False,138.122,"LINESTRING (106.7004291 10.7756638, 106.7004089 10.7757117, 106.7003981 10.7757371, 106.7002132 10.776175, 106.6999227 10.7768018)",3,,
724391099,Lê Thánh Tôn,tertiary,True,False,143.363,"LINESTRING (106.7004291 10.7756638, 106.7003388 10.7755606, 106.7000609 10.775259, 106.699613 10.774773, 106.6995506 10.774706)",3,,
732571882,Nguyễn Du,tertiary,True,False,145.721,"LINESTRING (106.6988723 10.777776, 106.6986039 10.7774818, 106.6984647 10.7773306, 106.6980468 10.7768678, 106.6979831 10.7767991)",2,,
747231131,Đường Pasteur,secondary,True,False,143.047,"LINESTRING (106.6988723 10.777776, 106.6984587 10.7781521, 106.6983598 10.7782379, 106.6980194 10.7785463, 106.6979087 10.7786471)",3,,
35114072,Lê Lợi,tertiary,True,False,14.055,"LINESTRING (106.7000909 10.7731147, 106.7001788 10.773207)",2,,
758856170,Nguyễn Trung Trực,residential,True,False,31.156,"LINESTRING (106.7000909 10.7731147, 106.7002992 10.7729233)",,,
1268380526,Nguyễn Trung Trực,residential,False,False,12.57,"LINESTRING (106.7000909 10.7731147, 106.7000059 10.7731909)",,,
35114072,Lê Lợi,tertiary,True,False,177.57399999999998,"LINESTRING (106.6989634 10.7719661, 106.699162 10.7721344, 106.6996276 10.7726254, 106.700031 10.7730502, 106.7000909 10.7731147)",2,,
215508254,Lê Lợi,tertiary,True,False,178.726,"LINESTRING (106.6989634 10.7719661, 106.6990433 10.7721455, 106.699081 10.7722105, 106.6998619 10.7730376, 106.6999462 10.7731269, 106.7000059 10.7731909)",2,,
1232849516,Đường Pasteur,secondary,True,False,13.995,"LINESTRING (106.7010766 10.7741609, 106.7010257 10.7742764)",3,,
1228345133,Lê Lợi,tertiary,True,False,166.995,"LINESTRING (106.7010766 10.7741609, 106.701232 10.7743278, 106.7020145 10.7751582, 106.702115 10.7752631)",2,,
666609822,Ðồng Khởi,tertiary,True,False,58.511,"LINESTRING (106.7039506 10.7752637, 106.7043426 10.7749051)",2,,
326848030,Đông Du,residential,False,False,188.852,"LINESTRING (106.7039506 10.7752637, 106.7047032 10.7761032, 106.7050971 10.7765349)",,,
1207320850,Mạc Thị Bưởi,residential,False,True,79.505,"LINESTRING (106.7043426 10.7749051, 106.7048401 10.775427)",2,,
621155755,Mạc Thị Bưởi,residential,False,False,99.628,"LINESTRING (106.7043426 10.7749051, 106.7041388 10.7746911, 106.7037193 10.774251)",,,
666609822,Ðồng Khởi,tertiary,True,False,105.75200000000001,"LINESTRING (106.7043426 10.7749051, 106.704677 10.7745989, 106.7050468 10.7742525)",2,,
1058069710,Đường Thái Văn Lung,residential,False,True,102.818,"LINESTRING (106.7032908 10.7803853, 106.7037396 10.7800206, 106.7040024 10.7797806)",,,
35113661,Nguyễn Siêu,residential,True,False,83.189,"LINESTRING (106.7047964 10.7781081, 106.7053153 10.7786557)",,,
341508364,Ngô Ðức Kế,residential,False,True,98.765,"LINESTRING (106.7056516 10.7736801, 106.7056098 10.7736214, 106.7053711 10.7733581, 106.7051152 10.7730822, 106.7050529 10.7730152)",,,
