osmid,highway,oneway,reversed,length,bridge,geometry,name,ref
"[838886385, 838886386, 838886387]",residential,False,False,57.431,yes,"LINESTRING (105.7270192 19.8155761, 105.7271177 19.8158625, 105.7271442 19.8159395, 105.7271882 19.8160675)",,
847595407,residential,False,False,105.46700000000001,,"LINESTRING (105.7270192 19.8155761, 105.726933 19.8153651, 105.7269176 19.8153353, 105.7268564 19.8152399, 105.7268398 19.8151967, 105.7268081 19.8150576, 105.7267483 19.814672)",,
1112265842,tertiary,False,False,180.97299999999998,,"LINESTRING (105.7270192 19.8155761, 105.7272203 19.8155135, 105.7286129 19.8149448)",Đường Nguyễn Nhữ Soạn,
1112265842,tertiary,False,True,59.368,,"LINESTRING (105.7270192 19.8155761, 105.7268365 19.8155862, 105.7266821 19.8155764, 105.7264551 19.8155431)",Đường Nguyễn Nhữ Soạn,
705040109,residential,False,False,75.235,,"LINESTRING (105.7286129 19.8149448, 105.7286105 19.8142682)",,
1112265842,tertiary,False,False,155.545,,"LINESTRING (105.7286129 19.8149448, 105.7288758 19.814917, 105.7291581 19.8149438, 105.7300747 19.8151338)",Đường Nguyễn Nhữ Soạn,
1112265842,tertiary,False,True,180.97299999999998,,"LINESTRING (105.7286129 19.8149448, 105.7272203 19.8155135, 105.7270192 19.8155761)",Đường Nguyễn Nhữ Soạn,
847293871,residential,False,False,55.358,,"LINESTRING (105.7289941 19.8207615, 105.7288303 19.8202881)",,
1112265836,trunk,False,False,153.032,,"LINESTRING (105.7289941 19.8207615, 105.7303836 19.820331)",Đường Lê Thế Long,QL.45
1112265836,trunk,False,True,83.777,,"LINESTRING (105.7289941 19.8207615, 105.7282254 19.8209729)",Đường Lê Thế Long,QL.45
847293870,unclassified,False,True,118.271,,"LINESTRING (105.7289941 19.8207615, 105.7292256 19.8213366, 105.7293228 19.8215219, 105.7294057 19.8216209, 105.7295046 19.8216902)",Đường Thống Nhất,
705040107,residential,False,False,37.294,,"LINESTRING (105.7304159 19.8177921, 105.7300594 19.8177909)",,
705040108,residential,False,False,268.84,,"LINESTRING (105.7304159 19.8177921, 105.7311888 19.8200979)",,
705040107,residential,False,True,84.086,,"LINESTRING (105.7292556 19.8177881, 105.7300594 19.8177909)",,
705040108,residential,False,True,268.84,,"LINESTRING (105.7311888 19.8200979, 105.7304159 19.8177921)",,
1112265836,trunk,False,True,88.128,,"LINESTRING (105.7311888 19.8200979, 105.7303836 19.820331)",Đường Lê Thế Long,QL.45
705040109,residential,False,True,75.235,,"LINESTRING (105.7286105 19.8142682, 105.7286129 19.8149448)",,
705040110,residential,False,False,205.421,,"LINESTRING (105.7286105 19.8142682, 105.7290325 19.8142907, 105.7305512 19.8145363)",,
705040111,residential,False,False,75.985,,"LINESTRING (105.7304666 19.815215, 105.7305512 19.8145363)",,
1112265842,tertiary,False,False,108.318,,"LINESTRING (105.7304666 19.815215, 105.7314778 19.8154245)",Đường Nguyễn Nhữ Soạn,
1112265842,tertiary,False,True,41.98,,"LINESTRING (105.7304666 19.815215, 105.7300747 19.8151338)",Đường Nguyễn Nhữ Soạn,
705040111,residential,False,True,75.985,,"LINESTRING (105.7305512 19.8145363, 105.7304666 19.815215)",,
705040110,residential,False,True,205.421,,"LINESTRING (105.7305512 19.8145363, 105.7290325 19.8142907, 105.7286105 19.8142682)",,
705040111,residential,False,False,141.414,,"LINESTRING (105.7305512 19.8145363, 105.730592 19.8141756, 105.7315579 19.8141993)",,
934122624,tertiary,False,False,92.668,,"LINESTRING (105.7315579 19.8141993, 105.7311237 19.8134729)",Đường Nguyễn Mộng Tuân,
