osmid,highway,junction,oneway,reversed,length,geometry,lanes,name
100294899,secondary,roundabout,True,False,51.29,"LINESTRING (-67.5993446 5.650822, -67.5993185 5.6509344, -67.5993331 5.6510488, -67.5993865 5.6511511, -67.5994722 5.6512287)",,
100294899,secondary,roundabout,True,False,71.06800000000001,"LINESTRING (-67.5994722 5.6512287, -67.5995708 5.6512701, -67.5996776 5.6512778, -67.5997812 5.6512512, -67.5998708 5.6511929, -67.599937 5.6511091, -67.5999726 5.6510087)",,
"[407772028, 407772030]",secondary,,True,False,515.8779999999999,"LINESTRING (-67.5994722 5.6512287, -67.5996461 5.6513664, -67.5999891 5.6516625, -67.6003468 5.6519593, -67.60166 5.6529639, -67.6033935 5.6536448)",2,Avenida Perimetral
100294881,residential,,False,False,38.861,"LINESTRING (-67.5984589 5.6539591, -67.598789 5.6538398)",,
100294948,residential,,False,False,31.121,"LINESTRING (-67.5984589 5.6539591, -67.5985551 5.6542221)",,
100294948,residential,,False,True,140.119,"LINESTRING (-67.5984589 5.6539591, -67.5983913 5.653754, -67.5983759 5.6534812, -67.5983642 5.6532731, -67.5983624 5.6527105)",,
100294881,residential,,False,False,37.956,"LINESTRING (-67.5991316 5.6537218, -67.5994523 5.6536007)",,
100294881,residential,,False,True,40.117,"LINESTRING (-67.5991316 5.6537218, -67.598789 5.6538398)",,
100294891,residential,,False,True,211.802,"LINESTRING (-67.5991316 5.6537218, -67.5984328 5.6519485)",,
"[100294891, 557724940]",residential,,False,"[False, True]",172.254,"LINESTRING (-67.5991316 5.6537218, -67.599561 5.6548058, -67.5992009 5.6549436)",,
100294895,residential,,False,True,45.979,"LINESTRING (-67.6032323 5.6550889, -67.6031618 5.6554964)",,
100294895,residential,,False,False,161.564,"LINESTRING (-67.6032323 5.6550889, -67.6032682 5.6547692, -67.6033935 5.6536448)",,
100294840,residential,,False,True,38.113,"LINESTRING (-67.6033529 5.6572022, -67.6030224 5.6572987)",,
100294840,residential,,False,False,217.42399999999998,"LINESTRING (-67.6033529 5.6572022, -67.6038224 5.6570722, -67.6037994 5.655602)",,
100294895,residential,,False,False,141.992,"LINESTRING (-67.6033529 5.6572022, -67.6030753 5.6562983, -67.6030969 5.6559672)",,
100294952,residential,,False,False,149.275,"LINESTRING (-67.6018708 5.6551069, -67.6031618 5.6554964)",,
100295011,residential,,False,True,130.927,"LINESTRING (-67.5992009 5.6549436, -67.598789 5.6538398)",,
"[100294891, 557724940]",residential,,False,"[False, True]",172.254,"LINESTRING (-67.5992009 5.6549436, -67.599561 5.6548058, -67.5991316 5.6537218)",,
557724940,residential,,False,True,66.289,"LINESTRING (-67.5992009 5.6549436, -67.5988711 5.6550655, -67.5987799 5.6548368)",,
100294877,residential,,False,False,224.163,"LINESTRING (-67.5984186 5.657178, -67.5986441 5.6567962, -67.598582 5.6563467, -67.5986948 5.6558785, -67.5987428 5.6552424)",,
100294936,secondary,,True,False,38.755,"LINESTRING (-67.5991875 5.6510257, -67.5994722 5.6512287)",,Avenida Perimetral
100294973,residential,,False,False,85.28,"LINESTRING (-67.5991875 5.6510257, -67.5987936 5.6514282, -67.5986081 5.6515176)",,
100294877,residential,,False,True,45.287,"LINESTRING (-67.5987799 5.6548368, -67.5987428 5.6552424)",,
100294948,residential,,False,True,72.737,"LINESTRING (-67.5987799 5.6548368, -67.5985551 5.6542221)",,
557724940,residential,,False,False,66.289,"LINESTRING (-67.5987799 5.6548368, -67.5988711 5.6550655, -67.5992009 5.6549436)",,
100294948,residential,,False,False,23.579,"LINESTRING (-67.5984548 5.651566, -67.5984426 5.6517777)",,
100294973,residential,,False,True,17.797,"LINESTRING (-67.5984548 5.651566, -67.5986081 5.6515176)",,
100294895,residential,,False,False,42.868,"LINESTRING (-67.6030969 5.6559672, -67.6031499 5.6555853)",,
100294882,residential,,False,True,129.96,"LINESTRING (-67.6030969 5.6559672, -67.6024242 5.6561417, -67.6020162 5.656392)",,
100294895,residential,,False,True,141.992,"LINESTRING (-67.6030969 5.6559672, -67.6030753 5.6562983, -67.6033529 5.6572022)",,
100294881,residential,,False,False,40.117,"LINESTRING (-67.598789 5.6538398, -67.5991316 5.6537218)",,
100294881,residential,,False,True,38.861,"LINESTRING (-67.598789 5.6538398, -67.5984589 5.6539591)",,
100295011,residential,,False,False,130.927,"LINESTRING (-67.598789 5.6538398, -67.5992009 5.6549436)",,
100295011,residential,,False,True,134.171,"LINESTRING (-67.598789 5.6538398, -67.5985805 5.6532596, -67.5983624 5.6527105)",,
100294895,residential,,False,False,9.973,"LINESTRING (-67.6031499 5.6555853, -67.6031618 5.6554964)",,
