osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,access
490242936,residential,False,False,116.902,,,,,"LINESTRING (-63.2564066 10.6476982, -63.2553608 10.6479194)",
460260643,trunk,True,False,113.256,2,T-9,Avenida Universidad,40,"LINESTRING (-63.2564066 10.6476982, -63.2564682 10.6479958, -63.2565348 10.6483439, -63.2566128 10.6486963)",
478201147,residential,False,True,11.87,,,,,"LINESTRING (-63.2566128 10.6486963, -63.2567195 10.6486763)",
478201148,residential,False,False,118.054,,,,,"LINESTRING (-63.2566128 10.6486963, -63.2555546 10.6489099)",
460260643,trunk,True,False,94.23599999999999,2,T-9,Avenida Universidad,40,"LINESTRING (-63.2566128 10.6486963, -63.25663 10.6487883, -63.2567467 10.6493838, -63.2567641 10.6495303)",
460260643,trunk,True,False,142.754,2,T-9,Avenida Universidad,40,"LINESTRING (-63.2567641 10.6495303, -63.2568121 10.6498363, -63.2568142 10.64985, -63.2568712 10.6503446, -63.2569288 10.6508037)",
477760009,residential,False,False,116.883,,,Calle El Prado,,"LINESTRING (-63.2567641 10.6495303, -63.2559454 10.6496486, -63.2557618 10.6496751, -63.2557059 10.6496832)",
383210309,residential,False,False,71.078,,,Calle La Trinidad,,"LINESTRING (-63.2569288 10.6508037, -63.2562837 10.6508853)",
383210309,residential,False,True,12.659,,,Calle La Trinidad,,"LINESTRING (-63.2569288 10.6508037, -63.2570444 10.6507963)",
460260643,trunk,True,False,263.597,2,T-9,Avenida Universidad,40,"LINESTRING (-63.2569288 10.6508037, -63.2571461 10.6524419, -63.2572194 10.6531568)",
286990201,residential,False,False,87.562,,,,,"LINESTRING (-63.2557059 10.6496832, -63.2555546 10.6489099)",
"[477760009, 286990199]",residential,False,False,170.35000000000002,,,Calle El Prado,,"LINESTRING (-63.2557059 10.6496832, -63.2556017 10.6496984, -63.2553013 10.6498618, -63.2552476 10.6500516, -63.2553105 10.6509435)",
477760009,residential,False,True,116.88300000000001,,,Calle El Prado,,"LINESTRING (-63.2557059 10.6496832, -63.2557618 10.6496751, -63.2559454 10.6496486, -63.2567641 10.6495303)",
286990201,residential,False,False,18.071,,,,,"LINESTRING (-63.2551994 10.647094, -63.2552015 10.6469315)",
286990201,residential,False,True,93.46,,,,,"LINESTRING (-63.2551994 10.647094, -63.2553608 10.6479194)",
850200493,residential,False,False,119.366,,,,,"LINESTRING (-63.2551994 10.647094, -63.2562183 10.6469694, -63.2562832 10.6469605)",
286990201,residential,False,False,93.46,,,,,"LINESTRING (-63.2553608 10.6479194, -63.2551994 10.647094)",
286990201,residential,False,True,112.156,,,,,"LINESTRING (-63.2553608 10.6479194, -63.2555546 10.6489099)",
490242936,residential,False,False,79.077,,,,,"LINESTRING (-63.2553608 10.6479194, -63.2546504 10.6480547)",
490242936,residential,False,True,116.902,,,,,"LINESTRING (-63.2553608 10.6479194, -63.2564066 10.6476982)",
485747806,residential,False,False,159.48199999999997,,,Calle 1° de Mayo,,"LINESTRING (-63.2576411 10.6455953, -63.2573917 10.645554, -63.2571627 10.6455138, -63.2570887 10.6455012, -63.2570136 10.6454932, -63.2569291 10.6454932, -63.2568258 10.6455051, -63.2561964 10.6455854)",
