osmid,oneway,name,highway,reversed,length,ref,geometry,tunnel,lanes,maxspeed
106887048,True,Calle 11,residential,False,58.189,,"LINESTRING (-68.8962293 10.1617321, -68.8958893 10.1613298)",,,
127009359,True,Av. 09,residential,False,98.947,,"LINESTRING (-68.8962293 10.1617321, -68.896951 10.1611962)",,,
619483724,True,Av. 09,residential,False,58.406,,"LINESTRING (-68.894803 10.1629217, -68.8952067 10.1625782)",,,
984508826,True,Calle 08,residential,False,80.246,R-9,"LINESTRING (-68.894803 10.1629217, -68.8952632 10.1634835)",,,
111364960,True,Calle 10,residential,False,58.93,,"LINESTRING (-68.8953919 10.1617183, -68.8957126 10.162144)",,,
127078456,True,Av. 08,residential,False,73.02,,"LINESTRING (-68.8953919 10.1617183, -68.8948669 10.1621235)",,,
111364960,True,Calle 10,residential,False,68.95,,"LINESTRING (-68.8962247 10.1627443, -68.8966122 10.1632332)",,,
174467316,True,Av. 10,residential,False,74.798,,"LINESTRING (-68.8962247 10.1627443, -68.8956891 10.1631621)",,,
174467310,True,Calle 14,residential,False,82.441,,"LINESTRING (-68.8986718 10.1608006, -68.8991286 10.1613901)",,,
174467316,True,Av. 10,residential,False,91.205,,"LINESTRING (-68.8986718 10.1608006, -68.8980277 10.161321)",,,
111364960,True,Calle 10,residential,False,87.162,,"LINESTRING (-68.8957126 10.162144, -68.8962247 10.1627443)",,,
127009359,True,Av. 09,residential,False,72.774,,"LINESTRING (-68.8957126 10.162144, -68.8962293 10.1617321)",,,
127009359,True,Av. 09,residential,False,73.464,,"LINESTRING (-68.8952067 10.1625782, -68.8957126 10.162144)",,,
176264526,True,Calle 09,residential,False,62.766,R-9,"LINESTRING (-68.8952067 10.1625782, -68.8948669 10.1621235)",,,
111364948,True,Calle 13,residential,False,84.56,,"LINESTRING (-68.8980277 10.161321, -68.8975709 10.1607077)",,,
174467316,True,Av. 10,residential,False,86.363,,"LINESTRING (-68.8980277 10.161321, -68.8974118 10.1618065)",,,
106887048,True,Calle 11,residential,False,60.991,,"LINESTRING (-68.8958893 10.1613298, -68.8955496 10.160895)",,,
127078456,True,Av. 08,residential,False,69.498,,"LINESTRING (-68.8958893 10.1613298, -68.8953919 10.1617183)",,,
106887048,True,Calle 11,residential,False,86.442,,"LINESTRING (-68.8966984 10.1623575, -68.8962293 10.1617321)",,,
174467316,True,Av. 10,residential,False,67.364,,"LINESTRING (-68.8966984 10.1623575, -68.8962247 10.1627443)",,,
106887048,True,Calle 11,residential,False,68.476,,"LINESTRING (-68.8974894 10.1633529, -68.897104 10.1628678)",,,
175056470,True,Av. 12,residential,False,92.983,,"LINESTRING (-68.8974894 10.1633529, -68.8981683 10.1628502)",,,
127078477,False,,residential,True,67.077,,"LINESTRING (-68.8952632 10.1634835, -68.8947888 10.1638654)",,,
984508826,True,Calle 08,residential,False,66.379,R-9,"LINESTRING (-68.8952632 10.1634835, -68.8956203 10.163966)",,,
111364960,True,Calle 10,residential,False,84.312,,"LINESTRING (-68.8970073 10.1637099, -68.8975139 10.1642811)",,,
175056470,True,Av. 12,residential,False,66.031,,"LINESTRING (-68.8970073 10.1637099, -68.8974894 10.1633529)",,,
