osmid,oneway,ref,highway,reversed,length,geometry,lanes,name,maxspeed,junction
221143121,True,R-72,residential,False,46.022999999999996,"LINESTRING (-64.5974014 10.2317804, -64.5973652 10.2318775, -64.5973202 10.231971, -64.5972668 10.2320602, -64.5972054 10.2321442)",,,,
233490367,True,T-9;R-72,trunk,False,35.765,"LINESTRING (-64.5974014 10.2317804, -64.5974167 10.2318428, -64.5974495 10.2318983, -64.5974969 10.2319423, -64.5975551 10.2319712, -64.5976196 10.2319851)",2,Redoma de Guanta,40,roundabout
233490370,True,T-9,trunk,False,59.156000000000006,"LINESTRING (-64.5975838 10.2311148, -64.5975628 10.2312462, -64.5975326 10.2313758, -64.5974932 10.2315031, -64.597445 10.2316273)",2,Carretera Nacional Puerto La Cruz - Cumaná,40,
965257774,False,T-9,trunk,True,153.17,"LINESTRING (-64.5975838 10.2311148, -64.5975744 10.2307567, -64.5974571 10.2304583, -64.59737 10.2303179, -64.5972941 10.230211, -64.5971213 10.2300353, -64.5969838 10.2299501)",2,Carretera Nacional Puerto La Cruz - Cumaná,70,
233490364,False,R-72,residential,False,189.51799999999997,"LINESTRING (-64.5972054 10.2321442, -64.5970645 10.2322856, -64.5969323 10.2324407, -64.5968133 10.2326076, -64.5964802 10.2331367, -64.5962794 10.2335715)",,Calle Real,,
233490366,True,R-72,residential,False,49.153000000000006,"LINESTRING (-64.5972054 10.2321442, -64.5973008 10.2320853, -64.5974023 10.2320384, -64.5975092 10.2320047, -64.5976196 10.2319851)",,,,
221143120,False,,residential,True,84.624,"LINESTRING (-64.5956748 10.2348244, -64.5963721 10.2351535)",1,Calle Arizaleta,30,
233490364,False,R-72,residential,False,73.241,"LINESTRING (-64.5956748 10.2348244, -64.5953431 10.2353965)",,Calle Real,,
233490364,False,R-72,residential,True,54.532,"LINESTRING (-64.5956748 10.2348244, -64.5958016 10.2346059, -64.595902 10.2343885)",,Calle Real,,
233490364,False,R-72,residential,True,73.241,"LINESTRING (-64.5953431 10.2353965, -64.5956748 10.2348244)",,Calle Real,,
"[221143125, 221143134]",False,,residential,"[False, True]",265.50600000000003,"LINESTRING (-64.5953431 10.2353965, -64.5946829 10.2350453, -64.5946467 10.2350324, -64.5945633 10.2351767, -64.5944856 10.2354193, -64.5943808 10.2356187, -64.5941247 10.2361087, -64.5940044 10.2363207, -64.5939177 10.2364312, -64.593902 10.2364604)",,"['Calle A', 'Calle F']",,
233490364,False,R-72,residential,False,179.35899999999998,"LINESTRING (-64.5953431 10.2353965, -64.5947966 10.236339, -64.5945431 10.2368042)",,Calle Real,,
221143126,False,,residential,True,45.976,"LINESTRING (-64.5935523 10.2362312, -64.593902 10.2364604)",,,,
583354510,False,,residential,False,15.902,"LINESTRING (-64.5935523 10.2362312, -64.5934853 10.2363581)",,,,
221143126,False,,residential,False,94.077,"LINESTRING (-64.5935523 10.2362312, -64.5932881 10.2361032, -64.5931582 10.236078, -64.5930198 10.2360508, -64.5927282 10.2360589)",,,,
221143126,False,,residential,False,45.976,"LINESTRING (-64.593902 10.2364604, -64.5935523 10.2362312)",,,,
221143126,False,,residential,True,79.892,"LINESTRING (-64.593902 10.2364604, -64.5945431 10.2368042)",,,,
221143134,False,,residential,True,164.827,"LINESTRING (-64.593902 10.2364604, -64.5931998 10.2377718)",,Calle A,,
"[221143125, 221143134]",False,,residential,"[False, True]",265.506,"LINESTRING (-64.593902 10.2364604, -64.5939177 10.2364312, -64.5940044 10.2363207, -64.5941247 10.2361087, -64.5943808 10.2356187, -64.5944856 10.2354193, -64.5945633 10.2351767, -64.5946467 10.2350324, -64.5946829 10.2350453, -64.5953431 10.2353965)",,"['Calle A', 'Calle F']",,
221143126,False,,residential,False,79.892,"LINESTRING (-64.5945431 10.2368042, -64.593902 10.2364604)",,,,
233490364,False,R-72,residential,False,153.525,"LINESTRING (-64.5945431 10.2368042, -64.5938801 10.238021)",,Calle Real,,
233490364,False,R-72,residential,True,179.35899999999998,"LINESTRING (-64.5945431 10.2368042, -64.5947966 10.236339, -64.5953431 10.2353965)",,Calle Real,,
221143129,False,,residential,True,119.381,"LINESTRING (-64.5920273 10.2371276, -64.5915239 10.2380801)",,Calle C,,
