osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name
67796256,False,2,L-3,tertiary,60,False,19.063,"LINESTRING (-71.7619 8.32238, -71.762 8.32224)",
67796281,False,,,residential,,True,34.132,"LINESTRING (-71.7619 8.32238, -71.76172 8.32213)",
67796256,False,2,L-3,tertiary,60,True,123.72200000000001,"LINESTRING (-71.7619 8.32238, -71.76178 8.32256, -71.76158 8.32285, -71.76144 8.32302, -71.76127 8.3233)",
67796276,False,,,residential,,True,126.849,"LINESTRING (-71.76127 8.3233, -71.7619298 8.3242355)",
67796256,False,2,L-3,tertiary,60,False,123.72200000000001,"LINESTRING (-71.76127 8.3233, -71.76144 8.32302, -71.76158 8.32285, -71.76178 8.32256, -71.7619 8.32238)",
67796256,False,2,L-3,tertiary,60,True,156.65300000000002,"LINESTRING (-71.76127 8.3233, -71.7611061 8.3234797, -71.76065 8.32398, -71.76033 8.32427, -71.76028 8.32431)",
67796276,False,,,residential,,False,177.71800000000002,"LINESTRING (-71.76127 8.3233, -71.7606 8.32263, -71.7599986 8.3223546)",
67796256,False,2,L-3,tertiary,60,False,156.653,"LINESTRING (-71.76028 8.32431, -71.76033 8.32427, -71.76065 8.32398, -71.7611061 8.3234797, -71.76127 8.3233)",
67796256,False,2,L-3,tertiary,60,True,74.023,"LINESTRING (-71.76028 8.32431, -71.76013 8.32443, -71.75975 8.32472)",
67796282,False,,,residential,,True,182.529,"LINESTRING (-71.76028 8.32431, -71.75991 8.32387, -71.75942 8.32312, -71.7593 8.32299)",
67796256,False,2,L-3,tertiary,60,False,86.404,"LINESTRING (-71.7571652 8.3274212, -71.7572707 8.32728, -71.75765 8.32681)",
67796256,False,2,L-3,tertiary,60,True,173.553,"LINESTRING (-71.7571652 8.3274212, -71.75695 8.3277, -71.7566695 8.3280426, -71.7564 8.32837, -71.75618 8.32864)",
67796320,False,,,residential,,True,205.85500000000002,"LINESTRING (-71.7571652 8.3274212, -71.7567542 8.3269021, -71.7560877 8.3259093)",
67796262,True,2,L-3,tertiary,60,False,107.962,"LINESTRING (-71.75618 8.32864, -71.7555 8.32794)",
