osmid,oneway,highway,reversed,length,name,geometry,ref,lanes
125202011,True,tertiary,False,12.002,Calle Montes,"LINESTRING (-64.6292679 10.2054067, -64.6292713 10.2053921, -64.6292937 10.2053018)",R-74,
125202011,True,tertiary,False,100.749,Calle Montes,"LINESTRING (-64.6292937 10.2053018, -64.6293802 10.2049522, -64.6294975 10.2044183)",R-74,
125202012,True,tertiary,False,27.666,Calle Montes,"LINESTRING (-64.6292594 10.2051658, -64.6292055 10.2053832, -64.6292008 10.2054078)",R-74,
125202026,True,tertiary,False,31.358,,"LINESTRING (-64.6292594 10.2051658, -64.6291626 10.2053426, -64.6291156 10.2054093)",,
125202012,True,tertiary,False,13.145,Calle Montes,"LINESTRING (-64.6290687 10.2060191, -64.6290565 10.2061367)",R-74,
125202019,True,tertiary,False,10.335,Avenida Jose Anzoategui,"LINESTRING (-64.6290687 10.2060191, -64.6289745 10.2060257)",,
126556631,False,living_street,True,97.552,,"LINESTRING (-64.6302837 10.2005841, -64.631172 10.2005111)",,
965438399,False,tertiary,False,44.335,Calle Montes,"LINESTRING (-64.6302837 10.2005841, -64.6303774 10.2001962)",R-74,
"[125202012, 125202013]",True,tertiary,False,119.82000000000001,Calle Montes,"LINESTRING (-64.6302837 10.2005841, -64.6302357 10.2006489, -64.630028 10.2016251)",R-74,
582060511,False,tertiary,True,68.73,,"LINESTRING (-64.6304302 10.1999149, -64.6305303 10.1993047)",R-74,
965438399,False,tertiary,True,19.188,Calle Montes,"LINESTRING (-64.6304302 10.1999149, -64.6303933 10.2000836)",R-74,
125202015,False,tertiary,False,57.744,Calle Montes,"LINESTRING (-64.6304302 10.1999149, -64.6304689 10.1998686, -64.6305242 10.1998033, -64.6305988 10.1997407, -64.6307149 10.1997054, -64.6308757 10.1997051)",R-74,
125202017,True,tertiary,False,81.228,Avenida El Estadio,"LINESTRING (-64.6298182 10.2061307, -64.6293738 10.2055456)",,
125202018,True,tertiary,False,68.962,Avenida Principal de Guanire,"LINESTRING (-64.6298182 10.2061307, -64.6297163 10.2060614, -64.6295718 10.2060012, -64.6294773 10.2059866, -64.6293717 10.2059848, -64.629225 10.2060049)",,
125202018,True,tertiary,False,9.865,Avenida Principal de Guanire,"LINESTRING (-64.629225 10.2060049, -64.6291352 10.2060126)",,
125202028,True,tertiary_link,False,54.253,,"LINESTRING (-64.629225 10.2060049, -64.6292835 10.2059229, -64.6293193 10.2057903, -64.629355 10.2056244, -64.6293738 10.2055456)",,
125202027,True,tertiary_link,False,15.26,,"LINESTRING (-64.6289745 10.2060257, -64.6290565 10.2061367)",,
125202019,True,tertiary,False,66.364,Avenida Jose Anzoategui,"LINESTRING (-64.6289745 10.2060257, -64.6286953 10.206045, -64.6283711 10.2060833)",,
125202019,True,tertiary,False,185.058,Avenida Jose Anzoategui,"LINESTRING (-64.6283711 10.2060833, -64.6283007 10.2060924, -64.6278504 10.2061051, -64.6274798 10.2061088, -64.6266809 10.2061043)",,
125202022,True,tertiary,False,56.613,Avenida Jose Anzoategui,"LINESTRING (-64.6285487 10.2062339, -64.6290565 10.2061367)",,
125202031,True,tertiary_link,False,88.201,,"LINESTRING (-64.6285487 10.2062339, -64.6286788 10.2062492, -64.628766 10.2062778, -64.6288212 10.206315, -64.6288793 10.2063694, -64.6289113 10.2064294, -64.6289258 10.2064952, -64.6289316 10.2066124, -64.6289399 10.2067888)",,
125202026,True,tertiary,False,68.771,,"LINESTRING (-64.6290124 10.205518, -64.6285763 10.2059633)",,
125202027,True,tertiary_link,False,58.291,,"LINESTRING (-64.6290124 10.205518, -64.6289343 10.2058878, -64.6289343 10.2059392, -64.6289745 10.2060257)",,
125202029,True,tertiary,False,131.26600000000002,Avenida El Estadio,"LINESTRING (-64.629427 10.2060896, -64.6295312 10.2060998, -64.6296291 10.206147, -64.6297166 10.2061962, -64.6298208 10.2063028, -64.6299413 10.2064328, -64.6301236 10.2066814, -64.6302675 10.2068758)",R-74,
125202029,True,tertiary,False,7.795,Avenida El Estadio,"LINESTRING (-64.6302675 10.2068758, -64.6303118 10.2069307)",R-74,
126549823,False,residential,False,99.322,Calle La Fe,"LINESTRING (-64.6351054 10.2052607, -64.635296 10.2043874)",,
126549824,False,residential,False,71.043,Calle Zamora,"LINESTRING (-64.6351054 10.2052607, -64.634478 10.2050966)",,
126549823,False,residential,True,99.322,Calle La Fe,"LINESTRING (-64.635296 10.2043874, -64.6351054 10.2052607)",,
126549825,False,residential,False,73.652,Calle Andres Bello,"LINESTRING (-64.635296 10.2043874, -64.6346383 10.2042469)",,
126549824,False,residential,True,71.043,Calle Zamora,"LINESTRING (-64.634478 10.2050966, -64.6351054 10.2052607)",,
1049443257,True,residential,False,96.09800000000001,Avenida Municipal,"LINESTRING (-64.634478 10.2050966, -64.6345706 10.2046075, -64.6346383 10.2042469)",T-9,
126549825,False,residential,True,73.652,Calle Andres Bello,"LINESTRING (-64.6346383 10.2042469, -64.635296 10.2043874)",,
1049443257,True,residential,False,199.88,Avenida Municipal,"LINESTRING (-64.6346383 10.2042469, -64.6349404 10.2024741)",T-9,
126556598,False,residential,False,10.082,,"LINESTRING (-64.6349404 10.2024741, -64.6348492 10.2024613)",,
126556598,False,residential,True,10.712,,"LINESTRING (-64.6346294 10.2024305, -64.6347263 10.2024441)",,
171952911,False,residential,False,183.946,Calle Bolívar,"LINESTRING (-64.6346294 10.2024305, -64.6344235 10.2023953, -64.6341143 10.2023423, -64.6329734 10.2021471)",,
171952911,False,residential,False,26.328,Calle Bolívar,"LINESTRING (-64.6329734 10.2021471, -64.6327366 10.2021053)",,
"[126556622, 126556623]",False,living_street,"[False, True]",154.014,,"LINESTRING (-64.6329734 10.2021471, -64.6329374 10.2024856, -64.6329273 10.2025024, -64.6329107 10.20251, -64.6318902 10.2024347)",,
171952911,False,residential,True,183.946,Calle Bolívar,"LINESTRING (-64.6329734 10.2021471, -64.6341143 10.2023423, -64.6344235 10.2023953, -64.6346294 10.2024305)",,
403541530,False,residential,False,274.912,,"LINESTRING (-64.6329734 10.2021471, -64.6329964 10.201937, -64.6330024 10.2018639, -64.6330367 10.2014438, -64.6330449 10.2014216, -64.6330636 10.2014088, -64.6348078 10.2015194)",,
171952911,False,residential,False,84.602,Calle Bolívar,"LINESTRING (-64.6327366 10.2021053, -64.6319756 10.2019714)",,
171952911,False,residential,True,26.328,Calle Bolívar,"LINESTRING (-64.6327366 10.2021053, -64.6329734 10.2021471)",,
126556627,False,living_street,False,77.99600000000001,,"LINESTRING (-64.6327366 10.2021053, -64.6327922 10.2017133, -64.6328351 10.2014106)",,
171952911,False,residential,False,95.312,Calle Bolívar,"LINESTRING (-64.63095 10.2017903, -64.6300928 10.2016387)",,
171952911,False,residential,True,114.031,Calle Bolívar,"LINESTRING (-64.63095 10.2017903, -64.6319756 10.2019714)",,
126556629,False,living_street,False,144.327,,"LINESTRING (-64.63095 10.2017903, -64.6310143 10.201483, -64.631172 10.2005111)",,
171952911,False,residential,True,95.312,Calle Bolívar,"LINESTRING (-64.6300928 10.2016387, -64.63095 10.2017903)",,
403541512,False,residential,False,7.251,,"LINESTRING (-64.6300928 10.2016387, -64.630028 10.2016251)",,
"[125202011, 125202014]",True,tertiary,False,119.86,Calle Montes,"LINESTRING (-64.6300928 10.2016387, -64.6303015 10.2006578, -64.6302837 10.2005841)",R-74,
1222191046,False,residential,False,52.358,,"LINESTRING (-64.6318902 10.2024347, -64.6319756 10.2019714)",,
126556622,False,living_street,False,212.833,,"LINESTRING (-64.6318902 10.2024347, -64.6315666 10.2024143, -64.6299488 10.2023215)",,
"[126556622, 126556623]",False,living_street,"[False, True]",154.014,,"LINESTRING (-64.6318902 10.2024347, -64.6329107 10.20251, -64.6329273 10.2025024, -64.6329374 10.2024856, -64.6329734 10.2021471)",,
125202011,True,tertiary,False,77.543,Calle Montes,"LINESTRING (-64.6299488 10.2023215, -64.6300065 10.2020446, -64.6300928 10.2016387)",R-74,
126556622,False,living_street,True,212.833,,"LINESTRING (-64.6299488 10.2023215, -64.6315666 10.2024143, -64.6318902 10.2024347)",,
126556627,False,living_street,True,77.99600000000001,,"LINESTRING (-64.6328351 10.2014106, -64.6327922 10.2017133, -64.6327366 10.2021053)",,
126556629,False,living_street,False,88.653,,"LINESTRING (-64.631172 10.2005111, -64.6312819 10.1997212)",,
126556631,False,living_street,False,97.552,,"LINESTRING (-64.631172 10.2005111, -64.6302837 10.2005841)",,
126556631,False,living_street,True,38.04,,"LINESTRING (-64.631172 10.2005111, -64.6315191 10.2004928)",,
126556629,False,living_street,True,144.327,,"LINESTRING (-64.631172 10.2005111, -64.6310143 10.201483, -64.63095 10.2017903)",,
125202015,False,tertiary,False,54.484,Calle Montes,"LINESTRING (-64.6312819 10.1997212, -64.6317797 10.1997284)",R-74,
125202015,False,tertiary,True,44.49,Calle Montes,"LINESTRING (-64.6312819 10.1997212, -64.6308757 10.1997051)",R-74,
126556629,False,living_street,True,88.653,,"LINESTRING (-64.6312819 10.1997212, -64.631172 10.2005111)",,
126556631,False,living_street,False,38.04,,"LINESTRING (-64.6315191 10.2004928, -64.631172 10.2005111)",,
126556634,False,residential,False,311.219,Calle Valdez,"LINESTRING (-64.635284 10.1992184, -64.6329904 10.1991613, -64.6324433 10.1991112)",,
126556634,False,residential,False,113.125,Calle Valdez,"LINESTRING (-64.6324433 10.1991112, -64.6314187 10.1989766)",,
126556656,False,residential,False,48.097,Calle Bermúdez,"LINESTRING (-64.6324433 10.1991112, -64.6325282 10.1986868)",,
126556634,False,residential,True,311.219,Calle Valdez,"LINESTRING (-64.6324433 10.1991112, -64.6329904 10.1991613, -64.635284 10.1992184)",,
126556634,False,residential,False,90.194,Calle Valdez,"LINESTRING (-64.6314187 10.1989766, -64.6306083 10.198829)",,
126556634,False,residential,True,113.125,Calle Valdez,"LINESTRING (-64.6314187 10.1989766, -64.6324433 10.1991112)",,
126556641,False,residential,False,209.41,Calle Larrazabal,"LINESTRING (-64.6344402 10.1986504, -64.6330488 10.1986492, -64.6328792 10.1986663, -64.6325282 10.1986868)",,
126556641,False,residential,False,51.969,Calle Larrazabal,"LINESTRING (-64.6325282 10.1986868, -64.6320542 10.1986585)",,
126556656,False,residential,True,48.097,Calle Bermúdez,"LINESTRING (-64.6325282 10.1986868, -64.6324433 10.1991112)",,
126556641,False,residential,True,209.41,Calle Larrazabal,"LINESTRING (-64.6325282 10.1986868, -64.6328792 10.1986663, -64.6330488 10.1986492, -64.6344402 10.1986504)",,
126556641,False,residential,True,51.969,Calle Larrazabal,"LINESTRING (-64.6320542 10.1986585, -64.6325282 10.1986868)",,
126556634,False,residential,True,90.194,Calle Valdez,"LINESTRING (-64.6306083 10.198829, -64.6314187 10.1989766)",,
126556663,False,tertiary,False,45.505,Calle Venezuela,"LINESTRING (-64.6306083 10.198829, -64.6306621 10.1984232)",R-74,
582060511,False,tertiary,False,53.58,,"LINESTRING (-64.6306083 10.198829, -64.6305303 10.1993047)",R-74,
126556668,False,residential,False,102.39500000000001,Calle Valdez,"LINESTRING (-64.6306083 10.198829, -64.6299721 10.1986605, -64.6297075 10.1985805)",,
126556663,False,tertiary,True,45.505,Calle Venezuela,"LINESTRING (-64.6306621 10.1984232, -64.6306083 10.198829)",R-74,
1222160988,False,residential,True,49.428,,"LINESTRING (-64.6306621 10.1984232, -64.6311005 10.1985301)",,
335994246,False,residential,False,7.845,calle táchira,"LINESTRING (-64.6297075 10.1985805, -64.6296407 10.1986061)",,
126556668,False,residential,True,102.39500000000001,Calle Valdez,"LINESTRING (-64.6297075 10.1985805, -64.6299721 10.1986605, -64.6306083 10.198829)",,
126556598,False,residential,False,10.712,,"LINESTRING (-64.6347263 10.2024441, -64.6346294 10.2024305)",,
126556598,False,residential,True,13.585,,"LINESTRING (-64.6347263 10.2024441, -64.6348492 10.2024613)",,
218817964,False,residential,True,7.114,Calle 1,"LINESTRING (-64.6264375 10.204731, -64.6265025 10.2047302)",,2
220187261,True,residential,False,87.834,Avenida principal de chuparin,"LINESTRING (-64.6264375 10.204731, -64.6264421 10.2055209)",,
125202019,True,tertiary,False,15.814,Avenida Jose Anzoategui,"LINESTRING (-64.6264472 10.206103, -64.6263027 10.2061026)",,
220187261,True,residential,False,14.841,Avenida principal de chuparin,"LINESTRING (-64.6264472 10.206103, -64.6264516 10.2062364)",,
335994248,False,residential,False,18.933,calle 8,"LINESTRING (-64.6263778 10.2006544, -64.6265508 10.2006543)",,
220187261,True,residential,False,153.171,Avenida principal de chuparin,"LINESTRING (-64.6263778 10.2006544, -64.626406 10.2007072, -64.6264234 10.2007534, -64.6264315 10.2008128, -64.6264409 10.2014504, -64.6264495 10.2016556, -64.6264497 10.2020212)",,
403541517,False,residential,True,172.298,Avenida 2,"LINESTRING (-64.6292951 10.2020302, -64.6289685 10.203546)",,
582060512,False,residential,True,51.34,,"LINESTRING (-64.6292951 10.2020302, -64.6293992 10.20158)",,
220187255,False,residential,False,160.374,Calle 6,"LINESTRING (-64.6292951 10.2020302, -64.6288944 10.2020356, -64.6283573 10.2020429, -64.6278298 10.2020501)",,
220187251,False,residential,False,6.83,Calle 4,"LINESTRING (-64.6264388 10.2031491, -64.6265012 10.2031504)",,
220187261,True,residential,False,175.904,Avenida principal de chuparin,"LINESTRING (-64.6264388 10.2031491, -64.6264341 10.2036401, -64.6264328 10.2041304, -64.6264375 10.204731)",,
335994247,False,residential,True,62.892,Calle 10,"LINESTRING (-64.6270225 10.1995098, -64.6270219 10.2000754)",,
403541505,False,residential,True,55.406000000000006,Calle 14,"LINESTRING (-64.6270225 10.1995098, -64.6270126 10.1991939, -64.6270161 10.1990117)",,
"[403541507, 847414790]",False,residential,"[False, True]",198.721,Calle 13,"LINESTRING (-64.6270225 10.1995098, -64.6261911 10.1994927, -64.6261374 10.1994702, -64.6261036 10.1994281, -64.6260821 10.1993642, -64.6260659 10.1993099, -64.6260694 10.1992619, -64.6260868 10.1992263, -64.626174 10.199122, -64.6264073 10.1988462, -64.6264502 10.1987789, -64.6264811 10.1987129)",,
403541507,False,residential,True,198.85500000000002,Calle 13,"LINESTRING (-64.6270225 10.1995098, -64.6280723 10.1995324, -64.628314 10.1995376, -64.6283851 10.1995534, -64.6284347 10.199594, -64.6284729 10.1996253, -64.6285276 10.1996454, -64.6288071 10.1996571)",,
335994242,False,residential,False,79.825,Calle 12,"LINESTRING (-64.6293698 10.2000598, -64.6286404 10.2000628)",R-74,
335994242,False,residential,True,36.683,Calle 12,"LINESTRING (-64.6293698 10.2000598, -64.6297049 10.2000676)",R-74,
335994246,False,residential,True,41.562,calle táchira,"LINESTRING (-64.6293698 10.2000598, -64.6294297 10.1996907)",,
335994242,False,residential,True,79.825,Calle 12,"LINESTRING (-64.6286404 10.2000628, -64.6293698 10.2000598)",R-74,
335994245,False,residential,False,61.901,Calle 9,"LINESTRING (-64.6286404 10.2000628, -64.6286506 10.2006194)",,
335994242,False,residential,False,177.13299999999998,Calle 12,"LINESTRING (-64.6286404 10.2000628, -64.6275661 10.2000673, -64.6270219 10.2000754)",R-74,
335994247,False,residential,False,62.892,Calle 10,"LINESTRING (-64.6270219 10.2000754, -64.6270225 10.1995098)",,
335994247,False,residential,True,64.315,Calle 10,"LINESTRING (-64.6270219 10.2000754, -64.6270214 10.2006538)",,
335994242,False,residential,True,177.13299999999998,Calle 12,"LINESTRING (-64.6270219 10.2000754, -64.6275661 10.2000673, -64.6286404 10.2000628)",R-74,
335994242,False,residential,False,75.358,Calle 12,"LINESTRING (-64.6303933 10.2000836, -64.6297049 10.2000676)",R-74,
965438399,False,tertiary,False,19.188,Calle Montes,"LINESTRING (-64.6303933 10.2000836, -64.6304302 10.1999149)",R-74,
965438399,False,tertiary,True,12.641,Calle Montes,"LINESTRING (-64.6303933 10.2000836, -64.6303774 10.2001962)",R-74,
335994245,False,residential,True,61.901,Calle 9,"LINESTRING (-64.6286506 10.2006194, -64.6286404 10.2000628)",,
403541523,False,residential,False,78.126,,"LINESTRING (-64.6286506 10.2006194, -64.6286493 10.201322)",,
335994248,False,residential,True,178.34199999999998,calle 8,"LINESTRING (-64.6286506 10.2006194, -64.6276005 10.2006418, -64.6271423 10.2006544, -64.6270214 10.2006538)",,
335994247,False,residential,False,64.315,Calle 10,"LINESTRING (-64.6270214 10.2006538, -64.6270219 10.2000754)",,
335994248,False,residential,True,51.501,calle 8,"LINESTRING (-64.6270214 10.2006538, -64.6265508 10.2006543)",,
335994248,False,residential,False,178.342,calle 8,"LINESTRING (-64.6270214 10.2006538, -64.6271423 10.2006544, -64.6276005 10.2006418, -64.6286506 10.2006194)",,
403541504,False,residential,False,112.59,,"LINESTRING (-64.6305303 10.1993047, -64.6295018 10.1992803)",,
582060511,False,tertiary,False,68.73,,"LINESTRING (-64.6305303 10.1993047, -64.6304302 10.1999149)",R-74,
582060511,False,tertiary,True,53.58,,"LINESTRING (-64.6305303 10.1993047, -64.6306083 10.198829)",R-74,
335994246,False,residential,False,46.312,calle táchira,"LINESTRING (-64.6295018 10.1992803, -64.6294297 10.1996907)",,
403541504,False,residential,True,112.59,,"LINESTRING (-64.6295018 10.1992803, -64.6305303 10.1993047)",,
335994246,False,residential,True,76.534,calle táchira,"LINESTRING (-64.6295018 10.1992803, -64.6296053 10.1987337, -64.6296407 10.1986061)",,
335994246,False,residential,True,7.845,calle táchira,"LINESTRING (-64.6296407 10.1986061, -64.6297075 10.1985805)",,
335994246,False,residential,False,76.534,calle táchira,"LINESTRING (-64.6296407 10.1986061, -64.6296053 10.1987337, -64.6295018 10.1992803)",,
403541505,False,residential,False,55.406000000000006,Calle 14,"LINESTRING (-64.6270161 10.1990117, -64.6270126 10.1991939, -64.6270225 10.1995098)",,
403541506,False,residential,False,54.153,,"LINESTRING (-64.6270161 10.1990117, -64.6270212 10.1989198, -64.6270091 10.1988129, -64.6270306 10.1987284, -64.6270708 10.1986783, -64.6271513 10.1986439, -64.6271996 10.1986281)",,
403541506,False,residential,True,54.153,,"LINESTRING (-64.6271996 10.1986281, -64.6271513 10.1986439, -64.6270708 10.1986783, -64.6270306 10.1987284, -64.6270091 10.1988129, -64.6270212 10.1989198, -64.6270161 10.1990117)",,
335994246,False,residential,False,41.562,calle táchira,"LINESTRING (-64.6294297 10.1996907, -64.6293698 10.2000598)",,
335994246,False,residential,True,46.312,calle táchira,"LINESTRING (-64.6294297 10.1996907, -64.6295018 10.1992803)",,
403541507,False,residential,False,68.238,Calle 13,"LINESTRING (-64.6294297 10.1996907, -64.6288071 10.1996571)",,
403541507,False,residential,True,68.238,Calle 13,"LINESTRING (-64.6288071 10.1996571, -64.6294297 10.1996907)",,
403541507,False,residential,False,198.85500000000002,Calle 13,"LINESTRING (-64.6288071 10.1996571, -64.6285276 10.1996454, -64.6284729 10.1996253, -64.6284347 10.199594, -64.6283851 10.1995534, -64.628314 10.1995376, -64.6280723 10.1995324, -64.6270225 10.1995098)",,
403541512,False,residential,True,68.255,,"LINESTRING (-64.6294151 10.2015114, -64.630028 10.2016251)",,
582060512,False,residential,False,7.824,,"LINESTRING (-64.6294151 10.2015114, -64.6293992 10.20158)",,
582060512,False,residential,True,163.646,,"LINESTRING (-64.6294151 10.2015114, -64.6297049 10.2000676)",,
125202026,True,tertiary,False,26.174,,"LINESTRING (-64.6285763 10.2059633, -64.6285634 10.2059751, -64.6284979 10.2060145, -64.6283711 10.2060833)",,
403541517,False,residential,False,90.828,Avenida 2,"LINESTRING (-64.6285763 10.2059633, -64.6285407 10.2058295, -64.6285353 10.2057899, -64.6285373 10.2055985, -64.6286148 10.2051579)",,
403541517,False,residential,False,53.539,Avenida 2,"LINESTRING (-64.6288142 10.204243, -64.6289148 10.2037718)",,
403541517,False,residential,True,104.046,Avenida 2,"LINESTRING (-64.6288142 10.204243, -64.6286148 10.2051579)",,
1222410883,False,residential,False,64.67399999999999,,"LINESTRING (-64.6288142 10.204243, -64.6287864 10.2042301, -64.6285343 10.2041099, -64.6285075 10.2041099, -64.6284887 10.2041363, -64.6284512 10.2043502)",,
403541517,False,residential,False,172.298,Avenida 2,"LINESTRING (-64.6289685 10.203546, -64.6292951 10.2020302)",,
403541517,False,residential,True,25.786,Avenida 2,"LINESTRING (-64.6289685 10.203546, -64.6289148 10.2037718)",,
1222410880,False,residential,False,69.85,,"LINESTRING (-64.6289685 10.203546, -64.6293443 10.2036189, -64.6295945 10.2036686)",,
403541517,False,residential,False,25.786,Avenida 2,"LINESTRING (-64.6289148 10.2037718, -64.6289685 10.203546)",,
403541517,False,residential,True,53.539,Avenida 2,"LINESTRING (-64.6289148 10.2037718, -64.6288142 10.204243)",,
403541518,False,residential,False,112.70400000000001,,"LINESTRING (-64.6289148 10.2037718, -64.6280612 10.2037385, -64.628012 10.2037371, -64.6279711 10.2037265, -64.6278926 10.2036969)",,
403541518,False,residential,False,183.245,,"LINESTRING (-64.6278926 10.2036969, -64.6278298 10.2020501)",,
530370704,False,residential,False,52.982,,"LINESTRING (-64.6278926 10.2036969, -64.6278733 10.204173)",,
403541518,False,residential,True,112.704,,"LINESTRING (-64.6278926 10.2036969, -64.6279711 10.2037265, -64.628012 10.2037371, -64.6280612 10.2037385, -64.6289148 10.2037718)",,
530359790,False,residential,False,38.063,,"LINESTRING (-64.6278926 10.2036969, -64.6278199 10.2036936, -64.6275449 10.2036891)",,
220187255,False,residential,False,28.585,Calle 6,"LINESTRING (-64.6278298 10.2020501, -64.6275686 10.2020487)",,
403541518,False,residential,True,183.245,,"LINESTRING (-64.6278298 10.2020501, -64.6278926 10.2036969)",,
220187255,False,residential,True,160.374,Calle 6,"LINESTRING (-64.6278298 10.2020501, -64.6283573 10.2020429, -64.6288944 10.2020356, -64.6292951 10.2020302)",,
220187255,False,residential,True,28.585,Calle 6,"LINESTRING (-64.6275686 10.2020487, -64.6278298 10.2020501)",,
403541521,False,residential,False,73.464,Calle 7,"LINESTRING (-64.6275686 10.2020487, -64.6275881 10.2013883)",,
220187255,False,residential,False,116.111,Calle 6,"LINESTRING (-64.6275686 10.2020487, -64.6274351 10.2020448, -64.6267112 10.2020235, -64.626508 10.2020225)",,
582060513,False,residential,True,46.631,calle 7,"LINESTRING (-64.6271683 10.2013692, -64.6271738 10.2013787, -64.6271845 10.2013824, -64.6275881 10.2013883)",,
403541523,False,residential,True,78.126,,"LINESTRING (-64.6286493 10.201322, -64.6286506 10.2006194)",,
125202015,False,tertiary,False,44.49,Calle Montes,"LINESTRING (-64.6308757 10.1997051, -64.6312819 10.1997212)",R-74,
125202015,False,tertiary,True,57.744,Calle Montes,"LINESTRING (-64.6308757 10.1997051, -64.6307149 10.1997054, -64.6305988 10.1997407, -64.6305242 10.1998033, -64.6304689 10.1998686, -64.6304302 10.1999149)",R-74,
"[1222145704, 403541525, 1222145703]",False,residential,False,80.287,,"LINESTRING (-64.6308757 10.1997051, -64.6307723 10.1999084, -64.6306963 10.1999944, -64.630649 10.2000456, -64.6305926 10.2001038, -64.6303774 10.2001962)",,
965438399,False,tertiary,False,12.641,Calle Montes,"LINESTRING (-64.6303774 10.2001962, -64.6303933 10.2000836)",R-74,
965438399,False,tertiary,True,44.335,Calle Montes,"LINESTRING (-64.6303774 10.2001962, -64.6302837 10.2005841)",R-74,
"[1222145704, 403541525, 1222145703]",False,residential,True,80.287,,"LINESTRING (-64.6303774 10.2001962, -64.6305926 10.2001038, -64.630649 10.2000456, -64.6306963 10.1999944, -64.6307723 10.1999084, -64.6308757 10.1997051)",,
171952912,True,residential,False,103.173,Avenida Municipal,"LINESTRING (-64.6348078 10.2015194, -64.6347203 10.2019674, -64.6346916 10.2021135, -64.6346294 10.2024305)",T-9,
403541530,False,residential,True,274.91200000000003,,"LINESTRING (-64.6348078 10.2015194, -64.6330636 10.2014088, -64.6330449 10.2014216, -64.6330367 10.2014438, -64.6330024 10.2018639, -64.6329964 10.201937, -64.6329734 10.2021471)",,
335994242,False,residential,False,36.683,Calle 12,"LINESTRING (-64.6297049 10.2000676, -64.6293698 10.2000598)",R-74,
335994242,False,residential,True,75.358,Calle 12,"LINESTRING (-64.6297049 10.2000676, -64.6303933 10.2000836)",R-74,
582060512,False,residential,False,163.646,,"LINESTRING (-64.6297049 10.2000676, -64.6294151 10.2015114)",,
403541512,False,residential,False,68.255,,"LINESTRING (-64.630028 10.2016251, -64.6294151 10.2015114)",,
403541512,False,residential,True,7.251,,"LINESTRING (-64.630028 10.2016251, -64.6300928 10.2016387)",,
125202012,True,tertiary,False,232.129,Calle Montes,"LINESTRING (-64.630028 10.2016251, -64.6299407 10.2020357, -64.629707 10.2031567, -64.6295945 10.2036686)",R-74,
"[530361627, 530084585, 847447386, 847447387]",False,residential,True,136.974,"['Ve 1', 'Calle 2']","LINESTRING (-64.6275411 10.2055712, -64.6275113 10.2056236, -64.6274601 10.2056468, -64.6272787 10.2056284, -64.6272049 10.2055914, -64.6271826 10.2055454, -64.6271723 10.2047411)",,
218817964,False,residential,True,42.562,Calle 1,"LINESTRING (-64.6275209 10.2047442, -64.6279094 10.2047621)",,2
530359794,False,residential,False,60.879,,"LINESTRING (-64.6275209 10.2047442, -64.6275208 10.2041967)",,
218817964,False,residential,False,38.150999999999996,Calle 1,"LINESTRING (-64.6275209 10.2047442, -64.6273466 10.2047427, -64.6271723 10.2047411)",,2
