osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,width
904568206,Boulevard Tepic - Xalisco,secondary,40,False,False,13.807,,,"LINESTRING (-104.8988122 21.4515383, -104.8986833 21.4515703)",,
904568207,Avenida Sangangüey,secondary,40,False,True,24.85,,,"LINESTRING (-104.8988122 21.4515383, -104.8990413 21.4514714)",,
904568208,Boulevard Tepic - Xalisco,trunk,60,False,True,81.717,4,MEX 200,"LINESTRING (-104.8988122 21.4515383, -104.8983881 21.4521582)",,
379239682,Avenida Miguel Hidalgo,trunk,60,True,False,108.761,2,MEX 200,"LINESTRING (-104.8988122 21.4515383, -104.8990647 21.4511978, -104.8991848 21.4510148, -104.8993135 21.450686)",,
245545388,Calle Morelia,tertiary,40,False,False,76.468,,,"LINESTRING (-104.8970141 21.4483835, -104.8968175 21.4490464)",,
245545388,Calle Morelia,tertiary,40,False,True,68.901,,,"LINESTRING (-104.8970141 21.4483835, -104.8971812 21.4477837)",,
277946886,Calle Leandro Ocampo,residential,20,False,False,108.947,,,"LINESTRING (-104.8970141 21.4483835, -104.8980585 21.4485062)",,
277946886,Calle Leandro Ocampo,residential,20,False,True,123.951,,,"LINESTRING (-104.8970141 21.4483835, -104.8958316 21.4482067)",,
245545388,Calle Morelia,tertiary,40,False,True,76.468,,,"LINESTRING (-104.8968175 21.4490464, -104.8970141 21.4483835)",,
277947008,Calle Vicente Guerrero,tertiary,40,False,False,61.922,,,"LINESTRING (-104.8968175 21.4490464, -104.8974013 21.4491683)",,
277947008,Calle Vicente Guerrero,tertiary,40,False,True,124.048,,,"LINESTRING (-104.8968175 21.4490464, -104.8956438 21.4488202)",,
"[931268260, 379239666, 384763356, 379239663]",Calle Morelia,residential,20,False,"[False, True]",200.284,,,"LINESTRING (-104.8968175 21.4490464, -104.896518 21.4500131, -104.8964818 21.4501906, -104.8964677 21.4502593, -104.8969827 21.4505176)",yes,
1057926733,Calle La Paz,residential,,False,True,50.051,,,"LINESTRING (-104.8978409 21.4499967, -104.8982903 21.4498304)",,
379239705,Avenida Veracruz,trunk,60,True,False,135.44,2,MEX 200,"LINESTRING (-104.8978409 21.4499967, -104.8978183 21.4501648, -104.8976758 21.451205)",,
"[1057927871, 909907887]",Revolución ( Rey Nayar),residential,20,True,False,115.506,,,"LINESTRING (-104.8978409 21.4499967, -104.8973922 21.450052, -104.8973249 21.4500665, -104.897287 21.4501002, -104.8969827 21.4505176)",,
