osmid,oneway,name,highway,reversed,length,geometry,bridge,ref,maxspeed
604852907,True,Calle Plaza del Comercio,tertiary,False,6.041,"LINESTRING (-99.3350849 18.3058349, -99.3350299 18.3058199)",,,
867065316,True,Calle Ruffo Figueroa,tertiary,False,92.13000000000001,"LINESTRING (-99.3350849 18.3058349, -99.3352703 18.3051779, -99.3352998 18.3050322)",,,
867066395,False,Avenida Libertad,residential,False,4.577,"LINESTRING (-99.3352998 18.3050322, -99.3352583 18.3050203)",,,
867066395,False,Avenida Libertad,residential,True,86.848,"LINESTRING (-99.3352998 18.3050322, -99.3361009 18.3052099)",,,
941184245,True,Calle Ruffo Figueroa,tertiary,False,5.487,"LINESTRING (-99.3352998 18.3050322, -99.3352921 18.3049834)",,,
604868351,False,Calle 59,residential,True,104.04,"LINESTRING (-99.3359945 18.3013571, -99.3351485 18.3008772)",,,
940395012,False,Calle Ruffo Figueroa,tertiary,False,141.672,"LINESTRING (-99.3359945 18.3013571, -99.3357424 18.3026085)",,,
"[940395012, 940395013, 183280293]",False,Calle Ruffo Figueroa,tertiary,True,142.345,"LINESTRING (-99.3359945 18.3013571, -99.3360102 18.301326, -99.3360873 18.3011484, -99.3362734 18.3007238, -99.3365164 18.3001768)",yes,,
183280293,False,Calle Ruffo Figueroa,tertiary,False,31.934,"LINESTRING (-99.3367142 18.2996621, -99.3366114 18.2999322)",,,
868654470,False,Carretera Atenango del Río,primary,False,37.163,"LINESTRING (-99.3367142 18.2996621, -99.3370335 18.2998028)",,GRO 1,80
868654470,False,Carretera Atenango del Río,primary,True,30.096,"LINESTRING (-99.3367142 18.2996621, -99.3364592 18.2995411)",,GRO 1,80
867066391,False,Avenida Insurgentes,tertiary,True,75.531,"LINESTRING (-99.3357586 18.3063367, -99.3364592 18.3064745)",,,
930580356,False,Calle Heróico Colegio Militar,tertiary,False,34.961,"LINESTRING (-99.3357586 18.3063367, -99.3358139 18.3060267)",,,
930580357,False,Calle Heróico Colegio Militar,residential,True,38.537,"LINESTRING (-99.3357586 18.3063367, -99.335694 18.3066778)",,,
604859175,False,Calle 20 de Noviembre,residential,False,84.312,"LINESTRING (-99.3338256 18.3019443, -99.3330792 18.3016746)",,,
604859175,False,Calle 20 de Noviembre,residential,True,104.527,"LINESTRING (-99.3338256 18.3019443, -99.3347593 18.3022571)",,,
