osmid,highway,oneway,reversed,length,ref,name,bridge,geometry
868650173,secondary_link,False,False,21.793,,,,"LINESTRING (-99.2112555 18.6349427, -99.2113529 18.6351156)"
"[357264912, 787666693, 787666694]",secondary,False,False,105.47999999999999,MOR 8,Tehuixtla-Galeana,yes,"LINESTRING (-99.2112555 18.6349427, -99.2111551 18.6349584, -99.2110259 18.6349659, -99.2108947 18.6349498, -99.2108396 18.6349442, -99.210622 18.634896, -99.2105452 18.6348535, -99.2103527 18.6347328, -99.2103163 18.6347197)"
357264912,secondary,False,True,37.443,MOR 8,Tehuixtla-Galeana,,"LINESTRING (-99.2112555 18.6349427, -99.211423 18.634901, -99.2115939 18.6348412)"
26587494,secondary,False,True,7.027,MOR 8,Tehuixtla,,"LINESTRING (-99.2113216 18.6351714, -99.2113529 18.6351156)"
224642683,residential,False,False,92.223,,Calle Magdaleno Ocampo,,"LINESTRING (-99.2113216 18.6351714, -99.2119562 18.6357426)"
"[787666691, 787666692, 26587494]",secondary,False,False,85.402,MOR 8,Tehuixtla,yes,"LINESTRING (-99.2113216 18.6351714, -99.2112109 18.6353596, -99.2111283 18.6356191, -99.2111068 18.6357335, -99.2110958 18.6358985)"
26587494,secondary,False,False,39.696,MOR 8,Tehuixtla,,"LINESTRING (-99.2115939 18.6348412, -99.2113529 18.6351156)"
357264912,secondary,False,False,37.443,MOR 8,Tehuixtla-Galeana,,"LINESTRING (-99.2115939 18.6348412, -99.211423 18.634901, -99.2112555 18.6349427)"
224642027,residential,False,False,93.047,,Calle Vicente Aranda,,"LINESTRING (-99.2098047 18.6434375, -99.20972 18.6431872, -99.2097127 18.643123, -99.209708 18.6430575, -99.2097026 18.6428738, -99.2096993 18.6428501, -99.2096931 18.6428288, -99.2096033 18.6426325)"
787666693,secondary,False,True,8.182,MOR 8,Tehuixtla-Galeana,,"LINESTRING (-99.2102437 18.6347458, -99.2103163 18.6347197)"
842819050,primary,True,False,63.153,MOR 21,Alpuyeca,,"LINESTRING (-99.2102437 18.6347458, -99.2105334 18.635243)"
787666693,secondary,False,False,8.182,MOR 8,Tehuixtla-Galeana,,"LINESTRING (-99.2103163 18.6347197, -99.2102437 18.6347458)"
"[357264912, 787666693, 787666694]",secondary,False,True,105.47999999999999,MOR 8,Tehuixtla-Galeana,yes,"LINESTRING (-99.2103163 18.6347197, -99.2103527 18.6347328, -99.2105452 18.6348535, -99.210622 18.634896, -99.2108396 18.6349442, -99.2108947 18.6349498, -99.2110259 18.6349659, -99.2111551 18.6349584, -99.2112555 18.6349427)"
787666692,secondary,False,True,10.195,MOR 8,Tehuixtla,,"LINESTRING (-99.2110528 18.6362978, -99.2110997 18.6362176)"
842819050,primary,True,False,270.87,MOR 21,Alpuyeca,,"LINESTRING (-99.2110528 18.6362978, -99.2120616 18.6385384)"
665201656,residential,False,False,81.668,,Calle Celerino Manzanares,,"LINESTRING (-99.2110528 18.6362978, -99.2108979 18.6363805, -99.210859 18.6364254, -99.2106817 18.636757, -99.2106305 18.6368064, -99.2105711 18.6368426)"
787666692,secondary,False,False,10.195,MOR 8,Tehuixtla,,"LINESTRING (-99.2110997 18.6362176, -99.2110528 18.6362978)"
