osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,bridge
882616335,True,MICH 16,Calle Emiliano Zapata,primary,False,146.506,"LINESTRING (-102.4152343 19.5203303, -102.41476 19.5215697)",,
"[730241965, 730241967]",True,,Calle Portal Hidalgo,tertiary,False,144.114,"LINESTRING (-102.4152343 19.5203303, -102.4158744 19.5205262, -102.4165241 19.520777)",,
124858061,True,MICH 16,Calle Emiliano Zapata,primary,False,78.236,"LINESTRING (-102.41476 19.5215697, -102.4145119 19.5222333)",,
311019300,True,,Calle Bonifacio Moreno,residential,False,143.08,"LINESTRING (-102.41476 19.5215697, -102.4134739 19.521138)",,
882616336,True,,Calle Bonifacio Moreno,residential,False,144.696,"LINESTRING (-102.41476 19.5215697, -102.4160571 19.5220155)",,
311019357,False,,Calle Emilio Carranza,unclassified,False,77.954,"LINESTRING (-102.4117734 19.51777, -102.4115105 19.5184258)",,
845642620,False,,Calle Emilio Carranza,residential,True,54.529,"LINESTRING (-102.4117734 19.51777, -102.4119621 19.517313)",,
88746679,False,,Calle Zaragoza,tertiary,False,147.623,"LINESTRING (-102.4169832 19.519532, -102.415657 19.5190847)",,
88746679,False,,Calle Zaragoza,tertiary,True,138.7,"LINESTRING (-102.4169832 19.519532, -102.4182307 19.5199484)",,
730241970,False,,Calle Reforma Sur,residential,False,168.693,"LINESTRING (-102.4169832 19.519532, -102.4175441 19.51811)",,
730241970,False,,Calle Reforma Sur,residential,True,99.572,"LINESTRING (-102.4169832 19.519532, -102.4166786 19.5203802)",,
88746679,False,,Calle Zaragoza,tertiary,True,147.623,"LINESTRING (-102.415657 19.5190847, -102.4169832 19.519532)",,
845631389,True,,Calle Zaragoza,tertiary,False,91.229,"LINESTRING (-102.415657 19.5190847, -102.4148329 19.5188205)",,
1106385077,False,MICH 16,Jacona - Buenavista Tomatlán,primary,True,4.306,"LINESTRING (-102.415657 19.5190847, -102.4156928 19.5190657)",80,
730241969,True,MICH 16,Calle Cuauhtémoc,primary,False,99.46199999999999,"LINESTRING (-102.415657 19.5190847, -102.4153863 19.519842, -102.4153538 19.5199323)",,
845631389,True,,Calle Zaragoza,tertiary,False,141.891,"LINESTRING (-102.4143536 19.5186668, -102.4130818 19.5182293)",,
1106385075,False,,Calle Primero de Mayo,residential,True,144.254,"LINESTRING (-102.4143536 19.5186668, -102.4139138 19.5198961)",,
1106385075,False,,Calle Primero de Mayo,residential,False,65.27600000000001,"LINESTRING (-102.4143536 19.5186668, -102.4144596 19.5183957, -102.4145702 19.5181164)",,
88746679,False,,Calle Zaragoza,tertiary,False,138.7,"LINESTRING (-102.4182307 19.5199484, -102.4169832 19.519532)",,
730241963,False,,Calle Anáhuac Sur,residential,False,147.935,"LINESTRING (-102.4182307 19.5199484, -102.4177942 19.5212136)",,
88746679,False,,Calle Zaragoza,tertiary,True,135.06099999999998,"LINESTRING (-102.4182307 19.5199484, -102.4190794 19.5202058, -102.4194489 19.520343)",,
730241963,False,,Calle Anáhuac Sur,residential,True,188.64,"LINESTRING (-102.4182307 19.5199484, -102.4185152 19.5193062, -102.4186262 19.5190196, -102.4187334 19.5187181, -102.4188758 19.5183653)",,
88746676,False,,Calle Reforma,residential,False,146.154,"LINESTRING (-102.4160571 19.5220155, -102.4165241 19.520777)",,
88746676,False,,Calle Reforma,residential,True,127.754,"LINESTRING (-102.4160571 19.5220155, -102.415535 19.5230537)",,
882616337,False,,Calle Bonifacio Moreno,residential,True,147.411,"LINESTRING (-102.4160571 19.5220155, -102.4173093 19.5226193)",,
730241963,False,,Calle Anáhuac Sur,residential,False,30.671,"LINESTRING (-102.4190086 19.5181195, -102.4188758 19.5183653)",,
1106385077,False,MICH 16,Jacona - Buenavista Tomatlán,primary,False,153.78,"LINESTRING (-102.4190086 19.5181195, -102.4189167 19.5181353, -102.4179237 19.5180949, -102.4175441 19.51811)",80,
"[730241962, 1106385077, 1106385078]",False,MICH 16,Jacona - Buenavista Tomatlán,primary,True,65.06700000000001,"LINESTRING (-102.4190086 19.5181195, -102.419067 19.5180816, -102.4191461 19.5179737, -102.4193693 19.5177779, -102.4194514 19.5177149)",80,yes
460850826,False,,Prolongación Ocampo,tertiary,False,302.151,"LINESTRING (-102.4188211 19.5220911, -102.4190732 19.5223893, -102.4196398 19.5230839, -102.4203128 19.5243357, -102.4203389 19.5243866)",,
730241968,False,,Calle Morelos,residential,True,109.56,"LINESTRING (-102.4188211 19.5220911, -102.4189979 19.5215861, -102.4191354 19.5211515)",,
730241970,False,,Calle Reforma Sur,residential,True,168.693,"LINESTRING (-102.4175441 19.51811, -102.4169832 19.519532)",,
