osmid,oneway,lanes,ref,name,highway,width,reversed,length,bridge,geometry,maxspeed
93141699,True,2,MEX 2,Calle 5 de Mayo,secondary,8,False,99.232,,"LINESTRING (-100.935632 29.3233695, -100.9357446 29.3242565)",
945163196,True,,,Calle Hermenegildo Galeana,residential,,False,99.389,,"LINESTRING (-100.935632 29.3233695, -100.9366509 29.3232707)",
93141699,True,2,MEX 2,Calle 5 de Mayo,secondary,8,False,95.402,,"LINESTRING (-100.9353367 29.3207059, -100.9354414 29.321559)",
641618649,True,,,Calle Ignacio López Rayón,residential,,False,98.213,,"LINESTRING (-100.9353367 29.3207059, -100.9343285 29.320792)",
641618590,True,,,Calle Miguel Hidalgo,primary,,False,100.436,,"LINESTRING (-100.9327884 29.3254497, -100.933817 29.3253419)",
"[645212330, 93141706, 634499636]",False,,,Boulevard Vicente Guerrero,tertiary,,"[False, True]",207.51600000000002,yes,"LINESTRING (-100.9327884 29.3254497, -100.9328313 29.3258512, -100.9328888 29.3263764, -100.932994 29.3273073)",
93141665,True,2,MEX 2,Calle Ignacio Allende,secondary,,False,96.706,,"LINESTRING (-100.9364205 29.3214794, -100.9363378 29.3206127)",40
641618644,True,,,Calle Melchor Ocampo,residential,,False,95.335,,"LINESTRING (-100.9354414 29.321559, -100.9364205 29.3214794)",
93141699,True,2,MEX 2,Calle 5 de Mayo,secondary,8,False,103.846,,"LINESTRING (-100.9354414 29.321559, -100.9354842 29.3220402, -100.9355348 29.3224893)",
641618627,True,,,Calle Francisco I Madero,primary,,False,99.949,,"LINESTRING (-100.9357446 29.3242565, -100.9347177 29.3243363)",
907560170,True,2,MEX 2,Calle 5 de Mayo,primary,8,False,101.426,,"LINESTRING (-100.9357446 29.3242565, -100.9358608 29.325163)",
641618649,True,,,Calle Ignacio López Rayón,residential,,False,97.609,,"LINESTRING (-100.9363378 29.3206127, -100.9353367 29.3207059)",
945163201,False,,,Calle Ignacio López Rayón,residential,,True,99.661,,"LINESTRING (-100.9363378 29.3206127, -100.9373604 29.3205213)",
1052151627,True,,,Puerto de Entrada a México,primary,15,False,4.645,,"LINESTRING (-100.9288896 29.3256545, -100.9289242 29.3256256)",
641618590,True,,,Calle Miguel Hidalgo,primary,,False,101.429,,"LINESTRING (-100.934819 29.325247, -100.9358608 29.325163)",
945163209,False,,,Calle Benito Juárez,residential,,False,49.668,,"LINESTRING (-100.934819 29.325247, -100.9348659 29.3256918)",
945163209,False,,,Calle Benito Juárez,residential,,True,101.74,,"LINESTRING (-100.934819 29.325247, -100.9347177 29.3243363)",
907560171,True,2,MEX 2,Calle Ignacio Allende,primary,,False,101.061,,"LINESTRING (-100.9368702 29.3250698, -100.9367614 29.3241659)",40
641618590,True,,,Calle Miguel Hidalgo,primary,,False,102.521,,"LINESTRING (-100.9307446 29.3255966, -100.9317982 29.3255174)",
767361375,False,,,Privada José María Morelos y Pavón,residential,,True,24.223,,"LINESTRING (-100.9307446 29.3255966, -100.9307638 29.3258138)",
93141699,True,2,MEX 2,Calle 5 de Mayo,secondary,8,False,98.327,,"LINESTRING (-100.9355348 29.3224893, -100.935632 29.3233695)",
641618588,False,,,Calle Guadalupe Victoria,residential,,False,99.581,,"LINESTRING (-100.9355348 29.3224893, -100.9345116 29.3225678)",
641618588,False,,,Calle Guadalupe Victoria,residential,,True,97.396,,"LINESTRING (-100.9355348 29.3224893, -100.9365352 29.3224091)",
945163196,True,,,Calle Hermenegildo Galeana,residential,,False,98.024,,"LINESTRING (-100.9325784 29.3236176, -100.9335829 29.323517)",
641618684,True,,,Boulevard Vicente Guerrero,tertiary,,False,64.993,,"LINESTRING (-100.9325784 29.3236176, -100.9325973 29.3237876, -100.9326289 29.3240923, -100.9326414 29.3241995)",
641618590,True,,,Calle Miguel Hidalgo,primary,,False,98.404,,"LINESTRING (-100.9358608 29.325163, -100.9368702 29.3250698)",
"[93141697, 907560170, 645212317]",True,2,MEX 2,"['Calle 5 de Mayo', '5 de Mayo']",primary,8,False,246.85999999999999,yes,"LINESTRING (-100.9358608 29.325163, -100.9359109 29.3257052, -100.9359697 29.3262905, -100.9360112 29.3266588, -100.9360863 29.3273743)",
641618590,True,,,Calle Miguel Hidalgo,primary,,False,96.29,,"LINESTRING (-100.9317982 29.3255174, -100.9327884 29.3254497)",
641618693,True,,,Calle Mariano Matamoros,residential,,False,104.431,,"LINESTRING (-100.9317982 29.3255174, -100.9316843 29.3245835)",
945163194,False,,,Calle Mariano Matamoros,residential,,True,39.292,,"LINESTRING (-100.9317982 29.3255174, -100.931831 29.3258696)",
641618602,False,,,Calle de la Fuente,residential,,False,97.298,,"LINESTRING (-100.9271699 29.3205245, -100.9272445 29.3213971)",
641618659,False,,,Calle Reforma,residential,,False,94.032,,"LINESTRING (-100.9271699 29.3205245, -100.9281347 29.3204379)",
641618602,False,,,Calle de la Fuente,residential,,False,99.013,,"LINESTRING (-100.9273213 29.3222991, -100.9274361 29.3231839)",
641618602,False,,,Calle de la Fuente,residential,,True,100.574,,"LINESTRING (-100.9273213 29.3222991, -100.9272445 29.3213971)",
945163199,False,,,Calle Melchor Ocampo,residential,,True,96.602,,"LINESTRING (-100.9273213 29.3222991, -100.9283111 29.3221991)",
641618602,False,,,Calle de la Fuente,residential,,True,99.013,,"LINESTRING (-100.9274361 29.3231839, -100.9273213 29.3222991)",
641618588,False,,,Calle Guadalupe Victoria,residential,,True,95.11500000000001,,"LINESTRING (-100.9274361 29.3231839, -100.9275528 29.3231821, -100.9284112 29.3230937)",
906650469,True,,,Calle Francisco Javier Mina,residential,,False,99.947,,"LINESTRING (-100.9283111 29.3221991, -100.9284112 29.3230937)",
945163199,False,,,Calle Melchor Ocampo,residential,,False,96.602,,"LINESTRING (-100.9283111 29.3221991, -100.9273213 29.3222991)",
945163199,False,,,Calle Melchor Ocampo,residential,,True,98.074,,"LINESTRING (-100.9283111 29.3221991, -100.9293189 29.3221227)",
649203410,False,,,Calle Francisco Javier Mina,residential,,True,95.768,,"LINESTRING (-100.9282206 29.3212959, -100.9281347 29.3204379)",
906650469,True,,,Calle Francisco Javier Mina,residential,,False,100.814,,"LINESTRING (-100.9282206 29.3212959, -100.9283111 29.3221991)",
945163200,False,,,Calle Ignacio López Rayón,residential,,False,95.299,,"LINESTRING (-100.9282206 29.3212959, -100.9272445 29.3213971)",
945163200,False,,,Calle Ignacio López Rayón,residential,,True,99.373,,"LINESTRING (-100.9282206 29.3212959, -100.9292395 29.3211986)",
641618659,False,,,Calle Reforma,residential,,True,94.032,,"LINESTRING (-100.9281347 29.3204379, -100.9271699 29.3205245)",
649203410,False,,,Calle Francisco Javier Mina,residential,,False,95.768,,"LINESTRING (-100.9281347 29.3204379, -100.9282206 29.3212959)",
641618588,False,,,Calle Guadalupe Victoria,residential,,True,98.135,,"LINESTRING (-100.9284112 29.3230937, -100.929417 29.3229943)",
906650469,True,,,Calle Francisco Javier Mina,residential,,False,96.097,,"LINESTRING (-100.9284112 29.3230937, -100.928526 29.3239521)",
