osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,maxspeed,junction
847269299,True,3,Prolongación Paseo de la Reforma,tertiary,False,69.32,"LINESTRING (-99.2683109 19.3628961, -99.268881 19.3625809)",,,,
25026508,True,2,Prolongación Reforma,tertiary_link,False,349.05400000000003,"LINESTRING (-99.2672478 19.3678803, -99.2673558 19.3676735, -99.2679936 19.3663898, -99.2681996 19.3660173, -99.2684485 19.3657015, -99.2688153 19.3654225, -99.2690117 19.3652818)",,,,
847800382,True,3,Prolongación Paseo de la Reforma,tertiary,False,111.37200000000001,"LINESTRING (-99.2672478 19.3678803, -99.2672735 19.3677587, -99.2672812 19.3676363, -99.2672657 19.3674383, -99.2671163 19.3669)",MEX 15D,,,
"[1117521595, 1117521596, 25026494]",True,"['3', '4']",Prolongación Paseo de la Reforma,tertiary,False,156.866,"LINESTRING (-99.2663355 19.3655949, -99.2664474 19.366238, -99.2665276 19.3667075, -99.2665637 19.3669889)",,yes,,
1085728453,True,3,Prolongación Paseo de la Reforma,tertiary,False,51.872,"LINESTRING (-99.2684667 19.3620436, -99.2680523 19.3622981)",,,40,
686911613,True,2,Avenida Carlos Lazo,motorway_link,False,62.816,"LINESTRING (-99.2675101 19.3626569, -99.2670222 19.3629844)",,,,
922637493,True,2,Prolongación Paseo de la Reforma,tertiary,False,163.428,"LINESTRING (-99.2675101 19.3626569, -99.2666721 19.3633655, -99.2665983 19.3634493, -99.2664212 19.3636974)",,,,
"[848572847, 847276743, 1161214183]",True,"['3', '4']",Prolongación Vasco de Quiroga,tertiary,False,218.875,"LINESTRING (-99.2690117 19.3652818, -99.2701916 19.3646857, -99.2705399 19.3645097, -99.2706011 19.3644794, -99.2706506 19.3644541, -99.2708043 19.3643787, -99.2708523 19.3643549)",,,,
25026510,True,1,,tertiary_link,False,246.72400000000002,"LINESTRING (-99.2672719 19.365774, -99.2675699 19.365814, -99.2677551 19.3659165, -99.2679062 19.3661113, -99.267919 19.366288, -99.2678679 19.3664447, -99.2677593 19.3665793, -99.2676231 19.3666536, -99.2674719 19.3666797, -99.2673314 19.3666616, -99.2671973 19.3665873, -99.2670413 19.3664345, -99.2669278 19.366272)",,,,
580970326,True,3,Prolongación Vasco de Quiroga,tertiary,False,190.56900000000002,"LINESTRING (-99.2672719 19.365774, -99.2675988 19.3656935, -99.2690117 19.3652818)",,,,
847800382,True,3,Prolongación Paseo de la Reforma,tertiary,False,72.576,"LINESTRING (-99.2671163 19.3669, -99.2669278 19.366272)",MEX 15D,,,
25026516,True,1,,tertiary_link,False,79.178,"LINESTRING (-99.2665637 19.3669889, -99.2666156 19.3670561, -99.2666871 19.3671181, -99.2667762 19.3671466, -99.2668699 19.3671476, -99.2669517 19.3671223, -99.2670101 19.3670804, -99.267067 19.3670211, -99.2671163 19.3669)",,,,
1117521597,True,3,Prolongación Paseo de la Reforma,tertiary,False,56.007999999999996,"LINESTRING (-99.2665637 19.3669889, -99.2665734 19.3670685, -99.2665755 19.3670852, -99.2665798 19.3671783, -99.266578 19.3672627, -99.2665707 19.3673366, -99.2665595 19.367413, -99.2665439 19.3674894)",,,,
25026523,True,3,,motorway_link,False,321.192,"LINESTRING (-99.2665514 19.3650081, -99.2666084 19.364898, -99.2666218 19.3646779, -99.2667068 19.3642786, -99.266847 19.3639593, -99.2670624 19.3636391, -99.2673148 19.3633929, -99.2676039 19.3632079, -99.2680717 19.3629573, -99.2683109 19.3628961)",,,,
847269299,True,3,Prolongación Paseo de la Reforma,tertiary,False,262.289,"LINESTRING (-99.2667389 19.3646174, -99.2668615 19.3642719, -99.2671785 19.363671, -99.2674329 19.3634626, -99.2676612 19.3632819, -99.2683109 19.3628961)",,,,
25026526,True,2,,tertiary_link,False,249.22199999999998,"LINESTRING (-99.2686224 19.3652331, -99.2684137 19.3651987, -99.2675512 19.3653361, -99.2672977 19.3653578, -99.2670781 19.3652677, -99.2669165 19.3651322, -99.2668094 19.3649363, -99.2667389 19.3646174)",,,,
25026479,True,2,Prolongación Paseo de la Reforma,tertiary,False,359.029,"LINESTRING (-99.2695602 19.3621884, -99.2711499 19.3612369, -99.271959 19.3606936, -99.2724371 19.3604436)",,,,
25026531,True,2,,tertiary_link,False,118.91399999999999,"LINESTRING (-99.2691418 19.361642, -99.2690079 19.3618053, -99.268984 19.3619025, -99.2690103 19.3620318, -99.269149 19.3622163, -99.2692456 19.3622515, -99.2693329 19.3622568, -99.2695602 19.3621884)",,,,
1085728453,True,3,Prolongación Paseo de la Reforma,tertiary,False,83.725,"LINESTRING (-99.2691418 19.361642, -99.2688778 19.361799, -99.2684667 19.3620436)",,,40,
25026548,True,1,,tertiary_link,False,103.64800000000001,"LINESTRING (-99.268881 19.3625809, -99.2689462 19.3624585, -99.2689717 19.3623741, -99.2689645 19.3622787, -99.2688932 19.3621424, -99.2687831 19.3620292, -99.2686749 19.3620027, -99.2684667 19.3620436)",,,,
