osmid,name,highway,oneway,reversed,length,ref,bridge,geometry,lanes
685934415,Calle Agustín Melgar,residential,False,True,36.466,,,"LINESTRING (-98.0463478 20.1807296, -98.0466965 20.1807503)",
685934417,Calle Juan Escutia,residential,False,True,97.523,,,"LINESTRING (-98.0457714 20.1815699, -98.0457884 20.180693)",
765411199,Andador Lázaro Cárdenas,residential,False,False,66.214,,,"LINESTRING (-98.0457714 20.1815699, -98.045481 20.181777, -98.0454043 20.181799, -98.0452152 20.1817873)",
"[685934413, 765411199]","['Andador Lázaro Cárdenas', 'Calle Lázaro Cárdenas']",residential,False,True,72.742,,,"LINESTRING (-98.0457714 20.1815699, -98.045845 20.1815193, -98.0460494 20.1814913, -98.0461878 20.1814413, -98.0462601 20.1813914, -98.0463428 20.1812616)",
685934415,Calle Agustín Melgar,residential,False,False,57.63,,,"LINESTRING (-98.0457884 20.180693, -98.0452364 20.1806798)",
685934415,Calle Agustín Melgar,residential,False,True,58.526,,,"LINESTRING (-98.0457884 20.180693, -98.0463478 20.1807296)",
685934417,Calle Juan Escutia,residential,False,False,97.523,,,"LINESTRING (-98.0457884 20.180693, -98.0457714 20.1815699)",
685934417,Calle Juan Escutia,residential,False,True,238.418,,,"LINESTRING (-98.0457884 20.180693, -98.0458483 20.1785496)",
685934412,Calle de los Niños Héroes,residential,False,False,83.563,,,"LINESTRING (-98.0452736 20.179079, -98.0447147 20.1796171)",
685934412,Calle de los Niños Héroes,residential,False,True,84.199,,,"LINESTRING (-98.0452736 20.179079, -98.0458319 20.1785324)",
685934419,Calle Francisco Márquez,residential,False,False,178.043,,,"LINESTRING (-98.0452736 20.179079, -98.0452364 20.1806798)",
765765715,Cerrada Niños Héroes,residential,False,True,40.736,,,"LINESTRING (-98.0452736 20.179079, -98.0452672 20.1787127)",
685934419,Calle Francisco Márquez,residential,False,True,123.168,,,"LINESTRING (-98.0452152 20.1817873, -98.0452364 20.1806798)",
765411199,Andador Lázaro Cárdenas,residential,False,False,64.722,,,"LINESTRING (-98.0452152 20.1817873, -98.0449679 20.181851, -98.0446443 20.1820068)",
765411199,Andador Lázaro Cárdenas,residential,False,True,66.214,,,"LINESTRING (-98.0452152 20.1817873, -98.0454043 20.181799, -98.045481 20.181777, -98.0457714 20.1815699)",
685934415,Calle Agustín Melgar,residential,False,False,58.019,,,"LINESTRING (-98.0452364 20.1806798, -98.0446805 20.1806777)",
685934415,Calle Agustín Melgar,residential,False,True,57.63,,,"LINESTRING (-98.0452364 20.1806798, -98.0457884 20.180693)",
685934419,Calle Francisco Márquez,residential,False,False,123.168,,,"LINESTRING (-98.0452364 20.1806798, -98.0452152 20.1817873)",
685934419,Calle Francisco Márquez,residential,False,True,178.043,,,"LINESTRING (-98.0452364 20.1806798, -98.0452736 20.179079)",
685934415,Calle Agustín Melgar,residential,False,True,58.019,,,"LINESTRING (-98.0446805 20.1806777, -98.0452364 20.1806798)",
765411198,Calle Juan de la Barrera,residential,False,False,147.838,,,"LINESTRING (-98.0446805 20.1806777, -98.0446443 20.1820068)",
765411198,Calle Juan de la Barrera,residential,False,True,117.988,,,"LINESTRING (-98.0446805 20.1806777, -98.0447147 20.1796171)",
685934412,Calle de los Niños Héroes,residential,False,True,83.563,,,"LINESTRING (-98.0447147 20.1796171, -98.0452736 20.179079)",
765411198,Calle Juan de la Barrera,residential,False,False,117.988,,,"LINESTRING (-98.0447147 20.1796171, -98.0446805 20.1806777)",
765411198,Calle Juan de la Barrera,residential,False,True,120.601,,,"LINESTRING (-98.0447147 20.1796171, -98.0447366 20.1789447, -98.0447265 20.1789034, -98.0445146 20.178592)",
765411199,Andador Lázaro Cárdenas,residential,False,True,10.216,,,"LINESTRING (-98.0445762 20.1820728, -98.0446443 20.1820068)",
765411198,Calle Juan de la Barrera,residential,False,True,147.838,,,"LINESTRING (-98.0446443 20.1820068, -98.0446805 20.1806777)",
765411199,Andador Lázaro Cárdenas,residential,False,False,10.216,,,"LINESTRING (-98.0446443 20.1820068, -98.0445762 20.1820728)",
765411199,Andador Lázaro Cárdenas,residential,False,True,64.722,,,"LINESTRING (-98.0446443 20.1820068, -98.0449679 20.181851, -98.0452152 20.1817873)",
554792519,Calle Ciprés,residential,False,False,68.431,,,"LINESTRING (-98.0533033 20.18002, -98.0532165 20.17941)",
554792519,Calle Ciprés,residential,False,True,49.511,,,"LINESTRING (-98.0533033 20.18002, -98.0533466 20.1804634)",
765411201,Calle Los Pinos,residential,False,False,110.666,,,"LINESTRING (-98.0533033 20.18002, -98.0522504 20.1801376)",
765411201,Calle Los Pinos,residential,False,True,47.69,,,"LINESTRING (-98.0533033 20.18002, -98.0537325 20.179974, -98.0537553 20.1799835)",
554792519,Calle Ciprés,residential,False,False,42.876,,,"LINESTRING (-98.0532165 20.17941, -98.0531264 20.1790338)",
554792519,Calle Ciprés,residential,False,True,68.431,,,"LINESTRING (-98.0532165 20.17941, -98.0533033 20.18002)",
765411203,Calle 18 de Marzo,residential,False,True,77.951,,,"LINESTRING (-98.0532165 20.17941, -98.0525764 20.1797712)",
765411203,Calle 18 de Marzo,residential,False,False,77.951,,,"LINESTRING (-98.0525764 20.1797712, -98.0532165 20.17941)",
554792519,Calle Ciprés,residential,False,True,7.825,,,"LINESTRING (-98.0530982 20.1789686, -98.0531264 20.1790338)",
765411206,Calle Melquíades Morales Flores,residential,True,False,74.396,,,"LINESTRING (-98.0530982 20.1789686, -98.0524894 20.1793166)",
554792519,Calle Ciprés,residential,False,False,7.825,,,"LINESTRING (-98.0531264 20.1790338, -98.0530982 20.1789686)",
554792519,Calle Ciprés,residential,False,True,42.876,,,"LINESTRING (-98.0531264 20.1790338, -98.0532165 20.17941)",
765411204,Calle Melquíades Morales Flores,residential,True,False,8.716,,,"LINESTRING (-98.0531264 20.1790338, -98.0531694 20.1789666)",
765411206,Calle Melquíades Morales Flores,residential,True,False,7.434,,,"LINESTRING (-98.0531694 20.1789666, -98.0530982 20.1789686)",
765411205,Calle Melquíades Morales Flores,residential,False,False,75.301,,,"LINESTRING (-98.0531694 20.1789666, -98.0532868 20.1788882, -98.0538216 20.1786839)",
182426302,Calle Nigromante,residential,False,True,51.64,,,"LINESTRING (-98.0442862 20.1747754, -98.0447809 20.1747681)",
765759659,Calle Operación,residential,False,True,60.266000000000005,,,"LINESTRING (-98.0442862 20.1747754, -98.0443056 20.1748507, -98.0443206 20.175315)",
38079831,Calle Benito Juárez,residential,True,False,133.101,,,"LINESTRING (-98.046344 20.1742026, -98.0473505 20.1742293, -98.0476187 20.174221)",
765759645,Privada Juan Galindo,residential,False,True,52.125,,,"LINESTRING (-98.0449587 20.1771933, -98.0450375 20.1776562)",
182417210,Calle Juan Galindo,residential,False,False,106.994,,,"LINESTRING (-98.0450375 20.1776562, -98.0460452 20.1774795)",
765759645,Privada Juan Galindo,residential,False,False,52.125,,,"LINESTRING (-98.0450375 20.1776562, -98.0449587 20.1771933)",
182417210,Calle Juan Galindo,residential,False,False,111.116,,,"LINESTRING (-98.0465076 20.177414, -98.0475616 20.1772732)",
182417210,Calle Juan Galindo,residential,False,True,48.808,,,"LINESTRING (-98.0465076 20.177414, -98.0460452 20.1774795)",
765759650,Calle Aquiles Serdán,residential,False,True,89.221,,,"LINESTRING (-98.0465076 20.177414, -98.0466225 20.1782091)",
182417497,Calle Niños Héroes,residential,True,False,16.325,,,"LINESTRING (-98.0466225 20.1782091, -98.0467761 20.1781814)",
765759650,Calle Aquiles Serdán,residential,False,False,89.221,,,"LINESTRING (-98.0466225 20.1782091, -98.0465076 20.177414)",
765759659,Calle Operación,residential,False,False,60.266000000000005,,,"LINESTRING (-98.0443206 20.175315, -98.0443056 20.1748507, -98.0442862 20.1747754)",
765765715,Cerrada Niños Héroes,residential,False,False,40.736,,,"LINESTRING (-98.0452672 20.1787127, -98.0452736 20.179079)",
765778686,,residential,False,True,21.664,,,"LINESTRING (-98.0526528 20.1776791, -98.052691 20.1778706)",
765778689,Pachuca - Túxpam,primary,True,False,86.631,MEX 130,,"LINESTRING (-98.0531585 20.1769891, -98.0530505 20.1769848, -98.0528869 20.1769977, -98.0527349 20.1770306, -98.0525398 20.1771105, -98.0523868 20.1772145)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,False,6.286,,,"LINESTRING (-98.0523868 20.1772145, -98.0524172 20.1772633)",
765778689,Pachuca - Túxpam,primary,True,False,8.823,MEX 130,,"LINESTRING (-98.0523868 20.1772145, -98.0523474 20.1772847)",
182420328,Calle Melchor Ocampo,residential,True,False,8.854,,,"LINESTRING (-98.0475797 20.174856, -98.047582 20.1747764)",
765778690,,residential,False,True,29.021,,,"LINESTRING (-98.0475797 20.174856, -98.0478575 20.1748671)",
765778690,,residential,False,False,29.021,,,"LINESTRING (-98.0478575 20.1748671, -98.0475797 20.174856)",
765778691,Cerrada Venustiano Carranza,residential,False,True,39.688,,,"LINESTRING (-98.0495507 20.1773784, -98.0495548 20.1777353)",
765778691,Cerrada Venustiano Carranza,residential,False,False,39.688,,,"LINESTRING (-98.0495548 20.1777353, -98.0495507 20.1773784)",
182417497,Calle Niños Héroes,residential,True,False,189.57600000000002,,,"LINESTRING (-98.0495548 20.1777353, -98.0502416 20.1776394, -98.0504089 20.1775728, -98.0507181 20.1773095, -98.0508009 20.1771287, -98.0508195 20.1768353)",
765778693,Calle Empleado Postal,residential,False,True,63.819,,,"LINESTRING (-98.0483106 20.1773341, -98.0483507 20.1779068)",
765778692,Calle Venustiano Carranza,residential,False,True,82.86200000000001,,,"LINESTRING (-98.0483106 20.1773341, -98.0485215 20.1774031, -98.0486803 20.1775252, -98.048726 20.1775744, -98.0487341 20.1778519)",
765778693,Calle Empleado Postal,residential,False,False,18.969,,,"LINESTRING (-98.0483106 20.1773341, -98.0483018 20.1773, -98.0482796 20.1771661)",
182417497,Calle Niños Héroes,residential,True,False,12.618,,,"LINESTRING (-98.0487341 20.1778519, -98.0488536 20.1778347)",
765778692,Calle Venustiano Carranza,residential,False,False,82.862,,,"LINESTRING (-98.0487341 20.1778519, -98.048726 20.1775744, -98.0486803 20.1775252, -98.0485215 20.1774031, -98.0483106 20.1773341)",
182417497,Calle Niños Héroes,residential,True,False,40.479,,,"LINESTRING (-98.0483507 20.1779068, -98.0487341 20.1778519)",
765778693,Calle Empleado Postal,residential,False,False,63.819,,,"LINESTRING (-98.0483507 20.1779068, -98.0483106 20.1773341)",
182417359,Calle Juan Galindo,residential,True,False,41.68,,,"LINESTRING (-98.047956 20.1772144, -98.0475616 20.1772732)",
765778694,Calle Francisco I. Madero,residential,False,True,83.017,,,"LINESTRING (-98.047956 20.1772144, -98.047974 20.1779608)",
182417497,Calle Niños Héroes,residential,True,False,39.772,,,"LINESTRING (-98.047974 20.1779608, -98.0483507 20.1779068)",
765778694,Calle Francisco I. Madero,residential,False,False,83.017,,,"LINESTRING (-98.047974 20.1779608, -98.047956 20.1772144)",
182417497,Calle Niños Héroes,residential,True,False,14.835,,,"LINESTRING (-98.0478335 20.177981, -98.047974 20.1779608)",
765778695,Privada Lotuz,residential,False,True,62.635,,,"LINESTRING (-98.0478335 20.177981, -98.047844 20.1783641, -98.0478547 20.1784001, -98.0478887 20.1784181, -98.0480016 20.1784141)",
765778695,Privada Lotuz,residential,False,False,23.631,,,"LINESTRING (-98.0482251 20.1783801, -98.0480016 20.1784141)",
765778695,Privada Lotuz,residential,False,True,23.631,,,"LINESTRING (-98.0480016 20.1784141, -98.0482251 20.1783801)",
765778696,Privada Lotuz,residential,False,True,56.722,,,"LINESTRING (-98.0480016 20.1784141, -98.0480888 20.1789176)",
765778695,Privada Lotuz,residential,False,False,62.635,,,"LINESTRING (-98.0480016 20.1784141, -98.0478887 20.1784181, -98.0478547 20.1784001, -98.047844 20.1783641, -98.0478335 20.177981)",
765778696,Privada Lotuz,residential,False,False,56.722,,,"LINESTRING (-98.0480888 20.1789176, -98.0480016 20.1784141)",
182417497,Calle Niños Héroes,residential,True,False,44.837,,,"LINESTRING (-98.0488536 20.1778347, -98.0492784 20.1777746)",
765778697,,residential,False,True,111.04700000000001,,,"LINESTRING (-98.0488536 20.1778347, -98.0489021 20.1783002, -98.0489042 20.1783881, -98.0488723 20.178462, -98.0486743 20.1786139, -98.0485487 20.1786499)",
765778697,,residential,False,False,111.047,,,"LINESTRING (-98.0485487 20.1786499, -98.0486743 20.1786139, -98.0488723 20.178462, -98.0489042 20.1783881, -98.0489021 20.1783002, -98.0488536 20.1778347)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,True,6.722,,,"LINESTRING (-98.0525008 20.1793761, -98.0524894 20.1793166)",
765411204,Calle Melquíades Morales Flores,residential,True,False,75.578,,,"LINESTRING (-98.0525008 20.1793761, -98.0531264 20.1790338)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,False,6.722,,,"LINESTRING (-98.0524894 20.1793166, -98.0525008 20.1793761)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,True,91.085,,,"LINESTRING (-98.0524894 20.1793166, -98.0523976 20.178502)",
"[765778682, 765411206]",Calle Melquíades Morales Flores,residential,True,False,62.156,,,"LINESTRING (-98.0524894 20.1793166, -98.052027 20.1795461, -98.052009 20.1795556, -98.0519914 20.1795651, -98.0519773 20.1795731, -98.0519649 20.1795811)",
765790493,Privada Primera Melchor Ocampo,residential,False,False,39.302,,,"LINESTRING (-98.0479789 20.1744468, -98.0476912 20.1744823, -98.0476061 20.1744962)",
765814260,,secondary,False,False,23.017,,viaduct,"LINESTRING (-98.053419 20.1767622, -98.0534395 20.1769683)",2
765814260,,secondary,False,True,77.038,,viaduct,"LINESTRING (-98.053419 20.1767622, -98.0534077 20.1766934, -98.0532653 20.1760847)",2
765814265,,primary_link,True,False,37.833,,yes,"LINESTRING (-98.053419 20.1767622, -98.0533718 20.1768292, -98.0533295 20.176884, -98.0532723 20.1769261, -98.0531585 20.1769891)",
765814260,,secondary,False,True,23.017,,viaduct,"LINESTRING (-98.0534395 20.1769683, -98.053419 20.1767622)",2
765814261,Pachuca - Túxpam,primary,True,False,29.419,MEX 130,yes,"LINESTRING (-98.0534395 20.1769683, -98.0531585 20.1769891)",
913039749,,primary_link,True,False,18.87,,viaduct,"LINESTRING (-98.0534395 20.1769683, -98.0534727 20.1769963, -98.0535344 20.1770335, -98.0535927 20.1770555)",1
765814261,Pachuca - Túxpam,primary,True,False,33.472,MEX 130,yes,"LINESTRING (-98.0537602 20.1769681, -98.0534395 20.1769683)",
765814266,,primary_link,True,False,43.706999999999994,,yes,"LINESTRING (-98.0537602 20.1769681, -98.0536115 20.1769202, -98.0535286 20.1768847, -98.053419 20.1767622)",
182417359,Calle Juan Galindo,residential,True,False,34.199,,,"LINESTRING (-98.0482796 20.1771661, -98.047956 20.1772144)",
765778693,Calle Empleado Postal,residential,False,True,18.969,,,"LINESTRING (-98.0482796 20.1771661, -98.0483018 20.1773, -98.0483106 20.1773341)",
"[182415456, 765778683, 940249262]","['Calle Portal de Zaragoza', 'Calle Portal Miguel Hidalgo', 'Calle Miguel Hidalgo']",residential,True,False,228.993,,,"LINESTRING (-98.0522049 20.1742829, -98.0522143 20.1749871, -98.0522035 20.1750219, -98.0521695 20.1750289, -98.0514039 20.1750808, -98.0508023 20.1751148)",
765793089,Calle Vicente Guerrero,residential,True,False,149.92700000000002,,,"LINESTRING (-98.0522049 20.1742829, -98.0528589 20.17425, -98.0536393 20.1742108)",
913033522,,residential,False,True,66.384,,,"LINESTRING (-98.0489351 20.1746115, -98.0490148 20.1740192)",
913033522,,residential,False,False,66.384,,,"LINESTRING (-98.0490148 20.1740192, -98.0489351 20.1746115)",
38079831,Calle Benito Juárez,residential,True,False,57.086,,,"LINESTRING (-98.0490148 20.1740192, -98.0493683 20.1740803, -98.0495439 20.174142)",
200615871,Pachuca - Túxpam,primary,True,False,27.854,MEX 130,yes,"LINESTRING (-98.0533261 20.1770668, -98.0535927 20.1770555)",
913039748,,primary_link,True,False,16.127000000000002,,viaduct,"LINESTRING (-98.0533261 20.1770668, -98.0533701 20.1770272, -98.0534395 20.1769683)",1
554792522,Calle Sauce,residential,False,True,12.301,,,"LINESTRING (-98.0522344 20.180028, -98.0522504 20.1801376)",
189468574,Calle Francisco Oropeza,residential,False,False,96.621,,,"LINESTRING (-98.0455601 20.1764283, -98.0446618 20.1766383)",
204732630,Calle Julio S. Hernández,residential,False,True,5.004,,,"LINESTRING (-98.0455601 20.1764283, -98.0455594 20.1763833)",
204732630,Calle Julio S. Hernández,residential,False,False,55.483000000000004,,,"LINESTRING (-98.0455601 20.1764283, -98.0458387 20.1766352, -98.0458976 20.1767002, -98.0459406 20.1767695)",
685934417,Calle Juan Escutia,residential,False,False,238.418,,,"LINESTRING (-98.0458483 20.1785496, -98.0457884 20.180693)",
765417300,Cerrada de las Rosas,residential,False,False,2.567,,,"LINESTRING (-98.0458483 20.1785496, -98.0458319 20.1785324)",
765417300,Cerrada de las Rosas,residential,False,True,83.781,,,"LINESTRING (-98.0458483 20.1785496, -98.0463844 20.1791104)",
765411207,Calle Melquíades Morales Flores,residential,False,True,6.814,,,"LINESTRING (-98.0519649 20.1795811, -98.0519991 20.1796333)",
913797308,,residential,True,False,6.734,,,"LINESTRING (-98.0519649 20.1795811, -98.0519264 20.1796297)",
