osmid,highway,oneway,reversed,length,ref,name,geometry,maxspeed,junction
294088052,residential,False,True,97.07499999999999,,Calle Francisco I. Madero,"LINESTRING (-98.833335 19.7015975, -98.8333537 19.7016908, -98.8336915 19.7024009)",,
727849014,residential,False,True,114.241,,Calle Industrial,"LINESTRING (-98.833335 19.7015975, -98.8333994 19.701516, -98.8337429 19.7006485)",,
782816375,residential,False,False,99.073,,Avenida Morelos Norte,"LINESTRING (-98.8311024 19.7049366, -98.8314655 19.7041138)",40,
782816375,residential,False,True,232.687,,Avenida Morelos Norte,"LINESTRING (-98.8311024 19.7049366, -98.8303831 19.7069166)",40,
294088436,tertiary,False,False,99.907,,Calle Rosendo Arnais,"LINESTRING (-98.8311024 19.7049366, -98.8309305 19.7049061, -98.8301737 19.7047305)",,
294088436,tertiary,False,True,175.123,,Calle Rosendo Arnais,"LINESTRING (-98.8311024 19.7049366, -98.8319565 19.7047382, -98.8327075 19.704498)",,
294088060,residential,False,False,84.191,,Calle Josefa Ortiz De Domínguez,"LINESTRING (-98.8324487 19.7017963, -98.8316585 19.7016555)",,
782816375,residential,False,True,134.558,,Avenida Morelos Norte,"LINESTRING (-98.8324487 19.7017963, -98.8319741 19.7029209)",40,
782816375,residential,False,False,65.003,,Avenida Morelos Norte,"LINESTRING (-98.8324487 19.7017963, -98.8326375 19.7013632, -98.8326829 19.7012549)",40,
792710796,residential,False,True,57.80799999999999,,Cerrada Morelos,"LINESTRING (-98.8324487 19.7017963, -98.8325806 19.7018141, -98.8327279 19.7018457, -98.8327956 19.7018646, -98.8328082 19.7018752, -98.8328162 19.7018884, -98.8328162 19.7019067, -98.8328122 19.7019209, -98.8327626 19.7020332)",,
782809747,tertiary,True,False,17.801,,Calle 16 De Septiembre,"LINESTRING (-98.8364569 19.7007466, -98.8363972 19.7008965)",,
782816373,tertiary,True,False,35.857,,Boulevard Torrente De Piedras Negras,"LINESTRING (-98.8364569 19.7007466, -98.8362981 19.7006202, -98.8361805 19.7005586)",,
782811790,residential,False,True,70.121,,Avenida Hidalgo,"LINESTRING (-98.8306542 19.7025204, -98.8312934 19.7027089)",,
792710799,residential,False,False,115.713,,Calle José Guadalupe De La Rosa,"LINESTRING (-98.8306542 19.7025204, -98.8310345 19.7015433)",,
782809749,residential,False,False,76.571,,Calle del Reloj,"LINESTRING (-98.8330586 19.7004053, -98.8337429 19.7006485)",,
782809749,residential,False,True,14.534,,Calle del Reloj,"LINESTRING (-98.8330586 19.7004053, -98.8329293 19.7003577)",,
782816375,residential,False,True,102.331,,Avenida Morelos Norte,"LINESTRING (-98.8330586 19.7004053, -98.8326829 19.7012549)",40,
782809749,residential,False,False,14.534,,Calle del Reloj,"LINESTRING (-98.8329293 19.7003577, -98.8330586 19.7004053)",,
294088060,residential,False,False,36.367,,Calle Josefa Ortiz De Domínguez,"LINESTRING (-98.8310345 19.7015433, -98.8306978 19.7014628)",,
294088060,residential,False,True,66.505,,Calle Josefa Ortiz De Domínguez,"LINESTRING (-98.8310345 19.7015433, -98.8316585 19.7016555)",,
792710799,residential,False,False,68.944,,Calle José Guadalupe De La Rosa,"LINESTRING (-98.8310345 19.7015433, -98.8312723 19.7009651)",,
792710799,residential,False,True,115.713,,Calle José Guadalupe De La Rosa,"LINESTRING (-98.8310345 19.7015433, -98.8306542 19.7025204)",,
782809747,tertiary,True,False,77.89,,Calle 16 De Septiembre,"LINESTRING (-98.8363972 19.7008965, -98.8361543 19.7015586)",,
782816374,tertiary,True,False,7.571,,Calle Torrente,"LINESTRING (-98.8363972 19.7008965, -98.8364537 19.700939)",,
787531062,primary,False,False,47.22,MEX 132,Avenida Tuxpan,"LINESTRING (-98.8371042 19.7050307, -98.8374302 19.7047372)",,
787531062,primary,False,True,23.753,MEX 132,Avenida Tuxpan,"LINESTRING (-98.8371042 19.7050307, -98.8369319 19.7051697)",,
294088059,residential,True,False,173.857,,Avenida Plan De San Luis,"LINESTRING (-98.8371042 19.7050307, -98.8357791 19.7043008, -98.8356696 19.704243)",,
316579064,residential,False,False,9.514,,Calle Casimiro Martínez,"LINESTRING (-98.8342605 19.7037926, -98.8343012 19.7037161)",,
782811790,residential,False,True,13.243,,Avenida Hidalgo,"LINESTRING (-98.8342605 19.7037926, -98.8343122 19.7039013)",,
782811790,residential,False,False,245.775,,Avenida Hidalgo,"LINESTRING (-98.8342605 19.7037926, -98.832686 19.7031776, -98.8320867 19.7029579)",,
294088055,tertiary,False,True,59.312,,Calle Plaza Principal,"LINESTRING (-98.8343122 19.7039013, -98.8348433 19.7040871)",,
782811790,residential,False,False,13.243,,Avenida Hidalgo,"LINESTRING (-98.8343122 19.7039013, -98.8342605 19.7037926)",,
782811542,tertiary,False,False,52.283,,Calle Versalles,"LINESTRING (-98.8343122 19.7039013, -98.8342313 19.7040346, -98.8341897 19.7040561, -98.8339949 19.7040371, -98.8339051 19.7040601)",,
294088055,tertiary,False,False,34.833,,Calle Plaza Principal,"LINESTRING (-98.8351571 19.7041913, -98.8348433 19.7040871)",,
316577335,tertiary,True,False,29.852,,,"LINESTRING (-98.8351571 19.7041913, -98.8351476 19.7042236, -98.8351519 19.7042569, -98.8351694 19.7042862, -98.8351975 19.7043069, -98.8352318 19.704316, -98.8352671 19.7043121, -98.8352983 19.7042958, -98.8353205 19.7042695)",,roundabout
782811791,residential,False,False,17.19,,Avenida Centenario,"LINESTRING (-98.8345701 19.7002917, -98.8345183 19.7004384)",,
782811791,residential,False,False,53.833,,Avenida Centenario,"LINESTRING (-98.8345183 19.7004384, -98.8343554 19.7008976)",,
782811791,residential,False,True,17.19,,Avenida Centenario,"LINESTRING (-98.8345183 19.7004384, -98.8345701 19.7002917)",,
782814579,tertiary,True,False,111.656,,Boulevard Torrente De Piedras Negras,"LINESTRING (-98.8345183 19.7004384, -98.8346721 19.7005024, -98.8353011 19.7006981, -98.8355283 19.7007581)",,
782810387,residential,False,True,151.609,,Calle Francisco I. Madero,"LINESTRING (-98.8314322 19.7005675, -98.8326829 19.7012549)",,
783067536,residential,False,False,20.791,,Calle 20 De Noviembre,"LINESTRING (-98.8314322 19.7005675, -98.8314867 19.7003877)",,
783067536,residential,False,True,47.274,,Calle 20 De Noviembre,"LINESTRING (-98.8314322 19.7005675, -98.8312723 19.7009651)",,
316580087,residential,False,False,34.146,,Avenida De Los Deportes,"LINESTRING (-98.8303831 19.7069166, -98.8306842 19.7070347)",40,
316580087,residential,False,True,10.081,,Avenida De Los Deportes,"LINESTRING (-98.8303831 19.7069166, -98.8302937 19.7068829)",40,
782816375,residential,False,False,232.687,,Avenida Morelos Norte,"LINESTRING (-98.8303831 19.7069166, -98.8311024 19.7049366)",40,
782811790,residential,False,False,12.485,,Avenida Hidalgo,"LINESTRING (-98.8320867 19.7029579, -98.8319741 19.7029209)",,
782811543,residential,False,True,179.105,,Calle Fray Bartolomé De Las Casas,"LINESTRING (-98.8320867 19.7029579, -98.8325626 19.7027736, -98.8336915 19.7024009)",,
782811790,residential,False,True,245.775,,Avenida Hidalgo,"LINESTRING (-98.8320867 19.7029579, -98.832686 19.7031776, -98.8342605 19.7037926)",,
316579064,residential,False,False,26.083,,Calle Casimiro Martínez,"LINESTRING (-98.8355283 19.7007581, -98.8357258 19.7006151)",,
316579064,residential,False,True,58.012,,Calle Casimiro Martínez,"LINESTRING (-98.8355283 19.7007581, -98.8354152 19.7009289, -98.835259 19.7012136)",,
782816374,tertiary,True,False,97.136,,Calle Torrente,"LINESTRING (-98.8355283 19.7007581, -98.8356525 19.7007612, -98.8358413 19.7007361, -98.8359569 19.7007158, -98.8360481 19.7007145, -98.8361042 19.7007269, -98.836174 19.7007483, -98.8363972 19.7008965)",,
782810387,residential,False,False,151.609,,Calle Francisco I. Madero,"LINESTRING (-98.8326829 19.7012549, -98.8314322 19.7005675)",,
782810387,residential,False,True,78.176,,Calle Francisco I. Madero,"LINESTRING (-98.8326829 19.7012549, -98.833335 19.7015975)",,
782816375,residential,False,False,102.331,,Avenida Morelos Norte,"LINESTRING (-98.8326829 19.7012549, -98.8330586 19.7004053)",40,
782816375,residential,False,True,65.003,,Avenida Morelos Norte,"LINESTRING (-98.8326829 19.7012549, -98.8326375 19.7013632, -98.8324487 19.7017963)",40,
783085856,residential,False,False,23.389,,Calle Tepeyac,"LINESTRING (-98.8387479 19.701761, -98.8389531 19.7016778)",,
782818217,tertiary,True,False,192.42600000000002,,Calle Torrente De Piedras,"LINESTRING (-98.8387479 19.701761, -98.8388345 19.7018476, -98.838877 19.7019538, -98.8388891 19.7020678, -98.8388877 19.7022104, -98.8389068 19.7024248, -98.8389325 19.7025959, -98.8390093 19.7029049, -98.8392201 19.7034024)",,
294088052,residential,False,True,159.565,,Calle Francisco I. Madero,"LINESTRING (-98.8336915 19.7024009, -98.8343012 19.7037161)",,
782811791,residential,False,True,9.66,,Avenida Centenario,"LINESTRING (-98.8336915 19.7024009, -98.8337492 19.7023331)",,
294088052,residential,False,False,97.07499999999999,,Calle Francisco I. Madero,"LINESTRING (-98.8336915 19.7024009, -98.8333537 19.7016908, -98.833335 19.7015975)",,
782811543,residential,False,False,179.105,,Calle Fray Bartolomé De Las Casas,"LINESTRING (-98.8336915 19.7024009, -98.8325626 19.7027736, -98.8320867 19.7029579)",,
782809747,tertiary,True,False,11.918,,Calle 16 De Septiembre,"LINESTRING (-98.8361543 19.7015586, -98.8361159 19.7016595)",,
782809749,residential,False,False,6.881,,Calle del Reloj,"LINESTRING (-98.8361543 19.7015586, -98.8362157 19.7015807)",,
782809749,residential,False,True,101.272,,Calle del Reloj,"LINESTRING (-98.8361543 19.7015586, -98.835259 19.7012136)",,
782809749,residential,False,False,101.272,,Calle del Reloj,"LINESTRING (-98.835259 19.7012136, -98.8361543 19.7015586)",,
782809749,residential,False,True,100.91,,Calle del Reloj,"LINESTRING (-98.835259 19.7012136, -98.8343554 19.7008976)",,
316579064,residential,False,False,58.012,,Calle Casimiro Martínez,"LINESTRING (-98.835259 19.7012136, -98.8354152 19.7009289, -98.8355283 19.7007581)",,
316579064,residential,False,True,182.53900000000002,,Calle Casimiro Martínez,"LINESTRING (-98.835259 19.7012136, -98.8351111 19.701617, -98.8350702 19.7017428, -98.8350516 19.7021496, -98.8349925 19.7023791, -98.8348117 19.7027848)",,
316577335,tertiary,True,False,4.501,,,"LINESTRING (-98.8352987 19.7041645, -98.8352604 19.7041461)",,roundabout
294088060,residential,False,True,36.367,,Calle Josefa Ortiz De Domínguez,"LINESTRING (-98.8306978 19.7014628, -98.8310345 19.7015433)",,
"[727848986, 294088060]",residential,False,"[False, True]",171.39099999999996,,"['Calle De Gante', 'Calle Josefa Ortiz De Domínguez']","LINESTRING (-98.8306978 19.7014628, -98.8298415 19.7012738, -98.8297919 19.701247, -98.8297959 19.7011981, -98.8299764 19.7006118)",,
782811790,residential,False,False,75.057,,Avenida Hidalgo,"LINESTRING (-98.8319741 19.7029209, -98.8312934 19.7027089)",,
782811790,residential,False,True,12.485,,Avenida Hidalgo,"LINESTRING (-98.8319741 19.7029209, -98.8320867 19.7029579)",,
782816375,residential,False,False,134.558,,Avenida Morelos Norte,"LINESTRING (-98.8319741 19.7029209, -98.8324487 19.7017963)",40,
782816375,residential,False,True,142.931,,Avenida Morelos Norte,"LINESTRING (-98.8319741 19.7029209, -98.8314655 19.7041138)",40,
108243805,tertiary,False,True,185.637,,Avenida Justo Sierra,"LINESTRING (-98.8353205 19.7042695, -98.8356632 19.7059075)",,
316577335,tertiary,True,False,12.720000000000002,,,"LINESTRING (-98.8353205 19.7042695, -98.8353306 19.7042326, -98.8353228 19.7041952, -98.8352987 19.7041645)",,roundabout
782809749,residential,False,False,100.91,,Calle del Reloj,"LINESTRING (-98.8343554 19.7008976, -98.835259 19.7012136)",,
782809749,residential,False,True,69.847,,Calle del Reloj,"LINESTRING (-98.8343554 19.7008976, -98.8337429 19.7006485)",,
782811791,residential,False,False,171.773,,Avenida Centenario,"LINESTRING (-98.8343554 19.7008976, -98.8337492 19.7023331)",,
782811791,residential,False,True,53.833,,Avenida Centenario,"LINESTRING (-98.8343554 19.7008976, -98.8345183 19.7004384)",,
294088436,tertiary,False,False,123.251,,Calle Rosendo Arnais,"LINESTRING (-98.8339051 19.7040601, -98.8328099 19.7044669)",,
316580093,residential,False,True,79.655,,Calle Versalles,"LINESTRING (-98.8339051 19.7040601, -98.8336733 19.7047424)",,
782811542,tertiary,False,True,52.283,,Calle Versalles,"LINESTRING (-98.8339051 19.7040601, -98.8339949 19.7040371, -98.8341897 19.7040561, -98.8342313 19.7040346, -98.8343122 19.7039013)",,
294088435,residential,False,True,172.43,,Avenida 16 De Septiembre Norte,"LINESTRING (-98.8345315 19.7050001, -98.8340378 19.7064795)",,
294088440,residential,False,False,94.299,,Calle Benito Juárez,"LINESTRING (-98.8345315 19.7050001, -98.8336733 19.7047424)",,
899131705,residential,False,True,106.704,,,"LINESTRING (-98.8345315 19.7050001, -98.8346681 19.7046513, -98.8347539 19.7043621, -98.8348433 19.7040871)",,
294088436,tertiary,False,False,11.264,,Calle Rosendo Arnais,"LINESTRING (-98.8328099 19.7044669, -98.8327075 19.704498)",,
294088436,tertiary,False,True,123.251,,Calle Rosendo Arnais,"LINESTRING (-98.8328099 19.7044669, -98.8339051 19.7040601)",,
294088440,residential,False,False,33.144,,Calle Benito Juárez,"LINESTRING (-98.8328099 19.7044669, -98.8325076 19.7043783)",,
294088440,residential,False,True,95.434,,Calle Benito Juárez,"LINESTRING (-98.8328099 19.7044669, -98.8336733 19.7047424)",,
316580093,residential,False,False,255.328,,Calle Versalles,"LINESTRING (-98.8329327 19.7069302, -98.8336733 19.7047424)",,
316580093,residential,False,True,40.736,,Calle Versalles,"LINESTRING (-98.8329327 19.7069302, -98.8328245 19.7072821)",,
787531062,primary,False,False,126.073,MEX 132,Avenida Tuxpan,"LINESTRING (-98.8329327 19.7069302, -98.8340378 19.7064795)",,
787531062,primary,False,True,131.882,MEX 132,Avenida Tuxpan,"LINESTRING (-98.8329327 19.7069302, -98.8317713 19.7073898)",,
294088055,tertiary,False,False,59.312,,Calle Plaza Principal,"LINESTRING (-98.8348433 19.7040871, -98.8343122 19.7039013)",,
294088055,tertiary,False,True,34.833,,Calle Plaza Principal,"LINESTRING (-98.8348433 19.7040871, -98.8351571 19.7041913)",,
899131705,residential,False,False,106.704,,,"LINESTRING (-98.8348433 19.7040871, -98.8347539 19.7043621, -98.8346681 19.7046513, -98.8345315 19.7050001)",,
294088440,residential,False,False,95.434,,Calle Benito Juárez,"LINESTRING (-98.8336733 19.7047424, -98.8328099 19.7044669)",,
294088440,residential,False,True,94.299,,Calle Benito Juárez,"LINESTRING (-98.8336733 19.7047424, -98.8345315 19.7050001)",,
316580093,residential,False,False,79.655,,Calle Versalles,"LINESTRING (-98.8336733 19.7047424, -98.8339051 19.7040601)",,
316580093,residential,False,True,255.328,,Calle Versalles,"LINESTRING (-98.8336733 19.7047424, -98.8329327 19.7069302)",,
782816375,residential,False,False,142.931,,Avenida Morelos Norte,"LINESTRING (-98.8314655 19.7041138, -98.8319741 19.7029209)",40,
782816375,residential,False,True,99.073,,Avenida Morelos Norte,"LINESTRING (-98.8314655 19.7041138, -98.8311024 19.7049366)",40,
294088440,residential,False,True,113.00800000000001,,Calle Benito Juárez,"LINESTRING (-98.8314655 19.7041138, -98.8322018 19.7043015, -98.8323748 19.7043394, -98.8325076 19.7043783)",,
294089736,residential,False,False,12.425,,Calle Emilio Carranza,"LINESTRING (-98.8366171 19.7003134, -98.836719 19.7002561)",,
294089736,residential,False,True,53.221,,Calle Emilio Carranza,"LINESTRING (-98.8366171 19.7003134, -98.8361805 19.7005586)",,
782818212,tertiary,True,False,51.006,,Avenida 16 De Septiembre,"LINESTRING (-98.8366171 19.7003134, -98.8364569 19.7007466)",,
783085856,residential,False,True,23.389,,Calle Tepeyac,"LINESTRING (-98.8389531 19.7016778, -98.8387479 19.701761)",,
782816373,tertiary,True,False,33.924,,Boulevard Torrente De Piedras Negras,"LINESTRING (-98.8389531 19.7016778, -98.8388611 19.7016031, -98.8387558 19.7015598, -98.83867 19.7015429)",,
294089736,residential,False,False,53.221,,Calle Emilio Carranza,"LINESTRING (-98.8361805 19.7005586, -98.8366171 19.7003134)",,
782816373,tertiary,True,False,49.073,,Boulevard Torrente De Piedras Negras,"LINESTRING (-98.8361805 19.7005586, -98.8360092 19.7005504, -98.8358352 19.7005627, -98.8357258 19.7006151)",,
294089735,residential,False,True,72.604,,Calle Ignacio Zaragoza,"LINESTRING (-98.8369949 19.7012213, -98.8367774 19.7018413)",,
782816374,tertiary,True,False,57.507999999999996,,Calle Torrente,"LINESTRING (-98.8369949 19.7012213, -98.8372551 19.7013189, -98.8375129 19.701392)",,
294089734,residential,False,False,68.717,,Calle Cuauhtémoc,"LINESTRING (-98.8361812 19.7038558, -98.8356696 19.704243)",,
294089734,residential,False,True,225.57999999999998,,Calle Cuauhtémoc,"LINESTRING (-98.8361812 19.7038558, -98.8371664 19.7036307, -98.8382977 19.7034905)",,
294089735,residential,False,False,105.078,,Calle Ignacio Zaragoza,"LINESTRING (-98.8361812 19.7038558, -98.8361772 19.7036656, -98.8363907 19.7029381)",,
294089736,residential,False,False,144.104,,Calle Emilio Carranza,"LINESTRING (-98.8376579 19.7002797, -98.8390124 19.7005106)",,
294089736,residential,False,True,63.017,,Calle Emilio Carranza,"LINESTRING (-98.8376579 19.7002797, -98.8370698 19.7001588)",,
316579053,residential,False,True,108.062,,Calle Pirámides,"LINESTRING (-98.8376579 19.7002797, -98.8372648 19.7011783)",,
782811220,residential,False,False,17.599,,Calle Del Naranjo,"LINESTRING (-98.838617 19.7016931, -98.83867 19.7015429)",,
782816374,tertiary,True,False,15.646,,Calle Torrente,"LINESTRING (-98.838617 19.7016931, -98.8387479 19.701761)",,
294089740,residential,False,True,185.12,,Calle Primero De Mayo,"LINESTRING (-98.838617 19.7016931, -98.8385713 19.7017412, -98.8385138 19.7017746, -98.8370543 19.7024626)",,
294089736,residential,False,True,144.104,,Calle Emilio Carranza,"LINESTRING (-98.8390124 19.7005106, -98.8376579 19.7002797)",,
782811220,residential,False,True,120.253,,Calle Del Naranjo,"LINESTRING (-98.8390124 19.7005106, -98.83867 19.7015429)",,
294089734,residential,False,True,68.717,,Calle Cuauhtémoc,"LINESTRING (-98.8356696 19.704243, -98.8361812 19.7038558)",,
294088059,residential,True,False,40.836,,Avenida Plan De San Luis,"LINESTRING (-98.8356696 19.704243, -98.8354329 19.7041529, -98.8352987 19.7041645)",,
782811220,residential,False,False,120.253,,Calle Del Naranjo,"LINESTRING (-98.83867 19.7015429, -98.8390124 19.7005106)",,
782811220,residential,False,True,17.599,,Calle Del Naranjo,"LINESTRING (-98.83867 19.7015429, -98.838617 19.7016931)",,
782816373,tertiary,True,False,152.66,,Boulevard Torrente De Piedras Negras,"LINESTRING (-98.83867 19.7015429, -98.8384959 19.7015055, -98.8374884 19.701251, -98.8372648 19.7011783)",,
294089735,residential,False,False,128.667,,Calle Ignacio Zaragoza,"LINESTRING (-98.8363907 19.7029381, -98.8364169 19.7028038, -98.8367774 19.7018413)",,
294089735,residential,False,True,105.078,,Calle Ignacio Zaragoza,"LINESTRING (-98.8363907 19.7029381, -98.8361772 19.7036656, -98.8361812 19.7038558)",,
294089740,residential,False,False,87.435,,Calle Primero De Mayo,"LINESTRING (-98.8363907 19.7029381, -98.836781 19.7026318, -98.8370543 19.7024626)",,
294089740,residential,False,True,115.19,,Calle Primero De Mayo,"LINESTRING (-98.8363907 19.7029381, -98.835587 19.703462, -98.8354837 19.7035245)",,
316577335,tertiary,True,False,9.012,,,"LINESTRING (-98.8352604 19.7041461, -98.8352174 19.7041461, -98.8351791 19.7041647)",,roundabout
782809748,tertiary,True,False,73.391,,Calle 16 De Septiembre,"LINESTRING (-98.8352604 19.7041461, -98.8352773 19.7040092, -98.8354837 19.7035245)",,
783067536,residential,False,True,20.791,,Calle 20 De Noviembre,"LINESTRING (-98.8314867 19.7003877, -98.8314322 19.7005675)",,
316579064,residential,False,True,26.083,,Calle Casimiro Martínez,"LINESTRING (-98.8357258 19.7006151, -98.8355283 19.7007581)",,
782814580,tertiary,True,False,128.245,,Boulevard Torrente De Piedras Negras,"LINESTRING (-98.8357258 19.7006151, -98.8356059 19.7006213, -98.835458 19.7006148, -98.8352743 19.7005731, -98.8350758 19.7005163, -98.8347003 19.7003673, -98.8345701 19.7002917)",,
316579044,residential,False,False,141.237,,Calle San Felipe De Jesús,"LINESTRING (-98.8312723 19.7009651, -98.8299764 19.7006118)",,
783067536,residential,False,False,47.274,,Calle 20 De Noviembre,"LINESTRING (-98.8312723 19.7009651, -98.8314322 19.7005675)",,
792710799,residential,False,True,68.944,,Calle José Guadalupe De La Rosa,"LINESTRING (-98.8312723 19.7009651, -98.8310345 19.7015433)",,
316579053,residential,False,False,108.062,,Calle Pirámides,"LINESTRING (-98.8372648 19.7011783, -98.8376579 19.7002797)",,
782816373,tertiary,True,False,89.642,,Boulevard Torrente De Piedras Negras,"LINESTRING (-98.8372648 19.7011783, -98.8369393 19.7010344, -98.8366529 19.7008836, -98.8365088 19.7008013)",,
782811791,residential,False,False,9.66,,Avenida Centenario,"LINESTRING (-98.8337492 19.7023331, -98.8336915 19.7024009)",,
782811791,residential,False,True,171.773,,Avenida Centenario,"LINESTRING (-98.8337492 19.7023331, -98.8343554 19.7008976)",,
316579060,residential,False,False,122.11800000000001,,Calle Vicente Guerrero,"LINESTRING (-98.8337492 19.7023331, -98.8339804 19.7024141, -98.8348117 19.7027848)",,
316579060,residential,False,False,85.244,,Calle Vicente Guerrero,"LINESTRING (-98.8348117 19.7027848, -98.8355564 19.7030949)",,
316579064,residential,False,True,116.533,,Calle Casimiro Martínez,"LINESTRING (-98.8348117 19.7027848, -98.8343012 19.7037161)",,
316579060,residential,False,True,122.11800000000001,,Calle Vicente Guerrero,"LINESTRING (-98.8348117 19.7027848, -98.8339804 19.7024141, -98.8337492 19.7023331)",,
316579064,residential,False,False,182.539,,Calle Casimiro Martínez,"LINESTRING (-98.8348117 19.7027848, -98.8349925 19.7023791, -98.8350516 19.7021496, -98.8350702 19.7017428, -98.8351111 19.701617, -98.835259 19.7012136)",,
316579060,residential,False,False,7.908,,Calle Vicente Guerrero,"LINESTRING (-98.8355564 19.7030949, -98.8356283 19.7031167)",,
316579060,residential,False,True,85.244,,Calle Vicente Guerrero,"LINESTRING (-98.8355564 19.7030949, -98.8348117 19.7027848)",,
782809747,tertiary,True,False,46.814,,Calle 16 De Septiembre,"LINESTRING (-98.8355564 19.7030949, -98.8353922 19.7034865)",,
316580084,residential,False,False,61.715,,Calle Plan De Ayala,"LINESTRING (-98.8362345 19.7056626, -98.8367043 19.7059979)",,
787531062,primary,False,False,91.66499999999999,MEX 132,Avenida Tuxpan,"LINESTRING (-98.8362345 19.7056626, -98.8363928 19.7055843, -98.8366608 19.7053974, -98.8369319 19.7051697)",,
787531062,primary,False,True,65.726,MEX 132,Avenida Tuxpan,"LINESTRING (-98.8362345 19.7056626, -98.8359663 19.7057838, -98.8356632 19.7059075)",,
108243805,tertiary,False,False,11.272,,Avenida Justo Sierra,"LINESTRING (-98.8356965 19.7060039, -98.8356632 19.7059075)",,
108243805,tertiary,False,True,28.902,,Avenida Justo Sierra,"LINESTRING (-98.8356965 19.7060039, -98.835721 19.7062628)",,
782798955,residential,False,False,234.444,,Calle Plan De Guadalupe,"LINESTRING (-98.8356965 19.7060039, -98.8374551 19.7073094)",,
316580094,residential,False,False,222.767,,Calle Reina Xóchitl,"LINESTRING (-98.835226 19.706059, -98.8345696 19.7079647)",,
787531062,primary,False,False,48.769,MEX 132,Avenida Tuxpan,"LINESTRING (-98.835226 19.706059, -98.8356632 19.7059075)",,
787531062,primary,False,True,111.513,MEX 132,Avenida Tuxpan,"LINESTRING (-98.835226 19.706059, -98.8342224 19.7063952)",,
782786378,secondary,False,False,14.733,,,"LINESTRING (-98.8391121 19.7064339, -98.8389915 19.7063656)",,
316580075,residential,False,True,108.873,,Calle Neoyeotiloyan,"LINESTRING (-98.838947 19.7064872, -98.8387084 19.7074402)",,
316580101,residential,False,False,110.565,,Avenida Adolfo López Mateos,"LINESTRING (-98.838947 19.7064872, -98.8380285 19.7069781)",,
316580101,residential,False,True,14.301,,Avenida Adolfo López Mateos,"LINESTRING (-98.838947 19.7064872, -98.8389915 19.7063656)",,
294088435,residential,False,False,172.43,,Avenida 16 De Septiembre Norte,"LINESTRING (-98.8340378 19.7064795, -98.8345315 19.7050001)",,
316580091,residential,False,True,65.467,,Avenida 16 de Septiembre,"LINESTRING (-98.8340378 19.7064795, -98.8338736 19.7070476)",,
