osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,bridge
176418248,False,Benito Juárez García,residential,False,81.346,,,"LINESTRING (-109.6649156 26.9519888, -109.6657363 26.9519888)",
176604884,False,Boulevard La Paz,secondary,False,105.166,2,SON 143,"LINESTRING (-109.6649156 26.9519888, -109.6649015 26.9529345)",
176604884,False,Boulevard La Paz,secondary,False,15.402,2,SON 143,"LINESTRING (-109.6648845 26.9540776, -109.6648824 26.9542161)",
176604884,False,Boulevard La Paz,secondary,True,112.228,2,SON 143,"LINESTRING (-109.6648845 26.9540776, -109.6648866 26.9538766, -109.6648995 26.9530684)",
176604884,False,Boulevard La Paz,secondary,False,50.509,2,SON 143,"LINESTRING (-109.6648824 26.9542161, -109.6648756 26.9546703)",
176604884,False,Boulevard La Paz,secondary,True,15.402,2,SON 143,"LINESTRING (-109.6648824 26.9542161, -109.6648845 26.9540776)",
176414729,True,Boulevard Heriberto Fonseca Ríos,residential,False,133.144,,,"LINESTRING (-109.6648824 26.9542161, -109.6660957 26.9541526, -109.6662218 26.9541334)",
176414735,False,Boulevard Heriberto Fonseca Ríos,residential,True,119.309,,,"LINESTRING (-109.67006 26.9536576, -109.6688568 26.9536892)",
176415818,False,Calle 5 de Febrero,residential,False,18.502,,,"LINESTRING (-109.67006 26.9536576, -109.6700539 26.9538239)",
176415818,False,Calle 5 de Febrero,residential,True,99.569,,,"LINESTRING (-109.67006 26.9536576, -109.670095 26.9527627)",
176414729,True,Boulevard Heriberto Fonseca Ríos,residential,False,19.954,,,"LINESTRING (-109.6662218 26.9541334, -109.6663903 26.9540352)",
176418207,False,,residential,True,14.117,,,"LINESTRING (-109.6662218 26.9541334, -109.6662003 26.9540079)",
176414735,False,Boulevard Heriberto Fonseca Ríos,residential,False,76.905,,,"LINESTRING (-109.6680913 26.9538021, -109.6688568 26.9536892)",
176414735,False,Boulevard Heriberto Fonseca Ríos,residential,True,33.597,,,"LINESTRING (-109.6680913 26.9538021, -109.6677609 26.9538696)",
176414731,False,Calle José María Pino Suárez,residential,True,135.035,,,"LINESTRING (-109.6680913 26.9538021, -109.6681388 26.9536552, -109.6681578 26.9534692, -109.6681408 26.953384, -109.6680484 26.953232, -109.6678284 26.9528017, -109.6677623 26.952672)",
176414732,False,Calle Valentín Gómez Farías,residential,True,115.848,,,"LINESTRING (-109.6688568 26.9536892, -109.6688911 26.9526478)",
176414735,False,Boulevard Heriberto Fonseca Ríos,residential,False,119.309,,,"LINESTRING (-109.6688568 26.9536892, -109.67006 26.9536576)",
176414735,False,Boulevard Heriberto Fonseca Ríos,residential,True,76.905,,,"LINESTRING (-109.6688568 26.9536892, -109.6680913 26.9538021)",
176415818,False,Calle 5 de Febrero,residential,False,40.259,,,"LINESTRING (-109.6708594 26.9593621, -109.6712201 26.9595286)",
176418386,False,18 de Marzo,residential,False,118.606,,,"LINESTRING (-109.6708594 26.9593621, -109.6703029 26.9603064)",
