osmid,highway,oneway,reversed,length,name,geometry,ref,maxspeed,bridge
422055124,residential,False,False,11.72,,"LINESTRING (-105.8458609 26.8667509, -105.8459417 26.8668278)",,,
422055124,residential,False,True,10.017,,"LINESTRING (-105.8458609 26.8667509, -105.8457904 26.8666864)",,,
758162001,residential,False,False,198.841,Calle Che Ledezma,"LINESTRING (-105.8458609 26.8667509, -105.8456118 26.8670981, -105.8455923 26.8671275, -105.8453248 26.8676055, -105.8451209 26.8679817, -105.8449459 26.8683388)",,,
422097285,residential,False,True,105.08,Calle Primera De Galeana,"LINESTRING (-105.8504196 26.8607503, -105.8500679 26.8616417)",,,
758143302,residential,False,True,16.086,Calle Benito Juárez,"LINESTRING (-105.8504196 26.8607503, -105.8504246 26.8608949)",CHIH 110,20,
422097286,residential,False,False,43.598,Avenida Benito Juárez,"LINESTRING (-105.8504196 26.8607503, -105.8504492 26.8605433, -105.8504935 26.8603642)",,,
346499253,residential,False,False,73.684,Calle Frisco,"LINESTRING (-105.8491802 26.8689867, -105.849433 26.8683636)",CHIH 110,20,
422055133,residential,False,False,67.012,Calle Primera,"LINESTRING (-105.8491802 26.8689867, -105.8491112 26.8683872)",,,
758160301,residential,False,False,28.045,Calle Argentita,"LINESTRING (-105.8500237 26.8670368, -105.8502653 26.8669058)",,,
346499253,residential,False,False,207.075,Calle Frisco,"LINESTRING (-105.8500237 26.8670368, -105.8500689 26.8669708, -105.8504632 26.8664594, -105.8506228 26.8662117, -105.8510751 26.8654313)",CHIH 110,20,
346499253,residential,False,True,82.849,Calle Frisco,"LINESTRING (-105.8500237 26.8670368, -105.8499918 26.8671042, -105.8497164 26.8677296)",CHIH 110,20,
422097277,residential,False,False,39.544,,"LINESTRING (-105.8510751 26.8654313, -105.8512989 26.865137)",,,
346499253,residential,False,True,207.075,Calle Frisco,"LINESTRING (-105.8510751 26.8654313, -105.8506228 26.8662117, -105.8504632 26.8664594, -105.8500689 26.8669708, -105.8500237 26.8670368)",CHIH 110,20,
346499255,residential,False,False,125.34200000000001,Calle Benito Juárez,"LINESTRING (-105.8510751 26.8654313, -105.8509058 26.8651003, -105.8508786 26.8650566, -105.8506617 26.8647689, -105.8506382 26.8647264, -105.8506288 26.8646816, -105.8506338 26.8644079)",CHIH 110,20,
346499255,residential,False,True,24.481,Calle Benito Juárez,"LINESTRING (-105.8506107 26.8641887, -105.8506338 26.8644079)",CHIH 110,20,
422097281,residential,False,False,79.758,Avenida Benito Juárez,"LINESTRING (-105.8506107 26.8641887, -105.8503646 26.8641223, -105.8503304 26.8641019, -105.8503143 26.8640696, -105.8502976 26.863654)",,,
758164011,residential,False,False,143.73399999999998,Calle Benito Juárez,"LINESTRING (-105.8506107 26.8641887, -105.8506248 26.8636282, -105.8506201 26.8635899, -105.8505651 26.8634493, -105.8505551 26.8634098, -105.850477 26.8629106)",CHIH 110,20,
422097280,residential,False,False,12.825,Calle Abasolo,"LINESTRING (-105.850477 26.8629106, -105.8503525 26.8628795)",,,
422097280,residential,False,True,53.205,Calle Abasolo,"LINESTRING (-105.850477 26.8629106, -105.8509849 26.8630644)",,,
422097288,residential,False,False,130.928,Calle Vía Cable,"LINESTRING (-105.850477 26.8629106, -105.8505571 26.8626681, -105.8505879 26.8625616, -105.8507717 26.8617636)",,,
758164011,residential,False,True,143.734,Calle Benito Juárez,"LINESTRING (-105.850477 26.8629106, -105.8505551 26.8634098, -105.8505651 26.8634493, -105.8506201 26.8635899, -105.8506248 26.8636282, -105.8506107 26.8641887)",CHIH 110,20,
422055123,residential,False,True,131.01,Calle 15 De Mayo,"LINESTRING (-105.845185 26.8670997, -105.8450116 26.8671266, -105.8449741 26.8671383, -105.8449503 26.8671577, -105.8444906 26.8678758, -105.8444779 26.867906, -105.8444728 26.8679369, -105.844476 26.8680034)",,,
758164008,tertiary,False,True,125.43599999999999,Calle Vicente Guerrero,"LINESTRING (-105.845185 26.8670997, -105.84468 26.8678923, -105.8446542 26.8679216, -105.844621 26.8679419, -105.844476 26.8680034)",,,
758164008,tertiary,False,False,42.001999999999995,Calle Vicente Guerrero,"LINESTRING (-105.845185 26.8670997, -105.8452678 26.8669935, -105.8453073 26.8669576, -105.8454921 26.8668478)",,,
