osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,width
305316119,Calle 10 de Diciembre,residential,False,False,132.468,,,"LINESTRING (-100.3880952 20.653027, -100.3880094 20.6518384)",
35086271,Querétaro - Estación Chichimequillas,secondary,True,False,113.81700000000001,2,QRO 540,"LINESTRING (-100.3880952 20.653027, -100.3873139 20.65303, -100.3870015 20.6530398)",
893411860,Calle Guerrero,residential,False,False,15.386,,,"LINESTRING (-100.3859422 20.6532522, -100.3859288 20.6531144)",
287801417,Calle Guerrero,residential,False,True,127.71000000000001,,,"LINESTRING (-100.3859422 20.6532522, -100.3859718 20.6534828, -100.3860436 20.6543966)",
712152479,Querétaro - Estación Chichimequillas,secondary,True,False,116.055,2,QRO 540,"LINESTRING (-100.3859422 20.6532522, -100.3865977 20.6532226, -100.3869227 20.6532107, -100.3870565 20.6532065)",
712152478,Querétaro - Estación Chichimequillas,secondary,True,False,27.489,2,QRO 540,"LINESTRING (-100.3813657 20.6534827, -100.3811018 20.6534944)",
287801452,,secondary_link,True,False,90.77199999999999,1,,"LINESTRING (-100.3811018 20.6534944, -100.3808957 20.6535136, -100.380526 20.653548, -100.3804238 20.6535595, -100.3803859 20.6535694, -100.3803641 20.6535827, -100.3803533 20.6535949, -100.3803507 20.6536203, -100.3803581 20.6536411, -100.3803741 20.6536583, -100.3804058 20.6536683)",
712152478,Querétaro - Estación Chichimequillas,secondary,True,False,26.183,2,QRO 540,"LINESTRING (-100.3811018 20.6534944, -100.3808946 20.6535008, -100.3808503 20.6535022)",
30152253,Querétaro - Estación Chichimequillas,secondary,True,False,15.4,3,QRO 540,"LINESTRING (-100.3804058 20.6536683, -100.3805532 20.6536558)",
297409236,Calle Puebla,residential,False,True,128.306,,,"LINESTRING (-100.3794412 20.6537322, -100.3794592 20.6539365, -100.3795473 20.6548818)",
"[895083680, 895083679]",Querétaro - Estación Chichimequillas,secondary,True,False,57.215,"['3', '4']",QRO 540,"LINESTRING (-100.3794412 20.6537322, -100.3796017 20.6537247, -100.3799904 20.6537065)",
305354596,Calle 22 de Octubre,residential,False,False,121.604,,,"LINESTRING (-100.3859288 20.6531144, -100.3858598 20.6520227)",
893411860,Calle Guerrero,residential,False,True,15.386,,,"LINESTRING (-100.3859288 20.6531144, -100.3859422 20.6532522)",
893411859,Querétaro - Estación Chichimequillas,secondary,True,False,108.444,2,QRO 540,"LINESTRING (-100.3859288 20.6531144, -100.3858145 20.653124, -100.3849885 20.653193, -100.3848904 20.6531971)",
297402789,Calle Guanajuato,residential,False,False,92.813,,,"LINESTRING (-100.3798017 20.655703, -100.3789159 20.6558015)",
297402789,Calle Guanajuato,residential,False,True,84.51,,,"LINESTRING (-100.3798017 20.655703, -100.3806062 20.6555984)",
700366188,,residential,False,False,29.958,,,"LINESTRING (-100.3798017 20.655703, -100.3797453 20.6554388)",
297402789,Calle Guanajuato,residential,False,True,92.813,,,"LINESTRING (-100.3789159 20.6558015, -100.3798017 20.655703)",
297409243,Calle Michoacán,residential,False,False,100.068,,,"LINESTRING (-100.3789159 20.6558015, -100.3790983 20.6549179)",
297402787,Calle Baja California,residential,False,False,55.76,,,"LINESTRING (-100.3878169 20.6563047, -100.3872819 20.6563339)",
297402787,Calle Baja California,residential,False,False,109.2,,,"LINESTRING (-100.3872819 20.6563339, -100.3862343 20.6563934)",
297402787,Calle Baja California,residential,False,True,55.76,,,"LINESTRING (-100.3872819 20.6563339, -100.3878169 20.6563047)",
297409241,Calle Sinaloa,residential,False,False,60.699,,,"LINESTRING (-100.3872819 20.6563339, -100.3872507 20.6557888)",
287801417,Calle Guerrero,residential,False,False,110.397,,,"LINESTRING (-100.3862343 20.6563934, -100.3861354 20.6554049)",
287801417,Calle Guerrero,residential,False,True,81.171,,,"LINESTRING (-100.3862343 20.6563934, -100.3862918 20.6571214)",
297402787,Calle Baja California,residential,False,False,66.238,,,"LINESTRING (-100.3862343 20.6563934, -100.3855998 20.656442)",
297402787,Calle Baja California,residential,False,True,109.2,,,"LINESTRING (-100.3862343 20.6563934, -100.3872819 20.6563339)",
297402787,Calle Baja California,residential,False,False,109.342,,,"LINESTRING (-100.3851457 20.6564712, -100.3840987 20.6565558)",
297402787,Calle Baja California,residential,False,True,47.359,,,"LINESTRING (-100.3851457 20.6564712, -100.3855998 20.656442)",
700366200,Calle Veracruz,residential,False,False,40.679,,,"LINESTRING (-100.3851457 20.6564712, -100.3851721 20.6568362)",
297409239,Calle Veracruz,residential,False,False,109.953,,,"LINESTRING (-100.3851457 20.6564712, -100.3851047 20.6560624, -100.3850469 20.6554867)",
297402787,Calle Baja California,residential,False,False,114.205,,,"LINESTRING (-100.3840987 20.6565558, -100.383006 20.6566531)",
297402787,Calle Baja California,residential,False,True,109.342,,,"LINESTRING (-100.3840987 20.6565558, -100.3851457 20.6564712)",
297409245,Calle Tijuana,residential,False,False,113.59,,,"LINESTRING (-100.3840987 20.6565558, -100.3840092 20.6555377)",
297409245,Calle Tijuana,residential,False,True,83.421,,,"LINESTRING (-100.3840987 20.6565558, -100.3841223 20.6573057)",
297402787,Calle Baja California,residential,False,False,109.956,,,"LINESTRING (-100.383006 20.6566531, -100.3819528 20.6567346)",
297402787,Calle Baja California,residential,False,True,114.205,,,"LINESTRING (-100.383006 20.6566531, -100.3840987 20.6565558)",
297409242,Calle Nuevo León,residential,False,False,111.649,,,"LINESTRING (-100.383006 20.6566531, -100.3829142 20.6556527)",
297409242,Calle Nuevo León,residential,False,True,87.042,,,"LINESTRING (-100.383006 20.6566531, -100.383064 20.657434)",
297402787,Calle Baja California,residential,False,False,70.454,,,"LINESTRING (-100.3819528 20.6567346, -100.38128 20.6568062)",
297402787,Calle Baja California,residential,False,True,109.956,,,"LINESTRING (-100.3819528 20.6567346, -100.383006 20.6566531)",
700366193,Calle Campeche,residential,False,False,112.945,,,"LINESTRING (-100.3819528 20.6567346, -100.3818561 20.6557229)",
700366193,Calle Campeche,residential,False,True,42.362,,,"LINESTRING (-100.3819528 20.6567346, -100.381968 20.6571153)",
297402787,Calle Baja California,residential,False,False,75.656,,,"LINESTRING (-100.38128 20.6568062, -100.3805543 20.6568489)",
