osmid,oneway,ref,name,highway,reversed,length,maxspeed,bridge,geometry
389823072,False,ZAC 90,Calle Aguanaval,tertiary,False,22.242,,,"LINESTRING (-102.9631722 23.4551759, -102.9629689 23.4551036)"
389823076,False,,,residential,True,70.418,,,"LINESTRING (-102.9631722 23.4551759, -102.963435 23.4545903)"
434298879,False,,Calle De La Rosa,tertiary,True,88.883,,,"LINESTRING (-102.9631722 23.4551759, -102.9628664 23.4559244)"
434298880,False,ZAC 90,Calle Aguanaval,tertiary,True,72.318,,,"LINESTRING (-102.9631722 23.4551759, -102.9638079 23.4554638)"
"[389823140, 389823069, 389823068]",False,ZAC 90,Ramal a Rancho Grande-Río de Medina,tertiary,"[False, True]",143.208,60,yes,"LINESTRING (-102.9669915 23.4559553, -102.9663761 23.4557873, -102.9661132 23.4557123, -102.965782 23.4556458, -102.9656346 23.4556413)"
944662742,False,,,residential,True,49.074,,,"LINESTRING (-102.9594305 23.4502595, -102.9598619 23.4500642)"
389823047,True,,Boulevard Tulipán,unclassified,False,131.882,,,"LINESTRING (-102.9594305 23.4502595, -102.9594269 23.4498584, -102.9594198 23.4490735)"
944662742,False,,,residential,False,133.48,,,"LINESTRING (-102.9610353 23.449533, -102.9598619 23.4500642)"
944662743,False,,,tertiary,True,11.296,,,"LINESTRING (-102.9610353 23.449533, -102.9610827 23.4495115, -102.9611098 23.4494646)"
389823041,False,,,residential,False,78.01,,,"LINESTRING (-102.959468 23.4514456, -102.9601102 23.4510647)"
389823047,True,,Boulevard Tulipán,unclassified,False,131.944,,,"LINESTRING (-102.959468 23.4514456, -102.9594305 23.4502595)"
389823041,False,,,residential,True,159.848,,,"LINESTRING (-102.9614261 23.4502842, -102.9601102 23.4510647)"
389823050,False,,,tertiary,False,70.494,,,"LINESTRING (-102.9614261 23.4502842, -102.9615052 23.450914)"
389823041,False,,,residential,False,51.135000000000005,,,"LINESTRING (-102.9614261 23.4502842, -102.9616406 23.4502546, -102.9619249 23.4502595)"
389823050,False,,,tertiary,True,48.840999999999994,,,"LINESTRING (-102.9614261 23.4502842, -102.9614153 23.4499274, -102.9614368 23.4498475)"
389823042,False,,,residential,False,67.661,,,"LINESTRING (-102.9619249 23.4502595, -102.9614368 23.4498475)"
389823041,False,,,residential,False,44.459,,,"LINESTRING (-102.9619249 23.4502595, -102.9621234 23.4503383, -102.9623085 23.4504466)"
389823041,False,,,residential,True,51.135000000000005,,,"LINESTRING (-102.9619249 23.4502595, -102.9616406 23.4502546, -102.9614261 23.4502842)"
761340591,False,,,residential,True,8.442,,,"LINESTRING (-102.9623085 23.4504466, -102.9623639 23.450503)"
389823041,False,,,residential,True,44.459,,,"LINESTRING (-102.9623085 23.4504466, -102.9621234 23.4503383, -102.9619249 23.4502595)"
389823078,False,,,residential,True,81.164,,,"LINESTRING (-102.9623085 23.4504466, -102.9628449 23.4500086, -102.9628338 23.4499382)"
389823042,False,,,residential,True,67.661,,,"LINESTRING (-102.9614368 23.4498475, -102.9619249 23.4502595)"
389823050,False,,,tertiary,True,19.789,,,"LINESTRING (-102.9614368 23.4498475, -102.9614832 23.4496747)"
389823050,False,,,tertiary,False,48.840999999999994,,,"LINESTRING (-102.9614368 23.4498475, -102.9614153 23.4499274, -102.9614261 23.4502842)"
389823043,False,,,residential,False,169.213,,,"LINESTRING (-102.9616943 23.45242, -102.9600414 23.4522918)"
389823050,False,,,tertiary,False,34.66,,,"LINESTRING (-102.9616943 23.45242, -102.9617287 23.4527301)"
389823050,False,,,tertiary,True,121.02,,,"LINESTRING (-102.9616943 23.45242, -102.9615585 23.4513388)"
389823043,False,,,residential,True,58.148,,,"LINESTRING (-102.9594734 23.4522478, -102.9600414 23.4522918)"
