osmid,highway,oneway,reversed,length,ref,name,geometry,access
721671436,residential,False,False,94.437,,,"LINESTRING (-101.7135982 19.2039193, -101.7138706 19.2031099)",
717725557,primary,True,False,28.839,MEX 120,Quiroga - Tepalcatepec,"LINESTRING (-101.7135982 19.2039193, -101.7134904 19.2040055, -101.7133834 19.2040807)",
717744817,tertiary,True,False,27.378,,Francisco J. Mújica,"LINESTRING (-101.7135982 19.2039193, -101.7134616 19.2039331, -101.7133395 19.2039166)",
917239142,residential,True,False,18.127,,Boulevard Francisco J. Mújica,"LINESTRING (-101.7062511 19.2025792, -101.7063725 19.2026951)",
717725558,primary,True,False,46.092,MEX 120,Quiroga - Tepalcatepec,"LINESTRING (-101.7134026 19.2043738, -101.7135258 19.2042595, -101.7136229 19.2041969, -101.7137541 19.2041309)",
721674352,primary_link,True,False,33.317,,,"LINESTRING (-101.7134026 19.2043738, -101.7134234 19.2042617, -101.7134146 19.2041769, -101.7133834 19.2040807)",
717744818,tertiary,True,False,39.324,,Francisco J. Mújica,"LINESTRING (-101.7133834 19.2040807, -101.7137541 19.2041309)",
717725557,primary,True,False,30.975,MEX 120,Quiroga - Tepalcatepec,"LINESTRING (-101.7133834 19.2040807, -101.7133117 19.2041659, -101.7131793 19.2042807)",
721674352,primary_link,True,False,18.921999999999997,,,"LINESTRING (-101.7133834 19.2040807, -101.7133516 19.2039977, -101.7133395 19.2039166)",
182014090,tertiary,True,False,6.291,,Boulevard Francisco J. Múgica,"LINESTRING (-101.7063725 19.2026951, -101.7064162 19.2026564)",
717739723,residential,True,False,86.175,,Boulevard Francisco J. Mújica,"LINESTRING (-101.7063725 19.2026951, -101.706438 19.2027536, -101.7069405 19.2032543)",
703485872,residential,False,False,158.687,,Calle Circunvalación,"LINESTRING (-101.7133395 19.2039166, -101.7138559 19.2025754)",
717744817,tertiary,True,False,169.39600000000002,,Francisco J. Mújica,"LINESTRING (-101.7133395 19.2039166, -101.7131424 19.2038723, -101.7118 19.2034632)",
717744818,tertiary,True,False,33.333,,Francisco J. Mújica,"LINESTRING (-101.713066 19.2040762, -101.7133834 19.2040807)",
721674353,primary_link,True,False,27.541000000000004,,,"LINESTRING (-101.713066 19.2040762, -101.7131223 19.2041212, -101.7131592 19.2041649, -101.7131846 19.2042085, -101.7131793 19.2042807)",
717725555,primary,True,False,128.918,MEX 120,Quiroga - Tepalcatepec,"LINESTRING (-101.7131793 19.2042807, -101.7130695 19.2045854, -101.7127454 19.205365)",
182014861,tertiary,False,True,105.925,,Avenida Morelos,"LINESTRING (-101.7090453 19.2083163, -101.7088307 19.2092471)",
717752716,residential,False,False,120.887,,Calle Benito Serrato,"LINESTRING (-101.7090453 19.2083163, -101.7101524 19.2086145)",
718409755,tertiary,False,False,86.688,,Avenida Morelos,"LINESTRING (-101.7090453 19.2083163, -101.7092854 19.2075704)",
738057296,residential,True,False,50.313,,Calle Madero,"LINESTRING (-101.7090453 19.2083163, -101.7085788 19.208213)",
182014858,residential,False,False,124.905,,Calle José Trinidad Guido,"LINESTRING (-101.7052393 19.2053161, -101.7047244 19.2063287)",
182014858,residential,False,True,160.773,,Calle José Trinidad Guido,"LINESTRING (-101.7052393 19.2053161, -101.7062094 19.2041975)",
