osmid,ref,highway,oneway,reversed,length,name,width,geometry,lanes
163603253,MEX 55,secondary_link,False,True,12.571,,,"LINESTRING (-99.8731958 19.8035591, -99.8733158 19.8035532)",
163603253,MEX 55,secondary_link,False,False,12.571,,,"LINESTRING (-99.8733158 19.8035532, -99.8731958 19.8035591)",
"[1154149757, 784004406]",MEX 55,secondary,True,False,42.492000000000004,Avenida Isidro Fabela Norte,"['10', '8']","LINESTRING (-99.8733158 19.8035532, -99.8733134 19.8035309, -99.8733043 19.80333, -99.8732971 19.8031715)",
163603252,MEX 55,secondary,False,True,22.866,Avenida Isidro Fabela Norte,,"LINESTRING (-99.8751942 19.7957932, -99.87518 19.7959984)",2
783903057,,residential,False,True,57.042,Calle Legislatura,,"LINESTRING (-99.8751942 19.7957932, -99.8753593 19.7953043)",
163603252,MEX 55,secondary,False,False,58.929,Avenida Isidro Fabela Norte,,"LINESTRING (-99.8751942 19.7957932, -99.8751873 19.795577, -99.8751023 19.7952737)",2
288645726,,secondary,True,False,52.269,Calle Nicolás Bravo,,"LINESTRING (-99.8744891 19.7979385, -99.8749543 19.7981099)",
783998503,MEX 55,secondary,True,False,119.518,Avenida Isidro Fabela Norte,8,"LINESTRING (-99.8744891 19.7979385, -99.8743088 19.798535, -99.8742752 19.7986692, -99.8742098 19.7989307, -99.8741981 19.7989776)",2
163603282,,residential,True,False,96.392,Calle Rafael Favila,,"LINESTRING (-99.8731036 19.7984428, -99.8723066 19.7980079)",
783907575,,residential,True,False,99.466,Avenida Miguel Hidalgo,8,"LINESTRING (-99.8731036 19.7984428, -99.8733376 19.7975758)",2
783907575,,residential,True,False,39.61,Avenida Miguel Hidalgo,8,"LINESTRING (-99.872447 19.7997258, -99.872644 19.7994216)",2
783970975,,tertiary,True,False,98.554,Jose Maria Morelos y Pavon,5,"LINESTRING (-99.872447 19.7997258, -99.8728658 19.7998537, -99.873343 19.7999994)",
1154331161,,tertiary,True,False,57.952,Calle José María Morelos y Pavón,4,"LINESTRING (-99.8739069 19.8001873, -99.874409 19.8004074)",
783998503,MEX 55,secondary,True,False,87.907,Avenida Isidro Fabela Norte,8,"LINESTRING (-99.8739069 19.8001873, -99.8738797 19.8002889, -99.8737276 19.8008569, -99.8737016 19.8009539)",2
163603288,,tertiary,True,False,63.738,Avenida Alfredo Del Mazo Oriente,9,"LINESTRING (-99.8713798 19.8013014, -99.8708369 19.8010413)",
783980236,,residential,True,False,41.899,Avenida Miguel Hidalgo,9,"LINESTRING (-99.8713798 19.8013014, -99.8716419 19.8010165)",
"[1154157052, 163603254]",MEX 55,secondary,True,False,49.809,Avenida Isidro Fabela Norte,"['6', '8']","LINESTRING (-99.8731894 19.8031112, -99.8731926 19.8033349, -99.8731937 19.803412, -99.8731958 19.8035591)",
288652056,,residential,True,False,64.002,Privada Manuel Del Mazo,8,"LINESTRING (-99.8732971 19.8031715, -99.8738456 19.8034264)",
1154149758,MEX 55,secondary,True,False,99.072,Avenida Isidro Fabela Norte,6,"LINESTRING (-99.8732971 19.8031715, -99.873312 19.8030862, -99.873411 19.8025203, -99.8734142 19.8022893)",
163603252,MEX 55,secondary,False,False,4.778,Avenida Isidro Fabela Norte,,"LINESTRING (-99.8751023 19.7952737, -99.8750917 19.7952319)",2
783903056,,residential,False,False,27.103,Calle Legislatura,,"LINESTRING (-99.8751023 19.7952737, -99.8753593 19.7953043)",
163603252,MEX 55,secondary,False,True,58.929,Avenida Isidro Fabela Norte,,"LINESTRING (-99.8751023 19.7952737, -99.8751873 19.795577, -99.8751942 19.7957932)",2
288527680,,residential,False,False,7.72,Calle Porfiro Alcantara,,"LINESTRING (-99.8781841 19.7965317, -99.878122 19.7965692)",
288645728,,residential,True,False,23.025,Calle Antonio Vélez,8,"LINESTRING (-99.8748224 19.799179, -99.8750394 19.7991445)",
1154356387,,residential,False,False,69.048,Calle Antonio Vélez,,"LINESTRING (-99.8748224 19.799179, -99.8746673 19.799129, -99.8742629 19.7989985, -99.8741981 19.7989776)",
783932471,,residential,True,False,112.689,Calle Porfiro Alcantara,8,"LINESTRING (-99.8750394 19.7991445, -99.8758145 19.7984408)",
288645728,,residential,True,False,108.07400000000001,Calle Antonio Vélez,8,"LINESTRING (-99.8750394 19.7991445, -99.8756386 19.799277, -99.8760291 19.7994159)",
288527694,,residential,False,False,62.374,Calle Emiliano Zapata,,"LINESTRING (-99.8757351 19.796203, -99.87518 19.7959984)",
288527689,,residential,False,True,51.488,Calle Ascencion,,"LINESTRING (-99.8757351 19.796203, -99.8757726 19.7961146, -99.8759174 19.7957729)",
288527694,,residential,False,True,70.131,Calle Emiliano Zapata,,"LINESTRING (-99.8757351 19.796203, -99.8758316 19.796235, -99.8763672 19.7964129)",
288645726,,secondary,True,False,97.227,Calle Nicolás Bravo,,"LINESTRING (-99.8749543 19.7981099, -99.8758145 19.7984408)",
1243248869,,residential,True,False,14.327,Calle Ascencion,,"LINESTRING (-99.8749543 19.7981099, -99.8750199 19.7979968)",
288527692,,residential,False,True,70.556,Calle Chabacano,,"LINESTRING (-99.8759174 19.7957729, -99.8765471 19.796)",
288527689,,residential,False,False,51.488,Calle Ascencion,,"LINESTRING (-99.8759174 19.7957729, -99.8757726 19.7961146, -99.8757351 19.796203)",
288527694,,residential,False,False,126.144,Calle Emiliano Zapata,,"LINESTRING (-99.8776203 19.7968034, -99.8764736 19.7964529)",
783925266,,residential,False,True,57.336,Privada Porfirio Alcántara,,"LINESTRING (-99.8776203 19.7968034, -99.878126 19.7970021)",
783932471,,residential,True,False,58.595,Calle Porfiro Alcantara,8,"LINESTRING (-99.8776203 19.7968034, -99.878122 19.7965692)",
288645715,,residential,False,False,81.05,Calle 18 de Marzo,,"LINESTRING (-99.8727795 19.7952034, -99.872908 19.7955464, -99.8731272 19.7958478)",
1243248866,,residential,True,False,85.81099999999999,Calle Emiliano Zapata,,"LINESTRING (-99.8727795 19.7952034, -99.8734154 19.7954131, -99.8735535 19.7954587)",
783913892,,secondary,True,False,48.858,Calle Juan de Dios Peza,,"LINESTRING (-99.8764692 19.7976472, -99.8760182 19.7975332)",
783932471,,residential,True,False,155.899,Calle Porfiro Alcantara,8,"LINESTRING (-99.8764692 19.7976472, -99.876704 19.7973359, -99.8769795 19.7971097, -99.8776203 19.7968034)",
783998503,MEX 55,secondary,True,False,85.335,Avenida Isidro Fabela Norte,8,"LINESTRING (-99.8747371 19.7972074, -99.8744891 19.7979385)",2
288529219,,residential,True,False,128.084,Calle Juan de Dios Peza,8,"LINESTRING (-99.8747371 19.7972074, -99.8736699 19.7969046, -99.873565 19.7968748)",2
288529219,,residential,True,False,74.428,Calle Juan de Dios Peza,8,"LINESTRING (-99.873565 19.7968748, -99.8729003 19.7966363)",2
783907575,,residential,True,False,97.45,Avenida Miguel Hidalgo,8,"LINESTRING (-99.873565 19.7968748, -99.8735888 19.7966414, -99.8735565 19.7960002)",2
288529219,,residential,True,False,92.686,Calle Juan de Dios Peza,8,"LINESTRING (-99.8729003 19.7966363, -99.8720794 19.7963229)",2
288645722,,residential,True,False,77.283,Calle Ignaico Zaragoza,,"LINESTRING (-99.8729003 19.7966363, -99.8726058 19.7972737)",
288529219,,residential,True,False,27.975,Calle Juan de Dios Peza,8,"LINESTRING (-99.8720794 19.7963229, -99.871833 19.7962252)",2
288645713,,residential,True,False,25.18,Calle Vicente Iturbide,,"LINESTRING (-99.8720794 19.7963229, -99.8719948 19.7965349)",
288529219,,residential,True,False,55.387,Calle Juan de Dios Peza,8,"LINESTRING (-99.8711245 19.7959367, -99.8706331 19.7957514)",2
783889976,,residential,False,True,79.734,Calzada Maximino Ruíz Flores,16,"LINESTRING (-99.8711245 19.7959367, -99.8709636 19.7966376)",
783892735,,residential,False,False,31.475,Privada Maximino Ruíz Flores,,"LINESTRING (-99.8711245 19.7959367, -99.8711783 19.7956582)",
288645710,,residential,False,False,9.853,Calle Buenaventura Gómez,,"LINESTRING (-99.8698523 19.796176, -99.8698512 19.7962646)",
288645710,,residential,False,True,75.503,Calle Buenaventura Gómez,,"LINESTRING (-99.8698523 19.796176, -99.8698192 19.7954977)",
288645723,,residential,False,False,36.741,Calle Noche Triste,,"LINESTRING (-99.8698523 19.796176, -99.8701761 19.7963039)",
288645723,,residential,False,True,11.304,Calle Noche Triste,,"LINESTRING (-99.8698523 19.796176, -99.8697443 19.796179)",
288650511,,residential,False,True,43.385,Calle Adalberto Albarrán Yáñez,,"LINESTRING (-99.870272 19.7979651, -99.8706415 19.7981422)",
783175369,,residential,False,True,195.459,Calle Buenaventura Gómez,,"LINESTRING (-99.870272 19.7979651, -99.8700039 19.7972676, -99.8698859 19.7967604, -99.8698512 19.7962646)",
288645710,,residential,False,True,9.853,Calle Buenaventura Gómez,,"LINESTRING (-99.8698512 19.7962646, -99.8698523 19.796176)",
1209206264,,residential,False,False,14.686,Calle Rafael Favila,,"LINESTRING (-99.8698512 19.7962646, -99.8697443 19.796179)",
783175369,,residential,False,False,195.459,Calle Buenaventura Gómez,,"LINESTRING (-99.8698512 19.7962646, -99.8698859 19.7967604, -99.8700039 19.7972676, -99.870272 19.7979651)",
"[1209206264, 1209206265, 1209206263]",,residential,False,True,136.109,Calle Rafael Favila,,"LINESTRING (-99.8698512 19.7962646, -99.8699044 19.7963156, -99.8699417 19.7963447, -99.8706844 19.7968735, -99.8708835 19.7970081)",
288645713,,residential,True,False,53.126999999999995,Calle Vicente Iturbide,,"LINESTRING (-99.8725679 19.7951903, -99.8725692 19.7952428, -99.8723902 19.7956333)",
163603282,,residential,True,False,90.55600000000001,Calle Rafael Favila,,"LINESTRING (-99.8715299 19.7975487, -99.8712209 19.797312, -99.870969 19.7970842, -99.8708835 19.7970081)",
288645721,,residential,False,False,80.713,Calle 20 de Noviembre,,"LINESTRING (-99.8731272 19.7958478, -99.8723902 19.7956333)",
288645721,,residential,False,True,12.879,Calle 20 de Noviembre,,"LINESTRING (-99.8731272 19.7958478, -99.873242 19.7958896)",
288645715,,residential,False,True,81.05,Calle 18 de Marzo,,"LINESTRING (-99.8731272 19.7958478, -99.872908 19.7955464, -99.8727795 19.7952034)",
288645721,,residential,False,False,35.127,Calle 20 de Noviembre,,"LINESTRING (-99.8735565 19.7960002, -99.873242 19.7958896)",
783907575,,residential,True,False,60.213,Avenida Miguel Hidalgo,8,"LINESTRING (-99.8735565 19.7960002, -99.8735535 19.7954587)",2
288645721,,residential,False,False,12.879,Calle 20 de Noviembre,,"LINESTRING (-99.873242 19.7958896, -99.8731272 19.7958478)",
288645721,,residential,False,True,35.127,Calle 20 de Noviembre,,"LINESTRING (-99.873242 19.7958896, -99.8735565 19.7960002)",
288645722,,residential,True,False,90.399,Calle Ignaico Zaragoza,,"LINESTRING (-99.873242 19.7958896, -99.8729003 19.7966363)",
288645722,,residential,True,False,90.864,Calle Ignaico Zaragoza,,"LINESTRING (-99.8723066 19.7980079, -99.8719772 19.798764)",
163603282,,residential,True,False,95.971,Calle Rafael Favila,,"LINESTRING (-99.8723066 19.7980079, -99.8717359 19.7976705, -99.8715299 19.7975487)",
288645722,,residential,True,False,51.071,Calle Ignaico Zaragoza,,"LINESTRING (-99.8716593 19.7994646, -99.8714486 19.7998789)",
783970975,,tertiary,True,False,87.379,Jose Maria Morelos y Pavon,5,"LINESTRING (-99.8716593 19.7994646, -99.872447 19.7997258)",
783980234,,residential,False,True,70.459,Calle Ignaico Zaragoza,,"LINESTRING (-99.870553 19.8016159, -99.8708369 19.8010413)",
288645713,,residential,True,False,69.836,Calle Vicente Iturbide,,"LINESTRING (-99.8717834 19.7969677, -99.8715299 19.7975487)",
288645723,,residential,False,False,92.526,Calle Noche Triste,,"LINESTRING (-99.8717834 19.7969677, -99.8726058 19.7972737)",
288645723,,residential,False,True,93.294,Calle Noche Triste,,"LINESTRING (-99.8717834 19.7969677, -99.8709636 19.7966376)",
288645722,,residential,True,False,87.435,Calle Ignaico Zaragoza,,"LINESTRING (-99.8726058 19.7972737, -99.8723066 19.7980079)",
288645723,,residential,False,True,92.526,Calle Noche Triste,,"LINESTRING (-99.8726058 19.7972737, -99.8717834 19.7969677)",
288645723,,residential,False,False,83.789,Calle Noche Triste,,"LINESTRING (-99.8726058 19.7972737, -99.8730003 19.7974096, -99.8733376 19.7975758)",
783912246,,residential,True,False,29.829,Calle Noche Triste,8,"LINESTRING (-99.8733376 19.7975758, -99.8736058 19.7976668)",
288645723,,residential,False,True,83.789,Calle Noche Triste,,"LINESTRING (-99.8733376 19.7975758, -99.8730003 19.7974096, -99.8726058 19.7972737)",
783907575,,residential,True,False,81.497,Avenida Miguel Hidalgo,8,"LINESTRING (-99.8733376 19.7975758, -99.8734345 19.797277, -99.873565 19.7968748)",2
288527694,,residential,False,False,11.988,Calle Emiliano Zapata,,"LINESTRING (-99.8764736 19.7964529, -99.8763672 19.7964129)",
288527694,,residential,False,True,126.144,Calle Emiliano Zapata,,"LINESTRING (-99.8764736 19.7964529, -99.8776203 19.7968034)",
783913893,,residential,False,False,62.015,Privada Juan De Dios Peza,,"LINESTRING (-99.8764736 19.7964529, -99.8762456 19.7969677)",
783913892,,secondary,True,False,79.91,Calle Juan de Dios Peza,,"LINESTRING (-99.8760182 19.7975332, -99.8752738 19.7973723)",
783913893,,residential,False,True,57.388,Privada Juan De Dios Peza,,"LINESTRING (-99.8760182 19.7975332, -99.8762151 19.7970515)",
288645724,,residential,False,False,116.666,Callejón Fortín,,"LINESTRING (-99.8760182 19.7975332, -99.875852 19.7976361, -99.8750199 19.7979968)",
1243248869,,residential,True,False,74.349,Calle Ascencion,,"LINESTRING (-99.8750199 19.7979968, -99.8752738 19.7973723)",
288645724,,residential,False,True,116.666,Callejón Fortín,,"LINESTRING (-99.8750199 19.7979968, -99.875852 19.7976361, -99.8760182 19.7975332)",
783912246,,residential,True,False,61.542,Calle Noche Triste,8,"LINESTRING (-99.8736058 19.7976668, -99.8741771 19.7977986)",
