osmid,ref,highway,oneway,reversed,length,name,width,geometry,lanes
288645725,,residential,False,False,81.51400000000001,Calle Ignacio Allende,,"LINESTRING (-99.8736058 19.7976668, -99.8735953 19.79798, -99.873625 19.7980574, -99.8738256 19.7983371)",
783997476,,residential,False,True,142.10600000000002,,,"LINESTRING (-99.8738793 19.7984127, -99.8737966 19.7987047, -99.8736012 19.7993586, -99.8735582 19.7995313, -99.8735254 19.7996464)",
288645726,,secondary,True,False,80.482,Calle Nicolás Bravo,,"LINESTRING (-99.8768604 19.7988333, -99.8775931 19.7990538)",
784001046,,residential,False,False,85.548,Privada Antonio Vélez,,"LINESTRING (-99.8768604 19.7988333, -99.8766181 19.7995681)",
288645727,,residential,True,False,91.014,Calle Manuel Acuña,10,"LINESTRING (-99.8779897 19.7980612, -99.8776897 19.7988295)",
783913892,,secondary,True,False,165.60899999999998,Calle Juan de Dios Peza,,"LINESTRING (-99.8779897 19.7980612, -99.8768613 19.7977581, -99.8764692 19.7976472)",
931588701,MEX 126,residential,True,False,58.333,Calle Mario Colin Sanchez,10,"LINESTRING (-99.8772956 19.799939, -99.8777671 19.799659)",3
"[163603291, 1154546925]",MEX 126,residential,True,False,287.594,Calle Fermin J. Villalos,,"LINESTRING (-99.8772956 19.799939, -99.8771422 19.8000418, -99.8769707 19.8001151, -99.8767812 19.8001464, -99.8766584 19.8001356, -99.8765465 19.8001257, -99.8764949 19.8001121, -99.876156 19.8000232, -99.8761205 19.8000139, -99.8757353 19.7999206, -99.8754904 19.7998613, -99.8746661 19.7996616)",
288650509,,residential,True,False,96.18,Calle Juan N. Resendiz,8,"LINESTRING (-99.8772956 19.799939, -99.8771604 19.80032, -99.8770624 19.8005511, -99.8769779 19.8007503)",
783998503,MEX 55,secondary,True,False,92.521,Avenida Isidro Fabela Norte,8,"LINESTRING (-99.8741981 19.7989776, -99.8740688 19.7994807, -99.8739955 19.7997875)",2
1154356387,,residential,False,True,69.048,Calle Antonio Vélez,,"LINESTRING (-99.8741981 19.7989776, -99.8742629 19.7989985, -99.8746673 19.799129, -99.8748224 19.799179)",
784032372,,residential,False,False,151.19,Calle Justo Monroy y Vega,,"LINESTRING (-99.8779472 19.8021251, -99.8772281 19.8033045)",
288652063,,residential,False,False,58.423,Calle José Vicente Villada,8,"LINESTRING (-99.8772281 19.8033045, -99.8767152 19.8030967)",
784032372,,residential,False,True,151.19,Calle Justo Monroy y Vega,,"LINESTRING (-99.8772281 19.8033045, -99.8779472 19.8021251)",
288650509,,residential,True,False,90.912,Calle Juan N. Resendiz,8,"LINESTRING (-99.8769779 19.8007503, -99.8768857 19.8009855, -99.8766462 19.8015057)",
931588701,MEX 126,residential,True,False,39.033,Calle Mario Colin Sanchez,10,"LINESTRING (-99.8777671 19.799659, -99.877842 19.7996104, -99.8780743 19.7994598)",3
288650509,,residential,True,False,159.671,Calle Juan N. Resendiz,8,"LINESTRING (-99.8766462 19.8015057, -99.8760716 19.802836)",
944016707,,tertiary,True,False,38.488,Calle José María Morelos y Pavón,6,"LINESTRING (-99.8766462 19.8015057, -99.8769779 19.8016554)",
288650509,,residential,True,False,75.186,Calle Juan N. Resendiz,8,"LINESTRING (-99.8760716 19.802836, -99.8758282 19.8034722)",
288652063,,residential,False,False,139.004,Calle José Vicente Villada,8,"LINESTRING (-99.8760716 19.802836, -99.8748467 19.8023517)",
288652063,,residential,False,True,73.308,Calle José Vicente Villada,8,"LINESTRING (-99.8760716 19.802836, -99.8767152 19.8030967)",
676606104,,residential,True,False,87.25,Avenida Ata,6,"LINESTRING (-99.874409 19.8004074, -99.8744351 19.8003207, -99.8745284 19.8000111, -99.8746661 19.7996616)",
944016707,,tertiary,True,False,264.004,Calle José María Morelos y Pavón,6,"LINESTRING (-99.874409 19.8004074, -99.8748558 19.8006267, -99.8754734 19.8009275, -99.875519 19.80095, -99.8766462 19.8015057)",
784004411,,residential,False,False,32.337,,,"LINESTRING (-99.8744135 19.8011038, -99.8747184 19.8011515)",
784004407,,residential,True,False,77.438,Avenida Ata,5,"LINESTRING (-99.8744135 19.8011038, -99.8744098 19.8005257, -99.874409 19.8004074)",
784004407,,residential,True,False,39.528,Avenida Ata,5,"LINESTRING (-99.874498 19.8015556, -99.8744122 19.8012094)",
784006523,,residential,False,False,24.841,,,"LINESTRING (-99.874498 19.8015556, -99.8744067 19.8015842, -99.8742743 19.801538)",
288652063,,residential,False,True,139.004,Calle José Vicente Villada,8,"LINESTRING (-99.8748467 19.8023517, -99.8760716 19.802836)",
784004407,,residential,True,False,95.857,Avenida Ata,5,"LINESTRING (-99.8748467 19.8023517, -99.8746884 19.8020438, -99.874498 19.8015556)",
783980237,,tertiary,True,False,186.681,Calle Alfredo Del Mazo Poniente,,"LINESTRING (-99.8750036 19.8030524, -99.8735106 19.8023356, -99.8734142 19.8022893)",
784004407,,residential,True,False,82.185,Avenida Ata,5,"LINESTRING (-99.8750036 19.8030524, -99.8750156 19.802864, -99.8750103 19.8026444, -99.8748467 19.8023517)",
288645722,,residential,True,False,84.706,Calle Ignaico Zaragoza,,"LINESTRING (-99.8719772 19.798764, -99.8716593 19.7994646)",
288650511,,residential,False,False,155.913,Calle Adalberto Albarrán Yáñez,,"LINESTRING (-99.8719772 19.798764, -99.8706415 19.7981422)",
288650511,,residential,False,False,43.385,Calle Adalberto Albarrán Yáñez,,"LINESTRING (-99.8706415 19.7981422, -99.870272 19.7979651)",
288650511,,residential,False,True,155.913,Calle Adalberto Albarrán Yáñez,,"LINESTRING (-99.8706415 19.7981422, -99.8719772 19.798764)",
288650512,,residential,False,False,99.004,Calle Maximino Ruíz Flores,,"LINESTRING (-99.8706415 19.7981422, -99.8704203 19.7990079)",
288650512,,residential,False,True,99.004,Calle Maximino Ruíz Flores,,"LINESTRING (-99.8704203 19.7990079, -99.8706415 19.7981422)",
783970975,,tertiary,True,False,76.672,Jose Maria Morelos y Pavon,5,"LINESTRING (-99.8704203 19.7990079, -99.8711039 19.7992564)",
"[1249791066, 1249791067]",,residential,False,False,42.282,Calle Maximino Ruíz Flores,,"LINESTRING (-99.8704203 19.7990079, -99.8703739 19.7992107, -99.8703327 19.7993791)",
783971767,,residential,False,False,24.267,Calle 5 De Febrero,,"LINESTRING (-99.8698652 19.7992447, -99.8697825 19.7994486)",
783971767,,residential,False,True,53.905,Calle 5 De Febrero,,"LINESTRING (-99.8698652 19.7992447, -99.8700105 19.7987796)",
288650516,,residential,True,False,45.048,Calle José Vicente Villada,,"LINESTRING (-99.8693848 19.7994885, -99.8689571 19.7995353)",
783959261,,residential,False,False,86.621,,,"LINESTRING (-99.8693848 19.7994885, -99.8690465 19.8001995)",
288650516,,residential,True,False,55.176,Calle José Vicente Villada,,"LINESTRING (-99.8713951 19.7997868, -99.8709022 19.7996103)",
783971769,,residential,False,True,66.382,Calle José Vicente Villada Oriente,,"LINESTRING (-99.8713951 19.7997868, -99.8711039 19.7992564)",
288650516,,residential,True,False,16.65,Calle José Vicente Villada,,"LINESTRING (-99.8724248 19.8009474, -99.8723282 19.8008284)",
288652055,,residential,True,False,85.785,Calle Gregorio Montiel,,"LINESTRING (-99.8724248 19.8009474, -99.8720715 19.8016436)",
288650516,,residential,True,False,139.584,Calle José Vicente Villada,,"LINESTRING (-99.8735528 19.8016143, -99.8735036 19.8015866, -99.8731359 19.8013797, -99.8726688 19.8011255, -99.8724248 19.8009474)",
783998503,MEX 55,secondary,True,False,76.447,Avenida Isidro Fabela Norte,8,"LINESTRING (-99.8735528 19.8016143, -99.8734795 19.8019564, -99.8734444 19.8021355, -99.8734142 19.8022893)",2
783970975,,tertiary,True,False,62.549,Jose Maria Morelos y Pavon,5,"LINESTRING (-99.8711039 19.7992564, -99.8716593 19.7994646)",
783971769,,residential,False,False,66.382,Calle José Vicente Villada Oriente,,"LINESTRING (-99.8711039 19.7992564, -99.8713951 19.7997868)",
288650517,,residential,False,True,77.459,,,"LINESTRING (-99.8711039 19.7992564, -99.8710025 19.7989924, -99.870922 19.7987628, -99.8707679 19.7986664)",
163603288,,tertiary,True,False,53.196,Avenida Alfredo Del Mazo Oriente,9,"LINESTRING (-99.8700096 19.8006386, -99.869554 19.8004262)",
288650520,,residential,False,False,146.23700000000002,Calle Nogal,,"LINESTRING (-99.8700096 19.8006386, -99.8699002 19.8007489, -99.8690335 19.8015799)",
1249791063,,residential,False,True,144.123,Calle Maximino Ruíz Flores,,"LINESTRING (-99.8700096 19.8006386, -99.870112 19.8003047, -99.8703327 19.7993791)",
288650516,,residential,True,False,64.892,Calle José Vicente Villada,,"LINESTRING (-99.8709022 19.7996103, -99.8703327 19.7993791)",
783970974,,residential,False,False,144.602,Calle Roble,,"LINESTRING (-99.8709022 19.7996103, -99.8703424 19.8007993)",
163603288,,tertiary,True,False,39.135,Avenida Alfredo Del Mazo Oriente,9,"LINESTRING (-99.8703424 19.8007993, -99.8700096 19.8006386)",
783970974,,residential,False,True,144.602,Calle Roble,,"LINESTRING (-99.8703424 19.8007993, -99.8709022 19.7996103)",
288650518,,residential,False,False,160.394,Calle Roble,,"LINESTRING (-99.8703424 19.8007993, -99.870177 19.8010981, -99.8700638 19.8012229, -99.8693451 19.801878)",
288650518,,residential,False,False,80.09,Calle Roble,,"LINESTRING (-99.8693451 19.801878, -99.8687898 19.8023738)",
288650523,,residential,False,False,46.411,Calle Antonio Monroy Yáñez,,"LINESTRING (-99.8693451 19.801878, -99.8696493 19.8021818)",
288650523,,residential,False,True,46.492,Calle Antonio Monroy Yáñez,,"LINESTRING (-99.8693451 19.801878, -99.8690335 19.8015799)",
288650518,,residential,False,True,160.394,Calle Roble,,"LINESTRING (-99.8693451 19.801878, -99.8700638 19.8012229, -99.870177 19.8010981, -99.8703424 19.8007993)",
163603288,,tertiary,True,False,25.791,Avenida Alfredo Del Mazo Oriente,9,"LINESTRING (-99.869554 19.8004262, -99.8693278 19.800334)",
163603299,,residential,True,False,126.354,Avenida Miguel Hidalgo Norte,9,"LINESTRING (-99.8699779 19.8025471, -99.8708424 19.8017536)",
288650523,,residential,False,True,53.215,Calle Antonio Monroy Yáñez,,"LINESTRING (-99.8699779 19.8025471, -99.8696493 19.8021818)",
288650518,,residential,False,True,80.09,Calle Roble,,"LINESTRING (-99.8687898 19.8023738, -99.8693451 19.801878)",
288652053,,residential,True,False,151.873,Calle de Libertad,6,"LINESTRING (-99.873343 19.7999994, -99.8732167 19.8004021, -99.8731897 19.8004435, -99.8730776 19.8004982, -99.8723282 19.8008284)",
783970975,,tertiary,True,False,62.586,Jose Maria Morelos y Pavon,5,"LINESTRING (-99.873343 19.7999994, -99.8735372 19.8000629, -99.8737652 19.8001401, -99.8739069 19.8001873)",
288650516,,residential,True,False,42.45,Calle José Vicente Villada,,"LINESTRING (-99.8723282 19.8008284, -99.8720985 19.8005137)",
163603288,,tertiary,True,False,81.76,Avenida Alfredo Del Mazo Oriente,9,"LINESTRING (-99.8720715 19.8016436, -99.8714803 19.8013511, -99.8713798 19.8013014)",
288652055,,residential,True,False,91.289,Calle Gregorio Montiel,,"LINESTRING (-99.8720715 19.8016436, -99.8718 19.8022124, -99.8717032 19.8023876)",
163603299,,residential,True,False,75.428,Avenida Miguel Hidalgo Norte,9,"LINESTRING (-99.8708424 19.8017536, -99.8713798 19.8013014)",
1249791062,,residential,True,False,45.655,Privada Manuel Del Mazo,,"LINESTRING (-99.8708424 19.8017536, -99.8711056 19.8020811)",
783978758,,residential,False,False,39.264,Privada Manuel Del Mazo,,"LINESTRING (-99.871291 19.8021965, -99.8714606 19.8018815)",
1249791062,,residential,True,False,48.075,Privada Manuel Del Mazo,,"LINESTRING (-99.871291 19.8021965, -99.8715994 19.8023394, -99.8717032 19.8023876)",
783980235,,residential,True,False,79.386,Privada Manuel Del Mazo,,"LINESTRING (-99.8717974 19.802435, -99.8724755 19.8027554)",
163603288,,tertiary,True,False,89.25,Avenida Alfredo Del Mazo Oriente,9,"LINESTRING (-99.8728287 19.8020133, -99.8721718 19.8016926, -99.8720715 19.8016436)",
288652058,,residential,True,False,44.385,Calle del Trabajo,,"LINESTRING (-99.8723021 19.8031197, -99.8724755 19.8027554)",
288652059,,residential,False,False,94.308,Calle Enrique Valencia M.,,"LINESTRING (-99.8723021 19.8031197, -99.8714932 19.8027454)",
288652055,,residential,True,False,5.067,Calle Gregorio Montiel,,"LINESTRING (-99.8714932 19.8027454, -99.8714698 19.8027853)",
288652059,,residential,False,True,94.308,Calle Enrique Valencia M.,,"LINESTRING (-99.8714932 19.8027454, -99.8723021 19.8031197)",
1148671375,,residential,False,False,19.691,Calle Enrique Valencia M.,,"LINESTRING (-99.8710459 19.8025958, -99.8708759 19.8025198)",
1148671375,,residential,False,True,49.1,Calle Enrique Valencia M.,,"LINESTRING (-99.8710459 19.8025958, -99.8714698 19.8027853)",
163603299,,residential,True,False,120.459,Avenida Miguel Hidalgo Norte,9,"LINESTRING (-99.8691422 19.8032923, -99.8699779 19.8025471)",
783980237,,tertiary,True,False,98.088,Calle Alfredo Del Mazo Poniente,,"LINESTRING (-99.8758282 19.8034722, -99.8750036 19.8030524)",
163603252,MEX 55,secondary,False,False,22.866,Avenida Isidro Fabela Norte,,"LINESTRING (-99.87518 19.7959984, -99.8751942 19.7957932)",2
288527694,,residential,False,True,62.374,Calle Emiliano Zapata,,"LINESTRING (-99.87518 19.7959984, -99.8757351 19.796203)",
783998503,MEX 55,secondary,True,False,142.197,Avenida Isidro Fabela Norte,8,"LINESTRING (-99.87518 19.7959984, -99.8747371 19.7972074)",2
1243248867,,residential,True,False,44.724,Calle Emiliano Zapata,,"LINESTRING (-99.8735535 19.7954587, -99.8739577 19.7955896)",
288645713,,residential,True,False,83.29,Calle Vicente Iturbide,,"LINESTRING (-99.8723902 19.7956333, -99.8720794 19.7963229)",
