osmid,name,highway,oneway,reversed,length,bridge,geometry,tunnel,lanes,ref,maxspeed
320243912,Juárez,tertiary,False,True,32.706,,"LINESTRING (-103.1224689 20.3926174, -103.1226486 20.3926174, -103.1227827 20.3926174)",,,,
"[474737729, 474737731, 474737733]",Panteón,residential,False,False,158.565,yes,"LINESTRING (-103.1224689 20.3926174, -103.1225561 20.3930473, -103.1225561 20.3931491, -103.1225292 20.3932245, -103.1224439 20.3933389, -103.1223595 20.3935338, -103.1223118 20.3939888)",,,,
320243927,A. Mercado,residential,False,False,87.26499999999999,,"LINESTRING (-103.1215944 20.3928268, -103.1215569 20.3927481, -103.1215006 20.3927054, -103.120873 20.3924779)",,,,
320243931,Avenida Miguel Hidalgo,tertiary,False,False,165.316,,"LINESTRING (-103.1215944 20.3928268, -103.1210151 20.3930134, -103.1203741 20.3932497, -103.120112 20.3933541)",,,,
"[933157944, 933157945, 320243912]",Juárez,tertiary,False,True,94.551,yes,"LINESTRING (-103.1215944 20.3928268, -103.1216272 20.3928178, -103.1218367 20.3927512, -103.122257 20.3926312, -103.1224689 20.3926174)",,,,
320243913,Ricardo Flores Magón,residential,False,False,94.212,,"LINESTRING (-103.1266022 20.3920178, -103.1256983 20.3920228)",,,,
320243922,Venustiano Carranza,residential,False,True,82.753,,"LINESTRING (-103.1266022 20.3920178, -103.1266075 20.392762)",,,,
"[320243952, 935794474, 935794475]",Venustiano Carranza,residential,False,False,84.009,,"LINESTRING (-103.1266022 20.3920178, -103.1266008 20.3919499, -103.1265874 20.3916821, -103.1265539 20.3913352, -103.1265485 20.3912642)",yes,,,
320243913,Ricardo Flores Magón,residential,False,False,121.612,,"LINESTRING (-103.1256983 20.3920228, -103.1245315 20.3920228)",,,,
320243913,Ricardo Flores Magón,residential,False,True,94.212,,"LINESTRING (-103.1256983 20.3920228, -103.1266022 20.3920178)",,,,
320243923,David López,residential,False,False,18.841,,"LINESTRING (-103.1256983 20.3920228, -103.1257057 20.3918535)",,,,
320243923,David López,residential,False,True,75.112,,"LINESTRING (-103.1256983 20.3920228, -103.1256972 20.3926983)",,,,
320243913,Ricardo Flores Magón,residential,False,False,181.445,,"LINESTRING (-103.1245315 20.3920228, -103.1227908 20.3920002)",,,,
320243913,Ricardo Flores Magón,residential,False,True,121.612,,"LINESTRING (-103.1245315 20.3920228, -103.1256983 20.3920228)",,,,
320243924,Emiliano Zapata,tertiary,False,False,38.875,,"LINESTRING (-103.1245315 20.3920228, -103.1245409 20.3916733)",,,,
320243924,Emiliano Zapata,tertiary,False,True,70.005,,"LINESTRING (-103.1245315 20.3920228, -103.1245511 20.3926521)",,,,
320243913,Ricardo Flores Magón,residential,False,True,181.445,,"LINESTRING (-103.1227908 20.3920002, -103.1245315 20.3920228)",,,,
320243926,González Gallo,tertiary,False,False,69.48,,"LINESTRING (-103.1227908 20.3920002, -103.1227827 20.3913754)",,,,
320243926,González Gallo,tertiary,False,True,68.635,,"LINESTRING (-103.1227908 20.3920002, -103.1227827 20.3926174)",,,,
320243918,Pino Suarez,residential,False,False,112.377,,"LINESTRING (-103.1256714 20.3937726, -103.1245932 20.3937676)",,,,
320243918,Pino Suarez,residential,False,True,95.623,,"LINESTRING (-103.1256714 20.3937726, -103.1265888 20.3937827)",,,,
320243923,David López,residential,False,False,46.131,,"LINESTRING (-103.1256714 20.3937726, -103.1256795 20.3933578)",,,,
320243918,Pino Suarez,residential,False,False,127.764,,"LINESTRING (-103.1245932 20.3937676, -103.1233674 20.3937575)",,,,
320243918,Pino Suarez,residential,False,True,112.377,,"LINESTRING (-103.1245932 20.3937676, -103.1256714 20.3937726)",,,,
320243924,Emiliano Zapata,tertiary,False,False,46.99,,"LINESTRING (-103.1245932 20.3937676, -103.1245798 20.3933452)",,,,
"[320243924, 474737694, 474737695]","['Carretera Atotonilquillo - Juanacatlán', 'Emiliano Zapata']",tertiary,False,"[False, True]",206.322,yes,"LINESTRING (-103.1245932 20.3937676, -103.1246319 20.3940786, -103.1246286 20.3942905, -103.1248923 20.3955978)",,,,
320243918,Pino Suarez,residential,False,True,127.764,,"LINESTRING (-103.1233674 20.3937575, -103.1245932 20.3937676)",,,,
320243925,Mariano Ángeles,residential,False,False,49.194,,"LINESTRING (-103.1233674 20.3937575, -103.1233701 20.3933151)",,,,
320243925,Mariano Ángeles,residential,False,True,11.673,,"LINESTRING (-103.1233674 20.3937575, -103.1233632 20.3938624)",,,,
320243918,Pino Suarez,residential,False,False,95.623,,"LINESTRING (-103.1265888 20.3937827, -103.1256714 20.3937726)",,,,
320243922,Venustiano Carranza,residential,False,False,44.765,,"LINESTRING (-103.1265888 20.3937827, -103.1266049 20.3933804)",,,,
320243924,Emiliano Zapata,tertiary,False,True,16.635,,"LINESTRING (-103.1245355 20.3914282, -103.1245369 20.3915778)",,,,
474711707,Carretera Santa Rosa-La Barca,trunk,True,False,45.685,,"LINESTRING (-103.1245355 20.3914282, -103.1240997 20.3913842)",,2,MEX 35,90
320243925,Mariano Ángeles,residential,False,False,11.673,,"LINESTRING (-103.1233632 20.3938624, -103.1233674 20.3937575)",,,,
320243912,Juárez,tertiary,False,False,64.787,,"LINESTRING (-103.1234036 20.392645, -103.1227827 20.3926174)",,,,
320243912,Juárez,tertiary,False,True,119.602,,"LINESTRING (-103.1234036 20.392645, -103.1245511 20.3926521)",,,,
320243925,Mariano Ángeles,residential,False,True,74.594,,"LINESTRING (-103.1234036 20.392645, -103.1233701 20.3933151)",,,,
320243912,Juárez,tertiary,False,True,64.787,,"LINESTRING (-103.1227827 20.3926174, -103.1234036 20.392645)",,,,
320243926,González Gallo,tertiary,False,False,68.635,,"LINESTRING (-103.1227827 20.3926174, -103.1227908 20.3920002)",,,,
320243912,Juárez,tertiary,False,False,32.706,,"LINESTRING (-103.1227827 20.3926174, -103.1226486 20.3926174, -103.1224689 20.3926174)",,,,
320243927,A. Mercado,residential,False,False,97.185,,"LINESTRING (-103.120873 20.3924779, -103.120016 20.3928223)",,,,
320243929,Cuahutemoc,residential,False,False,50.673,,"LINESTRING (-103.120873 20.3924779, -103.1207281 20.3920429)",,,,
320243927,A. Mercado,residential,False,True,87.265,,"LINESTRING (-103.120873 20.3924779, -103.1215006 20.3927054, -103.1215569 20.3927481, -103.1215944 20.3928268)",,,,
320243927,A. Mercado,residential,False,False,81.502,,"LINESTRING (-103.120016 20.3928223, -103.1192918 20.3930988)",,,,
320243927,A. Mercado,residential,False,True,97.185,,"LINESTRING (-103.120016 20.3928223, -103.120873 20.3924779)",,,,
320243934,Independencia,residential,False,False,54.912,,"LINESTRING (-103.120016 20.3928223, -103.1199114 20.3923383)",,,,
320243934,Independencia,residential,False,True,59.974,,"LINESTRING (-103.120016 20.3928223, -103.120112 20.3933541)",,,,
320243928,Ramón Corona,residential,False,False,79.549,,"LINESTRING (-103.1219378 20.3921799, -103.121447 20.3920366, -103.121219 20.3919424)",,,,
320243928,Ramón Corona,residential,False,False,91.239,,"LINESTRING (-103.1207281 20.3920429, -103.1199114 20.3923383)",,,,
320243929,Cuahutemoc,residential,False,False,66.618,,"LINESTRING (-103.1207281 20.3920429, -103.1205659 20.3914634)",,,,
320243929,Cuahutemoc,residential,False,True,50.673,,"LINESTRING (-103.1207281 20.3920429, -103.120873 20.3924779)",,,,
320243928,Ramón Corona,residential,False,True,54.401,,"LINESTRING (-103.1207281 20.3920429, -103.1210594 20.3919185, -103.1211305 20.3919134, -103.121219 20.3919424)",,,,
320243928,Ramón Corona,residential,False,False,83.699,,"LINESTRING (-103.1199114 20.3923383, -103.1191711 20.39263)",,,,
320243928,Ramón Corona,residential,False,True,91.239,,"LINESTRING (-103.1199114 20.3923383, -103.1207281 20.3920429)",,,,
320243934,Independencia,residential,False,False,64.93,,"LINESTRING (-103.1199114 20.3923383, -103.1197733 20.3917689)",,,,
320243934,Independencia,residential,False,True,54.912,,"LINESTRING (-103.1199114 20.3923383, -103.120016 20.3928223)",,,,
320243937,Herrera,residential,False,False,59.789,,"LINESTRING (-103.1184457 20.3928995, -103.1183329 20.3923723)",,,,
320243928,Ramón Corona,residential,False,True,81.418,,"LINESTRING (-103.1184457 20.3928995, -103.1186812 20.392795, -103.1188064 20.3927556, -103.1191711 20.39263)",,,,
320243937,Herrera,residential,False,True,59.501999999999995,,"LINESTRING (-103.1184457 20.3928995, -103.1184827 20.3931297, -103.1185355 20.3933767, -103.1185529 20.3934244)",,,,
320243929,Cuahutemoc,residential,False,True,60.376,,"LINESTRING (-103.1204197 20.390938, -103.1205659 20.3914634)",,,,
393193614,Carretera La Barca-Santa Rosa,trunk,True,False,110.834,,"LINESTRING (-103.1204197 20.390938, -103.1214698 20.3910951)",,2,MEX 35,90
320243933,Ignacio Allende,residential,False,True,6.795,,"LINESTRING (-103.1214698 20.3910951, -103.1214592 20.3911554)",,,,
"[393193609, 393193610, 393193614]",Carretera La Barca-Santa Rosa,trunk,True,False,324.158,yes,"LINESTRING (-103.1214698 20.3910951, -103.1226151 20.3912698, -103.1228846 20.3913176, -103.1245369 20.3915778)",,2,MEX 35,90
320243929,Cuahutemoc,residential,False,False,60.376,,"LINESTRING (-103.1205659 20.3914634, -103.1204197 20.390938)",,,,
320243929,Cuahutemoc,residential,False,True,66.618,,"LINESTRING (-103.1205659 20.3914634, -103.1207281 20.3920429)",,,,
320243930,Morelos,residential,False,False,89.322,,"LINESTRING (-103.1205659 20.3914634, -103.1197733 20.3917689)",,,,
320243930,Morelos,residential,False,True,100.126,,"LINESTRING (-103.1205659 20.3914634, -103.1212056 20.3911856, -103.1214592 20.3911554)",,,,
320243930,Morelos,residential,False,False,82.674,,"LINESTRING (-103.1197733 20.3917689, -103.1190544 20.3920831)",,,,
320243930,Morelos,residential,False,True,89.322,,"LINESTRING (-103.1197733 20.3917689, -103.1205659 20.3914634)",,,,
320243934,Independencia,residential,False,False,63.463,,"LINESTRING (-103.1197733 20.3917689, -103.1196648 20.3912073)",,,,
320243934,Independencia,residential,False,True,64.93,,"LINESTRING (-103.1197733 20.3917689, -103.1199114 20.3923383)",,,,
320243930,Morelos,residential,False,False,81.787,,"LINESTRING (-103.1190544 20.3920831, -103.1183329 20.3923723)",,,,
320243930,Morelos,residential,False,True,82.674,,"LINESTRING (-103.1190544 20.3920831, -103.1197733 20.3917689)",,,,
320243936,5 de Mayo,residential,False,False,67.695,,"LINESTRING (-103.1190544 20.3920831, -103.1189029 20.3914911)",,,,
320243936,5 de Mayo,residential,False,True,62.017,,"LINESTRING (-103.1190544 20.3920831, -103.1191711 20.39263)",,,,
320243930,Morelos,residential,False,True,81.787,,"LINESTRING (-103.1183329 20.3923723, -103.1190544 20.3920831)",,,,
320243937,Herrera,residential,False,False,71.852,,"LINESTRING (-103.1183329 20.3923723, -103.1181908 20.39174)",,,,
320243937,Herrera,residential,False,True,59.789,,"LINESTRING (-103.1183329 20.3923723, -103.1184457 20.3928995)",,,,
320243931,Avenida Miguel Hidalgo,tertiary,False,False,85.773,,"LINESTRING (-103.1194139 20.3936846, -103.1186762 20.3940265)",,,,
320243931,Avenida Miguel Hidalgo,tertiary,False,True,81.514,,"LINESTRING (-103.1194139 20.3936846, -103.120112 20.3933541)",,,,
320243936,5 de Mayo,residential,False,False,66.37,,"LINESTRING (-103.1194139 20.3936846, -103.1192918 20.3930988)",,,,
320243931,Avenida Miguel Hidalgo,tertiary,False,True,85.773,,"LINESTRING (-103.1186762 20.3940265, -103.1194139 20.3936846)",,,,
320243937,Herrera,residential,False,False,68.173,,"LINESTRING (-103.1186762 20.3940265, -103.1185529 20.3934244)",,,,
320243937,Herrera,residential,False,True,69.316,,"LINESTRING (-103.1186762 20.3940265, -103.118768 20.3945405, -103.1187841 20.3946416)",,,,
320243933,Ignacio Allende,residential,False,False,45.002,,"LINESTRING (-103.121219 20.3919424, -103.1213531 20.3915577)",,,,
320243928,Ramón Corona,residential,False,False,54.401,,"LINESTRING (-103.121219 20.3919424, -103.1211305 20.3919134, -103.1210594 20.3919185, -103.1207281 20.3920429)",,,,
320243928,Ramón Corona,residential,False,True,79.549,,"LINESTRING (-103.121219 20.3919424, -103.121447 20.3920366, -103.1219378 20.3921799)",,,,
320243934,Independencia,residential,False,False,143.872,,"LINESTRING (-103.1203419 20.3946299, -103.120112 20.3933541)",,,,
474737740,,residential,False,True,226.82100000000003,,"LINESTRING (-103.1203419 20.3946299, -103.1205337 20.3946073, -103.1206879 20.3945382, -103.1208797 20.3944062, -103.121227 20.3941887, -103.1215489 20.3939901, -103.121675 20.3939574, -103.1218305 20.3939423, -103.1223118 20.3939888)",,,,
474737742,,residential,False,False,162.428,,"LINESTRING (-103.1203419 20.3946299, -103.1197304 20.3946174, -103.1190638 20.3946412, -103.1187841 20.3946416)",,,,
320243931,Avenida Miguel Hidalgo,tertiary,False,False,81.514,,"LINESTRING (-103.120112 20.3933541, -103.1194139 20.3936846)",,,,
320243934,Independencia,residential,False,False,59.974,,"LINESTRING (-103.120112 20.3933541, -103.120016 20.3928223)",,,,
320243934,Independencia,residential,False,True,143.872,,"LINESTRING (-103.120112 20.3933541, -103.1203419 20.3946299)",,,,
320243931,Avenida Miguel Hidalgo,tertiary,False,True,165.316,,"LINESTRING (-103.120112 20.3933541, -103.1203741 20.3932497, -103.1210151 20.3930134, -103.1215944 20.3928268)",,,,
320243935,Club Ginegetico,residential,False,False,70.832,,"LINESTRING (-103.1202775 20.3909317, -103.1196648 20.3912073)",,,,
393193614,Carretera La Barca-Santa Rosa,trunk,True,False,14.838,,"LINESTRING (-103.1202775 20.3909317, -103.1204197 20.390938)",,2,MEX 35,90
320243935,Club Ginegetico,residential,False,True,79.212,,"LINESTRING (-103.1181908 20.39174, -103.1189029 20.3914911)",,,,
320243937,Herrera,residential,False,False,127.394,,"LINESTRING (-103.1181908 20.39174, -103.1179467 20.3906174)",,,,
320243937,Herrera,residential,False,True,71.852,,"LINESTRING (-103.1181908 20.39174, -103.1183329 20.3923723)",,,,
320243935,Club Ginegetico,residential,False,False,79.212,,"LINESTRING (-103.1189029 20.3914911, -103.1181908 20.39174)",,,,
320243935,Club Ginegetico,residential,False,True,85.451,,"LINESTRING (-103.1189029 20.3914911, -103.1196648 20.3912073)",,,,
320243936,5 de Mayo,residential,False,False,86.374,,"LINESTRING (-103.1189029 20.3914911, -103.1187218 20.3907331)",,,,
320243936,5 de Mayo,residential,False,True,67.695,,"LINESTRING (-103.1189029 20.3914911, -103.1190544 20.3920831)",,,,
320243937,Herrera,residential,False,True,68.173,,"LINESTRING (-103.1185529 20.3934244, -103.1186762 20.3940265)",,,,
320243927,A. Mercado,residential,False,True,85.184,,"LINESTRING (-103.1185529 20.3934244, -103.1186615 20.3933641, -103.1188439 20.3932811, -103.118982 20.3932233, -103.1192918 20.3930988)",,,,
320243937,Herrera,residential,False,False,59.501999999999995,,"LINESTRING (-103.1185529 20.3934244, -103.1185355 20.3933767, -103.1184827 20.3931297, -103.1184457 20.3928995)",,,,
320243937,Herrera,residential,False,True,127.394,,"LINESTRING (-103.1179467 20.3906174, -103.1181908 20.39174)",,,,
393193614,Carretera La Barca-Santa Rosa,trunk,True,False,81.805,,"LINESTRING (-103.1179467 20.3906174, -103.1187218 20.3907331)",,2,MEX 35,90
320243951,Vicente Suárez,residential,False,False,100.96100000000001,,"LINESTRING (-103.1268892 20.3901799, -103.1265244 20.3901774, -103.1259263 20.3900995)",,,,
320243952,Venustiano Carranza,residential,False,False,154.028,,"LINESTRING (-103.1268892 20.3901799, -103.1270662 20.3891667, -103.1270823 20.3888085)",,,,
320243952,Venustiano Carranza,residential,False,True,74.991,,"LINESTRING (-103.1268892 20.3901799, -103.1268436 20.390459, -103.1267416 20.3907331, -103.1267041 20.3908286)",,,,
933271462,,residential,False,False,8.834,,"LINESTRING (-103.1259263 20.3900995, -103.1259196 20.3901787)",,,,
320243951,Vicente Suárez,residential,False,False,67.657,,"LINESTRING (-103.1259263 20.3900995, -103.1257036 20.3900467, -103.125532 20.3900379, -103.1254233 20.3900932, -103.1253549 20.39019)",,,,
320243951,Vicente Suárez,residential,False,True,100.96100000000001,,"LINESTRING (-103.1259263 20.3900995, -103.1265244 20.3901774, -103.1268892 20.3901799)",,,,
320243952,Venustiano Carranza,residential,False,True,154.028,,"LINESTRING (-103.1270823 20.3888085, -103.1270662 20.3891667, -103.1268892 20.3901799)",,,,
474742329,,residential,False,False,169.04,,"LINESTRING (-103.1270823 20.3888085, -103.1262723 20.3887594, -103.1262106 20.3887381, -103.1261797 20.3886865, -103.1262535 20.3880517)",,,,
320243953,Vicente Suárez,residential,False,True,53.852,,"LINESTRING (-103.1236839 20.3901045, -103.1241962 20.3901674)",,,,
320243957,Francisco Montes de Oca,residential,False,False,76.317,,"LINESTRING (-103.1236839 20.3901045, -103.1237724 20.3894232)",,,,
320243957,Francisco Montes de Oca,residential,False,True,122.075,,"LINESTRING (-103.1236839 20.3901045, -103.1235981 20.3911994)",,,,
320243953,Vicente Suárez,residential,False,False,76.084,,"LINESTRING (-103.1249231 20.3902302, -103.1241962 20.3901674)",,,,
320243954,Juan Escutia,residential,False,True,138.662,,"LINESTRING (-103.1249231 20.3902302, -103.1248386 20.3914747)",,,,
320243955,Juan Escutia,residential,False,False,79.376,,"LINESTRING (-103.1249231 20.3902302, -103.1249848 20.3895187)",,,,
"[320243953, 320243951]",Vicente Suárez,residential,False,True,46.586,,"LINESTRING (-103.1249231 20.3902302, -103.1252182 20.3902503, -103.1253549 20.39019)",,,,
320243955,Juan Escutia,residential,False,False,92.692,,"LINESTRING (-103.1250384 20.3887544, -103.1251243 20.3879247)",,,,
320243955,Juan Escutia,residential,False,True,85.17,,"LINESTRING (-103.1250384 20.3887544, -103.1249848 20.3895187)",,,,
320243959,Agustín Melgar,residential,False,False,73.365,,"LINESTRING (-103.1250384 20.3887544, -103.1243438 20.3886476)",,,,
320243955,Juan Escutia,residential,False,True,92.692,,"LINESTRING (-103.1251243 20.3879247, -103.1250384 20.3887544)",,,,
320243961,Allende,residential,False,False,72.434,,"LINESTRING (-103.1251243 20.3879247, -103.124435 20.3878418)",,,,
320243961,Allende,residential,False,True,118.54,,"LINESTRING (-103.1251243 20.3879247, -103.1262535 20.3880517)",,,,
320243955,Juan Escutia,residential,False,False,84.67500000000001,,"LINESTRING (-103.1251243 20.3879247, -103.1251431 20.3875112, -103.1252021 20.387168)",,,,
320243955,Juan Escutia,residential,False,True,84.67500000000001,,"LINESTRING (-103.1252021 20.387168, -103.1251431 20.3875112, -103.1251243 20.3879247)",,,,
320243924,Emiliano Zapata,tertiary,False,False,16.635,,"LINESTRING (-103.1245369 20.3915778, -103.1245355 20.3914282)",,,,
320243924,Emiliano Zapata,tertiary,False,True,10.627,,"LINESTRING (-103.1245369 20.3915778, -103.1245409 20.3916733)",,,,
320243953,Vicente Suárez,residential,False,False,53.852,,"LINESTRING (-103.1241962 20.3901674, -103.1236839 20.3901045)",,,,
320243953,Vicente Suárez,residential,False,True,76.084,,"LINESTRING (-103.1241962 20.3901674, -103.1249231 20.3902302)",,,,
320243956,Juan de la Barrera,residential,False,False,78.822,,"LINESTRING (-103.1241962 20.3901674, -103.1242579 20.3894609)",,,,
320243956,Juan de la Barrera,residential,False,True,124.648,,"LINESTRING (-103.1241962 20.3901674, -103.1241047 20.3912851)",,,,
320243956,Juan de la Barrera,residential,False,False,90.104,,"LINESTRING (-103.1243438 20.3886476, -103.124435 20.3878418)",,,,
320243956,Juan de la Barrera,residential,False,True,90.877,,"LINESTRING (-103.1243438 20.3886476, -103.1242579 20.3894609)",,,,
320243959,Agustín Melgar,residential,False,False,51.701,,"LINESTRING (-103.1243438 20.3886476, -103.1238529 20.3885809)",,,,
320243959,Agustín Melgar,residential,False,True,73.365,,"LINESTRING (-103.1243438 20.3886476, -103.1250384 20.3887544)",,,,
320243956,Juan de la Barrera,residential,False,True,90.104,,"LINESTRING (-103.124435 20.3878418, -103.1243438 20.3886476)",,,,
320243961,Allende,residential,False,False,59.947,,"LINESTRING (-103.124435 20.3878418, -103.1238663 20.3877613)",,,,
320243961,Allende,residential,False,True,72.434,,"LINESTRING (-103.124435 20.3878418, -103.1251243 20.3879247)",,,,
"[474742328, 320243956]","['Morelos', 'Juan de la Barrera']",residential,False,False,122.23500000000001,,"LINESTRING (-103.124435 20.3878418, -103.124502 20.3873264, -103.1239294 20.3871064)",,,,
320243926,González Gallo,tertiary,False,True,69.48,,"LINESTRING (-103.1227827 20.3913754, -103.1227908 20.3920002)",,,,
320243930,Morelos,residential,False,False,30.074,,"LINESTRING (-103.1227827 20.3913754, -103.1225037 20.3913064)",,,,
933289359,Camino a San Juan Tecomatlán,tertiary,False,True,36.952,,"LINESTRING (-103.1227827 20.3913754, -103.1228403 20.3910475)",,,,
393193606,Morelos,residential,False,False,186.22299999999998,,"LINESTRING (-103.1227827 20.3913754, -103.1236544 20.3915225, -103.1241211 20.3915992, -103.1245409 20.3916733)",,,,
320243957,Francisco Montes de Oca,residential,False,False,94.035,,"LINESTRING (-103.1237724 20.3894232, -103.1238529 20.3885809)",,,,
320243957,Francisco Montes de Oca,residential,False,True,76.317,,"LINESTRING (-103.1237724 20.3894232, -103.1236839 20.3901045)",,,,
320243960,Francisco Márquez,residential,False,False,61.83,,"LINESTRING (-103.1237724 20.3894232, -103.1231824 20.3893654)",,,,
320243960,Francisco Márquez,residential,False,True,50.776,,"LINESTRING (-103.1237724 20.3894232, -103.1242579 20.3894609)",,,,
320243957,Francisco Montes de Oca,residential,False,True,94.035,,"LINESTRING (-103.1238529 20.3885809, -103.1237724 20.3894232)",,,,
320243958,,residential,False,False,91.146,,"LINESTRING (-103.1238529 20.3885809, -103.1238663 20.3877613)",,,,
320243959,Agustín Melgar,residential,False,False,65.985,,"LINESTRING (-103.1238529 20.3885809, -103.1232253 20.388503)",,,,
320243959,Agustín Melgar,residential,False,True,51.701,,"LINESTRING (-103.1238529 20.3885809, -103.1243438 20.3886476)",,,,
320243958,,residential,False,False,73.118,,"LINESTRING (-103.1238663 20.3877613, -103.1239294 20.3871064)",,,,
320243958,,residential,False,True,91.146,,"LINESTRING (-103.1238663 20.3877613, -103.1238529 20.3885809)",,,,
320243961,Allende,residential,False,False,63.18,,"LINESTRING (-103.1238663 20.3877613, -103.1232655 20.3876859)",,,,
320243961,Allende,residential,False,True,59.947,,"LINESTRING (-103.1238663 20.3877613, -103.124435 20.3878418)",,,,
320243958,,residential,False,True,73.118,,"LINESTRING (-103.1239294 20.3871064, -103.1238663 20.3877613)",,,,
"[474742328, 320243956]","['Morelos', 'Juan de la Barrera']",residential,False,True,122.23500000000001,,"LINESTRING (-103.1239294 20.3871064, -103.124502 20.3873264, -103.124435 20.3878418)",,,,
320243959,Agustín Melgar,residential,False,False,102.563,,"LINESTRING (-103.1232253 20.388503, -103.1222516 20.3883698)",,,,
320243959,Agustín Melgar,residential,False,True,65.985,,"LINESTRING (-103.1232253 20.388503, -103.1238529 20.3885809)",,,,
320243962,,residential,False,False,90.954,,"LINESTRING (-103.1232253 20.388503, -103.1232655 20.3876859)",,,,
320243962,,residential,False,True,95.999,,"LINESTRING (-103.1232253 20.388503, -103.1231824 20.3893654)",,,,
320243959,Agustín Melgar,residential,False,True,102.563,,"LINESTRING (-103.1222516 20.3883698, -103.1232253 20.388503)",,,,
933289359,Camino a San Juan Tecomatlán,tertiary,False,True,10.924,,"LINESTRING (-103.1222516 20.3883698, -103.122259 20.3882718)",,,,
933289359,Camino a San Juan Tecomatlán,tertiary,False,False,103.479,,"LINESTRING (-103.1222516 20.3883698, -103.1222034 20.3887946, -103.1221792 20.3892975)",,,,
320243956,Juan de la Barrera,residential,False,False,90.877,,"LINESTRING (-103.1242579 20.3894609, -103.1243438 20.3886476)",,,,
320243956,Juan de la Barrera,residential,False,True,78.822,,"LINESTRING (-103.1242579 20.3894609, -103.1241962 20.3901674)",,,,
320243960,Francisco Márquez,residential,False,False,50.776,,"LINESTRING (-103.1242579 20.3894609, -103.1237724 20.3894232)",,,,
320243960,Francisco Márquez,residential,False,True,76.036,,"LINESTRING (-103.1242579 20.3894609, -103.1249848 20.3895187)",,,,
320243960,Francisco Márquez,residential,False,True,104.834,,"LINESTRING (-103.1221792 20.3892975, -103.1231824 20.3893654)",,,,
