osmid,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed,bridge,lanes
85619707,Calle Caleta Yalkú,residential,False,True,43.114,"LINESTRING (-87.2271501 20.5052428, -87.2272679 20.5056145)",,,,,
85619664,,residential,False,True,59.939,"LINESTRING (-87.2271501 20.5052428, -87.2269841 20.5054546, -87.2268095 20.5056773)",,,,,
85619707,Calle Caleta Yalkú,residential,False,False,240.094,"LINESTRING (-87.2271501 20.5052428, -87.2269867 20.504135, -87.2268346 20.5031039)",,,,,
85619645,Calle Chacah,residential,False,True,53.534,"LINESTRING (-87.2338661 20.5108532, -87.2337648 20.5103812)",,,,,
85619712,Calle Caoba,residential,False,False,103.543,"LINESTRING (-87.2338661 20.5108532, -87.2328884 20.5110222)",,,,,
85619663,Calle Cocoteros,residential,False,True,100.613,"LINESTRING (-87.2318447 20.5106931, -87.2327943 20.5105267)",,,,,
589143144,Calle Ciricote,residential,False,False,51.317,"LINESTRING (-87.2318447 20.5106931, -87.2319252 20.5111484)",,,,,
"[589143144, 589143142]","['Calle Ciricote', 'Calle cedro']",residential,False,True,129.784,"LINESTRING (-87.2318447 20.5106931, -87.2313397 20.5107812, -87.2310362 20.5108456, -87.2307937 20.5108699, -87.2306688 20.5108757, -87.2306166 20.5108795)",,,,,
682519138,,residential,False,True,16.446,"LINESTRING (-87.2285697 20.5058792, -87.2287096 20.5058106)",,,,,
158026451,Boulevard Puerto Aventuras,residential,True,False,96.021,"LINESTRING (-87.2285697 20.5058792, -87.228518 20.5061348, -87.2285408 20.5063059, -87.2285327 20.506366, -87.2285151 20.5064976, -87.228481 20.5065774, -87.2284207 20.5067183)",,,,,
682519138,,residential,False,False,51.771,"LINESTRING (-87.2285697 20.5058792, -87.2284399 20.5059874, -87.2282086 20.506199)",,,,,
"[85619675, 85619707]",Calle Caleta Yalkú,residential,False,"[False, True]",105.162,"LINESTRING (-87.2263002 20.5027994, -87.2265422 20.5026494, -87.2266656 20.5026343, -87.2267762 20.5026648, -87.226848 20.5028881, -87.2268346 20.5031039)",,,,,
85619705,,residential,False,True,65.201,"LINESTRING (-87.2263002 20.5027994, -87.2265727 20.5029408, -87.2268346 20.5031039)",,,,,
158026443,Calle Vivoros,tertiary,False,True,16.03,"LINESTRING (-87.2348521 20.5098885, -87.2347499 20.5097807)",,,,,
85619653,,residential,False,False,48.25,"LINESTRING (-87.2268095 20.5056773, -87.2272679 20.5056145)",,,,,
85619653,,residential,False,True,62.039,"LINESTRING (-87.2268095 20.5056773, -87.2264374 20.5057519, -87.2262242 20.5057789)",,,,,
85619664,,residential,False,False,59.939,"LINESTRING (-87.2268095 20.5056773, -87.2269841 20.5054546, -87.2271501 20.5052428)",,,,,
85619647,Calle Javin,residential,False,True,55.962,"LINESTRING (-87.2328884 20.5110222, -87.2327943 20.5105267)",,,,,
85619712,Calle Caoba,residential,False,False,28.45,"LINESTRING (-87.2328884 20.5110222, -87.2326186 20.5110623)",,,,,
85619712,Calle Caoba,residential,False,True,103.543,"LINESTRING (-87.2328884 20.5110222, -87.2338661 20.5108532)",,,,,
85619645,Calle Chacah,residential,False,False,53.534,"LINESTRING (-87.2337648 20.5103812, -87.2338661 20.5108532)",,,,,
85619663,Calle Cocoteros,residential,False,False,102.361,"LINESTRING (-87.2337648 20.5103812, -87.2327943 20.5105267)",,,,,
85619663,Calle Cocoteros,residential,False,True,20.552,"LINESTRING (-87.2337648 20.5103812, -87.2339595 20.5103511)",,,,,
85619705,,residential,False,False,65.201,"LINESTRING (-87.2268346 20.5031039, -87.2265727 20.5029408, -87.2263002 20.5027994)",,,,,
"[85619707, 85619675]",Calle Caleta Yalkú,residential,False,"[False, True]",105.162,"LINESTRING (-87.2268346 20.5031039, -87.226848 20.5028881, -87.2267762 20.5026648, -87.2266656 20.5026343, -87.2265422 20.5026494, -87.2263002 20.5027994)",,,,,
85619707,Calle Caleta Yalkú,residential,False,True,240.094,"LINESTRING (-87.2268346 20.5031039, -87.2269867 20.504135, -87.2271501 20.5052428)",,,,,
158099780,,residential,True,False,2.78,"LINESTRING (-87.2285775 20.5023502, -87.2285513 20.5023454)",roundabout,,,,
682519138,,residential,False,False,16.446,"LINESTRING (-87.2287096 20.5058106, -87.2285697 20.5058792)",,,,,
158099758,Boulevard Puerto Aventuras,residential,True,False,372.634,"LINESTRING (-87.2287096 20.5058106, -87.2286533 20.5051429, -87.2286189 20.5048707, -87.2286194 20.5046742, -87.2286081 20.5044468, -87.2286459 20.5042266, -87.2287557 20.5039174, -87.2287867 20.5036519, -87.2287405 20.5032781, -87.2287336 20.5030102, -87.2286956 20.5027428, -87.2286041 20.5025046)",,,,,
85619653,,residential,False,True,48.25,"LINESTRING (-87.2272679 20.5056145, -87.2268095 20.5056773)",,,,,
85619707,Calle Caleta Yalkú,residential,False,False,43.114,"LINESTRING (-87.2272679 20.5056145, -87.2271501 20.5052428)",,,,,
85619653,,residential,False,False,135.96699999999998,"LINESTRING (-87.2272679 20.5056145, -87.2276856 20.505556, -87.2277761 20.5055812, -87.2279646 20.5058504, -87.2282086 20.506199)",,,,,
