osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,tunnel
39634649,True,2,Ignacio Picaso Norte,secondary,False,163.671,,"LINESTRING (-98.1942832 19.3170556, -98.1943162 19.315584)",
31554849,True,,Calle Reforma,residential,False,158.052,40,"LINESTRING (-98.1942832 19.3170556, -98.1952922 19.3170913, -98.1957885 19.3171039)",
846508528,True,,Calle Ignacio Allende Oriente,residential,False,160.442,40,"LINESTRING (-98.1943162 19.315584, -98.1927873 19.3155955)",
39634649,True,2,Ignacio Picaso Norte,secondary,False,156.875,,"LINESTRING (-98.1943162 19.315584, -98.1943218 19.3151591, -98.1943275 19.3147224, -98.1943349 19.3141733)",
108277666,True,1,Ignacio Picaso,secondary,False,163.465,,"LINESTRING (-98.1943349 19.3141733, -98.1943191 19.3127033)",
"[623744450, 93554452, 846502802]",True,2,Calle Bernardo Picazo,secondary,False,196.50300000000001,40,"LINESTRING (-98.1943349 19.3141733, -98.1932992 19.3141382, -98.1932521 19.3141438, -98.1932315 19.3141663, -98.193215 19.3142052, -98.1931773 19.314498, -98.1931611 19.3145194, -98.1931222 19.3145229, -98.1927906 19.3144907)",
31527065,True,,Calle Ignacio Allende Poniente,tertiary,False,57.66,40,"LINESTRING (-98.1963526 19.3156946, -98.1962229 19.3156452, -98.1958148 19.315612)",
31527139,True,,Calle Unión Norte,residential,False,144.48499999999999,40,"LINESTRING (-98.1963526 19.3156946, -98.1965118 19.315438, -98.1967511 19.3150522, -98.1972126 19.3147082)",
108277666,True,1,Ignacio Picaso,secondary,False,82.015,,"LINESTRING (-98.1943191 19.3127033, -98.1943406 19.311966)",
31527073,True,,Calle Agustín de Iturbide Poniente,residential,False,162.102,40,"LINESTRING (-98.1943191 19.3127033, -98.1949733 19.3126987, -98.1958638 19.3126924)",
31527076,False,,Calle José María Morelos y Pavón Poniente,residential,True,20.243,40,"LINESTRING (-98.1958347 19.3112599, -98.1960275 19.3112659)",
39634653,True,,Avenida Manuel Saldaña Sur,residential,False,159.316,40,"LINESTRING (-98.1958347 19.3112599, -98.1958638 19.3126924)",
846512626,True,,Calle José María Morelos y Pavón Poniente,residential,False,40.024,40,"LINESTRING (-98.1958347 19.3112599, -98.1954533 19.3112613)",
31527073,True,,Calle Agustín de Iturbide Poniente,residential,False,141.676,40,"LINESTRING (-98.1958638 19.3126924, -98.1965304 19.3126779, -98.1972136 19.3126659)",
39634653,True,,Avenida Manuel Saldaña Sur,residential,False,169.437,40,"LINESTRING (-98.1958638 19.3126924, -98.1958522 19.3137683, -98.1958474 19.3142161)",
31527065,True,,Calle Ignacio Allende Poniente,tertiary,False,157.288,40,"LINESTRING (-98.1958148 19.315612, -98.1943162 19.315584)",
141115454,True,,Avenida Manuel Saldaña Norte,residential,False,142.331,40,"LINESTRING (-98.1958148 19.315612, -98.1958041 19.3162185, -98.1958019 19.3163463, -98.1957905 19.3168918)",
39634649,True,2,Ignacio Picaso Norte,secondary,False,106.749,,"LINESTRING (-98.1942989 19.3180155, -98.1942832 19.3170556)",
31527164,False,2,Calle Centenario Oriente,secondary,True,93.205,40,"LINESTRING (-98.1927341 19.3168188, -98.1919934 19.3163562)",
905585803,True,2,Calle Centenario Oriente,secondary,False,14.547,40,"LINESTRING (-98.1927341 19.3168188, -98.1928361 19.3169074)",
901787577,True,,Avenida Manuel Saldaña Sur,residential,False,128.249,40,"LINESTRING (-98.1958699 19.3099268, -98.1958437 19.3110799)",
31527180,True,,Calle Tlahuicole,residential,False,69.617,40,"LINESTRING (-98.1943587 19.3097532, -98.1950087 19.3098784)",
158145272,True,,Calle José María Morelos y Pavón Oriente,residential,False,11.269,40,"LINESTRING (-98.1916763 19.3111603, -98.1916208 19.3111582, -98.191569 19.3111562)",
846512625,True,,Calle Agustín de Iturbide Oriente,residential,False,32.626,40,"LINESTRING (-98.19248 19.3126522, -98.1927908 19.3126599)",
31769350,True,1,Calle Ferrocarril Norte,secondary,False,96.413,40,"LINESTRING (-98.1912596 19.3126983, -98.1913001 19.3125482, -98.1914701 19.3119172, -98.1914861 19.311858)",
846512625,True,,Calle Agustín de Iturbide Oriente,residential,False,128.916,40,"LINESTRING (-98.1912596 19.3126983, -98.1914479 19.3126457, -98.19248 19.3126522)",
31527185,True,,Privada Agustín de Iturbide,residential,False,136.664,40,"LINESTRING (-98.1914861 19.311858, -98.19248 19.3126522)",
31769350,True,1,Calle Ferrocarril Norte,secondary,False,80.107,40,"LINESTRING (-98.1914861 19.311858, -98.1914958 19.3118224, -98.1915568 19.3115988, -98.1916763 19.3111603)",
846501575,True,2,Calle Miguel Hidalgo Norte,secondary,False,136.139,40,"LINESTRING (-98.1927873 19.3155955, -98.1927341 19.3168188)",
846508528,True,,Calle Ignacio Allende Oriente,residential,False,144.779,40,"LINESTRING (-98.1927873 19.3155955, -98.1914081 19.31563)",
901712706,True,,Calle Felipe Santiago Xicoténcatl,residential,False,34.863,40,"LINESTRING (-98.1914081 19.31563, -98.1911871 19.3158641)",
846508525,True,1,Calle Ferrocarril Norte,secondary,False,13.831,40,"LINESTRING (-98.1908603 19.3143561, -98.1908983 19.314237)",
31527202,True,,Callejón Vicente Guerrero,residential,False,186.775,40,"LINESTRING (-98.1927955 19.3136216, -98.1912232 19.3128344)",
39634650,True,,Calle Miguel Hidalgo Sur,residential,False,96.67,40,"LINESTRING (-98.1927955 19.3136216, -98.1928033 19.3141624, -98.1927931 19.3144197, -98.1927906 19.3144907)",
31769350,True,1,Calle Ferrocarril Norte,secondary,False,15.608,40,"LINESTRING (-98.1912232 19.3128344, -98.191238 19.3127791, -98.1912596 19.3126983)",
31527196,True,,Calle Bernardo Picaso,residential,False,32.173,40,"LINESTRING (-98.1922752 19.3145722, -98.1919743 19.3146277)",
901712706,True,,Calle Felipe Santiago Xicoténcatl,residential,False,148.708,40,"LINESTRING (-98.1922752 19.3145722, -98.1914081 19.31563)",
31527208,False,,Libertad,residential,True,44.543,40,"LINESTRING (-98.1900809 19.3166276, -98.1904502 19.3164301)",
905574790,False,2,Calle Ferrocarril Norte,secondary,False,139.886,40,"LINESTRING (-98.1900809 19.3166276, -98.1904705 19.3154245)",
905574790,False,2,Calle Ferrocarril Norte,secondary,True,95.069,40,"LINESTRING (-98.1900809 19.3166276, -98.1898404 19.3174519)",
31846254,False,,Calle Felipe Santiago Xicoténcatl,residential,False,24.863999999999997,40,"LINESTRING (-98.1900809 19.3166276, -98.1899655 19.3167009, -98.1898811 19.3167476)",
31527164,False,2,Calle Centenario Oriente,secondary,False,89.688,40,"LINESTRING (-98.1904705 19.3154245, -98.1911871 19.3158641)",
905574790,False,2,Calle Ferrocarril Norte,secondary,True,139.886,40,"LINESTRING (-98.1904705 19.3154245, -98.1900809 19.3166276)",
31527218,True,1,Calle Ferrocarril Norte,secondary,False,127.59899999999999,40,"LINESTRING (-98.1904705 19.3154245, -98.1907435 19.3145335, -98.1908313 19.3144657, -98.1908603 19.3143561)",
31846246,False,2,Calle Centenario Oriente,secondary,False,25.611,40,"LINESTRING (-98.1904705 19.3154245, -98.1903781 19.3153771, -98.1903444 19.3153757, -98.1902394 19.3153702)",
905585803,True,2,Calle Centenario Oriente,secondary,False,41.747,40,"LINESTRING (-98.1936138 19.3174961, -98.1939244 19.3177307)",
905574790,False,2,Calle Ferrocarril Norte,secondary,False,4.785,40,"LINESTRING (-98.1896797 19.3181477, -98.1896978 19.3181082)",
914910794,True,1,Calle La Paz,secondary,False,7.5,,"LINESTRING (-98.1896797 19.3181477, -98.1897503 19.3181582)",
31527164,False,2,Calle Centenario Oriente,secondary,False,93.205,40,"LINESTRING (-98.1919934 19.3163562, -98.1927341 19.3168188)",
31527164,False,2,Calle Centenario Oriente,secondary,True,100.762,40,"LINESTRING (-98.1919934 19.3163562, -98.1911871 19.3158641)",
31527262,False,,Calle Román Saldaña,residential,False,104.835,40,"LINESTRING (-98.1919934 19.3163562, -98.1914374 19.3171395)",
31967446,True,,Calle del Norte,residential,False,57.531,40,"LINESTRING (-98.1928361 19.3169074, -98.1925301 19.3173367)",
905585803,True,2,Calle Centenario Oriente,secondary,False,104.618,40,"LINESTRING (-98.1928361 19.3169074, -98.1936138 19.3174961)",
31527281,False,,Calle de la Virgen,residential,False,39.141,40,"LINESTRING (-98.1922672 19.3176791, -98.1919652 19.3174725)",
31967446,True,,Calle del Norte,residential,False,49.627,40,"LINESTRING (-98.1922672 19.3176791, -98.1919922 19.3180422)",
31527208,False,,Libertad,residential,False,44.543,40,"LINESTRING (-98.1904502 19.3164301, -98.1900809 19.3166276)",
31527281,False,,Calle de la Virgen,residential,True,62.002,40,"LINESTRING (-98.1904502 19.3164301, -98.1909167 19.3167723)",
31527208,False,,Libertad,residential,True,100.429,40,"LINESTRING (-98.1904502 19.3164301, -98.1909599 19.3161056, -98.1911871 19.3158641)",
31527262,False,,Calle Román Saldaña,residential,True,24.585,40,"LINESTRING (-98.1907757 19.3180768, -98.1909056 19.3178928)",
31527309,False,,Privada Román Saldaña,residential,False,70.744,40,"LINESTRING (-98.1907757 19.3180768, -98.1902281 19.3177057)",
31527309,False,,Privada Román Saldaña,residential,True,49.513,40,"LINESTRING (-98.1898404 19.3174519, -98.1902281 19.3177057)",
905574790,False,2,Calle Ferrocarril Norte,secondary,False,95.069,40,"LINESTRING (-98.1898404 19.3174519, -98.1900809 19.3166276)",
905574790,False,2,Calle Ferrocarril Norte,secondary,True,74.503,40,"LINESTRING (-98.1898404 19.3174519, -98.1897265 19.3179563, -98.1896978 19.3181082)",
902822365,True,2,Ignacio Picaso Sur,secondary,False,22.79,,"LINESTRING (-98.1943478 19.3095485, -98.1943587 19.3097532)",
31966750,False,,Barranca de Briones,residential,False,40.995,40,"LINESTRING (-98.1880038 19.3181828, -98.1883498 19.318354)",
31973642,False,2,Calle Plaza de los Constituyentes,secondary,True,78.036,,"LINESTRING (-98.1880038 19.3181828, -98.1882757 19.3175296)",
108277666,True,1,Ignacio Picaso,secondary,False,67.388,,"LINESTRING (-98.1943611 19.311261, -98.1943677 19.310655)",
158145272,True,,Calle José María Morelos y Pavón Oriente,residential,False,166.932,40,"LINESTRING (-98.1943611 19.311261, -98.1927716 19.3112014)",
31731830,True,1,Calle Ferrocarril Sur,secondary,False,201.874,40,"LINESTRING (-98.1920845 19.3094071, -98.191569 19.3111562)",
31769331,False,,Avenida Benito Juárez,residential,False,161.419,40,"LINESTRING (-98.1911575 19.3124931, -98.1897831 19.3118412)",
