osmid,oneway,lanes,ref,name,highway,reversed,length,width,geometry
652968926,True,2,MEX 190,Carretera Federal Oaxaca - Teotitlán,primary,False,6.444,,"LINESTRING (-96.7951512 17.208244, -96.79517 17.2082991)"
676624639,True,,,Avenida Juárez,tertiary,False,138.63,4.8,"LINESTRING (-96.7951512 17.208244, -96.7939771 17.2087885)"
622179427,True,2,MEX 190,Carretera Internacional Oaxaca - México,primary,False,72.606,,"LINESTRING (-96.7935714 17.2016957, -96.793723 17.2023324)"
122193660,False,,,Calle Melchor Ocampo,residential,False,16.922,,"LINESTRING (-96.795681 17.2043156, -96.7957807 17.2044343)"
512209379,False,,,Calle Hidalgo,tertiary,False,37.109,,"LINESTRING (-96.795681 17.2043156, -96.7955817 17.2043578, -96.7953444 17.2043194)"
512209380,False,,,Avenida 14 de Octubre,tertiary,True,64.46300000000001,,"LINESTRING (-96.795681 17.2043156, -96.7957681 17.2041951, -96.7959036 17.2040786, -96.7961571 17.2039863)"
512209380,False,,,Avenida 14 de Octubre,tertiary,True,37.638,,"LINESTRING (-96.7961571 17.2039863, -96.7964917 17.2038749)"
512209816,False,,,Calle 3 de Julio,residential,False,43.39,,"LINESTRING (-96.7961571 17.2039863, -96.7961604 17.2043765)"
512209380,False,,,Avenida 14 de Octubre,tertiary,False,64.463,,"LINESTRING (-96.7961571 17.2039863, -96.7959036 17.2040786, -96.7957681 17.2041951, -96.795681 17.2043156)"
512209381,True,,,,secondary,False,92.218,,"LINESTRING (-96.7992941 17.2063543, -96.7993353 17.2055259)"
683239403,False,,,Calle Morelos,secondary,True,34.846,8,"LINESTRING (-96.7992941 17.2063543, -96.7990258 17.206364, -96.7989668 17.2063718)"
185748320,False,,,Calle Lázaro Cárdenas,residential,False,48.911,,"LINESTRING (-96.8007801 17.201497, -96.80036 17.2016771)"
652971628,False,,,Prolongación de Independencia,tertiary,False,42.273,,"LINESTRING (-96.8007801 17.201497, -96.8008138 17.2018758)"
120472251,False,,,Calle Ignacio Zaragoza,tertiary,True,25.613,,"LINESTRING (-96.8007801 17.201497, -96.800762 17.2014597, -96.8007414 17.2012715)"
512209380,False,,,Avenida 14 de Octubre,tertiary,False,37.638,,"LINESTRING (-96.7964917 17.2038749, -96.7961571 17.2039863)"
512209380,False,,,Avenida 14 de Octubre,tertiary,True,71.181,,"LINESTRING (-96.7964917 17.2038749, -96.7971488 17.2037493)"
185748299,False,,,Calle Morelos,residential,False,101.117,,"LINESTRING (-96.7964917 17.2038749, -96.796552 17.2037189, -96.7966659 17.2033712, -96.7966938 17.2032601, -96.7966566 17.202998)"
185748320,False,,,Calle Lázaro Cárdenas,residential,True,23.044,,"LINESTRING (-96.7986689 17.2035569, -96.7987463 17.2033633)"
512209380,False,,,Avenida 14 de Octubre,tertiary,False,4.37,,"LINESTRING (-96.7986689 17.2035569, -96.7986286 17.2035648)"
512209380,False,,,Avenida 14 de Octubre,tertiary,True,162.073,,"LINESTRING (-96.7986689 17.2035569, -96.7988188 17.2034903, -96.7989314 17.2033827, -96.7994088 17.202819, -96.799554 17.2027383, -96.7997149 17.2026717, -96.7998125 17.2026567)"
909606556,False,,,Calle Hidalgo,tertiary,True,16.359,,"LINESTRING (-96.7942401 17.2040124, -96.7940864 17.204003)"
512209379,False,,,Calle Hidalgo,tertiary,True,122.43299999999999,,"LINESTRING (-96.7942401 17.2040124, -96.7944974 17.2041125, -96.7948314 17.2042092, -96.7953444 17.2043194)"
"[653193513, 26563970]",True,2,MEX 190,Carretera Internacional Oaxaca - México,primary,False,55.772999999999996,,"LINESTRING (-96.7942401 17.2040124, -96.7941542 17.2036657, -96.7941192 17.2035243)"
122193661,False,,,Calle 14 de Octubre,residential,False,93.781,,"LINESTRING (-96.8011094 17.2029522, -96.8019777 17.2027995)"
652971628,False,,,Prolongación de Independencia,tertiary,True,33.547,,"LINESTRING (-96.8011094 17.2029522, -96.8009662 17.2026833)"
683233160,False,,,Calle 14 de Octubre,tertiary,True,17.25,,"LINESTRING (-96.8011094 17.2029522, -96.8009769 17.2030419)"
652968927,True,2,MEX 190,Carretera Federal Oaxaca - Teotitlán,primary,False,12.295,,"LINESTRING (-96.7959197 17.2097102, -96.7958703 17.2096102)"
120472253,False,,,Calle Francisco I. Madero,residential,False,252.721,,"LINESTRING (-96.7959197 17.2097102, -96.7959516 17.2097016, -96.7969557 17.20943, -96.797639 17.2092452, -96.7982157 17.2091158)"
185748332,False,,,Primera de Mina,residential,False,58.922,,"LINESTRING (-96.7977174 17.2036507, -96.7978343 17.2041687)"
512209380,False,,,Avenida 14 de Octubre,tertiary,False,20.424,,"LINESTRING (-96.7977174 17.2036507, -96.797527 17.2036763)"
512209380,False,,,Avenida 14 de Octubre,tertiary,True,43.598,,"LINESTRING (-96.7977174 17.2036507, -96.7981258 17.2036116)"
652968801,False,,,Privada 18 de Julio,residential,True,94.313,,"LINESTRING (-96.8009662 17.2026833, -96.8018495 17.2025971)"
652971628,False,,,Prolongación de Independencia,tertiary,False,33.547,,"LINESTRING (-96.8009662 17.2026833, -96.8011094 17.2029522)"
