osmid,oneway,lanes,name,highway,reversed,length,geometry,access,width,maxspeed
619587736,True,2,Avenida Chimalhuacán,secondary,False,25.139,"LINESTRING (-99.014528 19.4057596, -99.01474 19.4058651)",,,
620518632,True,2,Avenida Sor Juana Inés de la Cruz,secondary,False,236.742,"LINESTRING (-99.014528 19.4057596, -99.0135011 19.4076556)",,,
27574151,True,3,Avenida Sor Juana Inés de la Cruz,secondary,False,7.06,"LINESTRING (-99.01474 19.4058651, -99.0147705 19.4058085)",,,
619587736,True,2,Avenida Chimalhuacán,secondary,False,51.363,"LINESTRING (-99.01474 19.4058651, -99.0151795 19.4060689)",,,
859441844,True,2,Avenida Sor Juana Inés de la Cruz,secondary,False,228.58,"LINESTRING (-99.0148844 19.4055969, -99.0158834 19.4037699)",,,
859466288,True,2,Avenida Chimalhuacán,secondary,False,26.087,"LINESTRING (-99.0148844 19.4055969, -99.0146632 19.4054896)",,,
620518632,True,2,Avenida Sor Juana Inés de la Cruz,secondary,False,5.99,"LINESTRING (-99.0146632 19.4054896, -99.0146377 19.4055378)",,,
859466288,True,2,Avenida Chimalhuacán,secondary,False,50.135999999999996,"LINESTRING (-99.0146632 19.4054896, -99.0145034 19.4054129, -99.0142371 19.4052852)",,,
844278463,False,2,Calle Cielito Lindo,residential,False,25.73,"LINESTRING (-99.0135011 19.4076556, -99.0137209 19.4077584)",,,
619587715,True,2,Avenida Chimalhuacán,secondary,False,47.306,"LINESTRING (-99.0136971 19.4053582, -99.0140982 19.4055528)",,,
619587715,True,2,Avenida Chimalhuacán,secondary,False,50.603,"LINESTRING (-99.0140982 19.4055528, -99.014528 19.4057596)",,,
32836015,False,2,Calle La Chiapanecas,residential,False,236.942,"LINESTRING (-99.0151795 19.4060689, -99.0141486 19.407965)",,,
619587736,True,2,Avenida Chimalhuacán,secondary,False,45.337,"LINESTRING (-99.0151795 19.4060689, -99.0155627 19.4062576)",,,
32836016,False,2,Calle La Zandunga,residential,False,236.412,"LINESTRING (-99.0145373 19.408151, -99.0155627 19.4062576)",,,
32836016,False,2,Calle La Zandunga,residential,True,234.807,"LINESTRING (-99.0145373 19.408151, -99.0135169 19.4100306)",,,
619587741,True,2,Calle Cielito Lindo,residential,False,46.207,"LINESTRING (-99.0145373 19.408151, -99.0149277 19.4083436)",,,
32836016,False,2,Calle La Zandunga,residential,True,236.412,"LINESTRING (-99.0155627 19.4062576, -99.0145373 19.408151)",,,
619587736,True,2,Avenida Chimalhuacán,secondary,False,46.072,"LINESTRING (-99.0155627 19.4062576, -99.0159554 19.4064433)",,,
32836017,False,2,Calle La Negra,residential,False,237.205,"LINESTRING (-99.0159554 19.4064433, -99.0149277 19.4083436)",,,
619587736,True,2,Avenida Chimalhuacán,secondary,False,45.393,"LINESTRING (-99.0159554 19.4064433, -99.0163397 19.4066311)",,,
32836017,False,2,Calle La Negra,residential,False,234.582,"LINESTRING (-99.0149277 19.4083436, -99.0138816 19.4102083)",,,
32836017,False,2,Calle La Negra,residential,True,237.205,"LINESTRING (-99.0149277 19.4083436, -99.0159554 19.4064433)",,,
619587741,True,2,Calle Cielito Lindo,residential,False,45.58,"LINESTRING (-99.0149277 19.4083436, -99.0153152 19.4085292)",,,
33810893,False,2,Calle Paloma Negra,residential,True,215.247,"LINESTRING (-99.013807 19.4123423, -99.0147272 19.410612)",,,
33810893,False,2,Calle Paloma Negra,residential,False,234.523,"LINESTRING (-99.0157456 19.4087343, -99.0147272 19.410612)",,,
33810893,False,2,Calle Paloma Negra,residential,True,235.895,"LINESTRING (-99.0157456 19.4087343, -99.0167538 19.4068379)",,,
619587741,True,2,Calle Cielito Lindo,residential,False,49.003,"LINESTRING (-99.0157456 19.4087343, -99.0161596 19.4089386)",,,
27574151,True,3,Avenida Sor Juana Inés de la Cruz,secondary,False,236.103,"LINESTRING (-99.0137209 19.4077584, -99.01474 19.4058651)",,,
619587741,True,2,Calle Cielito Lindo,residential,False,50.396,"LINESTRING (-99.0137209 19.4077584, -99.0141486 19.407965)",,,
844278463,False,2,Calle Cielito Lindo,residential,True,25.73,"LINESTRING (-99.0137209 19.4077584, -99.0135011 19.4076556)",,,
32836015,False,2,Calle La Chiapanecas,residential,True,236.942,"LINESTRING (-99.0141486 19.407965, -99.0151795 19.4060689)",,,
619587741,True,2,Calle Cielito Lindo,residential,False,45.712,"LINESTRING (-99.0141486 19.407965, -99.0145373 19.408151)",,,
619587741,True,2,Calle Cielito Lindo,residential,False,45.833,"LINESTRING (-99.0161596 19.4089386, -99.016549 19.4091257)",,,
620500660,False,2,Calle Pajarera,residential,False,236.351,"LINESTRING (-99.0161596 19.4089386, -99.0171806 19.4070437)",,,
620500660,False,2,Calle Pajarera,residential,True,234.084,"LINESTRING (-99.0161596 19.4089386, -99.0151498 19.410816)",,,
936932829,False,2,Calle Cama de Piedra,residential,False,27.453,"LINESTRING (-99.0158834 19.4037699, -99.0156498 19.4036585)",,,
33810893,False,2,Calle Paloma Negra,residential,False,6.933,"LINESTRING (-99.0168913 19.4065667, -99.0168638 19.4066234)",,,
549570394,False,2,Calle Palacio Nacional,residential,True,229.362,"LINESTRING (-99.0168913 19.4065667, -99.0178932 19.4047332)",,,
619587727,True,2,Avenida Chimalhuacán,secondary,False,47.94,"LINESTRING (-99.0168913 19.4065667, -99.0164852 19.4063688)",,,
778740163,False,2,Avenida Ángel de la Independencia,residential,False,231.395,"LINESTRING (-99.0208668 19.408497, -99.0218613 19.4066394)",,,
