osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,bridge
784012275,Calle Diagonal Hidalgo,unclassified,False,True,34.975,,"LINESTRING (-99.5742391 19.0336745, -99.5742013 19.033362)",,
784053164,Prolongación Hidalgo,residential,False,False,9.575,,"LINESTRING (-99.5742391 19.0336745, -99.5742577 19.0337588)",,
784219013,Carretera Tenango-Tenancingo,primary,False,True,107.481,MEX 55,"LINESTRING (-99.5742391 19.0336745, -99.5750275 19.033059)",,
784219013,Carretera Tenango-Tenancingo,primary,False,False,134.81799999999998,MEX 55,"LINESTRING (-99.5742391 19.0336745, -99.5739694 19.0339312, -99.573553 19.0342652, -99.5732722 19.0344686)",,
784025261,Calle General Ignacio Zaragoza Sur,tertiary,False,False,61.404,,"LINESTRING (-99.5773096 19.0328562, -99.577228 19.033403)",30,
784219013,Carretera Tenango-Tenancingo,primary,False,True,123.36,MEX 55,"LINESTRING (-99.5773096 19.0328562, -99.5783195 19.0334213)",,
784219013,Carretera Tenango-Tenancingo,primary,False,False,275.5,MEX 55,"LINESTRING (-99.5773096 19.0328562, -99.5766661 19.0325151, -99.5764893 19.032439, -99.576296 19.032407, -99.5760863 19.0324036, -99.5758341 19.0324724, -99.5756755 19.0325537, -99.5750275 19.033059)",,
784012276,Calle Benito Juárez,residential,False,False,127.623,,"LINESTRING (-99.5767117 19.0361909, -99.5779109 19.0363704)",,
784012276,Calle Benito Juárez,residential,False,True,57.597,,"LINESTRING (-99.5767117 19.0361909, -99.5761715 19.0361041)",,
784025261,Calle General Ignacio Zaragoza Sur,tertiary,False,False,75.717,,"LINESTRING (-99.5767117 19.0361909, -99.5765698 19.0368585)",30,
784025261,Calle General Ignacio Zaragoza Sur,tertiary,False,True,50.001,,"LINESTRING (-99.5767117 19.0361909, -99.5767763 19.0357454)",30,
529792052,Calle Vicente Guerrero,residential,False,False,144.954,,"LINESTRING (-99.5760659 19.038472, -99.5774157 19.038739)",,
784025260,Calle General Ignacio Zaragoza,unclassified,False,False,12.021,,"LINESTRING (-99.5760659 19.038472, -99.5760414 19.0385776)",30,
