osmid,oneway,name,highway,reversed,length,lanes,access,geometry
158143282,True,Calle Aquiles Serdán,tertiary,False,26.344,,,"LINESTRING (-101.1906237 20.1264601, -101.1906344 20.1262234)"
696521532,False,Avenida Puebla,tertiary,True,19.057,2,yes,"LINESTRING (-101.1906237 20.1264601, -101.1904413 20.1264537)"
32397742,True,Calle Guadalupe Victoria,residential,False,346.67,,,"LINESTRING (-101.1906237 20.1264601, -101.1905613 20.1271448, -101.1903809 20.1284026, -101.1908056 20.1294933)"
152560049,False,Calle Portal Aldama,tertiary,True,35.61,,,"LINESTRING (-101.1908056 20.1294933, -101.1906393 20.1297729)"
526857448,True,Avenida Morelos,tertiary,False,87.489,,,"LINESTRING (-101.1908056 20.1294933, -101.1911086 20.1292415, -101.1914407 20.1289801)"
32642427,True,Calle Defensores de Moroleón,residential,False,161.398,,,"LINESTRING (-101.1895422 20.1302962, -101.1894798 20.1288459)"
32858062,True,Avenida América,tertiary,False,91.99700000000001,,,"LINESTRING (-101.1895422 20.1302962, -101.1902132 20.130387, -101.1904141 20.1304159)"
696521532,False,Avenida Puebla,tertiary,False,67.198,2,yes,"LINESTRING (-101.1893604 20.1263543, -101.1900011 20.1264119)"
885047996,False,Avenida Puebla,tertiary,True,7.769,2,yes,"LINESTRING (-101.1893604 20.1263543, -101.1892862 20.126349)"
32819213,False,Boulevard Ponciano Vega,tertiary,False,5.614,,,"LINESTRING (-101.1891287 20.1263684, -101.1891241 20.1263181)"
726551444,True,Avenida Puebla,tertiary,False,16.585,1,yes,"LINESTRING (-101.1891287 20.1263684, -101.1892862 20.126349)"
693955682,True,Calle Defensores de Moroleón,residential,False,54.053,,,"LINESTRING (-101.189363 20.1268404, -101.1893604 20.1263543)"
32826653,True,Calle Portal Matamoros,residential,False,64.72,,,"LINESTRING (-101.1911375 20.1306312, -101.1911944 20.1303676, -101.1912629 20.1300612)"
32826644,True,Avenida Benito Juárez,residential,False,74.63,,,"LINESTRING (-101.1929752 20.1298158, -101.1936899 20.1298031)"
32858984,True,Calle Mexicanos Ilustres,residential,False,53.659,,,"LINESTRING (-101.1929752 20.1298158, -101.1930931 20.1293461)"
32858561,True,Calle Escobedo,residential,False,14.574,,,"LINESTRING (-101.1936436 20.1263043, -101.1937411 20.1263981)"
152560055,True,Avenida Morelos,tertiary,False,11.224,,,"LINESTRING (-101.1936436 20.1263043, -101.1936841 20.1262108)"
885119591,False,Calle Escobedo,residential,True,6.856,,,"LINESTRING (-101.1936436 20.1263043, -101.1935977 20.1262602)"
32826644,True,Avenida Benito Juárez,residential,False,112.806,,,"LINESTRING (-101.1936899 20.1298031, -101.1947696 20.1297644)"
526857448,True,Avenida Morelos,tertiary,False,111.598,,,"LINESTRING (-101.1921235 20.1279723, -101.1922791 20.1276147, -101.1924401 20.1272957, -101.1925934 20.127074)"
158143290,True,Calle Simón Bolívar,residential,False,82.802,,,"LINESTRING (-101.1934673 20.1280857, -101.1926769 20.1280244)"
32858561,True,Calle Escobedo,residential,False,189.805,,,"LINESTRING (-101.1938241 20.1281008, -101.1936899 20.1298031)"
158143290,True,Calle Simón Bolívar,residential,False,37.289,,,"LINESTRING (-101.1938241 20.1281008, -101.1934673 20.1280857)"
32859093,True,Calle Morelos,tertiary,False,10.561,,,"LINESTRING (-101.1936841 20.1262108, -101.1935977 20.1262602)"
697210173,False,Avenida Morelos,residential,False,9.254,,,"LINESTRING (-101.1936841 20.1262108, -101.1937559 20.126162)"
32859118,False,Calle Plan Sexenal,residential,True,100.224,,,"LINESTRING (-101.1938722 20.1252673, -101.1937559 20.126162)"
"[32859136, 33088579]",True,"['Calle Chamizal', 'Calle Lázaro Cárdenas']",residential,False,161.162,,,"LINESTRING (-101.1938722 20.1252673, -101.1945087 20.1252617, -101.1945446 20.1252533, -101.1945598 20.1252287, -101.1945905 20.1244407)"
32859136,True,Calle Lázaro Cárdenas,residential,False,85.89,,,"LINESTRING (-101.1911751 20.1251869, -101.1919975 20.1252063)"
152580836,False,Calle Aquiles Serdán,residential,False,99.692,4,,"LINESTRING (-101.1911751 20.1251869, -101.1915451 20.1243604)"
152580836,False,Calle Aquiles Serdán,residential,True,56.945,4,,"LINESTRING (-101.1911751 20.1251869, -101.1909563 20.125656)"
33088579,True,Calle Chamizal,residential,False,65.273,,,"LINESTRING (-101.1945905 20.1244407, -101.1946072 20.1238539)"
34262469,False,Calle Adolfo López Mateos,residential,False,129.356,,,"LINESTRING (-101.1945905 20.1244407, -101.1933517 20.1244218)"
32859038,True,Calle 5 de Mayo,tertiary,False,52.986,,,"LINESTRING (-101.1911312 20.1264627, -101.1906237 20.1264601)"
526857448,True,Avenida Morelos,tertiary,False,53.224,,,"LINESTRING (-101.1914407 20.1289801, -101.1918044 20.1286447)"
33798723,True,Calle Francisco I. Madero,residential,False,281.90500000000003,,,"LINESTRING (-101.1914407 20.1289801, -101.1913306 20.1283662, -101.1911312 20.1264627)"
32858561,True,Calle Escobedo,residential,False,78.16499999999999,,,"LINESTRING (-101.1938401 20.1273981, -101.1938375 20.127786, -101.1938241 20.1281008)"
34262469,False,Calle Adolfo López Mateos,residential,True,57.325,,,"LINESTRING (-101.1915451 20.1243604, -101.192094 20.1243727)"
152580836,False,Calle Aquiles Serdán,residential,False,98.773,4,,"LINESTRING (-101.1915451 20.1243604, -101.1919029 20.1235381)"
152580836,False,Calle Aquiles Serdán,residential,True,99.692,4,,"LINESTRING (-101.1915451 20.1243604, -101.1911751 20.1251869)"
697166460,False,Calle Adolfo López Mateos,residential,False,160.895,,,"LINESTRING (-101.1915451 20.1243604, -101.190005 20.1243098)"
34262471,True,Calle María Concepción Sánchez,residential,False,31.709,,,"LINESTRING (-101.190005 20.1243098, -101.1901288 20.1245702)"
328023859,False,Calle María Concepción Sánchez,residential,False,97.783,,,"LINESTRING (-101.190005 20.1243098, -101.1896273 20.1235051)"
697166460,False,Calle Adolfo López Mateos,residential,True,160.895,,,"LINESTRING (-101.190005 20.1243098, -101.1915451 20.1243604)"
32826644,True,Avenida Benito Juárez,residential,False,60.006,,,"LINESTRING (-101.1912629 20.1300612, -101.1918339 20.1299996)"
32826924,True,Calle Portal Galeana,residential,False,72.57,,,"LINESTRING (-101.1912629 20.1300612, -101.1906393 20.1297729)"
152560049,False,Calle Portal Aldama,tertiary,False,35.61,,,"LINESTRING (-101.1906393 20.1297729, -101.1908056 20.1294933)"
152560049,False,Calle Portal Aldama,tertiary,True,76.162,,,"LINESTRING (-101.1906393 20.1297729, -101.1904389 20.1301868, -101.1904141 20.1304159)"
48415660,True,Calle 19 de Diciembre,residential,False,62.822,,,"LINESTRING (-101.1918044 20.1286447, -101.1920267 20.1291697)"
526857448,True,Avenida Morelos,tertiary,False,81.858,,,"LINESTRING (-101.1918044 20.1286447, -101.1919763 20.1282915, -101.1921235 20.1279723)"
48415660,True,Calle 19 de Diciembre,residential,False,94.451,,,"LINESTRING (-101.1920267 20.1291697, -101.1918339 20.1299996)"
166086781,False,Calle Vasco de Quiroga,residential,True,56.6,,,"LINESTRING (-101.1920267 20.1291697, -101.1925605 20.1292586)"
32826644,True,Avenida Benito Juárez,residential,False,120.895,,,"LINESTRING (-101.1918339 20.1299996, -101.1929752 20.1298158)"
693955682,True,Calle Defensores de Moroleón,residential,False,55.761,,,"LINESTRING (-101.1893805 20.1273416, -101.189363 20.1268404)"
159522660,False,Calle Celaya,residential,True,92.551,,,"LINESTRING (-101.1982406 20.1231736, -101.1982251 20.1223414)"
328650624,False,Calle Roberto Fierro,residential,False,4.471,,,"LINESTRING (-101.1982406 20.1231736, -101.1982414 20.1232138)"
697210173,False,Avenida Morelos,residential,True,234.424,,,"LINESTRING (-101.1982406 20.1231736, -101.1963977 20.1243779)"
697210173,False,Avenida Morelos,residential,False,154.714,,,"LINESTRING (-101.1951789 20.1251693, -101.1963977 20.1243779)"
697210173,False,Avenida Morelos,residential,True,185.09,,,"LINESTRING (-101.1951789 20.1251693, -101.1939539 20.1260274, -101.1937559 20.126162)"
159533667,True,Calle Violeta,residential,False,85.459,,,"LINESTRING (-101.1963977 20.1243779, -101.196207 20.1251253)"
697210173,False,Avenida Morelos,residential,False,234.424,,,"LINESTRING (-101.1963977 20.1243779, -101.1982406 20.1231736)"
697210173,False,Avenida Morelos,residential,True,154.714,,,"LINESTRING (-101.1963977 20.1243779, -101.1951789 20.1251693)"
696521532,False,Avenida Puebla,tertiary,False,19.057,2,yes,"LINESTRING (-101.1904413 20.1264537, -101.1906237 20.1264601)"
696521532,False,Avenida Puebla,tertiary,True,46.194,2,yes,"LINESTRING (-101.1904413 20.1264537, -101.1900011 20.1264119)"
693955682,True,Calle Defensores de Moroleón,residential,False,74.607,,,"LINESTRING (-101.1894166 20.1280117, -101.1893805 20.1273416)"
32819213,False,Boulevard Ponciano Vega,tertiary,True,140.497,,,"LINESTRING (-101.1889584 20.1250642, -101.1891241 20.1263181)"
152580836,False,Calle Aquiles Serdán,residential,False,15.533,4,,"LINESTRING (-101.190888 20.1257801, -101.1909563 20.125656)"
152580836,False,Calle Aquiles Serdán,residential,True,30.176,4,,"LINESTRING (-101.190888 20.1257801, -101.1907509 20.126019)"
159522665,False,Calle Juventino Rosas,residential,True,73.388,,,"LINESTRING (-101.1947424 20.1219867, -101.1954334 20.1221076)"
33088579,True,Calle Chamizal,residential,False,27.386,,,"LINESTRING (-101.1946072 20.1238539, -101.1946174 20.1236078)"
