osmid,name,highway,oneway,reversed,length,lanes,maxspeed,width,geometry,bridge
709379589,Calle Aguaje,residential,False,False,70.648,,,,"LINESTRING (-99.8900653 20.5194887, -99.8902327 20.518873)",
319495394,Calle Cedros,tertiary,False,False,393.71099999999996,2,40,10.0,"LINESTRING (-99.8900653 20.5194887, -99.8885555 20.5190346, -99.8883591 20.5190313, -99.8874908 20.5197372, -99.8872998 20.5199171, -99.8871523 20.5200627, -99.8869586 20.5203507)",
319495418,Calle Niños Héroes,residential,False,False,81.174,2,40,10.0,"LINESTRING (-99.8962648 20.5195295, -99.8962061 20.5195802, -99.8956916 20.5200242)",
418817679,Calle Nicolás Bravo Poniente,residential,False,False,184.449,,,,"LINESTRING (-99.8962648 20.5195295, -99.8950666 20.5192819, -99.8945289 20.5192037)",
703145399,,residential,False,True,15.612,,,,"LINESTRING (-99.8956916 20.5200242, -99.8958091 20.5201114)",
319495418,Calle Niños Héroes,residential,False,False,31.212,2,40,10.0,"LINESTRING (-99.8956916 20.5200242, -99.8956534 20.5201052, -99.8955073 20.5202401)",
319495418,Calle Niños Héroes,residential,False,True,81.174,2,40,10.0,"LINESTRING (-99.8956916 20.5200242, -99.8962061 20.5195802, -99.8962648 20.5195295)",
"[418848629, 701077398]",,residential,False,False,125.93399999999998,,,,"LINESTRING (-99.8956916 20.5200242, -99.8952712 20.5195707, -99.8952544 20.519555, -99.8952306 20.5195483, -99.8952156 20.5195594, -99.8952021 20.5195773, -99.8949813 20.5199732)",
319495394,Calle Cedros,tertiary,False,True,21.506,2,40,10.0,"LINESTRING (-99.8867995 20.520474, -99.8869586 20.5203507)",
319495403,Calle Juárez Oriente,tertiary,False,True,176.426,2,40,10.0,"LINESTRING (-99.8867995 20.520474, -99.8873676 20.5208158, -99.8882249 20.5213315)",
319495418,Calle Niños Héroes,residential,False,False,17.421,2,40,10.0,"LINESTRING (-99.8948685 20.5207975, -99.8947392 20.5208969)",
319495418,Calle Niños Héroes,residential,False,True,90.923,2,40,10.0,"LINESTRING (-99.8948685 20.5207975, -99.8955073 20.5202401)",
701077403,Calle de los Viñedos,residential,False,False,10.539,,,,"LINESTRING (-99.8948685 20.5207975, -99.8949359 20.5208682)",
319495418,Calle Niños Héroes,residential,False,True,17.421,2,40,10.0,"LINESTRING (-99.8947392 20.5208969, -99.8948685 20.5207975)",
319495418,Calle Niños Héroes,residential,False,False,82.803,2,40,10.0,"LINESTRING (-99.8947392 20.5208969, -99.8944502 20.5212012, -99.8942448 20.5214784)",
"[319495386, 319495387, 319495388]",Calle 5 de Mayo,tertiary,True,False,262.802,2,40,10.0,"LINESTRING (-99.8917875 20.5210174, -99.8917716 20.5209756, -99.8917602 20.5209536, -99.8917366 20.5209419, -99.8910138 20.520788, -99.8905791 20.5201619, -99.8905597 20.5201339, -99.8903908 20.5198853, -99.8903596 20.5198394, -99.8900986 20.5195249, -99.8900653 20.5194887)",yes
