osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,maxspeed,width,junction
257798924,False,Avenida de los Plateros,primary,True,24.479,"LINESTRING (-99.6014721 18.5590196, -99.6014312 18.5590269, -99.601393 18.5590263, -99.6013568 18.5590234, -99.6013242 18.5590199, -99.601299 18.5590094, -99.6012494 18.5589853)",MEX 95,,,,
257798927,False,Calle la Catarina,residential,False,143.688,"LINESTRING (-99.6014721 18.5590196, -99.6014721 18.5588544, -99.6014547 18.5586903, -99.6014346 18.5585848, -99.6014359 18.5585492, -99.6014775 18.5583611, -99.6014761 18.5583038, -99.6014694 18.5582492, -99.601397 18.558047, -99.6013312 18.5579313, -99.6013098 18.5578779, -99.6012978 18.5578054, -99.6012936 18.5577663)",,,,,
257798924,False,Avenida de los Plateros,primary,False,19.942,"LINESTRING (-99.6024968 18.5533897, -99.6025631 18.5532507, -99.6025743 18.5532261)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,21.85,"LINESTRING (-99.6024968 18.5533897, -99.6025001 18.5534503, -99.6024949 18.5535238, -99.602502 18.5535856)",MEX 95,,,,
874047980,False,Calle Francisco Figueroa Mata,residential,False,67.721,"LINESTRING (-99.6024968 18.5533897, -99.6024573 18.5533601, -99.6024148 18.5533366, -99.6023299 18.5532527, -99.602252 18.5531386, -99.6021317 18.5530413, -99.6020255 18.552991)",,,,,
567197501,False,Calle Huiyatengo,residential,False,12.148,"LINESTRING (-99.6081805 18.5528568, -99.6082923 18.5528833)",,,,,
257798924,False,Avenida de los Plateros,primary,False,20.755,"LINESTRING (-99.6081805 18.5528568, -99.608191 18.5527816, -99.6081877 18.5527339, -99.6081743 18.5526722)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,58.19200000000001,"LINESTRING (-99.6081805 18.5528568, -99.6081622 18.5528991, -99.6081273 18.5529494, -99.6080904 18.5529812, -99.6080308 18.5530117, -99.6079731 18.5530358, -99.6078953 18.553046, -99.6078323 18.553046, -99.6077612 18.5530365, -99.6077151 18.5530325)",MEX 95,,,,
876614772,False,Callejón de Juárez,residential,False,32.384,"LINESTRING (-99.6036789 18.5525705, -99.60376 18.5522896)",,,,,
257798924,False,Avenida de los Plateros,primary,False,40.196,"LINESTRING (-99.6036789 18.5525705, -99.6037956 18.5526112, -99.603927 18.5526786, -99.6040142 18.5527383)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,26.17,"LINESTRING (-99.6036789 18.5525705, -99.6036091 18.5525514, -99.6035542 18.5525362, -99.6035059 18.5525247, -99.6034375 18.5525298)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,False,28.484,"LINESTRING (-99.6013393 18.560975, -99.601251 18.5607329)",MEX 95,,,,
876243479,True,Benito Juárez,tertiary,False,40.004999999999995,"LINESTRING (-99.6013393 18.560975, -99.6013715 18.5608802, -99.6014003 18.5608383, -99.6014265 18.560816, -99.6015835 18.5607206)",,,,,
257798924,False,Avenida de los Plateros,primary,True,4.808,"LINESTRING (-99.6019489 18.5575061, -99.6019301 18.5575455)",MEX 95,,,,
128663552,True,Calle de las Estecadas,residential,False,87.487,"LINESTRING (-99.6019489 18.5575061, -99.6019864 18.5575162, -99.6020549 18.5575366, -99.6022024 18.5575492, -99.6023311 18.5575467, -99.602594 18.5575365, -99.6027729 18.5575264)",,,,,
257798924,False,Avenida de los Plateros,primary,False,18.432000000000002,"LINESTRING (-99.6019489 18.5575061, -99.6019824 18.5574158, -99.6020025 18.5573484)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,False,19.808999999999997,"LINESTRING (-99.6025879 18.5555271, -99.6025899 18.5554782, -99.602598 18.5554133, -99.6025952 18.5553495)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,85.552,"LINESTRING (-99.6025879 18.5555271, -99.6025389 18.5556384, -99.6024679 18.5556918, -99.602323 18.5557796, -99.6022251 18.5558558, -99.6021178 18.5559473, -99.6020575 18.5560084, -99.6020213 18.5560567)",MEX 95,,,,
"[876567144, 128663551]",False,Calle Becerra y Tanco,residential,False,64.568,"LINESTRING (-99.6025879 18.5555271, -99.6027213 18.555599, -99.6027442 18.5556366, -99.6027508 18.5557007, -99.6027119 18.5559639, -99.6026925 18.5560227)",,,,,
128208321,False,Calle Juan Ruiz de Alarcón,tertiary,False,52.748,"LINESTRING (-99.6027093 18.5565563, -99.6028327 18.5565691, -99.6030017 18.5565919, -99.6032067 18.5566062)",,,,,
128663551,False,Calle Becerra y Tanco,residential,True,59.724,"LINESTRING (-99.6027093 18.5565563, -99.6027307 18.556297, -99.6027066 18.5560808, -99.6026925 18.5560227)",,,,,
"[876560528, 128663553]",False,Calle Estacadas,residential,False,102.64900000000002,"LINESTRING (-99.6027093 18.5565563, -99.6027065 18.5567064, -99.6027348 18.5570891, -99.6028367 18.5571615, -99.6030834 18.5572937)",,,,,
876561258,False,Calle Fundiciones,tertiary,True,96.69800000000001,"LINESTRING (-99.6027093 18.5565563, -99.6025108 18.556541, -99.6023445 18.5565614, -99.6019263 18.5566196, -99.6018711 18.5566352, -99.6018094 18.5566669)",,,,,
128208321,False,Calle Juan Ruiz de Alarcón,tertiary,False,17.898,"LINESTRING (-99.6032067 18.5566062, -99.6033764 18.5566115)",,,,,
128208321,False,Calle Juan Ruiz de Alarcón,tertiary,True,52.748,"LINESTRING (-99.6032067 18.5566062, -99.6030017 18.5565919, -99.6028327 18.5565691, -99.6027093 18.5565563)",,,,,
405873729,False,Callejón de la Luz,residential,True,53.156000000000006,"LINESTRING (-99.6032067 18.5566062, -99.6032041 18.55685, -99.6032149 18.557084)",,,,,
128208321,False,Calle Juan Ruiz de Alarcón,tertiary,False,40.827,"LINESTRING (-99.6033764 18.5566115, -99.6037623 18.5566427)",,,,,
128208321,False,Calle Juan Ruiz de Alarcón,tertiary,True,17.898,"LINESTRING (-99.6033764 18.5566115, -99.6032067 18.5566062)",,,,,
128208331,False,Calle Hospital,residential,False,41.342,"LINESTRING (-99.6033764 18.5566115, -99.6033893 18.5562399)",,,,,
128208321,False,Calle Juan Ruiz de Alarcón,tertiary,True,40.827,"LINESTRING (-99.6037623 18.5566427, -99.6033764 18.5566115)",,,,,
128208329,False,Calle Higuera,residential,False,41.978,"LINESTRING (-99.6037623 18.5566427, -99.6037173 18.5562676)",,,,,
128208321,False,Calle Juan Ruiz de Alarcón,tertiary,False,151.889,"LINESTRING (-99.6037623 18.5566427, -99.6041547 18.5567382, -99.6043144 18.5567916, -99.604498 18.556871, -99.6049213 18.5570314, -99.6051065 18.5571227)",,,,,
503145060,True,Calle Agustín de Tolsa,residential,False,41.782000000000004,"LINESTRING (-99.6052788 18.5571731, -99.6052796 18.557135, -99.6052755 18.5568982, -99.6052735 18.5567974)",,,,,
605873451,False,Calle Plazuela de Bernal,residential,True,19.025,"LINESTRING (-99.6052788 18.5571731, -99.6052252 18.5571539, -99.6051065 18.5571227)",,,,,
128208323,False,del arco,residential,True,45.031,"LINESTRING (-99.6044345 18.5562033, -99.6040075 18.556215)",,,,,
876552556,False,del arco,residential,False,16.637,"LINESTRING (-99.6044345 18.5562033, -99.6044554 18.5563516)",,,,,
876563998,False,,residential,False,25.92,"LINESTRING (-99.6044345 18.5562033, -99.6044326 18.5559702)",,,,,
876540350,False,Calle Real de Cuauhtémoc,residential,False,26.003,"LINESTRING (-99.6050757 18.5567135, -99.6050897 18.5567693, -99.6052735 18.5567974)",,,,,
128208326,False,Calle Agustín de Tolsa,residential,True,36.041,"LINESTRING (-99.6052932 18.5562289, -99.6053626 18.5563071, -99.6054446 18.556396, -99.6055084 18.5564804)",,,,,
405528384,True,Real de Cuauhtémoc,residential,False,38.971000000000004,"LINESTRING (-99.6052932 18.5562289, -99.6053335 18.5562162, -99.6053718 18.556197, -99.6054512 18.5561285, -99.6055765 18.5560106)",,1,,,
503145058,True,Calle Real de Cuauhtémoc,residential,False,39.854,"LINESTRING (-99.6052932 18.5562289, -99.6051648 18.5562839, -99.6051459 18.5563399, -99.6051283 18.5563895, -99.6051088 18.5565017)",,,,,
128663553,False,Calle Estacadas,residential,True,16.59,"LINESTRING (-99.6030459 18.5574386, -99.6030834 18.5572937)",,,,,
"[257798923, 876280419]",False,Calle Estacadas,residential,False,65.253,"LINESTRING (-99.6030459 18.5574386, -99.6030124 18.5575582, -99.6028731 18.5577169, -99.6028777 18.5577631, -99.6029189 18.5577961, -99.6030813 18.5578362)",,,,,
876560527,False,,residential,False,56.815999999999995,"LINESTRING (-99.603727 18.5572343, -99.6036521 18.557192, -99.6032149 18.557084)",,,,,
128208331,False,Calle Hospital,residential,True,41.342,"LINESTRING (-99.6033893 18.5562399, -99.6033764 18.5566115)",,,,,
128208323,False,del arco,residential,False,34.916,"LINESTRING (-99.6033893 18.5562399, -99.6036071 18.5562422, -99.6037173 18.5562676)",,,,,
"[128208323, 876567141]",False,del arco,residential,True,47.849000000000004,"LINESTRING (-99.6033893 18.5562399, -99.6033175 18.5562255, -99.6031304 18.5562003, -99.6031064 18.5561948, -99.6030901 18.556166, -99.6031024 18.5560668, -99.6030965 18.5560418)",,,,,
128208329,False,Calle Higuera,residential,True,41.978,"LINESTRING (-99.6037173 18.5562676, -99.6037623 18.5566427)",,,,,
128208323,False,del arco,residential,False,31.168,"LINESTRING (-99.6037173 18.5562676, -99.6037944 18.5562488, -99.6040075 18.556215)",,,,,
128208323,False,del arco,residential,True,34.916,"LINESTRING (-99.6037173 18.5562676, -99.6036071 18.5562422, -99.6033893 18.5562399)",,,,,
257798923,False,Calle Estacadas,residential,True,40.475,"LINESTRING (-99.6034388 18.557969, -99.6030813 18.5578362)",,,,,
257798923,False,Calle Estacadas,residential,False,87.985,"LINESTRING (-99.6034388 18.557969, -99.6035925 18.557976, -99.6039875 18.5580671, -99.6042428 18.5581621)",,,,,
"[876280416, 876281770]",False,Calle Chachalacas,residential,False,140.726,"LINESTRING (-99.6034388 18.557969, -99.6034325 18.5581368, -99.6034311 18.5583051, -99.6034093 18.5583947, -99.6033787 18.5584954, -99.6033224 18.5585695, -99.603225 18.5586458, -99.6030481 18.5586159, -99.6028577 18.5586077, -99.6026802 18.5586351)",,,,,
128663552,True,Calle de las Estecadas,residential,False,31.153,"LINESTRING (-99.6027729 18.5575264, -99.6029875 18.5574857, -99.6030459 18.5574386)",,,,,
"[874187630, 876281774, 257798926]",False,Calle Reforma,residential,"[False, True]",119.11399999999999,"LINESTRING (-99.6027729 18.5575264, -99.6027747 18.5575947, -99.6027721 18.5577104, -99.6027653 18.5577919, -99.602756 18.5578694, -99.6027566 18.5580274, -99.6027437 18.5580555, -99.6026958 18.5580683, -99.6024671 18.5580949, -99.6024362 18.5581025, -99.6024214 18.5581229, -99.602404 18.5581673, -99.6023349 18.558325)",,,,,
128663553,False,Calle Estacadas,residential,False,16.59,"LINESTRING (-99.6030834 18.5572937, -99.6030459 18.5574386)",,,,,
"[876560528, 128663553]",False,Calle Estacadas,residential,True,102.64899999999999,"LINESTRING (-99.6030834 18.5572937, -99.6028367 18.5571615, -99.6027348 18.5570891, -99.6027065 18.5567064, -99.6027093 18.5565563)",,,,,
405873729,False,Callejón de la Luz,residential,False,27.156,"LINESTRING (-99.6030834 18.5572937, -99.6031465 18.5571819, -99.6032149 18.557084)",,,,,
257798924,False,Avenida de los Plateros,primary,False,79.179,"LINESTRING (-99.6020025 18.5573484, -99.6020065 18.5572861, -99.6020025 18.5572213, -99.6019864 18.5571463, -99.6019475 18.5570534, -99.6018603 18.5568284, -99.6018094 18.5566669)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,18.432000000000002,"LINESTRING (-99.6020025 18.5573484, -99.6019824 18.5574158, -99.6019489 18.5575061)",MEX 95,,,,
874056827,False,Calle de la Ciénega,residential,True,68.868,"LINESTRING (-99.6020025 18.5573484, -99.6018443 18.5573573, -99.6013521 18.557309)",,,,,
257798924,False,Avenida de los Plateros,primary,False,24.479000000000003,"LINESTRING (-99.6012494 18.5589853, -99.601299 18.5590094, -99.6013242 18.5590199, -99.6013568 18.5590234, -99.601393 18.5590263, -99.6014312 18.5590269, -99.6014721 18.5590196)",MEX 95,,,,
257798928,False,Calle Segunda de la Catarina,residential,False,139.45800000000003,"LINESTRING (-99.6012494 18.5589853, -99.6012468 18.5587876, -99.6012347 18.5587259, -99.6012139 18.5586579, -99.6011502 18.5585136, -99.6011395 18.5584526, -99.6011415 18.5584075, -99.601169 18.558314, -99.6011878 18.5582352, -99.6012428 18.557911, -99.6012575 18.5578449, -99.6012936 18.5577663)",,,,,
257798924,False,Avenida de los Plateros,primary,False,13.818,"LINESTRING (-99.6006741 18.5594163, -99.6005635 18.5593496)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,27.072,"LINESTRING (-99.6006741 18.5594163, -99.6007432 18.5594856, -99.6007995 18.5595491, -99.6008443 18.5595985)",MEX 95,,,,
257803136,False,Cerrada de la Misión,residential,False,26.714,"LINESTRING (-99.6006741 18.5594163, -99.600642 18.5592917, -99.600599 18.5591874)",,,,,
257798924,False,Avenida de los Plateros,primary,True,11.458,"LINESTRING (-99.6015743 18.5589845, -99.6014721 18.5590196)",MEX 95,,,,
874192601,False,Calle Segunda de Reforma,residential,False,50.526,"LINESTRING (-99.6015743 18.5589845, -99.601696 18.559424)",,,,,
257798924,False,Avenida de los Plateros,primary,False,12.615,"LINESTRING (-99.6015743 18.5589845, -99.601625 18.5589548, -99.6016713 18.5589185)",MEX 95,,,,
874192601,False,Calle Segunda de Reforma,residential,True,50.526,"LINESTRING (-99.601696 18.559424, -99.6015743 18.5589845)",,,,,
257798925,False,Calle Segunda de Reforma,residential,False,74.32499999999999,"LINESTRING (-99.601696 18.559424, -99.6019146 18.5595523, -99.6020728 18.5596425, -99.6022184 18.5596928, -99.6022697 18.5596861, -99.6023214 18.5596642)",,,,,
405876353,False,Cerrada Reforma,residential,True,64.908,"LINESTRING (-99.601696 18.559424, -99.6015852 18.5596618, -99.6015437 18.5597699, -99.6014995 18.5598831, -99.6014579 18.5599618)",,,,,
257798925,False,Calle Segunda de Reforma,residential,True,74.325,"LINESTRING (-99.6023214 18.5596642, -99.6022697 18.5596861, -99.6022184 18.5596928, -99.6020728 18.5596425, -99.6019146 18.5595523, -99.601696 18.559424)",,,,,
874187624,False,Calle Reforma,residential,False,34.515,"LINESTRING (-99.6023214 18.5596642, -99.6022518 18.5595804, -99.602143 18.5594047)",,,,,
874187624,False,Calle Reforma,residential,True,9.237,"LINESTRING (-99.6023214 18.5596642, -99.6023586 18.5596947, -99.6023747 18.5597278)",,,,,
"[874182976, 874187631]",False,"['Callejón Reforma', 'Calle Reforma']",residential,False,109.64099999999999,"LINESTRING (-99.602024 18.5605039, -99.6020448 18.5604296, -99.6020421 18.5603304, -99.6020287 18.560277, -99.6019536 18.560155, -99.6019482 18.5601168, -99.6019536 18.5600863, -99.6019857 18.5600431, -99.6020421 18.5599922, -99.6023183 18.5598015, -99.6023666 18.5597558, -99.6023747 18.5597278)",,,,,
876243478,True,Calle Benito Juárez,tertiary,False,38.047,"LINESTRING (-99.602024 18.5605039, -99.6021339 18.5604556, -99.6023519 18.5603609)",,,,,
874187624,False,Calle Reforma,residential,False,9.237,"LINESTRING (-99.6023747 18.5597278, -99.6023586 18.5596947, -99.6023214 18.5596642)",,,,,
"[874182976, 874187631]",False,"['Callejón Reforma', 'Calle Reforma']",residential,True,109.64099999999999,"LINESTRING (-99.6023747 18.5597278, -99.6023666 18.5597558, -99.6023183 18.5598015, -99.6020421 18.5599922, -99.6019857 18.5600431, -99.6019536 18.5600863, -99.6019482 18.5601168, -99.6019536 18.560155, -99.6020287 18.560277, -99.6020421 18.5603304, -99.6020448 18.5604296, -99.602024 18.5605039)",,,,,
"[405876356, 876275494]",False,,residential,False,95.64099999999999,"LINESTRING (-99.6023747 18.5597278, -99.6024053 18.5597925, -99.6025296 18.5597564, -99.602598 18.559764, -99.6027133 18.5598352, -99.6027508 18.5598581, -99.6028259 18.5598822, -99.6028836 18.5599077, -99.6029896 18.5599853, -99.6030716 18.5600223, -99.6031362 18.5600728)",,,,,
263926053,False,Calle Fundiciones,residential,True,28.42,"LINESTRING (-99.6009303 18.5568074, -99.6011954 18.5567609)",,,,,
874064224,False,Calle la Catarina,residential,False,60.934,"LINESTRING (-99.6009303 18.5568074, -99.6010215 18.5569345, -99.6011811 18.5571672, -99.6012622 18.557255)",,,,,
257798927,False,Calle la Catarina,residential,False,51.225,"LINESTRING (-99.6012936 18.5577663, -99.6013118 18.557623, -99.6013333 18.5574374, -99.6013521 18.557309)",,,,,
257798927,False,Calle la Catarina,residential,True,143.688,"LINESTRING (-99.6012936 18.5577663, -99.6012978 18.5578054, -99.6013098 18.5578779, -99.6013312 18.5579313, -99.601397 18.558047, -99.6014694 18.5582492, -99.6014761 18.5583038, -99.6014775 18.5583611, -99.6014359 18.5585492, -99.6014346 18.5585848, -99.6014547 18.5586903, -99.6014721 18.5588544, -99.6014721 18.5590196)",,,,,
257798928,False,Calle Segunda de la Catarina,residential,True,139.45800000000003,"LINESTRING (-99.6012936 18.5577663, -99.6012575 18.5578449, -99.6012428 18.557911, -99.6011878 18.5582352, -99.601169 18.558314, -99.6011415 18.5584075, -99.6011395 18.5584526, -99.6011502 18.5585136, -99.6012139 18.5586579, -99.6012347 18.5587259, -99.6012468 18.5587876, -99.6012494 18.5589853)",,,,,
33498428,True,Calle Benito Juárez,tertiary,False,88.47200000000001,"LINESTRING (-99.6037359 18.5591283, -99.6037768 18.5590953, -99.6038331 18.5590361, -99.6038505 18.5588899, -99.6038479 18.5588251, -99.6038291 18.5587037, -99.6038418 18.5586363, -99.6038707 18.5585766, -99.6039379 18.5585158, -99.6039887 18.5584825, -99.6040282 18.55845)",,,,,
405876355,False,Calle de las Palomas,residential,False,17.921,"LINESTRING (-99.6037359 18.5591283, -99.6037084 18.5592059, -99.6036822 18.5592415, -99.6036561 18.5592675)",,,,,
876268718,False,Calle de las Palomas,residential,True,8.219,"LINESTRING (-99.603349 18.5598695, -99.6033865 18.5598047)",,,,,
876268716,True,Calle Benito Juárez,tertiary,False,58.148,"LINESTRING (-99.603349 18.5598695, -99.6032001 18.5597392, -99.6030727 18.5596375, -99.6030345 18.559593, -99.6029684 18.5594959)",,,,,
874187620,False,Calle del Hundido,residential,False,32.12,"LINESTRING (-99.600599 18.5591874, -99.6008465 18.5590189)",,,,,
257803136,False,Cerrada de la Misión,residential,True,26.714,"LINESTRING (-99.600599 18.5591874, -99.600642 18.5592917, -99.6006741 18.5594163)",,,,,
257798924,False,Avenida de los Plateros,primary,False,75.88399999999999,"LINESTRING (-99.6018094 18.5566669, -99.6017799 18.5565868, -99.6017745 18.5565296, -99.6017772 18.5564597, -99.6017919 18.5563974, -99.6018188 18.5563275, -99.6018751 18.5562524, -99.6019757 18.5561152, -99.6020213 18.5560567)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,79.179,"LINESTRING (-99.6018094 18.5566669, -99.6018603 18.5568284, -99.6019475 18.5570534, -99.6019864 18.5571463, -99.6020025 18.5572213, -99.6020065 18.5572861, -99.6020025 18.5573484)",MEX 95,,,,
263926053,False,Calle Fundiciones,residential,False,65.614,"LINESTRING (-99.6018094 18.5566669, -99.6014113 18.5567391, -99.6011954 18.5567609)",,,,,
876561258,False,Calle Fundiciones,tertiary,False,96.69800000000001,"LINESTRING (-99.6018094 18.5566669, -99.6018711 18.5566352, -99.6019263 18.5566196, -99.6023445 18.5565614, -99.6025108 18.556541, -99.6027093 18.5565563)",,,,,
553147261,False,Calle del Consuelo,residential,True,24.554000000000002,"LINESTRING (-99.6008584 18.5558967, -99.6007052 18.5558136, -99.6006587 18.5557833)",,,,,
874064222,False,Calle del Consuelo,residential,False,35.19199999999999,"LINESTRING (-99.6008584 18.5558967, -99.6009189 18.5558977, -99.6010188 18.5558787, -99.601167 18.555797)",,,80,,
"[263926056, 874047985, 874040129]",False,Calle Segunda de Miguel Hidalgo,residential,False,186.553,"LINESTRING (-99.601167 18.555797, -99.6013092 18.555685, -99.601383 18.5556048, -99.6015225 18.5554548, -99.6016458 18.5553213, -99.6017383 18.5551725, -99.6017813 18.5550785, -99.6018013 18.5550085, -99.6019366 18.5549744, -99.602006 18.5549767, -99.6020684 18.5550524, -99.6021374 18.5550907, -99.6022681 18.5551064, -99.6024 18.5550855, -99.602445 18.5550618)",,,,,
874047984,False,Calle Constitución del 57,residential,False,52.941,"LINESTRING (-99.601167 18.555797, -99.6012131 18.5556792, -99.6012563 18.5555429, -99.6012797 18.555447, -99.6013153 18.5553426)",,,80,,
"[874056826, 405538925]",False,Calle Segunda de Miguel Hidalgo,residential,True,61.729,"LINESTRING (-99.601167 18.555797, -99.6011283 18.5559076, -99.6010798 18.5560484, -99.6010746 18.5561123, -99.6010773 18.5561848, -99.6011176 18.5562788, -99.6011657 18.5563046)",,,,,
874064222,False,Calle del Consuelo,residential,True,35.192,"LINESTRING (-99.601167 18.555797, -99.6010188 18.5558787, -99.6009189 18.5558977, -99.6008584 18.5558967)",,,80,,
257798924,False,Avenida de los Plateros,primary,False,53.516999999999996,"LINESTRING (-99.6026667 18.5540398, -99.6026571 18.5539903, -99.6025576 18.5537462, -99.6025257 18.5536687, -99.602502 18.5535856)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,131.01900000000003,"LINESTRING (-99.6026667 18.5540398, -99.6026704 18.5540797, -99.6026637 18.5541343, -99.6026476 18.5541865, -99.6026209 18.5542383, -99.6025845 18.5542869, -99.6025337 18.5543441, -99.6023782 18.5544925, -99.6023351 18.5545425, -99.6023002 18.5546213, -99.6022868 18.5546645, -99.6022908 18.554723, -99.6022962 18.5547738, -99.6023083 18.5548044, -99.602315 18.5548387, -99.6023311 18.554873, -99.6023539 18.5549175, -99.6023928 18.5549722, -99.602445 18.5550618)",MEX 95,,,,
293518407,False,Calle Doctor Canseco,residential,False,160.414,"LINESTRING (-99.6026667 18.5540398, -99.6030305 18.5539703, -99.6033152 18.5539408, -99.6034559 18.5539126, -99.6040565 18.5537819, -99.6041395 18.5537222)",,,,,
874042323,False,Calle Constitución del 57,residential,True,84.417,"LINESTRING (-99.6026667 18.5540398, -99.6024908 18.554092, -99.6021743 18.554176, -99.6019501 18.5542616, -99.6019055 18.5542727)",,,80,,
257798924,False,Avenida de los Plateros,primary,False,131.019,"LINESTRING (-99.602445 18.5550618, -99.6023928 18.5549722, -99.6023539 18.5549175, -99.6023311 18.554873, -99.602315 18.5548387, -99.6023083 18.5548044, -99.6022962 18.5547738, -99.6022908 18.554723, -99.6022868 18.5546645, -99.6023002 18.5546213, -99.6023351 18.5545425, -99.6023782 18.5544925, -99.6025337 18.5543441, -99.6025845 18.5542869, -99.6026209 18.5542383, -99.6026476 18.5541865, -99.6026637 18.5541343, -99.6026704 18.5540797, -99.6026667 18.5540398)",MEX 95,,,,
257798924,False,Avenida de los Plateros,primary,True,36.203,"LINESTRING (-99.602445 18.5550618, -99.6025135 18.555149, -99.602543 18.5552048, -99.6025698 18.5552506, -99.6025859 18.5552976, -99.6025952 18.5553495)",MEX 95,,,,
"[263926056, 874040129, 874047985]",False,Calle Segunda de Miguel Hidalgo,residential,True,186.553,"LINESTRING (-99.602445 18.5550618, -99.6024 18.5550855, -99.6022681 18.5551064, -99.6021374 18.5550907, -99.6020684 18.5550524, -99.602006 18.5549767, -99.6019366 18.5549744, -99.6018013 18.5550085, -99.6017813 18.5550785, -99.6017383 18.5551725, -99.6016458 18.5553213, -99.6015225 18.5554548, -99.601383 18.5556048, -99.6013092 18.555685, -99.601167 18.555797)",,,,,
"[876612089, 876546291]",False,Calle Miguel Hidalgo,residential,True,171.781,"LINESTRING (-99.602445 18.5550618, -99.602448 18.5550259, -99.6024439 18.554982, -99.6024244 18.5549102, -99.6023822 18.5548415, -99.6023854 18.5548094, -99.6023931 18.5547944, -99.6024296 18.5547847, -99.6028827 18.5547541, -99.6030704 18.5547468, -99.6031646 18.5547491, -99.6034529 18.5547389, -99.6037211 18.5547236)",,,,,
876546291,False,Calle Miguel Hidalgo,residential,True,28.83,"LINESTRING (-99.6041811 18.5546728, -99.6044521 18.5547077)",,,,,
876606664,False,Privada de Miguel Hidalgo,residential,False,21.14,"LINESTRING (-99.6041811 18.5546728, -99.6041784 18.5544827)",,,,,
