osmid,oneway,ref,name,highway,junction,reversed,length,lanes,maxspeed,geometry
188915958,True,MEX 51;MEX 134,Calzada al Pacífico,primary,roundabout,False,15.149,,,"LINESTRING (-100.6696732 18.3557895, -100.6695924 18.3559021)"
321682506,True,MEX 51,Calzada Rey Irepan Oriente,primary,,False,57.215,2,50,"LINESTRING (-100.6696732 18.3557895, -100.6692288 18.3554948)"
321682475,False,,Calle Ignacio Zaragoza,residential,,False,15.513,,,"LINESTRING (-100.6691572 18.3555974, -100.6690824 18.3557175)"
321682475,False,,Calle Ignacio Zaragoza,residential,,True,13.684,,,"LINESTRING (-100.6691572 18.3555974, -100.6692288 18.3554948)"
284041623,True,MEX 51,Calzada Rey Irepan Oriente,primary,,False,57.074,2,50,"LINESTRING (-100.6691572 18.3555974, -100.6694078 18.3557728, -100.6695924 18.3559021)"
188915958,True,MEX 51;MEX 134,Calzada al Pacífico,primary,roundabout,False,84.244,,,"LINESTRING (-100.670382 18.3555852, -100.6701922 18.3555451, -100.6700796 18.3555623, -100.669971 18.3555801, -100.6698529 18.3556221, -100.6697879 18.355666, -100.6697322 18.3557201, -100.6696732 18.3557895)"
321719610,True,MEX 134,Avenida Lázaro Cárdenas,primary,,False,75.36,2,60,"LINESTRING (-100.6704833 18.3556628, -100.6709066 18.355117)"
188915958,True,MEX 51;MEX 134,Calzada al Pacífico,primary,roundabout,False,13.829999999999998,,,"LINESTRING (-100.6704833 18.3556628, -100.670433 18.3556151, -100.670382 18.3555852)"
321664793,False,,Calle Cipriano Jaimes Poniente,residential,,False,74.723,,,"LINESTRING (-100.6720752 18.3558624, -100.6714739 18.3555076)"
321719622,False,,Calle Fray Juan Bautista Moya,residential,,False,132.93,,,"LINESTRING (-100.6720752 18.3558624, -100.6714072 18.3568759)"
321719622,False,,Calle Fray Juan Bautista Moya,residential,,True,76.953,,,"LINESTRING (-100.6720752 18.3558624, -100.6724754 18.3552839)"
188915958,True,MEX 51;MEX 134,Calzada al Pacífico,primary,roundabout,False,78.86699999999999,,,"LINESTRING (-100.67048 18.356325, -100.6705731 18.3561612, -100.6706053 18.3560517, -100.6705919 18.3559359, -100.6705577 18.3558149, -100.6704833 18.3556628)"
188915964,True,MEX 51;MEX 134,Avenida Lázaro Cárdenas,primary,,False,94.112,2,40,"LINESTRING (-100.6695639 18.3565475, -100.6690568 18.3572437)"
188915958,True,MEX 51;MEX 134,Calzada al Pacífico,primary,roundabout,False,18.125,,,"LINESTRING (-100.6695639 18.3565475, -100.6696243 18.3566025, -100.6696994 18.3566461)"
321682475,False,,Calle Ignacio Zaragoza,residential,,False,83.955,,,"LINESTRING (-100.6683196 18.3567234, -100.6678378 18.3573242)"
873110848,False,,Avenida Ejército Mexicano Poniente,residential,,False,89.85,2,,"LINESTRING (-100.6683196 18.3567234, -100.6676475 18.3562274)"
873126214,False,,Avenida Ejército Mexicano Poniente,residential,,True,96.955,2,,"LINESTRING (-100.6683196 18.3567234, -100.6690568 18.3572437)"
321682475,False,,Calle Ignacio Zaragoza,residential,,True,137.81,,,"LINESTRING (-100.6683196 18.3567234, -100.6690154 18.3558059, -100.6690824 18.3557175)"
321700381,True,,Calzada Rey Irepan Poniente,tertiary,,False,123.266,,,"LINESTRING (-100.6713401 18.3569777, -100.6723118 18.3575928)"
321719622,False,,Calle Fray Juan Bautista Moya,residential,,False,164.791,,,"LINESTRING (-100.6713401 18.3569777, -100.6705479 18.3582548)"
321719622,False,,Calle Fray Juan Bautista Moya,residential,,True,13.352,,,"LINESTRING (-100.6713401 18.3569777, -100.6714072 18.3568759)"
321664799,False,,Avenida Francisco I. Madero Poniente,residential,,False,82.721,,,"LINESTRING (-100.6646405 18.3571757, -100.6639909 18.3567594)"
321664799,False,,Avenida Francisco I. Madero Poniente,residential,,True,84.449,,,"LINESTRING (-100.6646405 18.3571757, -100.6653108 18.3575905)"
615416290,False,,Calle Miguel Hidalgo y Costilla,residential,,False,84.514,,,"LINESTRING (-100.6646405 18.3571757, -100.6651096 18.3565597)"
615416290,False,,Calle Miguel Hidalgo y Costilla,residential,,True,105.017,,,"LINESTRING (-100.6646405 18.3571757, -100.6640593 18.3579423)"
188915964,True,MEX 51;MEX 134,Avenida Lázaro Cárdenas,primary,,False,82.149,2,40,"LINESTRING (-100.6690568 18.3572437, -100.6685879 18.3578334)"
714111354,False,,Avenida Ejército Mexicano Poniente,residential,,True,14.183,2,,"LINESTRING (-100.6690568 18.3572437, -100.6691628 18.3573221)"
873126214,False,,Avenida Ejército Mexicano Poniente,residential,,False,96.955,2,,"LINESTRING (-100.6690568 18.3572437, -100.6683196 18.3567234)"
321664791,False,,Calle Reforma,residential,,False,170.415,,,"LINESTRING (-100.6723118 18.3575928, -100.6713793 18.358844)"
321664791,False,,Calle Reforma,residential,,True,13.401,,,"LINESTRING (-100.6723118 18.3575928, -100.6723833 18.3574932)"
615416290,False,,Calle Miguel Hidalgo y Costilla,residential,,False,105.017,,,"LINESTRING (-100.6640593 18.3579423, -100.6646405 18.3571757)"
615416290,False,,Calle Miguel Hidalgo y Costilla,residential,,True,75.742,,,"LINESTRING (-100.6640593 18.3579423, -100.6636719 18.3585157)"
873093150,False,,Avenida Benito Juárez Poniente,residential,,False,77.63,,,"LINESTRING (-100.6640593 18.3579423, -100.6634794 18.3575128)"
873093150,False,,Avenida Benito Juárez Poniente,residential,,True,89.01,,,"LINESTRING (-100.6640593 18.3579423, -100.6647363 18.3584197)"
321664791,False,,Calle Reforma,residential,,False,7.153,,,"LINESTRING (-100.6713793 18.358844, -100.6713428 18.3588982)"
