osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry
318985184,2,QRO 160,Peña Blanca - Peñamiller,primary,40,10.0,False,False,80.095,"LINESTRING (-99.8172337 21.0563451, -99.8171189 21.0570574)"
429549193,,,,residential,,,False,False,88.883,"LINESTRING (-99.8172337 21.0563451, -99.8173196 21.0565054, -99.8173034 21.056782, -99.8172136 21.0570098, -99.8171189 21.0570574)"
318985184,2,QRO 160,Peña Blanca - Peñamiller,primary,40,10.0,False,True,8.907,"LINESTRING (-99.8172337 21.0563451, -99.8172337 21.056265)"
318985184,2,QRO 160,Peña Blanca - Peñamiller,primary,40,10.0,False,False,8.907,"LINESTRING (-99.8172337 21.056265, -99.8172337 21.0563451)"
205107720,,,Calle Primero De Mayo,residential,,,False,False,37.939,"LINESTRING (-99.8172337 21.056265, -99.8172774 21.0561408, -99.8172774 21.0560607, -99.8172667 21.0559907, -99.8172337 21.0559396)"
318985184,2,QRO 160,Peña Blanca - Peñamiller,primary,40,10.0,False,True,126.17999999999999,"LINESTRING (-99.8172337 21.056265, -99.8172238 21.0561859, -99.817197 21.0561208, -99.817154 21.0560407, -99.8170843 21.0559806, -99.8169869 21.0559396, -99.8168751 21.0559256, -99.8167785 21.0559306, -99.8166873 21.0559656, -99.8166283 21.0560307, -99.8164255 21.0563067)"
205107722,2,QRO 160,Licenciado Adolfo López Mateos,primary,40,10.0,False,False,52.679,"LINESTRING (-99.8153079 21.0526104, -99.8153673 21.0530809)"
706820135,2,,Prolongación Zaragoza,primary,30,7.0,False,True,118.136,"LINESTRING (-99.8153079 21.0526104, -99.8164459 21.0526389)"
949757879,,,Prolongación Zaragoza,residential,,,True,False,90.212,"LINESTRING (-99.8153079 21.0526104, -99.8144394 21.0526456)"
205107730,2,,Licenciado Adolfo López Mateos,tertiary,30,7.0,False,True,68.823,"LINESTRING (-99.8153079 21.0526104, -99.815292 21.0522259, -99.8152937 21.052087, -99.8153036 21.0519922)"
205107722,2,QRO 160,Licenciado Adolfo López Mateos,primary,40,10.0,False,True,172.558,"LINESTRING (-99.8158129 21.0564512, -99.8157585 21.0563701, -99.8157217 21.056266, -99.815711 21.0561358, -99.815652 21.0551296, -99.8156109 21.0549249)"
318985184,2,QRO 160,Peña Blanca - Peñamiller,primary,40,10.0,False,False,79.712,"LINESTRING (-99.8158129 21.0564512, -99.815898 21.0565203, -99.8159953 21.0565564, -99.8160865 21.0565614, -99.8161769 21.0565504, -99.816252 21.0565153, -99.8163118 21.0564612, -99.8164255 21.0563067)"
706817653,,,,residential,,,False,False,55.18900000000001,"LINESTRING (-99.8158129 21.0564512, -99.8157003 21.0563661, -99.8156488 21.056311, -99.8156278 21.0562885, -99.8155466 21.0561851, -99.8154489 21.0560925)"
205107902,,,Calle Arroyo De Los Muertos,residential,,,False,True,63.699,"LINESTRING (-99.8156109 21.0549249, -99.8149999 21.0548699)"
205107722,2,QRO 160,Licenciado Adolfo López Mateos,primary,40,10.0,False,False,172.55800000000002,"LINESTRING (-99.8156109 21.0549249, -99.815652 21.0551296, -99.815711 21.0561358, -99.8157217 21.056266, -99.8157585 21.0563701, -99.8158129 21.0564512)"
