osmid,oneway,name,highway,reversed,length,lanes,geometry,bridge
885929266,True,Calle Gobernador Antonio Pérez Rivera,residential,False,253.805,,"LINESTRING (-96.9128426 19.5413627, -96.9108364 19.5400839)",
886309454,True,Calle Pípila,secondary,False,72.722,2,"LINESTRING (-96.9128426 19.5413627, -96.9123888 19.5418575)",
233530155,True,Calle Pípila,secondary,False,73.261,2,"LINESTRING (-96.9129265 19.5414155, -96.913391 19.5409231)",
233530157,False,Calle Gobernador Antonio Pérez Rivera,residential,True,59.316,,"LINESTRING (-96.9129265 19.5414155, -96.9132456 19.5418561)",
376023676,False,Privada de Pípila,residential,True,56.393,,"LINESTRING (-96.9152558 19.5397087, -96.9154824 19.5401687)",
233530155,True,Calle Pípila,secondary,False,25.775,2,"LINESTRING (-96.9152558 19.5397087, -96.9153826 19.5396516, -96.9154654 19.5395901)",
233530155,True,Calle Pípila,secondary,False,47.205,2,"LINESTRING (-96.913955 19.5403326, -96.9140871 19.5402279, -96.9142149 19.5401397, -96.9143215 19.5400889)",
233543415,False,Calle Emilio Leyzegui,residential,True,239.018,,"LINESTRING (-96.913955 19.5403326, -96.9141673 19.5406219, -96.914189 19.5407739, -96.9142366 19.5408729, -96.9142497 19.5408895, -96.914827 19.5416212, -96.9149128 19.5417573, -96.9149722 19.5418975, -96.9150213 19.5420992, -96.9150397 19.5421845)",
233530155,True,Calle Pípila,secondary,False,106.644,2,"LINESTRING (-96.9143215 19.5400889, -96.9152558 19.5397087)",
886316811,False,Calle Volcán de Colima,residential,False,65.243,,"LINESTRING (-96.9143215 19.5400889, -96.9146491 19.5404413, -96.9147509 19.5405104)",
144693155,False,Calle Coyoacán,residential,False,37.397,,"LINESTRING (-96.9153597 19.5395568, -96.9150258 19.5394381)",
903174679,False,Calle Ángela Peralta,residential,True,11.679,,"LINESTRING (-96.9153597 19.5395568, -96.9154654 19.5395901)",
