osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width
141532943,True,1,MEX 70,Avenida Zaragoza,primary,20,False,81.994,"LINESTRING (-102.7179268 21.8461246, -102.7171549 21.846299)",,
141601049,True,,,Calle Centenario,residential,20,False,74.587,"LINESTRING (-102.7179268 21.8461246, -102.7177369 21.8454774)",,
141598730,False,,,Calle Margarita Maza,residential,10,True,56.167,"LINESTRING (-102.7164012 21.8430139, -102.7169377 21.8429293)",,
141518696,False,2,,Calle Mariano Escobedo,residential,10,False,98.375,"LINESTRING (-102.7164012 21.8430139, -102.7162001 21.8422845, -102.7161541 21.8421598)",,
141598730,False,,,Calle Margarita Maza,residential,10,False,90.57,"LINESTRING (-102.7164012 21.8430139, -102.7158722 21.8431047, -102.7155394 21.8431672)",,
141598744,False,,,Calle 20 de Noviembre,residential,20,True,16.586,"LINESTRING (-102.7156055 21.8440558, -102.7157638 21.8440815)",,
1267560942,False,,,Calle 20 de Noviembre,residential,20,False,30.067,"LINESTRING (-102.7156055 21.8440558, -102.7154319 21.8440164, -102.7153227 21.8439909)",,
141598744,False,,,Calle 20 de Noviembre,residential,20,False,93.858,"LINESTRING (-102.7182493 21.8438591, -102.7178121 21.8439164, -102.717348 21.8439712)",,
141598744,False,,,Calle 20 de Noviembre,residential,20,True,102.747,"LINESTRING (-102.7182493 21.8438591, -102.718437 21.8438392, -102.719236 21.8437368)",,
317871911,True,1,,Calle Ignacio Allende,residential,10,False,68.21000000000001,"LINESTRING (-102.7182493 21.8438591, -102.718327 21.8441355, -102.71837 21.8443122, -102.7183968 21.8444567)",,
202281187,False,,,Malecón,residential,25,False,95.272,"LINESTRING (-102.7195616 21.8483814, -102.7203468 21.8479309)",,
"[292017227, 202281187]",False,,,Malecón,residential,"['30', '25']","[False, True]",155.685,"LINESTRING (-102.7195616 21.8483814, -102.7186972 21.8488806, -102.7183432 21.8491956)",,
141598730,False,,,Calle Margarita Maza,residential,10,True,61.166,"LINESTRING (-102.7182627 21.8427065, -102.7188494 21.8426289)",,
141646722,False,,,Calle Melchor Ocampo,residential,10,False,59.809,"LINESTRING (-102.7182627 21.8427065, -102.7184719 21.8432081)",,
141598730,False,,,Calle Margarita Maza,residential,10,False,65.369,"LINESTRING (-102.7182627 21.8427065, -102.7180222 21.8427671, -102.7176431 21.8428247)",,
141598730,False,,,Calle Margarita Maza,residential,10,False,44.399,"LINESTRING (-102.7192792 21.8426123, -102.7188494 21.8426289)",,
317750008,False,,,Calle Guillermo Prieto,residential,10,False,17.161,"LINESTRING (-102.7192792 21.8426123, -102.7192701 21.8427664)",,
317907930,False,,,Calle Serapio Figueroa,tertiary,10,True,36.85,"LINESTRING (-102.7155394 21.8431672, -102.7154494 21.8428465)",,
141598730,False,,,Calle Margarita Maza,residential,10,True,90.57,"LINESTRING (-102.7155394 21.8431672, -102.7158722 21.8431047, -102.7164012 21.8430139)",,
317907930,False,,,Calle Serapio Figueroa,tertiary,10,False,104.693,"LINESTRING (-102.7155394 21.8431672, -102.7157307 21.8438677, -102.7157678 21.8440104, -102.7157721 21.8440387, -102.7157638 21.8440815)",,
141598730,False,,,Calle Margarita Maza,residential,10,False,61.166,"LINESTRING (-102.7188494 21.8426289, -102.7182627 21.8427065)",,
141598730,False,,,Calle Margarita Maza,residential,10,True,44.399,"LINESTRING (-102.7188494 21.8426289, -102.7192792 21.8426123)",,
141643413,False,,,Calle Valentín Gómez Farías,residential,,False,70.006,"LINESTRING (-102.7188494 21.8426289, -102.7190754 21.8432225)",,
141684070,False,,,Calle Lorenzo Herrera,residential,10,True,118.567,"LINESTRING (-102.7153227 21.8439909, -102.7149893 21.8429705)",,
1267560942,False,,,Calle 20 de Noviembre,residential,20,False,132.155,"LINESTRING (-102.7153227 21.8439909, -102.7151271 21.8439599, -102.7150203 21.8439392, -102.7148535 21.8438624, -102.7142101 21.8434422)",,
1267560942,False,,,Calle 20 de Noviembre,residential,20,True,30.067,"LINESTRING (-102.7153227 21.8439909, -102.7154319 21.8440164, -102.7156055 21.8440558)",,
141598730,False,,,Calle Margarita Maza,residential,10,False,56.167,"LINESTRING (-102.7169377 21.8429293, -102.7164012 21.8430139)",,
141598730,False,,,Calle Margarita Maza,residential,10,True,73.73100000000001,"LINESTRING (-102.7169377 21.8429293, -102.7175519 21.8428397, -102.7176431 21.8428247)",,
141599923,False,,,Calle Santos Degollado,residential,10,False,102.459,"LINESTRING (-102.7169377 21.8429293, -102.7168678 21.8425877, -102.7167821 21.8421401, -102.716758 21.8420231)",,
141598744,False,,,Calle 20 de Noviembre,residential,20,False,91.372,"LINESTRING (-102.717348 21.8439712, -102.7171978 21.8439836, -102.7167794 21.8440359, -102.7164705 21.8440787)",,
141598744,False,,,Calle 20 de Noviembre,residential,20,True,93.858,"LINESTRING (-102.717348 21.8439712, -102.7178121 21.8439164, -102.7182493 21.8438591)",,
141682760,True,,,Calle Jesús Gómez Portugal,residential,10,False,90.811,"LINESTRING (-102.7169592 21.8456741, -102.7162653 21.8458345, -102.716105 21.8458699)",,
317878438,True,,,Calle Cristóbal Colón,residential,10,False,72.42,"LINESTRING (-102.7169592 21.8456741, -102.7170798 21.8460127, -102.7171549 21.846299)",,
141598744,False,,,Calle 20 de Noviembre,residential,20,False,74.173,"LINESTRING (-102.7164705 21.8440787, -102.7163279 21.8440955, -102.7160737 21.8441398, -102.7160393 21.8441351, -102.7157638 21.8440815)",,
141598744,False,,,Calle 20 de Noviembre,residential,20,True,91.37199999999999,"LINESTRING (-102.7164705 21.8440787, -102.7167794 21.8440359, -102.7171978 21.8439836, -102.717348 21.8439712)",,
317878438,True,,,Calle Cristóbal Colón,residential,10,False,87.964,"LINESTRING (-102.7164705 21.8440787, -102.716545 21.8442898, -102.7165775 21.8443944, -102.7166131 21.8444815, -102.7166426 21.8445886, -102.7166962 21.8448401)",,
317750433,True,,,Calle Cristóbal Colón,tertiary,10,False,78.499,"LINESTRING (-102.7175652 21.8477087, -102.7177808 21.8483857)",,
"[317872691, 292021558]",True,,,"['Calle Hermanos Galeana', 'Calle Unión']",residential,10,False,179.284,"LINESTRING (-102.7175652 21.8477087, -102.7183244 21.8475562, -102.7192554 21.8473376)",,
317750693,True,,,Calle Artículo 115 de la Constitución,residential,10,False,86.298,"LINESTRING (-102.7166962 21.8448401, -102.7169049 21.8447888, -102.7173447 21.8446793, -102.7174916 21.8446098)",,
317878438,True,,,Calle Cristóbal Colón,residential,10,False,96.631,"LINESTRING (-102.7166962 21.8448401, -102.7167982 21.8451737, -102.7168895 21.845462, -102.7169592 21.8456741)",,
141643279,True,,,Calle Matamoros,residential,10,False,74.52,"LINESTRING (-102.7197426 21.8456641, -102.7195638 21.8450148)",,
317875158,True,1,MEX 70,Avenida 5 de Mayo,primary,20,False,99.375,"LINESTRING (-102.7197426 21.8456641, -102.7188128 21.8458962)",,
141643279,True,,,Calle Matamoros,residential,10,False,71.192,"LINESTRING (-102.7201242 21.8471168, -102.7199661 21.8464936)",,
292021558,True,,,Calle Hermanos Galeana,residential,10,False,93.029,"LINESTRING (-102.7201242 21.8471168, -102.7209971 21.8469082)",,
317749943,True,,,Calle Jesús Terán,residential,10,False,101.904,"LINESTRING (-102.7195638 21.8450148, -102.7186063 21.8452384)",,
141644714,False,,,Calle José María Arteaga,residential,10,True,64.157,"LINESTRING (-102.716758 21.8420231, -102.7161541 21.8421598)",,
141599923,False,,,Calle Santos Degollado,residential,10,True,102.459,"LINESTRING (-102.716758 21.8420231, -102.7167821 21.8421401, -102.7168678 21.8425877, -102.7169377 21.8429293)",,
141644714,False,,,Calle José María Arteaga,residential,10,False,64.157,"LINESTRING (-102.7161541 21.8421598, -102.716758 21.8420231)",,
141518696,False,2,,Calle Mariano Escobedo,residential,10,True,98.375,"LINESTRING (-102.7161541 21.8421598, -102.7162001 21.8422845, -102.7164012 21.8430139)",,
141598730,False,,,Calle Margarita Maza,residential,10,False,73.73100000000001,"LINESTRING (-102.7176431 21.8428247, -102.7175519 21.8428397, -102.7169377 21.8429293)",,
141598730,False,,,Calle Margarita Maza,residential,10,True,65.369,"LINESTRING (-102.7176431 21.8428247, -102.7180222 21.8427671, -102.7182627 21.8427065)",,
